tp,hidden_size,bidirectional,learning_rate,seed,final_train_loss,final_val_loss,final_val_acc,final_val_f1,best_val_f1,num_epochs,final_transition_mae,final_autocorr_r2
4,64,True,0.0001,42,1.5507002472877502,1.8171331882476807,0.4519676549865229,0.2671531954225821,0.27767357028106526,500,538.42017,0.24467993
