timestamp,num_requests_running,num_requests_waiting,gpu_cache_usage_perc,prompt_tokens_total,generation_tokens_total,iteration_tokens_total_sum,iteration_tokens_total_count,request_prefill_time_seconds_sum,request_decode_time_seconds_sum,num_preemptions_total,prefix_cache_queries_total,prefix_cache_hits_total
1784576425.0190494,0.0,0.0,5.735260380823615e-05,1.0,1.0,2.0,1.0,0.03445746935904026,0.0,0.0,1.0,0.0
1784576425.277219,0.0,0.0,5.735260380823615e-05,1.0,1.0,2.0,1.0,0.03445746935904026,0.0,0.0,1.0,0.0
1784576425.53626,0.0,0.0,5.735260380823615e-05,1.0,1.0,2.0,1.0,0.03445746935904026,0.0,0.0,1.0,0.0
1784576425.7946568,0.0,0.0,5.735260380823615e-05,1.0,1.0,2.0,1.0,0.03445746935904026,0.0,0.0,1.0,0.0
1784576426.0516438,0.0,0.0,5.735260380823615e-05,1.0,1.0,2.0,1.0,0.03445746935904026,0.0,0.0,1.0,0.0
1784576426.310807,0.0,0.0,5.735260380823615e-05,1.0,1.0,2.0,1.0,0.03445746935904026,0.0,0.0,1.0,0.0
1784576426.5660152,0.0,0.0,5.735260380823615e-05,1.0,1.0,2.0,1.0,0.03445746935904026,0.0,0.0,1.0,0.0
1784576426.8224943,0.0,0.0,5.735260380823615e-05,1.0,1.0,2.0,1.0,0.03445746935904026,0.0,0.0,1.0,0.0
1784576427.080352,0.0,0.0,5.735260380823615e-05,1.0,1.0,2.0,1.0,0.03445746935904026,0.0,0.0,1.0,0.0
1784576427.3350544,0.0,0.0,5.735260380823615e-05,1.0,1.0,2.0,1.0,0.03445746935904026,0.0,0.0,1.0,0.0
1784576427.590757,0.0,0.0,5.735260380823615e-05,1.0,1.0,2.0,1.0,0.03445746935904026,0.0,0.0,1.0,0.0
1784576427.8457313,0.0,0.0,5.735260380823615e-05,1.0,1.0,2.0,1.0,0.03445746935904026,0.0,0.0,1.0,0.0
1784576428.1012564,0.0,0.0,5.735260380823615e-05,1.0,1.0,2.0,1.0,0.03445746935904026,0.0,0.0,1.0,0.0
1784576428.3559744,0.0,0.0,5.735260380823615e-05,1.0,1.0,2.0,1.0,0.03445746935904026,0.0,0.0,1.0,0.0
1784576428.614694,0.0,0.0,5.735260380823615e-05,1.0,1.0,2.0,1.0,0.03445746935904026,0.0,0.0,1.0,0.0
1784576428.8710508,0.0,0.0,5.735260380823615e-05,1.0,1.0,2.0,1.0,0.03445746935904026,0.0,0.0,1.0,0.0
1784576429.1280477,0.0,0.0,5.735260380823615e-05,1.0,1.0,2.0,1.0,0.03445746935904026,0.0,0.0,1.0,0.0
1784576429.386029,0.0,0.0,5.735260380823615e-05,1.0,1.0,2.0,1.0,0.03445746935904026,0.0,0.0,1.0,0.0
