timestamp,num_requests_running,num_requests_waiting,gpu_cache_usage_perc,prompt_tokens_total,generation_tokens_total,iteration_tokens_total_sum,iteration_tokens_total_count,request_prefill_time_seconds_sum,request_decode_time_seconds_sum,num_preemptions_total,prefix_cache_queries_total,prefix_cache_hits_total,nixl_xfer_time_seconds_sum,nixl_xfer_time_seconds_count,nixl_post_time_seconds_sum,nixl_post_time_seconds_count,nixl_bytes_transferred_sum,nixl_bytes_transferred_count,nixl_num_descriptors_sum,nixl_num_descriptors_count,nixl_num_failed_transfers,nixl_num_failed_notifications,nixl_num_kv_expired_reqs
1784934909.4903848,0.0,0.0,0.0,17720.0,2.0,17722.0,2.0,2.1316230073571205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784934909.7404537,0.0,0.0,0.0,17720.0,2.0,17722.0,2.0,2.1316230073571205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784934909.990515,0.0,0.0,0.0,17720.0,2.0,17722.0,2.0,2.1316230073571205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784934910.2405896,0.0,0.0,0.0,17720.0,2.0,17722.0,2.0,2.1316230073571205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784934910.49065,0.0,0.0,0.0,17720.0,2.0,17722.0,2.0,2.1316230073571205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784934910.7407117,0.0,0.0,0.0,17720.0,2.0,17722.0,2.0,2.1316230073571205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784934910.9907873,0.0,0.0,0.0,17720.0,2.0,17722.0,2.0,2.1316230073571205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784934911.2408607,0.0,0.0,0.0,17720.0,2.0,17722.0,2.0,2.1316230073571205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784934911.4909356,0.0,0.0,0.0,17720.0,2.0,17722.0,2.0,2.1316230073571205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784934911.7410104,0.0,0.0,0.0,17720.0,2.0,17722.0,2.0,2.1316230073571205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784934911.991085,0.0,0.0,0.0,17720.0,2.0,17722.0,2.0,2.1316230073571205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
