timestamp,query.start,query.end,index,uuid,power.draw [W],clocks.sm [MHz],clocks.mem [MHz],utilization.gpu [%],utilization.memory [%],memory.used [MiB],temperature.gpu
2026/07/24 16:15:09.422,2026/07/24 16:15:09.408,2026/07/24 16:15:09.437,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,88.13,1410,1593,0,0,73511,42
2026/07/24 16:15:09.422,2026/07/24 16:15:09.408,2026/07/24 16:15:09.437,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.22,1410,1593,0,0,73511,35
2026/07/24 16:15:09.672,2026/07/24 16:15:09.658,2026/07/24 16:15:09.686,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,88.13,1410,1593,0,0,73511,42
2026/07/24 16:15:09.672,2026/07/24 16:15:09.658,2026/07/24 16:15:09.686,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.86,1410,1593,0,0,73511,34
2026/07/24 16:15:09.926,2026/07/24 16:15:09.908,2026/07/24 16:15:09.943,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,88.46,1410,1593,0,0,73511,42
2026/07/24 16:15:09.926,2026/07/24 16:15:09.908,2026/07/24 16:15:09.943,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.95,1410,1593,0,0,73511,34
2026/07/24 16:15:10.173,2026/07/24 16:15:10.158,2026/07/24 16:15:10.188,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,88.13,1410,1593,0,0,73511,42
2026/07/24 16:15:10.173,2026/07/24 16:15:10.158,2026/07/24 16:15:10.188,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.14,1410,1593,0,0,73511,34
2026/07/24 16:15:10.422,2026/07/24 16:15:10.408,2026/07/24 16:15:10.435,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,88.13,1410,1593,0,0,73511,42
2026/07/24 16:15:10.422,2026/07/24 16:15:10.408,2026/07/24 16:15:10.435,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.14,1410,1593,0,0,73511,34
2026/07/24 16:15:10.717,2026/07/24 16:15:10.658,2026/07/24 16:15:10.776,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,88.13,1410,1593,0,0,73511,42
2026/07/24 16:15:10.717,2026/07/24 16:15:10.658,2026/07/24 16:15:10.776,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.14,1410,1593,0,0,73511,34
2026/07/24 16:15:10.923,2026/07/24 16:15:10.908,2026/07/24 16:15:10.937,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,88.46,1410,1593,0,0,73511,42
2026/07/24 16:15:10.923,2026/07/24 16:15:10.908,2026/07/24 16:15:10.937,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.82,1410,1593,0,0,73511,34
2026/07/24 16:15:11.172,2026/07/24 16:15:11.158,2026/07/24 16:15:11.186,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,88.13,1410,1593,0,0,73511,42
2026/07/24 16:15:11.172,2026/07/24 16:15:11.158,2026/07/24 16:15:11.186,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.22,1410,1593,0,0,73511,34
2026/07/24 16:15:11.422,2026/07/24 16:15:11.409,2026/07/24 16:15:11.435,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,88.13,1410,1593,0,0,73511,41
2026/07/24 16:15:11.422,2026/07/24 16:15:11.409,2026/07/24 16:15:11.435,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.86,1410,1593,0,0,73511,34
2026/07/24 16:15:11.672,2026/07/24 16:15:11.659,2026/07/24 16:15:11.686,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,88.13,1410,1593,0,0,73511,41
2026/07/24 16:15:11.672,2026/07/24 16:15:11.659,2026/07/24 16:15:11.686,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.14,1410,1593,0,0,73511,34
2026/07/24 16:15:11.922,2026/07/24 16:15:11.909,2026/07/24 16:15:11.935,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,87.86,1410,1593,0,0,73511,41
2026/07/24 16:15:11.922,2026/07/24 16:15:11.909,2026/07/24 16:15:11.935,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.86,1410,1593,0,0,73511,34
2026/07/24 16:15:12.174,2026/07/24 16:15:12.159,2026/07/24 16:15:12.190,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,87.86,1410,1593,0,0,73511,41
2026/07/24 16:15:12.174,2026/07/24 16:15:12.159,2026/07/24 16:15:12.190,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.95,1410,1593,0,0,73511,34
2026/07/24 16:15:12.423,2026/07/24 16:15:12.409,2026/07/24 16:15:12.436,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,88.13,1410,1593,0,0,73511,41
2026/07/24 16:15:12.423,2026/07/24 16:15:12.409,2026/07/24 16:15:12.436,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.14,1410,1593,0,0,73511,34
2026/07/24 16:15:12.673,2026/07/24 16:15:12.659,2026/07/24 16:15:12.686,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,87.86,1410,1593,0,0,73511,41
2026/07/24 16:15:12.673,2026/07/24 16:15:12.659,2026/07/24 16:15:12.686,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.95,1410,1593,0,0,73511,34
2026/07/24 16:15:12.923,2026/07/24 16:15:12.909,2026/07/24 16:15:12.936,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,88.13,1410,1593,0,0,73511,41
2026/07/24 16:15:12.923,2026/07/24 16:15:12.909,2026/07/24 16:15:12.936,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.14,1410,1593,0,0,73511,34
2026/07/24 16:15:13.174,2026/07/24 16:15:13.159,2026/07/24 16:15:13.188,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,88.13,1410,1593,0,0,73511,41
