2025-10-24 21:04:45,728 INFO    MainThread:11001 [wandb_setup.py:_flush():81] Current SDK version is 0.22.2
2025-10-24 21:04:45,729 INFO    MainThread:11001 [wandb_setup.py:_flush():81] Configure stats pid to 11001
2025-10-24 21:04:45,729 INFO    MainThread:11001 [wandb_setup.py:_flush():81] Loading settings from /home/azureuser/.config/wandb/settings
2025-10-24 21:04:45,729 INFO    MainThread:11001 [wandb_setup.py:_flush():81] Loading settings from /home/azureuser/powertrace-sim/wandb/settings
2025-10-24 21:04:45,729 INFO    MainThread:11001 [wandb_setup.py:_flush():81] Loading settings from environment variables
2025-10-24 21:04:45,729 INFO    MainThread:11001 [wandb_init.py:setup_run_log_directory():705] Logging user logs to /home/azureuser/powertrace-sim/wandb/run-20251024_210445-x98c2na9/logs/debug.log
2025-10-24 21:04:45,729 INFO    MainThread:11001 [wandb_init.py:setup_run_log_directory():706] Logging internal logs to /home/azureuser/powertrace-sim/wandb/run-20251024_210445-x98c2na9/logs/debug-internal.log
2025-10-24 21:04:45,729 INFO    MainThread:11001 [wandb_init.py:init():832] calling init triggers
2025-10-24 21:04:45,729 INFO    MainThread:11001 [wandb_init.py:init():837] wandb.init called with sweep_config: {}
config: {'tp': 4, 'hidden_size': 64, 'num_epochs': 500, 'lr': 0.0001, 'scheduler': 'cosine', 'seed': 42, 'bidirectional': True, '_wandb': {}}
2025-10-24 21:04:45,729 INFO    MainThread:11001 [wandb_init.py:init():880] starting backend
2025-10-24 21:04:45,965 INFO    MainThread:11001 [wandb_init.py:init():883] sending inform_init request
2025-10-24 21:04:45,998 INFO    MainThread:11001 [wandb_init.py:init():891] backend started and connected
2025-10-24 21:04:46,002 INFO    MainThread:11001 [wandb_init.py:init():961] updated telemetry
2025-10-24 21:04:46,035 INFO    MainThread:11001 [wandb_init.py:init():985] communicating run to backend with 90.0 second timeout
2025-10-24 21:04:46,572 INFO    MainThread:11001 [wandb_init.py:init():1036] starting run threads in backend
2025-10-24 21:04:46,685 INFO    MainThread:11001 [wandb_run.py:_console_start():2509] atexit reg
2025-10-24 21:04:46,685 INFO    MainThread:11001 [wandb_run.py:_redirect():2357] redirect: wrap_raw
2025-10-24 21:04:46,685 INFO    MainThread:11001 [wandb_run.py:_redirect():2426] Wrapping output streams.
2025-10-24 21:04:46,685 INFO    MainThread:11001 [wandb_run.py:_redirect():2449] Redirects installed.
2025-10-24 21:04:46,688 INFO    MainThread:11001 [wandb_init.py:init():1076] run started, returning control to user process
2025-10-24 21:05:30,006 INFO    MainThread:11001 [wandb_run.py:_finish():2275] finishing run grantfwilkins-stanford-university/powertrace-classifier-training/x98c2na9
2025-10-24 21:05:30,007 INFO    MainThread:11001 [wandb_run.py:_atexit_cleanup():2474] got exitcode: 0
2025-10-24 21:05:30,007 INFO    MainThread:11001 [wandb_run.py:_restore():2456] restore
2025-10-24 21:05:30,007 INFO    MainThread:11001 [wandb_run.py:_restore():2462] restore done
2025-10-24 21:05:30,526 INFO    MainThread:11001 [wandb_run.py:_footer_sync_info():3872] logging synced files
