t_bin,time_s,power_w
0,0.0,2048.7620481888894
1,0.25,1714.5279812042493
2,0.5,1955.0683810863866
3,0.75,2964.258962337006
4,1.0,1949.1362383317207
5,1.25,2971.786709892689
6,1.5,2980.773779499309
7,1.75,3024.6277598005527
8,2.0,3044.4678534594673
9,2.25,2969.3776862388313
10,2.5,3016.824737628799
11,2.75,3029.0572015179573
12,3.0,3045.8238677370377
13,3.25,2999.3605872157837
14,3.5,3062.8279380412355
15,3.75,3151.153202075914
16,4.0,3038.3107555970337
17,4.25,3044.1278174900012
18,4.5,3110.3178010547535
19,4.75,2983.292300920482
20,5.0,2636.512685334267
21,5.25,3158.233985947791
22,5.5,3042.4575404466536
23,5.75,2939.1422513709613
24,6.0,2970.918791054989
25,6.25,3090.0169231493933
26,6.5,3016.7358172970353
27,6.75,3091.3740224087956
28,7.0,2928.244812771352
29,7.25,3051.0376294431826
30,7.5,3019.4897419747713
31,7.75,2971.4625223804064
32,8.0,3023.688339100393
33,8.25,3306.882331887378
34,8.5,3016.533579036492
35,8.75,3062.294488950826
36,9.0,3031.928300965404
37,9.25,3019.704068416765
38,9.5,3156.91859986324
39,9.75,3041.09111086382
40,10.0,3136.919303674329
41,10.25,3061.647111139931
42,10.5,3057.8891214407026
43,10.75,3063.3456385886448
44,11.0,3031.9017726775737
45,11.25,3119.132807760874
46,11.5,3263.5531453289495
47,11.75,2745.4086647328268
48,12.0,3151.0875263721946
49,12.25,3037.8674891414057
50,12.5,2974.4119456755507
51,12.75,2930.9003709019535
52,13.0,3096.1485466699255
53,13.25,3017.538717403142
54,13.5,3074.7955113397793
55,13.75,3025.8851394233484
56,14.0,3054.210613047183
57,14.25,3013.5754404937516
58,14.5,3027.6486410339094
59,14.75,2976.6342259384983
60,15.0,3044.6714391143114
61,15.25,3042.5851473978078
62,15.5,3050.147790184521
63,15.75,3123.9379377848018
64,16.0,3227.953394049575
65,16.25,3005.8308169425627
66,16.5,3126.228906956067
67,16.75,3015.451797438943
68,17.0,3099.0853587709903
69,17.25,3029.098092678132
70,17.5,3020.3559698858344
71,17.75,3168.3918388099187
72,18.0,3101.404134720969
73,18.25,3206.040620772042
74,18.5,3042.9896534897393
75,18.75,3050.065639628246
76,19.0,2980.1427361276983
77,19.25,3036.651905664152
78,19.5,2992.9555947108447
79,19.75,3068.7486917105725
80,20.0,3032.601516929015
81,20.25,3001.973026401478
82,20.5,3010.34350737666
83,20.75,3112.438468250708
84,21.0,3117.6314249998413
85,21.25,3043.783961896694
86,21.5,3024.2696251599436
87,21.75,3043.693645882522
88,22.0,3028.6464331475377
89,22.25,2516.295445909941
90,22.5,3052.3141670897185
91,22.75,3013.892012715836
92,23.0,3142.4881288797064
93,23.25,3106.2649898689447
94,23.5,3104.8017224785917
