t_bin,time_s,power_w
0,0.0,951.3184890530532
1,0.25,1170.3877358397876
2,0.5,957.7348090238204
3,0.75,973.4800462940648
4,1.0,987.9454245010523
5,1.25,940.5554552408756
6,1.5,970.5812776960231
7,1.75,929.3130199549182
8,2.0,2953.849539183064
9,2.25,1845.162685626187
10,2.5,3003.9175844296783
11,2.75,2957.705163969768
12,3.0,2934.8416003581797
13,3.25,2940.8530214558978
14,3.5,2938.9294666635287
15,3.75,2958.2606668352532
16,4.0,2949.489812227145
17,4.25,2970.09759558544
18,4.5,2992.4861172957035
19,4.75,2971.25012685563
20,5.0,2922.456402580338
21,5.25,2912.3857504535886
22,5.5,2934.3695201477567
23,5.75,3039.178132537789
24,6.0,3009.095635091936
25,6.25,2936.5934147261987
26,6.5,2956.9941499779316
27,6.75,2917.658511226059
28,7.0,2924.6506429242245
29,7.25,3027.4141675822516
30,7.5,2945.8189189631207
31,7.75,2942.019479858098
32,8.0,2961.5345703950343
33,8.25,2938.6870581009034
34,8.5,2936.119551035169
35,8.75,3006.3921475804696
36,9.0,2968.749159022638
37,9.25,2955.007819395267
38,9.5,2923.2514516115507
39,9.75,2945.821363905474
40,10.0,2969.9036361637623
41,10.25,3056.893462881351
42,10.5,2924.574030986058
43,10.75,2962.0636738313624
44,11.0,2946.943064912002
45,11.25,2974.391983418064
46,11.5,2964.8742068761803
47,11.75,3048.2566780106717
48,12.0,2966.6436661379284
49,12.25,3004.543700268811
50,12.5,3004.6849860747716
51,12.75,3025.1437748600374
52,13.0,2963.4916751485794
53,13.25,3068.31712424869
54,13.5,2995.930856310241
55,13.75,2569.2797229175317
56,14.0,2393.0407678149795
57,14.25,1815.9706552766938
58,14.5,1399.88661939322
59,14.75,968.6911881349814
60,15.0,966.5942262792871
61,15.25,949.207066684592
62,15.5,978.5325638523898
63,15.75,949.8739656275817
64,16.0,947.7949343247154
65,16.25,967.6970608725295
66,16.5,962.9774412562015
67,16.75,958.8070280872835
68,17.0,959.828645537041
69,17.25,1210.4866721128003
70,17.5,959.0358372639072
71,17.75,958.6758645104744
72,18.0,939.8331033681692
73,18.25,945.8900185747932
74,18.5,967.2414911661641
75,18.75,952.8616576358926
76,19.0,1687.8247460961009
77,19.25,2509.970199376915
78,19.5,2696.2329807655315
79,19.75,2795.1620991284135
80,20.0,2621.057835173599
81,20.25,1707.4154253610816
82,20.5,1857.4684544767988
83,20.75,977.3268592754717
84,21.0,968.798489896726
85,21.25,959.3385349695925
86,21.5,951.3562430090172
87,21.75,948.407523126792
88,22.0,1251.6399064754603
89,22.25,1248.7954556232737
90,22.5,1967.887988805646
91,22.75,1727.501732232291
92,23.0,1537.4064175912058
93,23.25,1349.4393139707886
94,23.5,1181.6756417931822
95,23.75,1169.7097772613274
96,24.0,960.5588985012208
97,24.25,1159.949323393299
98,24.5,987.7664587932893
99,24.75,1405.663653990853
100,25.0,1203.1851862240085
101,25.25,1370.427113626081
102,25.5,1287.8797322726643
103,25.75,957.2591783110156
104,26.0,979.5868945843331
105,26.25,948.879891410131
106,26.5,946.2799520330857
107,26.75,966.7726884501736
108,27.0,947.4053044685328
109,27.25,934.563399814272
110,27.5,970.214620525655
111,27.75,968.885845379737
112,28.0,968.5680902596011
113,28.25,955.2322902579506
114,28.5,962.5620643656968
115,28.75,950.0078240508949
116,29.0,979.5238122900304
117,29.25,969.2102750713183
118,29.5,968.6770851440443
119,29.75,939.2424064474291
120,30.0,969.3882426548034
121,30.25,976.8957100674937
122,30.5,973.859465053104
123,30.75,969.1895686025406
124,31.0,960.5514216239786
125,31.25,956.824575936708
126,31.5,967.139726645601
127,31.75,964.7467621410495
128,32.0,963.1462052266812
129,32.25,1576.0419044322082
130,32.5,2211.703519205542
131,32.75,2570.1691195608505
132,33.0,2952.920485291907
133,33.25,2938.8057967620894
134,33.5,2911.328839884938
135,33.75,2178.7580236397107
136,34.0,1779.260710236682
137,34.25,1293.8199181857915
138,34.5,945.2270255481818
139,34.75,983.3163205513381
140,35.0,966.2110035113539
141,35.25,959.3760413279733
142,35.5,960.7969557894253
143,35.75,956.84987211979
144,36.0,965.1962373347578
145,36.25,963.9529983668366
146,36.5,956.6248578753508
147,36.75,932.4648721626818
148,37.0,960.1778995955154
149,37.25,965.7752066050227
150,37.5,1257.8849512439692
151,37.75,958.8840302806694
152,38.0,965.5180458889743
153,38.25,971.8046540327756
154,38.5,955.4205685653326
155,38.75,1405.2543572734075
156,39.0,868.9186670408529
157,39.25,1825.1590455264516
158,39.5,2227.2215329421538
159,39.75,2891.61022932054
160,40.0,2928.1838211471977
161,40.25,2985.096761151814
162,40.5,2984.9235285754785
163,40.75,2955.958130794977
164,41.0,2997.0616863692812
165,41.25,2959.556285542205
166,41.5,2940.89101763425
167,41.75,2959.610474896278
168,42.0,2950.021487510661
169,42.25,3032.3029034356323
170,42.5,2915.4427686955664
171,42.75,2978.7942574386007
172,43.0,2941.8602321737444
173,43.25,2975.1464797661865
174,43.5,2914.4810390591815
175,43.75,2942.879643814788
176,44.0,2955.469659609423
177,44.25,2976.3142798922
178,44.5,2989.9729745737645
179,44.75,2995.7058392648755
180,45.0,2965.7123692999608
181,45.25,2940.183105027347
182,45.5,2984.310206060222
183,45.75,2956.09363422234
184,46.0,2982.8164560536734
185,46.25,3012.3053867380445
186,46.5,3033.009207800838
187,46.75,2940.1602185558595
188,47.0,2942.716388898331
189,47.25,2968.2411694785596
190,47.5,2960.7819466812903
191,47.75,2932.404763143294
192,48.0,2936.5798279157993
193,48.25,2970.3481305701425
194,48.5,3012.901584016751
195,48.75,2886.90403699625
196,49.0,2971.819832058341
197,49.25,2948.150648075953
198,49.5,2973.2235476006435
199,49.75,2975.4603520798737
200,50.0,2954.831069457958
201,50.25,2927.7734313691026
202,50.5,2918.1261935647235
203,50.75,2906.0474289285694
204,51.0,2984.43788710399
205,51.25,2948.184692970069
206,51.5,2939.8160398342675
207,51.75,2946.462798733371
208,52.0,2919.583973142469
209,52.25,2961.2049496278937
210,52.5,2986.8771971548144
211,52.75,3041.0253277354996
212,53.0,2913.854252722736
213,53.25,2988.0116002791824
214,53.5,2934.1463029090473
215,53.75,2905.065851471022
216,54.0,2922.368577913568
217,54.25,2929.025528065278
218,54.5,2953.31755118853
219,54.75,2927.368332557982
220,55.0,2915.2606272801754
221,55.25,3010.6244833372425
222,55.5,3002.1982773933146
223,55.75,2935.7129861995054
224,56.0,2965.2463096053484
225,56.25,2955.517344402461
226,56.5,3020.784094602486
227,56.75,2905.4378419873915
228,57.0,2981.223714851279
229,57.25,2921.0543737632033
230,57.5,2938.4960757133513
231,57.75,2951.0458833238663
232,58.0,3034.1512144140975
233,58.25,2999.822164434852
234,58.5,2905.6751518627825
235,58.75,2986.3370149167295
236,59.0,2932.2476506884245
237,59.25,2947.3429992630518
238,59.5,2952.8848062773336
239,59.75,2955.9487721857445
240,60.0,2949.1862738435393
241,60.25,2960.271862562964
242,60.5,2963.2996918734952
243,60.75,2975.1110328665554
244,61.0,2290.34793188251
245,61.25,2635.165443245522
246,61.5,2586.342943942453
247,61.75,2843.1966312844556
248,62.0,2952.3213734940296
249,62.25,2967.49816148278
250,62.5,2967.1182161876714
251,62.75,3012.7257990596136
252,63.0,2374.1892130741376
253,63.25,2089.671494122261
254,63.5,986.8893594149833
255,63.75,1006.0589342858104
256,64.0,1126.5370328907068
257,64.25,1830.9829991197978
258,64.5,2437.867252005461
259,64.75,2919.7463711295477
260,65.0,2955.2245992226767
261,65.25,2891.265204848472
262,65.5,2925.525247209657
263,65.75,2944.9105475508977
264,66.0,2946.935687683472
265,66.25,2908.1368022993015
266,66.5,2956.2444661556897
267,66.75,2978.172735607413
268,67.0,2969.9040533345924
269,67.25,2936.820996013887
270,67.5,2938.625651626961
271,67.75,2923.4615030502955
272,68.0,2969.43691896442
273,68.25,2989.98993952448
274,68.5,2940.1785467687814
275,68.75,2910.512108887568
276,69.0,3020.689769271222
277,69.25,2971.411067854293
278,69.5,2884.5811643400493
279,69.75,2956.996010216539
280,70.0,3008.286256587608
281,70.25,2974.2686500464997
282,70.5,2967.42865057704
283,70.75,2963.67339295437
284,71.0,2980.376076073062
285,71.25,2929.667199688862
286,71.5,2932.0931824679064
287,71.75,3025.1875292032687
288,72.0,2936.143897127447
289,72.25,2960.0426544646275
290,72.5,2905.0757190374716
291,72.75,2972.6815387305314
292,73.0,2974.9350536550605
293,73.25,3017.3023093135866
294,73.5,2957.6559102084166
295,73.75,3051.4739882282415
296,74.0,2926.0742190293795
297,74.25,2996.5685114003422
298,74.5,2925.803046472712
299,74.75,2942.74112895402
300,75.0,2927.8955444927283
301,75.25,2954.4313456133214
302,75.5,2937.0196289767227
303,75.75,2916.807319547656
304,76.0,2914.249716635786
305,76.25,2984.167301178277
306,76.5,3014.8633001172043
307,76.75,2947.7382402543526
308,77.0,2954.1660658830015
309,77.25,2951.4083914150824
310,77.5,2972.634914225552
311,77.75,2967.727380745515
312,78.0,2938.564617971275
313,78.25,2932.64533518875
314,78.5,2925.9824204931697
315,78.75,2989.2448859912843
316,79.0,2988.9896380957416
317,79.25,2930.290673469288
318,79.5,2902.3800271347486
319,79.75,2932.140100949284
320,80.0,2933.535568447926
321,80.25,2961.843841018301
322,80.5,2997.1573505902397
323,80.75,2967.031050054503
324,81.0,2963.329244638493
325,81.25,2985.564025436043
326,81.5,3008.352231631363
327,81.75,3025.6152382637283
328,82.0,2987.6906679589715
329,82.25,2924.1348977633666
330,82.5,2943.260878506716
331,82.75,2959.7627578596425
332,83.0,3005.84938747282
333,83.25,2970.6225090291687
334,83.5,2983.9575687341257
335,83.75,2949.089738941207
336,84.0,2968.4368630815893
337,84.25,2971.674928392454
338,84.5,2941.9417038334186
339,84.75,3033.199887408047
340,85.0,2980.601683192176
341,85.25,2949.4843120429387
342,85.5,2979.268459430005
343,85.75,2995.2124491713967
344,86.0,2955.17186473695
345,86.25,2953.501596265513
346,86.5,2945.6552837507534
347,86.75,2937.815232064394
348,87.0,2957.446504532731
349,87.25,3007.4319054557277
350,87.5,2945.595453721846
351,87.75,2999.5949424411992
352,88.0,2983.0709791447916
353,88.25,2929.766517002183
354,88.5,2961.8222168084544
355,88.75,2923.541548732449
356,89.0,2937.0895738410168
357,89.25,2995.0657556521655
358,89.5,2982.011894593927
359,89.75,2935.939177036059
360,90.0,3029.4305693170995
361,90.25,2937.031042818705
362,90.5,3051.624330589841
363,90.75,3003.664357591181
364,91.0,3018.1265779911246
