t_bin,time_s,power_w
0,0.0,2959.029720696764
1,0.25,1317.2155422922285
2,0.5,2498.649352535388
3,0.75,1448.9307360004916
4,1.0,2960.051189905705
5,1.25,3016.750383160052
6,1.5,2955.092674509671
7,1.75,2969.7725868846596
8,2.0,2969.692660219872
9,2.25,2919.071599728809
10,2.5,2991.0319856090223
11,2.75,2935.434693250383
12,3.0,2957.4641393452484
13,3.25,3035.1690119752516
14,3.5,3077.8774508932015
15,3.75,2982.303534715517
16,4.0,3055.35503217247
17,4.25,3022.7231992225325
18,4.5,2756.033054638875
19,4.75,3015.127494947136
20,5.0,2984.6237116521997
21,5.25,3110.823274009508
22,5.5,2995.0264008760037
23,5.75,2635.7465741030946
24,6.0,2959.353566794341
25,6.25,2992.367052643472
26,6.5,3030.261809222257
27,6.75,3087.8277330007622
28,7.0,2965.4673553658595
29,7.25,2953.5600111953127
30,7.5,3005.8673052384033
31,7.75,2933.83156357106
32,8.0,3023.3951686481573
33,8.25,3047.1015801239673
34,8.5,2974.3089646271224
35,8.75,3087.568059477112
36,9.0,3039.0931692485406
37,9.25,3046.4791126018877
38,9.5,2921.3507995899436
39,9.75,2748.529489504494
40,10.0,3044.194260247465
41,10.25,3002.500023500471
42,10.5,2681.572092680456
43,10.75,3030.803662220949
44,11.0,2721.4787010065515
45,11.25,2985.887665404775
46,11.5,2946.3536617369537
47,11.75,3096.5866180794387
48,12.0,3073.252039159849
49,12.25,2984.4985219069695
50,12.5,2919.306878750551
51,12.75,2591.8948265711347
52,13.0,3039.026888931089
53,13.25,2953.2789980415055
54,13.5,2986.043059751157
55,13.75,2969.053580087705
56,14.0,3055.6220119005247
57,14.25,3006.705128327704
58,14.5,3047.7614946903277
59,14.75,3010.929745113553
60,15.0,3010.425356168825
61,15.25,3045.2236039621976
62,15.5,3054.832260591811
63,15.75,3001.7225561228574
64,16.0,2925.2440693215817
65,16.25,3024.9766548863254
66,16.5,2962.845430630607
67,16.75,2993.7829110379307
68,17.0,3051.030392915029
69,17.25,3067.921653352251
70,17.5,2421.0845950392336
71,17.75,2861.8071154550184
72,18.0,3034.6788497057296
73,18.25,3000.517344430442
74,18.5,2981.700301778479
75,18.75,2990.7064527077537
76,19.0,3000.1176092889027
77,19.25,3052.647024611037
78,19.5,2987.3455298695653
79,19.75,3015.9335066035997
80,20.0,2956.517976334751
81,20.25,3004.026845941606
82,20.5,2988.633098965091
83,20.75,3014.843291546282
84,21.0,3018.467306113044
85,21.25,3034.018628308789
86,21.5,3040.3492797461417
87,21.75,2907.417645551658
88,22.0,2793.5148812718226
89,22.25,2825.6257543911133
90,22.5,2547.139518501375
91,22.75,2705.5534308188285
92,23.0,2954.305152708626
93,23.25,2964.364433151057
94,23.5,2996.6730921912
95,23.75,3002.381704621368
96,24.0,2991.2349275387032
97,24.25,3023.2058163491806
98,24.5,3060.659113601475
99,24.75,2937.390708573119
100,25.0,2847.460655646365
101,25.25,2948.1863594484134
102,25.5,2988.991418537992
103,25.75,3040.7149128037613
104,26.0,3037.1180454711666
105,26.25,3025.704385926308
106,26.5,2992.5556267034785
107,26.75,3040.066489740385
108,27.0,2937.2992696203505
109,27.25,2448.8754313605377
110,27.5,3012.6747559917408
111,27.75,3055.351966686773
112,28.0,3056.300336885154
113,28.25,3028.4474466975985
114,28.5,3045.7358743227533
115,28.75,2957.2376828281003
116,29.0,2695.4752342183006
117,29.25,2952.7827244312725
118,29.5,3028.291471341028
119,29.75,3054.1596127686716
120,30.0,3023.147033450176
121,30.25,3027.7309563484573
122,30.5,3058.9526060935036
123,30.75,2858.2661896461204
124,31.0,3027.8260007065096
125,31.25,3008.3473407017614
126,31.5,2947.7393323290744
127,31.75,3017.957812119481
128,32.0,2948.671722830263
129,32.25,2947.137157573013
130,32.5,3036.181196753427
131,32.75,3076.156389290096
132,33.0,3098.3583594112747
133,33.25,2968.9077944460632
134,33.5,2997.534605446364
135,33.75,3027.835043339231
136,34.0,2968.1581813369753
137,34.25,2995.4069141511154
138,34.5,2827.390493806444
139,34.75,3066.369950551907
140,35.0,3007.47927575637
141,35.25,3080.684706547711
142,35.5,2713.173792191883
143,35.75,2967.004522126397
144,36.0,3079.8960187519538
145,36.25,3083.418346396098
146,36.5,3013.563797355122
147,36.75,3030.4026086855865
148,37.0,3010.4531339646464
149,37.25,3005.811105094496
150,37.5,3018.478793138355
151,37.75,3089.700194319637
152,38.0,3043.0175120388158
153,38.25,2936.435094000264
154,38.5,3026.306450159848
155,38.75,2993.3518713919884
156,39.0,3072.21724168882
157,39.25,3034.469059899005
158,39.5,2933.642358721508
159,39.75,2952.615942855062
160,40.0,3016.9538634019304
161,40.25,2987.4750418318263
162,40.5,3071.454673171309
163,40.75,3011.2708672141734
164,41.0,2887.657540999568
165,41.25,2949.888025841738
166,41.5,2959.4972774692637
167,41.75,2958.067615911831
168,42.0,3021.897200656676
169,42.25,3032.5978749545766
170,42.5,2998.928432377208
171,42.75,3010.6310034151093
172,43.0,3040.8773115883
173,43.25,3004.5836383303727
174,43.5,2928.001388232672
175,43.75,2995.586806706749
176,44.0,2686.202919132394
177,44.25,3054.198389950381
178,44.5,3144.202315625077
179,44.75,2993.1336783673373
180,45.0,3080.185095560437
181,45.25,2768.5397067787812
182,45.5,3076.2752210258996
183,45.75,2910.191578795472
184,46.0,3081.5668854357355
185,46.25,2961.699383905438
186,46.5,3004.088688494191
187,46.75,2849.928824065586
188,47.0,2941.7536828004017
189,47.25,3083.7087528917104
190,47.5,3030.300959828255
191,47.75,2949.4223801542826
192,48.0,3015.1994232313014
193,48.25,2987.651420608522
194,48.5,3090.6007661224703
195,48.75,2831.1113335989326
196,49.0,2995.844417712436
197,49.25,3025.8813443593576
198,49.5,2976.0068717373533
199,49.75,2984.9867838717723
200,50.0,3058.7862966764023
201,50.25,3030.746636860018
202,50.5,3123.408188709311
203,50.75,2994.04114822793
204,51.0,3115.45236118137
205,51.25,3022.349631852726
206,51.5,3115.490038355887
207,51.75,3009.860829467207
208,52.0,3052.00313758498
209,52.25,3120.6876132725306
210,52.5,2965.72843391789
211,52.75,3077.8457801444
212,53.0,2926.6041754749162
213,53.25,3046.1903426503104
214,53.5,3010.7660692015315
215,53.75,3013.2291098509704
216,54.0,2656.5086795527905
217,54.25,3076.613526063691
218,54.5,3030.610305948726
219,54.75,2953.729926217862
220,55.0,3015.9669005367
221,55.25,2941.4061369321685
222,55.5,3049.665985038804
223,55.75,2995.6665852641922
224,56.0,3065.8261433435737
225,56.25,2998.8587251204044
226,56.5,3177.968044346364
227,56.75,2983.0540812011104
228,57.0,3022.835479890663
229,57.25,3023.336042000935
230,57.5,3081.220150385999
231,57.75,3130.4093232059877
232,58.0,3039.8867124150397
233,58.25,3027.086562277016
234,58.5,2704.8060905557604
235,58.75,3039.49702376385
236,59.0,2983.2943252989376
237,59.25,2991.990085249667
238,59.5,2648.0317110150395
239,59.75,3011.967624939219
240,60.0,2982.015158682359
241,60.25,3037.2197385255404
242,60.5,3052.3744103097324
243,60.75,2923.3835207965244
244,61.0,2975.8408492169006
245,61.25,3047.8273300362844
246,61.5,2979.546883620841
247,61.75,2962.8562303271856
248,62.0,3217.554629833285
249,62.25,2987.905667820085
250,62.5,3023.6849998078783
251,62.75,3005.3976952481185
252,63.0,3033.8228571325594
253,63.25,3100.162711600327
254,63.5,2785.6156355943235
255,63.75,2951.6716743432467
256,64.0,2954.5398061412925
257,64.25,3022.8392875817362
258,64.5,3006.6211754393394
259,64.75,2692.6273423618777
260,65.0,2938.7619509193987
261,65.25,2928.551688735356
262,65.5,2980.712427218135
263,65.75,2989.2995386922967
264,66.0,3045.0975260684672
265,66.25,3099.7399286789446
