t_bin,time_s,power_w
0,0.0,1755.365396609465
1,0.25,1674.190106666604
2,0.5,2089.268110545011
3,0.75,2310.8255877496827
4,1.0,1242.0656475262488
5,1.25,1949.1362383317207
6,1.5,3032.0141469506775
7,1.75,2911.9236463296224
8,2.0,3024.6277598005527
9,2.25,2986.3361181310083
10,2.5,2969.3776862388313
11,2.75,2954.041236529641
12,3.0,3029.0572015179573
13,3.25,2999.0541545114916
14,3.5,2933.6382301062085
15,3.75,3137.660604794581
16,4.0,3014.174758626221
17,4.25,3038.3107555970337
18,4.5,2998.0020800523184
19,4.75,3039.060292380202
20,5.0,2514.651635920691
21,5.25,3110.27261402225
22,5.5,3016.574537462476
23,5.75,3042.4575404466536
24,6.0,3004.0718073785965
25,6.25,3000.4668212611123
26,6.5,3026.467484366202
27,6.75,3074.3284933117325
28,7.0,2927.275959701576
29,7.25,2994.744039555046
30,7.5,3002.288295443835
31,7.75,2957.1547060946323
32,8.0,3098.5113590292212
33,8.25,3023.688339100393
34,8.5,3066.9535860374494
35,8.75,3074.00246481749
36,9.0,3009.271021574259
37,9.25,3031.928300965404
38,9.5,3019.704068416765
39,9.75,3013.7898799280947
40,10.0,3230.572551031902
41,10.25,3062.42291775728
42,10.5,3008.8694475870097
43,10.75,3057.8891214407026
44,11.0,3009.923058675549
45,11.25,3098.777544560363
46,11.5,3119.132807760874
47,11.75,3008.29812332336
48,12.0,3155.168491788889
49,12.25,3014.152500191746
50,12.5,3037.8674891414057
51,12.75,2904.4912471976145
52,13.0,3042.539914379534
53,13.25,2969.750207226978
54,13.5,3075.6228493446483
55,13.75,3017.025512570003
56,14.0,3089.0781243071865
57,14.25,3004.2565242831497
58,14.5,3069.233646828957
59,14.75,2920.1087594126893
60,15.0,2907.087491355349
61,15.25,3119.363536099041
62,15.5,2930.933150983842
63,15.75,3050.147790184521
64,16.0,3123.9379377848018
65,16.25,3040.2034411356167
66,16.5,3126.533580130368
67,16.75,3005.7275588501125
68,17.0,3154.9212309010177
69,17.25,2996.5282224978005
70,17.5,3029.098092678132
71,17.75,3169.3914748427633
72,18.0,3079.618379586717
73,18.25,3101.404134720969
74,18.5,2868.800178281244
75,18.75,3057.1160955033306
76,19.0,2992.531343929129
77,19.25,2980.1427361276983
78,19.5,3036.651905664152
79,19.75,3088.543968526226
80,20.0,2986.246692530015
81,20.25,2972.472922113583
82,20.5,3001.973026401478
83,20.75,3139.848717826303
84,21.0,3228.4618388992662
85,21.25,3002.813749359954
86,21.5,2997.788783489911
87,21.75,3086.4737522100904
88,22.0,3043.693645882522
89,22.25,2839.239561057963
90,22.5,3020.784446789898
91,22.75,3003.080142652631
92,23.0,3069.7439932125126
93,23.25,3142.4881288797064
94,23.5,3106.2649898689447
95,23.75,3035.6386217104127
96,24.0,3043.2546815790733
97,24.25,2946.641927019596
98,24.5,3027.583631602617
99,24.75,3027.814328818205
100,25.0,2996.0205627234054
101,25.25,3016.8261267495727
102,25.5,3094.7674719310335
103,25.75,2993.7926123139337
104,26.0,2882.5770687293552
105,26.25,3033.630704916104
106,26.5,3039.5896801506024
107,26.75,3047.99247650265
108,27.0,3019.513184377732
109,27.25,3048.678812498448
110,27.5,3210.720416390347
111,27.75,3000.1034462359166
112,28.0,3022.061394405
113,28.25,3047.960940530666
114,28.5,3015.524841775883
115,28.75,3025.429004355266
116,29.0,3164.7572765897744
117,29.25,3157.615114254399
118,29.5,3014.820514096736
119,29.75,3039.8622706484784
120,30.0,3117.7841541848557
121,30.25,3254.8434916074907
122,30.5,3070.078045662613
123,30.75,3033.469147817561
124,31.0,3100.1938863486243
125,31.25,3017.202819027086
126,31.5,3033.6432211503916
127,31.75,3000.920282008819
128,32.0,3032.485617749885
129,32.25,3006.424534071893
130,32.5,3024.694173709088
131,32.75,3092.828124336075
132,33.0,3095.8552789038786
133,33.25,3007.542256657429
134,33.5,3013.2032123717327
135,33.75,3027.8057871440724
136,34.0,3029.2379966503768
137,34.25,2780.913554881308
138,34.5,2966.9307938383977
139,34.75,3039.3088571631447
140,35.0,3015.848944259709
141,35.25,3012.6286348790923
142,35.5,3019.660233580335
143,35.75,2935.1835897279825
144,36.0,3144.7599921766014
145,36.25,2964.0243722241144
146,36.5,3022.583396809158
147,36.75,2993.8353241059112
148,37.0,3009.364106791283
149,37.25,2970.595895282865
150,37.5,3101.721712419485
151,37.75,3123.5469640245965
152,38.0,3021.4986523993075
153,38.25,2992.472642659367
154,38.5,3070.6051106841933
155,38.75,3089.0758387354617
156,39.0,3219.8526064664916
157,39.25,2986.6744211179016
158,39.5,3034.3981022445373
159,39.75,3146.3497136085352
160,40.0,2933.559959929684
161,40.25,3089.9000296688655
162,40.5,2945.689123074795
163,40.75,3062.8517064606303
