tp,hidden_size,bidirectional,learning_rate,seed,final_train_loss,final_val_loss,final_val_acc,final_val_balanced_acc,final_val_f1,final_val_ece,best_val_f1,num_epochs,final_transition_mae,final_autocorr_r2,final_tolerance_power_acc,final_boundary_f1
1,64,True,5e-05,42,1.5057169795036316,1.5224635601043701,0.3585099111414901,0.37002759661497836,0.3145457817966513,0.08992047234605782,0.31720723163070924,500,89.10343857441487,0.9059237489253292,0.3585099111414901,0.05830903754615849
