model,val_f1_mean,val_f1_std,autocorr_r2_mean,autocorr_r2_std,transition_mae_mean,transition_mae_std,ece_mean,ece_std
deepseek-r1-distill-70b,0.6288816954651546,0.033813284088504564,0.9999999999999998,1.9229626863835638e-16,202.29141500000003,57.23327549408146,0.0643176767151383,0.0195610783709758
deepseek-r1-distill-8b,0.5157427560736013,0.07705595236402113,0.9999999999999999,1.9229626863835638e-16,99.836884,40.8946127457253,0.04273281702605056,0.02273654586497944
llama-3-70b,0.48539452129341515,0.0512535465917357,0.9999999999999998,2.220446049250313e-16,204.53628500000002,16.691265,0.06079184811980768,0.016912976197839373
llama-3-8b,0.503094622026077,0.013379518131944617,1.0,1.1102230246251565e-16,81.94601775,21.159382539394436,0.03714405754523433,0.01357890191254039
