tp,hidden_size,bidirectional,learning_rate,seed,final_train_loss,final_val_loss,final_val_acc,final_val_balanced_acc,final_val_f1,final_val_ece,best_val_f1,num_epochs,final_transition_mae,final_autocorr_r2,final_tolerance_power_acc,final_boundary_f1
1,64,True,0.0001,42,1.4639581373104682,1.431986689567566,0.47425019731649565,0.35922073283248096,0.33666727767223653,0.08823471425517208,0.33797494088824803,1000,43.69595098087286,0.1312241723565053,0.47425019731649565,0.12026359105612852
