epoch,train_loss,val_loss,val_acc,val_balanced_acc,val_f1,val_ece,val_transition_mae,val_autocorr_r2,val_tolerance_power_acc,val_boundary_f1,avg_lr
1,1.9534279108047485,1.8938309848308563,0.1660418310970797,0.17478438135686614,0.14281976342636407,0.05279943095586294,125.17000488216296,0.41185926872226486,0.1660418310970797,0.2285486756282391,1.0384615384615386e-06
2,1.9509611359009376,1.8923071026802063,0.1658445146014207,0.17648397350722525,0.1432362466412465,0.05236822148695318,125.42035390946236,0.4303658350934443,0.1658445146014207,0.22843545462530984,3.0384615384615388e-06
3,1.9572475139911358,1.8900532126426697,0.16663378058405684,0.1801807602569346,0.14466196443811763,0.05070871030345807,126.60809737510246,0.4582389365190568,0.16663378058405684,0.2318668247472559,5.038461538461539e-06
4,1.9464346399674048,1.8870555460453033,0.16416732438831885,0.18071814163480074,0.1433432955776342,0.05202254044934342,127.59723465333386,0.49661048779044625,0.16416732438831885,0.23405940547992346,7.0384615384615386e-06
5,1.9225482436326833,1.8841005861759186,0.1626874506708761,0.18163691227577225,0.1432111660080325,0.05250196756049696,126.6285517961731,0.5098197006451671,0.1626874506708761,0.23232724338309133,9.038461538461538e-06
6,1.924542784690857,1.8805276453495026,0.16140489344909234,0.1820803540734998,0.1436167881689633,0.052805156277194204,127.68895898263844,0.5432755600753671,0.16140489344909234,0.23580785980085767,1.1038461538461538e-05
7,1.920445286310636,1.8787017464637756,0.1606156274664562,0.18748645521874552,0.14503393983959392,0.053088531436159006,131.33954143185653,0.5941145642929284,0.1606156274664562,0.23527085758630792,1.3038461538461539e-05
8,1.9171360639425425,1.8764930963516235,0.15844514601420678,0.18661806094720443,0.144749752674092,0.05463044078257624,131.56526728958238,0.6110093513901937,0.15844514601420678,0.24105387291866984,1.5038461538461542e-05
9,1.9070207568315358,1.8739350736141205,0.15272296764009471,0.18285918210996702,0.14075100006011546,0.05954777975673269,128.7322815538146,0.5622314978313339,0.15272296764009471,0.2318386523710673,1.703846153846154e-05
10,1.899600271995251,1.8702324330806732,0.1642659826361484,0.18097325457005561,0.1465941612644556,0.047831944741996694,126.02086053000018,0.5801802056405786,0.1642659826361484,0.23081429362536846,1.903846153846154e-05
11,1.8996550486637995,1.8710107207298279,0.16179952644041043,0.18794492877473148,0.14765714793622145,0.0500413674299606,127.65875350780131,0.5965824580413996,0.16179952644041043,0.23192360117969196,2.103846153846154e-05
12,1.8900729234401996,1.8729827105998993,0.1537095501183899,0.1904755448425334,0.14416632346359043,0.057936851840816136,131.27341911575547,0.6181272543450511,0.1537095501183899,0.2369242774501845,2.3038461538461534e-05
13,1.889112692612868,1.870719850063324,0.1574585635359116,0.19896506274566753,0.14931808420862167,0.05463973069806079,132.86027774883806,0.660305743843421,0.1574585635359116,0.22987141398067854,2.503846153846154e-05
14,1.8778203496566186,1.8695288002490997,0.17008681925808997,0.20453373935790822,0.1583164430739257,0.0415256493669753,133.20359294164015,0.6541630253472894,0.17008681925808997,0.2241922769241417,2.7038461538461544e-05
15,1.8714663844842176,1.8705352544784546,0.17146803472770322,0.20565166735802923,0.15884533336069512,0.041379268583271955,134.60489162561933,0.6712515712431961,0.17146803472770322,0.22495049458883798,2.9038461538461538e-05
16,1.876274315210489,1.8639281392097473,0.1458168902920284,0.19540866567287077,0.13626977928680764,0.06545138826421752,130.41159925079558,0.6172687487385541,0.1458168902920284,0.22279179764747056,3.103846153846154e-05
17,1.8631682350085332,1.8652912974357605,0.1446329913180742,0.2047467017103393,0.14483432461253135,0.0670082917409025,134.64409414944586,0.6225426809136485,0.1446329913180742,0.2162376233017127,3.3038461538461534e-05
18,1.8640059691209059,1.863556295633316,0.1547947908445146,0.20252021095935593,0.151068898004284,0.057047976642529516,134.36291196260555,0.6596434048453617,0.1547947908445146,0.22296107914287944,3.503846153846154e-05
19,1.8465913580014155,1.8624948859214783,0.15972770323599053,0.2065769851615513,0.15572747719014143,0.05272817286356238,136.17231539116224,0.6132696545144571,0.15972770323599053,0.2133333328746765,3.703846153846154e-05
20,1.8495717369593108,1.8630256354808807,0.16179952644041043,0.20598165574984326,0.15612780819778502,0.05321609134908588,135.9898181431504,0.6471706777498429,0.16179952644041043,0.21056797895762616,3.9038461538461544e-05
21,1.8559259726450994,1.8647838830947876,0.1457182320441989,0.20785932068269042,0.14780419888606167,0.06733969975359907,138.34670206304165,0.6443609374958095,0.1457182320441989,0.21451229137097663,4.103846153846154e-05
22,1.8421098727446337,1.8589568138122559,0.16002367797947908,0.2128578303926716,0.15815001727717967,0.054793406798318324,131.5142868520562,0.6908149677707986,0.16002367797947908,0.21694915208031165,4.3038461538461546e-05
23,1.832227418055901,1.857515126466751,0.1675217048145225,0.21349713315516514,0.16185680038160752,0.05087883201528462,128.91549583912837,0.702565306583397,0.1675217048145225,0.20604120777895463,4.5038461538461534e-05
24,1.8268080674684966,1.8555502891540527,0.17107340173638516,0.21951906140605595,0.1657073399094632,0.0515389345298156,126.25556931033918,0.6716952991735061,0.17107340173638516,0.21731271293277196,4.703846153846154e-05
25,1.819787011696742,1.8484413027763367,0.17728887134964483,0.22274430322445274,0.17043919815444916,0.04592168414061146,121.40986794486705,0.6626122181953115,0.17728887134964483,0.21962992713075863,4.903846153846154e-05
26,1.8304116404973543,1.8449192941188812,0.17097474348855565,0.22234100505291918,0.16704253036192215,0.051256786790788884,120.30336251066008,0.6428198253141585,0.17097474348855565,0.21532919705573414,5.103846153846154e-05
27,1.817833607013409,1.8466376066207886,0.1849842146803473,0.2273141661976076,0.17583218991165175,0.04251343069631891,121.52204428760243,0.6540729503913154,0.1849842146803473,0.20772357676995457,5.303846153846154e-05
28,1.8127484367443965,1.8372086584568024,0.19889502762430938,0.22804258181303863,0.18394725779272272,0.025279525144065385,114.08760466354082,0.6713964055887238,0.19889502762430938,0.20870961221979234,5.503846153846154e-05
29,1.8151259743250334,1.8321593105793,0.1936661404893449,0.22931037971090687,0.18168270412624435,0.035015755546909194,110.39070720732592,0.6693268633483367,0.1936661404893449,0.20714718306061894,5.7038461538461534e-05
30,1.7917055900280292,1.8291860818862915,0.19741515390686662,0.2306029320910684,0.1831260420668267,0.03534313381870806,111.8998206259322,0.6896167101299551,0.19741515390686662,0.2033898300394599,5.903846153846154e-05
31,1.813837583248432,1.8238539397716522,0.21655485398579322,0.2387032726470326,0.19571732467522293,0.024490591437036174,108.82286143516346,0.7216114190488232,0.21655485398579322,0.20585183601084814,6.103846153846155e-05
32,1.8014732094911428,1.814306229352951,0.21369376479873717,0.23564256139319703,0.19244660831752644,0.02562302704709388,99.15717825943594,0.7589093296233953,0.21369376479873717,0.21039396432308224,6.303846153846154e-05
33,1.795853922000298,1.809070110321045,0.22355958958168903,0.24206387616163205,0.20055958604070243,0.03608355360824524,98.90112370784813,0.7906404718160257,0.22355958958168903,0.20898063370317593,6.503846153846154e-05
34,1.7843821965731108,1.8041247129440308,0.2314522494080505,0.24433634974166488,0.20317001226572362,0.04000411226451631,96.46470965035554,0.7820741655464862,0.2314522494080505,0.20709158098811659,6.703846153846153e-05
35,1.7732604696200445,1.7990910410881042,0.22780189423835834,0.24067594485630348,0.20080072051131106,0.03902261647753764,93.99460291684555,0.7203707424843319,0.22780189423835834,0.20966702422867664,6.903846153846154e-05
36,1.7721712726813097,1.7876332700252533,0.247336227308603,0.24841737037898756,0.2131372485666977,0.04580897701155886,86.75742640709241,0.7276282745041969,0.247336227308603,0.20790377959282408,7.103846153846155e-05
37,1.7440306498454168,1.7815313339233398,0.25611681136543013,0.2516162889055358,0.21823000601630196,0.05490008094469301,86.17158329311586,0.7579549929556187,0.25611681136543013,0.20723104008414164,7.303846153846154e-05
38,1.7736876056744502,1.767907202243805,0.2691397000789266,0.2518297299254953,0.2169157030381285,0.05928662042820793,79.99215533467891,0.7283777683761388,0.2691397000789266,0.21357506031966242,7.503846153846154e-05
39,1.753909340271583,1.770297348499298,0.26460142067876874,0.2552361836136778,0.22163810406447473,0.05506654697357902,80.60042340286809,0.8134910105854991,0.26460142067876874,0.21137483158182926,7.703846153846153e-05
40,1.7438323635321398,1.7592446208000183,0.27535516969218626,0.26120906909670544,0.22522810101050905,0.060644388004796386,76.97221936677369,0.8045586528795603,0.27535516969218626,0.20905923296159973,7.903846153846155e-05
41,1.7380547936146076,1.7548960447311401,0.284629044988161,0.26672667444410675,0.2334832153926517,0.07169055819787797,77.41695337671206,0.7973807077346813,0.284629044988161,0.20340564448475185,8.103846153846153e-05
42,1.7505516364024236,1.7540586590766907,0.26499605367008683,0.258181075923449,0.2171524022589976,0.052150973429772554,79.00113321967456,0.8091421083005836,0.26499605367008683,0.19976498188430292,8.303846153846156e-05
43,1.7634867017085736,1.743882030248642,0.27170481452249406,0.2594902885798645,0.2147168989625657,0.057201035383974086,76.85502320449898,0.7623672007621303,0.27170481452249406,0.19585950172176123,8.503846153846154e-05
44,1.7312491948787982,1.7389114201068878,0.2792028413575375,0.26458134665393823,0.22790722140427963,0.059764096661872906,73.41187000967071,0.8338355667816153,0.2792028413575375,0.2008089455000916,8.703846153846155e-05
45,1.7142190841528087,1.7253050208091736,0.2985398579321231,0.2706473603741104,0.23342919050143204,0.07554813815191118,73.5204448358579,0.827473321318562,0.2985398579321231,0.1943573662787772,8.903846153846153e-05
46,1.7203287344712477,1.7198940813541412,0.300414364640884,0.27708097066504833,0.23879593618871175,0.07327994332158529,69.93654414652816,0.7977668411287968,0.300414364640884,0.19654012444794636,9.103846153846155e-05
47,1.7076979279518127,1.7033059895038605,0.3222178374112076,0.27322482290648625,0.24105815612437156,0.08455850731290365,66.50497793081686,0.8459092051011804,0.3222178374112076,0.2031366686605784,9.303846153846154e-05
48,1.6871535319548387,1.7053027749061584,0.31195737963693765,0.27948398574882,0.24315081437343597,0.07514802039392886,68.08142910196504,0.8383026120102878,0.31195737963693765,0.19523326522311113,9.503846153846154e-05
49,1.6988212099442115,1.6955818235874176,0.31777821625887925,0.27433141848537707,0.24009794192328324,0.07371378743516806,64.46028659464847,0.8221249530629984,0.31777821625887925,0.1880733939980857,9.703846153846154e-05
50,1.7156906036230235,1.6905391812324524,0.3278413575374901,0.2788603680514621,0.2490349668196583,0.08130003566594225,67.07694192414137,0.8696528183822233,0.3278413575374901,0.17784793425490691,9.903846153846154e-05
51,1.7179661668263948,1.672648310661316,0.3380031570639305,0.2863036719938652,0.25170672691307155,0.08611905593763161,61.355094687144145,0.8474811951591347,0.3380031570639305,0.18815896138165192,9.999991405817858e-05
52,1.6881025387690618,1.6605092287063599,0.3381018153117601,0.2850054658633355,0.24838218032278556,0.0825836364629707,59.00155583674776,0.8553940170689217,0.3381018153117601,0.20529100479166315,9.99993777823597e-05
53,1.6813179713029127,1.670280635356903,0.3312943962115233,0.29315164818011763,0.25910507998745375,0.07526038661334536,62.99863426267536,0.8307714178474218,0.3312943962115233,0.1953166572971585,9.999829472135599e-05
54,1.6818631016291106,1.6644522845745087,0.3244869771112865,0.28841540156834117,0.2505332122178125,0.07875574636107698,61.8100603906707,0.8439818779379722,0.3244869771112865,0.19108280204832062,9.999666488701167e-05
55,1.674330005278954,1.6500263810157776,0.3410615627466456,0.2999147068402712,0.26357822519416546,0.07763106458994615,60.74781003677702,0.8519044702420955,0.3410615627466456,0.19104803443443166,9.999448829715028e-05
56,1.6751422790380626,1.65310737490654,0.3344514601420679,0.2945149136942362,0.25448978219483154,0.07653070521565196,61.52479572102744,0.8582287966662657,0.3344514601420679,0.17802503427046854,9.999176497557473e-05
57,1.6439406688396747,1.6362324655056,0.36404893449092346,0.29717461382400395,0.2703078213806848,0.09607506572947365,56.67067449394158,0.8507553804832486,0.36404893449092346,0.1908267265671104,9.99884949520668e-05
58,1.644539645084968,1.6532356441020966,0.345698500394633,0.30403576549679295,0.27122809018782384,0.07912376516402335,63.677335058064784,0.8692434993857328,0.345698500394633,0.17821782128245384,9.998467826238693e-05
59,1.6559108266463647,1.619214415550232,0.35664956590370955,0.29157986177190315,0.2512616791982925,0.08059807066183064,55.05403854186459,0.8623212516437933,0.35664956590370955,0.167840375088916,9.998031494827379e-05
60,1.651770674265348,1.6108688116073608,0.3724348855564325,0.3060383014899772,0.26825745900818915,0.08636643718589972,56.86325389186359,0.8860165723130394,0.3724348855564325,0.17239263754321466,9.997540505744397e-05
61,1.629006917660053,1.60490483045578,0.3765785319652723,0.3042474226616599,0.2670831710660863,0.09030597069210299,55.13149060444023,0.8789533087528689,0.3765785319652723,0.18264287824678094,9.996994864359124e-05
62,1.637063599549807,1.6043304800987244,0.38161010260457773,0.30654948684407296,0.27459420742413004,0.09539680607799196,55.142304954737824,0.8796080765155344,0.38161010260457773,0.17102860571359527,9.996394576638599e-05
63,1.6710352530846229,1.5991264581680298,0.38220205209155483,0.3098926234124261,0.2761816898830813,0.09302636499692346,54.80206652412277,0.8699921512674426,0.38220205209155483,0.18125579907446912,9.995739649147479e-05
64,1.6368331496532147,1.599489152431488,0.3752959747434886,0.3107836553245881,0.2763061983215137,0.08437316363711196,56.581373737127805,0.8812240714303148,0.3752959747434886,0.16723655530554352,9.995030089047945e-05
65,1.649816856934474,1.5919698774814606,0.3828926598263615,0.3120758062887811,0.27622383954767477,0.08861079463630843,54.308586588238356,0.8644023758100434,0.3828926598263615,0.1674036634399748,9.994265904099628e-05
66,1.6393875892345722,1.5852050483226776,0.3930544593528019,0.30821651362522107,0.27664472825025743,0.09663425965327256,53.00378912055413,0.8665555126380151,0.3930544593528019,0.16941480714520707,9.99344710265954e-05
67,1.6628846984643202,1.6316880881786346,0.3489542225730071,0.30906293118357153,0.2761462056165167,0.0867679983189281,64.62052132534161,0.9063769984223784,0.3489542225730071,0.18511904712221405,9.992573693681955e-05
68,1.62915477844385,1.6035510003566742,0.3733228097868982,0.3160581356638184,0.28093702258097814,0.08459471649510143,58.48324562587718,0.8658464688256313,0.3733228097868982,0.1806331466215782,9.99164568671834e-05
69,1.6333999863037696,1.5855769217014313,0.382991318074191,0.30895778977514693,0.27584474447715607,0.08920135949433272,53.16703066939798,0.8732795536406512,0.382991318074191,0.16139240457434423,9.990663091917226e-05
70,1.6108635526437025,1.5772098302841187,0.3941397000789266,0.3160786392049571,0.2852940285004741,0.09555582188940132,53.39239360002513,0.8674358849949517,0.3941397000789266,0.16930533069426418,9.989625920024114e-05
71,1.6388652416375966,1.5875658690929413,0.3804262036306235,0.3131203148055384,0.27987417894332794,0.08889221806070328,56.202997243390456,0.8875227516858205,0.3804262036306235,0.15399547023666646,9.988534182381349e-05
72,1.6443835496902466,1.5847839415073395,0.40144041041831097,0.32074306514622053,0.2964402564361247,0.10612893563672465,56.343500832040526,0.8802562423007285,0.40144041041831097,0.16400911113375038,9.987387890928e-05
73,1.6073145499596229,1.582327514886856,0.39848066298342544,0.3265830152037648,0.2976871054088351,0.10472840786968148,55.685754353833225,0.8957772609470913,0.39848066298342544,0.1726755213325696,9.986187058199724e-05
74,1.6134960605547979,1.5805016160011292,0.3868389897395422,0.3211273908158239,0.28774887420831513,0.09160993224996324,56.11016007712253,0.9026561464386584,0.3868389897395422,0.16097875031912973,9.984931697328639e-05
75,1.6035943764906664,1.5550185441970825,0.40351223362273086,0.31460533191538415,0.2782204887278723,0.09282731683079473,50.5487534642649,0.867694348349435,0.40351223362273086,0.15352260731845224,9.983621822043167e-05
76,1.6163851618766785,1.5656217634677887,0.4101223362273086,0.3247169327646419,0.29675065638355586,0.10770946905169795,54.26586384357263,0.9061022012944729,0.4101223362273086,0.15504400765081142,9.982257446667899e-05
77,1.5976735720267663,1.5807248950004578,0.39729676400947117,0.3300489569755755,0.30078958524455573,0.10368809599691049,57.746983966804414,0.90273089358893,0.39729676400947117,0.15871979050350624,9.980838586123422e-05
78,1.6256236296433668,1.5596960186958313,0.40548539857932125,0.32610104793205635,0.2904054488993335,0.10334648759984179,51.56165890199459,0.9048251052984688,0.40548539857932125,0.15227736186594484,9.979365255926164e-05
79,1.6216445152576153,1.5738831758499146,0.38545777426992894,0.3276433964659436,0.2921545759656565,0.08749249730120989,57.286560383908295,0.9105142707335656,0.38545777426992894,0.1653316239926313,9.977837472188237e-05
80,1.6232578571026142,1.5649685263633728,0.4119968429360695,0.33552327989112957,0.30866058814981434,0.10919101946144097,55.96933821596008,0.8982013366312935,0.4119968429360695,0.15677118030944756,9.976255251617231e-05
81,1.6354908301280096,1.5413357317447662,0.4115035516969219,0.3206757496619255,0.2864920357030286,0.09261335931489012,48.14286510302646,0.8850085900778757,0.4115035516969219,0.16905248759907604,9.974618611516059e-05
82,1.5937523062412555,1.5388984978199005,0.406767955801105,0.3217496979951406,0.2859608806544841,0.08788693863560386,50.00822515976467,0.8724132525696553,0.406767955801105,0.15611092044701128,9.972927569782758e-05
83,1.5890624064665575,1.5484870076179504,0.40222967640094714,0.3308821807604025,0.2947907450398648,0.09227900875066336,52.522294696896445,0.8946072604827947,0.40222967640094714,0.1606080629700459,9.97118214491029e-05
84,1.5920258577053363,1.528713971376419,0.4113062352012628,0.3283638660900239,0.28948166536508185,0.0847174000544819,48.91709865460556,0.8782536076144407,0.4113062352012628,0.15532646001177217,9.969382355986335e-05
85,1.588696608176598,1.5464989840984344,0.404301499605367,0.3331507022457069,0.2997758495616855,0.09049815730424783,52.68681936272915,0.904994860938675,0.404301499605367,0.16298811497701343,9.9675282226931e-05
86,1.5777245301466722,1.5358620882034302,0.4058800315706393,0.33532693653538,0.29792974663327687,0.08386290520753038,51.47514982476467,0.8858091523432947,0.4058800315706393,0.18126888169912944,9.965619765307095e-05
87,1.5816686061712413,1.5220500528812408,0.40923441199684296,0.33342084808732464,0.2926339255723829,0.0740769006379519,49.94718766102281,0.8868712985725642,0.40923441199684296,0.1614255760559953,9.963657004698895e-05
