timestamp_s,tokens_in
0.0,182258.0
0.25,1125.0
0.5,0.0
0.75,333.0
1.0,4062.0
1.25,14480.0
1.5,417.0
1.75,4028.000000000001
2.0,1490.999999999999
2.25,946.0
2.5,0.0
2.75,695.0
3.0,3104.999999999999
3.25,1378.0000000000161
3.5,8606.99999999998
3.75,1.8189894035458565e-12
4.0,2713.9999999999973
4.25,9807.0
4.5,0.0
4.75,1700.0000000000146
5.0,7058.999999999985
5.25,2569.000000000001
5.5,982.0
5.75,2120.000000000038
6.0,7427.999999999962
6.25,1235.0
6.5,915.0
6.75,1422.0000000000018
7.0,553.9999999999982
7.25,0.0
7.5,114.99999999999955
7.75,5393.999999999998
8.0,1529.0000000000027
8.25,728.0
8.5,8898.0
8.75,844.0
9.0,7669.0
9.25,434.0
9.5,3.501554601825774e-11
9.75,1156.999999999965
10.0,0.0
10.25,0.0
10.5,6208.0
10.75,0.0
11.0,601.0
11.25,242.0
11.5,12259.0
11.75,1837.9999999999072
12.0,80.00000000009277
12.25,2496.9999999999854
12.5,1828.0000000000146
12.75,653.0
13.0,789.9999999999945
13.25,931.0000000000055
13.5,889.9999999999973
13.75,2229.0000000000027
14.0,363.0
14.25,0.0
14.5,5660.999999999973
14.75,2447.0000000000286
15.0,496.0
15.25,177.00000000000136
15.5,174.00000000015234
15.75,13623.999999999704
16.0,1137.000000000142
16.25,7816.0
16.5,398.0
16.75,5725.0
17.0,1604.0000000000546
17.25,5959.999999999945
17.5,3301.0
17.75,465.0
18.0,1730.0
18.25,0.0
18.5,0.0
18.75,1979.0
19.0,4432.0
19.25,2448.0
19.5,681.0
19.75,3844.0
20.0,844.0
20.25,759.0
20.5,0.0
20.75,565.0
21.0,1679.0
21.25,1625.0
21.5,3135.999999999911
21.75,4659.000000000089
22.0,1965.0
22.25,2604.0
22.5,0.0
22.75,429.0
23.0,250.0
23.25,2887.0
23.5,1409.000000000039
23.75,2743.999999999961
24.0,1769.0
24.25,0.0
24.5,1319.9999999999927
24.75,2897.0000000000073
25.0,1333.0000000000418
25.25,5342.999999999957
25.5,1222.0
25.75,1186.0
26.0,1630.0
26.25,2467.0
26.5,1441.0
26.75,2906.9999999999955
27.0,540.0000000000045
27.25,0.0
27.5,175.00000000019645
27.75,3973.9999999998035
28.0,1.5552359400317073e-10
28.25,2906.9999999998445
28.5,1307.0
28.75,181.0
29.0,1369.0
29.25,3123.0
29.5,4878.0
29.75,789.00000000001
30.0,4233.000000000033
30.25,5299.999999999958
30.5,2414.999999999991
30.75,1884.000000000009
31.0,276.00000000011653
31.25,4793.999999999854
31.5,727.0000000000182
31.75,918.0000000000109
32.0,1992.0
32.25,6292.0
32.5,4646.0
32.75,2113.0
33.0,1032.0
33.25,1183.0000000000473
33.5,1198.9999999999527
33.75,1044.0
34.0,0.0
34.25,2456.0
34.5,1921.0
34.75,0.0
35.0,1417.0
35.25,1192.0
35.5,842.0
35.75,0.0
36.0,215.0000000000113
36.25,981.9999999999886
36.5,227.0
36.75,0.0
37.0,2099.0
37.25,852.0
37.5,0.0
37.75,6720.0
38.0,4861.000000000004
38.25,711.9999999999964
38.5,272.0
38.75,3465.0
39.0,1936.0
39.25,473.0
39.5,805.0000000002774
39.75,2500.9999999997226
40.0,5510.0
40.25,966.0
40.5,21017.0
40.75,7852.0
41.0,4532.0
41.25,6.775735528208315e-10
41.5,3826.9999999993224
41.75,0.0
42.0,262.0
42.25,1608.0
42.5,302.0
42.75,0.0
43.0,0.0
43.25,576.0000000000837
43.5,3286.9999999999163
43.75,792.0
44.0,13992.0
44.25,1388.0
44.5,1708.0
44.75,6304.0
45.0,935.0
45.25,5056.0
45.5,9064.0
45.75,1116.0
46.0,5422.0
46.25,679.0
46.5,7386.0
46.75,2695.0
47.0,14222.0
47.25,4567.0
47.5,0.0
47.75,311.0
48.0,0.0
48.25,636.0
48.5,3384.0
48.75,2471.0
49.0,1956.0000000004093
49.25,1199.9999999995907
49.5,404.0
49.75,2252.0
50.0,1128.0
50.25,1187.0
50.5,1847.0
50.75,1960.0
51.0,0.0
51.25,2005.0
51.5,1942.0
51.75,2396.0
52.0,386.0
52.25,1613.0000000002765
52.5,2175.9999999997235
52.75,1207.0
53.0,850.0
53.25,4666.0
53.5,3807.999999999962
53.75,2857.000000000038
54.0,505.0
54.25,450.0
54.5,1319.0000000001019
54.75,274.99999999989814
55.0,0.0
55.25,2672.0
55.5,2009.0
55.75,1112.0
56.0,894.0
56.25,6289.999999999822
56.5,1.7826096154749393e-10
56.75,683.0
57.0,5112.0
57.25,842.0
57.5,5190.0
57.75,1560.0
58.0,7531.000000000005
58.25,1102.9999999999955
58.5,7465.0
58.75,2403.0000000002
59.0,1091.9999999998
59.25,0.0
59.5,1029.0
59.75,261.0
60.0,449.0
60.25,952.9999999999982
60.5,771.0000000000018
60.75,4650.0000000000255
61.0,4061.9999999999745
61.25,0.0
61.5,5138.000000000013
61.75,9505.999999999987
62.0,2795.0000000004056
62.25,1856.999999999668
62.5,3672.9999999999463
62.75,2946.999999999998
63.0,1740.9999999999818
63.25,920.00000000004
63.5,5089.99999999996
63.75,9743.00000000002
64.0,1691.9999999999854
64.25,551.9999999999945
64.5,5612.0
64.75,2070.0
65.0,2.3283064365386963e-10
65.25,1615.9999999997672
65.5,1039.0
65.75,619.0
66.0,214.0
66.25,2064.0
66.5,314.00000000076943
66.75,9028.99999999923
67.0,8505.0
67.25,2250.0
67.5,583.0
67.75,5632.0
68.0,5076.0
68.25,955.0
68.5,439.0
68.75,2749.0
69.0,898.0
69.25,834.0000000002634
69.5,7065.999999999737
69.75,595.0
70.0,1540.0000000002674
70.25,5375.999999999733
70.5,1360.0
70.75,704.0
71.0,1776.0
71.25,3122.0
71.5,1157.0
71.75,9053.0
72.0,1152.0
72.25,14666.0
72.5,5770.999999999549
72.75,239.00000000131968
73.0,1700.9999999998108
73.25,1943.9999999993574
73.5,2491.9999999999623
73.75,0.0
74.0,580.0
74.25,958.0
74.5,4232.0
74.75,770.0
75.0,6070.0
75.25,1976.0
75.5,1101.0
75.75,0.0
76.0,1515.0
76.25,1705.0
76.5,1547.0
76.75,2292.0
77.0,1.0040821507573128e-09
77.25,9031.999999998996
77.5,3440.99999999991
77.75,2167.000000000064
78.0,1610.0000000002624
78.25,815.9999999997635
78.5,1211.0
78.75,2277.0
79.0,6836.0
79.25,5471.0
79.5,3486.0
79.75,1486.0
80.0,2952.0
80.25,327.0
80.5,632.0000000009786
80.75,2163.9999999990214
81.0,561.0
81.25,2266.0
81.5,0.0
81.75,1045.0
82.0,0.0
82.25,1344.0
82.5,2042.0
82.75,2877.0
83.0,869.0
83.25,55.0
83.5,5586.000000001048
83.75,12976.999999998952
84.0,3937.0
84.25,693.0
84.5,1877.0
84.75,3383.0
85.0,1006.0
85.25,4709.000000000349
85.5,560.9999999996508
85.75,0.0
86.0,7236.0
86.25,0.0
86.5,2025.0000000007713
86.75,1615.9999999992287
87.0,594.0
87.25,828.0
87.5,1500.0
87.75,2910.0
88.0,0.0
88.25,628.0
88.5,0.0
88.75,4749.0
89.0,1942.0
89.25,4199.999999997135
89.5,561.0000000028649
89.75,150.0
90.0,3788.0
90.25,75.0
90.5,0.0
90.75,1395.0
91.0,0.0
91.25,0.0
91.5,1548.0
91.75,871.0
92.0,4310.0
92.25,0.0
92.5,1666.0
92.75,0.0
93.0,3880.000000000491
93.25,4961.999999999509
93.5,830.0000000003965
93.75,5798.9999999996035
94.0,1962.0
94.25,2026.0000000001928
94.5,1026.9999999998072
94.75,6051.0
95.0,2689.0
95.25,11654.0
95.5,5292.00000000048
95.75,10656.99999999952
96.0,4164.0
96.25,966.0
96.5,1038.000000000262
96.75,2507.9999999999054
97.0,7246.999999999833
97.25,4184.0
97.5,0.0
97.75,3722.0
98.0,7277.0
98.25,107.00000000021828
98.5,3972.9999999997817
98.75,1626.0
99.0,8137.999999998818
99.25,2018.0000000011823
99.5,843.0
99.75,1516.0
100.0,1054.0
100.25,1921.0
100.5,3459.0
100.75,0.0
101.0,1744.0
