timestamp_s,tokens_in
0.0,79487.0
15.0,244296.0
30.0,275574.0
45.0,244991.0
60.0,267131.0
75.0,235359.0
90.0,270095.0000000001
105.0,241852.99999999997
120.0,245266.99999999974
135.0,252155.0000000003
150.0,230329.99999999988
165.0,246963.00000000003
180.0,241709.99999999968
195.0,249558.00000000047
210.0,241509.00000000015
225.0,216419.00000000026
240.0,266178.99999999953
255.0,238959.00000000006
270.0,227393.0
285.0,223260.000000001
300.0,260008.99999999895
315.0,263278.9999999998
330.0,277536.99999999994
345.0,234526.00000000035
360.0,240767.00000000012
375.0,247957.0000000007
390.0,212360.99999999913
405.0,219893.00000000047
420.0,243712.99999999837
435.0,241040.00000000116
450.0,273971.0000000002
465.0,230343.99999999994
480.0,248266.99999999983
495.0,227834.99999999977
510.0,222461.00000000023
525.0,275768.00000000023
540.0,234480.00000000035
555.0,231068.99999999988
570.0,216519.99999999968
585.0,218891.99999999965
600.0,233009.00000000017
615.0,244859.0000000004
630.0,265563.9999999993
645.0,220663.00000000128
660.0,190213.9999999987
675.0,255770.00000000012
690.0,250324.99999999866
705.0,250005.99999999948
720.0,261832.00000000212
735.0,215724.9999999995
750.0,219040.00000000032
765.0,245549.99999999988
780.0,247039.99999999936
795.0,269331.00000000093
810.0,256490.99999999988
825.0,255062.00000000058
840.0,274424.999999998
855.0,250107.99999999907
870.0,236422.0000000026
885.0,280666.00000000116
900.0,265053.9999999978
915.0,233180.00000000047
930.0,243876.00000000026
945.0,247346.0000000008
960.0,228496.00000000003
975.0,254194.00000000012
990.0,244540.0000000012
1005.0,231779.99999999706
1020.0,213160.00000000148
1035.0,247864.99999999927
1050.0,231388.00000000047
1065.0,235439.9999999996
1080.0,247216.00000000017
1095.0,257981.9999999992
1110.0,212469.99999999828
1125.0,247724.00000000306
1140.0,212373.99999999866
1155.0,249590.00000000096
1170.0,208448.00000000143
1185.0,269835.99999999837
1200.0,251819.00000000047
1215.0,273542.99999999703
1230.0,214507.00000000247
1245.0,225115.9999999976
1260.0,201365.0000000029
1275.0,232277.99999999758
1290.0,253770.00000000172
1305.0,230847.0000000013
1320.0,220943.99999999904
1335.0,231871.0000000016
1350.0,239790.9999999973
1365.0,241985.00000000032
1380.0,216813.99999999703
1395.0,286617.0000000013
1410.0,239847.0000000044
1425.0,248843.00000000052
1440.0,238536.99999999756
1455.0,256179.00000000032
1470.0,203164.99999998946
1485.0,236817.0000000092
1500.0,236548.99999999977
1515.0,263406.00000000047
1530.0,236773.00000000055
1545.0,226182.9999999997
1560.0,276357.0000000031
1575.0,241300.00000000038
1590.0,223981.99999999665
1605.0,247345.9999999999
1620.0,228182.99999999767
1635.0,242401.00000000632
1650.0,239375.99999999488
1665.0,252228.99999999913
1680.0,253818.00000000233
1695.0,275365.00000000116
1710.0,243791.99999999703
1725.0,221975.00000000262
1740.0,252257.0000000001
1755.0,232321.9999999985
1770.0,235848.00000000093
1785.0,277921.9999999994
1800.0,246041.99999999828
1815.0,238213.0000000019
1830.0,245307.9999999988
1845.0,235290.9999999996
1860.0,210488.0000000032
1875.0,260541.99999999866
1890.0,240263.99999999942
1905.0,235427.99999998556
1920.0,240386.00000000733
1935.0,230197.00000001065
1950.0,234870.00000000128
1965.0,245547.99999999575
1980.0,221954.999999999
1995.0,247782.99999999924
2010.0,255739.00000000285
2025.0,229366.00000000832
2040.0,234660.99999999022
2055.0,234297.99999999674
2070.0,220979.00000000413
2085.0,234358.00000000017
2100.0,248395.00000000483
2115.0,263434.99999999825
2130.0,280042.99999998853
2145.0,223631.00000000716
2160.0,239462.99999999674
2175.0,233188.00000000285
2190.0,247105.99999999424
2205.0,255673.00000000326
2220.0,218917.00000000407
2235.0,224089.9999999897
2250.0,228698.00000001345
2265.0,232090.00000000081
2280.0,249966.99999999464
2295.0,243581.999999999
2310.0,233735.99999999884
2325.0,235703.00000000384
2340.0,227930.00000000192
2355.0,245776.99999999657
2370.0,245138.9999999926
2385.0,215091.0000000082
2400.0,228317.00000000332
2415.0,273187.9999999954
2430.0,237223.99999999965
2445.0,240529.00000000477
2460.0,225796.99999999866
2475.0,249631.9999999946
2490.0,258575.9999999983
2505.0,225545.00000000407
2520.0,224972.00000000052
2535.0,231947.99999999907
2550.0,240269.000000001
2565.0,249722.99999999977
2580.0,224873.0000000004
2595.0,243805.99999999715
2610.0,226191.00000000035
2625.0,283697.0000000046
2640.0,251582.99999999785
2655.0,237469.99999999796
2670.0,219966.00000000471
2685.0,263060.99999999756
2700.0,219594.9999999986
2715.0,243176.0000000018
2730.0,274988.9999999978
2745.0,245634.99999999965
2760.0,248014.00000000728
2775.0,244439.99999999546
2790.0,209353.99999999942
2805.0,228617.9999999978
2820.0,249689.99999999837
2835.0,245174.0000000124
2850.0,224886.99999999022
2865.0,256571.00000000052
2880.0,229308.0000000004
2895.0,222383.99999999255
2910.0,222116.0000000054
2925.0,226898.0000000017
2940.0,239120.00000000297
2955.0,237996.99999999994
2970.0,231472.9999999976
2985.0,242145.99999999302
3000.0,205893.00000001315
3015.0,260253.99999999435
3030.0,207143.99999999878
3045.0,241610.9999999986
3060.0,230905.00000000233
3075.0,255622.99999999942
3090.0,236144.99999999255
