timestamp_s,tokens_out
0.0,30837.0
0.25,541.0
0.5,0.0
0.75,215.0
1.0,560.0
1.25,1813.0
1.5,170.0
1.75,2740.0000000000005
2.0,474.9999999999997
2.25,222.0
2.5,0.0
2.75,153.0
3.0,767.0
3.25,2330.9999999999955
3.5,3705.0000000000036
3.75,6.821210263296962e-13
4.0,747.9999999999991
4.25,6911.000000000001
4.5,0.0
4.75,384.0000000000055
5.0,1217.9999999999934
5.25,885.0000000000008
5.5,157.0
5.75,348.0000000000132
6.0,2030.9999999999868
6.25,1218.0
6.5,189.0
6.75,118.00000000000045
7.0,99.99999999999955
7.25,0.0
7.5,133.99999999999955
7.75,2358.9999999999995
8.0,487.0000000000007
8.25,118.0
8.5,972.0
8.75,110.0
9.0,293.0
9.25,164.0
9.5,1.0118128557223827e-11
9.75,1421.99999999999
10.0,0.0
10.25,0.0
10.5,648.0
10.75,0.0
11.0,633.0
11.25,291.0
11.5,2662.0
11.75,862.9999999999418
12.0,56.00000000005821
12.25,498.99999999999795
12.5,342.00000000000205
12.75,33.0
13.0,91.99999999999932
13.25,184.00000000000068
13.5,374.00000000000125
13.75,1004.9999999999987
14.0,158.0
14.25,0.0
14.5,2836.9999999999823
14.75,263.0000000000176
15.0,57.0
15.25,701.0000000000007
15.5,100.00000000003939
15.75,3139.9999999999523
16.0,287.0000000000084
16.25,2600.0
16.5,57.0
16.75,1367.0
17.0,694.0000000000055
17.25,1092.9999999999945
17.5,1865.0
17.75,277.0
18.0,208.0
18.25,0.0
18.5,0.0
18.75,1086.0
19.0,1112.0
19.25,318.0
19.5,128.0
19.75,705.0
20.0,82.0
20.25,71.0
20.5,0.0
20.75,78.0
21.0,201.0
21.25,198.0
21.5,903.9999999999744
21.75,692.0000000000257
22.0,321.0
22.25,851.0
22.5,0.0
22.75,222.0
23.0,119.0
23.25,550.0
23.5,361.0000000000034
23.75,243.9999999999966
24.0,338.0
24.25,0.0
24.5,661.999999999998
24.75,504.00000000000205
25.0,537.0000000000127
25.25,1662.9999999999873
25.5,497.0
25.75,145.0
26.0,546.0
26.25,281.0
26.5,124.0
26.75,550.000000000002
27.0,449.99999999999795
27.25,0.0
27.5,125.00000000017326
27.75,3255.9999999998263
28.0,2.830802259268239e-11
28.25,797.9999999999717
28.5,320.0
28.75,96.0
29.0,383.0
29.25,746.0
29.5,1441.0
29.75,46.000000000001705
30.0,1478.000000000004
30.25,935.9999999999943
30.5,256.99999999999727
30.75,652.0000000000027
31.0,154.0000000000216
31.25,954.999999999972
31.5,151.0000000000041
31.75,298.0000000000023
32.0,180.0
32.25,847.0
32.5,82.0
32.75,165.0
33.0,418.0
33.25,230.0000000001096
33.5,565.9999999998904
33.75,401.0
34.0,0.0
34.25,166.0
34.5,103.0
34.75,0.0
35.0,235.0
35.25,229.0
35.5,193.0
35.75,0.0
36.0,158.0000000000012
36.25,336.9999999999988
36.5,87.0
36.75,0.0
37.0,787.0
37.25,588.0
37.5,0.0
37.75,320.0
38.0,1636.000000000008
38.25,351.99999999999204
38.5,258.0
38.75,812.0
39.0,1178.0
39.25,528.0
39.5,151.00000000002797
39.75,204.99999999997203
40.0,1020.0
40.25,565.0
40.5,1345.0
40.75,1343.0
41.0,721.0
41.25,3.524291969370097e-11
41.5,781.9999999999648
41.75,0.0
42.0,156.0
42.25,416.0
42.5,249.0
42.75,0.0
43.0,0.0
43.25,104.00000000003752
43.5,435.9999999999625
43.75,136.0
44.0,1083.0
44.25,795.0
44.5,396.0
44.75,2680.0
45.0,1576.0
45.25,1441.0
45.5,1155.0
45.75,480.0
46.0,2466.0
46.25,374.0
46.5,1734.0
46.75,806.0
47.0,2260.0
47.25,805.0
47.5,0.0
47.75,25.0
48.0,0.0
48.25,45.0
48.5,452.0
48.75,557.0
49.0,363.0000000000405
49.25,118.99999999995953
49.5,101.0
49.75,1860.0
50.0,38.0
50.25,217.0
50.5,297.0
50.75,175.0
51.0,0.0
51.25,488.0
51.5,398.0
51.75,1207.0
52.0,125.0
52.25,673.0000000000598
52.5,393.9999999999402
52.75,649.0
53.0,150.0
53.25,354.0
53.5,376.99999999999363
53.75,2002.0000000000064
54.0,260.0
54.25,87.0
54.5,471.00000000003297
54.75,88.99999999996703
55.0,0.0
55.25,817.0
55.5,1282.0
55.75,83.0
56.0,101.0
56.25,4239.99999999988
56.5,1.20508047984913e-10
56.75,383.0
57.0,312.0
57.25,688.0
57.5,353.0
57.75,832.0
58.0,3039.000000000002
58.25,458.9999999999982
58.5,1338.0
58.75,264.0000000000805
59.0,874.9999999999195
59.25,0.0
59.5,283.0
59.75,355.0
60.0,484.0
60.25,683.9999999999975
60.5,342.0000000000025
60.75,1020.0000000000223
61.0,1690.9999999999777
61.25,0.0
61.5,524.0000000000114
61.75,1172.9999999999886
62.0,765.0000000000628
62.25,624.9999999999436
62.5,487.99999999999636
62.75,653.0000000000091
63.0,885.9999999999882
63.25,62.00000000000409
63.5,1694.999999999996
63.75,1519.0000000000095
64.0,717.9999999999945
64.25,318.9999999999959
64.5,917.0
64.75,467.0
65.0,1.0550138540565968e-10
65.25,325.9999999998945
65.5,227.0
65.75,436.0
66.0,401.0
66.25,64.0
66.5,56.00000000011323
66.75,1160.9999999998868
67.0,1591.0
67.25,666.0
67.5,56.0
67.75,3144.0
68.0,733.0
68.25,289.0
68.5,273.0
68.75,1201.0
69.0,102.0
69.25,448.00000000014603
69.5,3369.9999999998536
69.75,184.0
70.0,149.0000000001378
70.25,917.9999999998622
70.5,769.0
70.75,118.0
71.0,676.0
71.25,1026.0
71.5,73.0
71.75,532.0
72.0,1621.0
72.25,1064.0
72.5,1340.9999999996953
72.75,131.0000000003297
73.0,49.00000000001046
73.25,491.9999999999854
73.5,456.99999999997914
73.75,0.0
74.0,113.0
74.25,148.0
74.5,769.0
74.75,303.0
75.0,865.0
75.25,452.0
75.5,278.0
75.75,0.0
76.0,271.0
76.25,494.0
76.5,589.0
76.75,1776.0
77.0,5.95719029661268e-11
77.25,2229.9999999999404
77.5,1067.999999999954
77.75,1147.0000000000048
78.0,974.0000000001222
78.25,400.99999999991905
78.5,38.0
78.75,221.0
79.0,2362.0
79.25,790.0
79.5,991.0
79.75,604.0
80.0,957.0
80.25,188.0
80.5,277.00000000011414
80.75,276.99999999988586
81.0,306.0
81.25,399.0
81.5,0.0
81.75,183.0
82.0,0.0
82.25,607.0
82.5,85.0
82.75,176.0
83.0,108.0
83.25,193.0
83.5,1547.0000000001755
83.75,921.9999999998245
84.0,278.0
84.25,58.0
84.5,332.0
84.75,415.0
85.0,341.0
85.25,685.0000000000705
85.5,112.99999999992951
85.75,0.0
86.0,351.0
86.25,0.0
86.5,103.00000000003502
86.75,102.99999999996498
87.0,161.0
87.25,234.0
87.5,1094.0
87.75,692.0
88.0,0.0
88.25,476.0
88.5,0.0
88.75,684.0
89.0,405.0
89.25,591.9999999995962
89.5,192.00000000040382
89.75,60.0
90.0,817.0
90.25,136.0
90.5,0.0
90.75,418.0
91.0,0.0
91.25,0.0
91.5,100.0
91.75,356.0
92.0,817.0
92.25,0.0
92.5,322.0
92.75,0.0
93.0,558.0000000000396
93.25,5194.99999999996
93.5,108.00000000002865
93.75,1249.9999999999714
94.0,525.0
94.25,80.00000000023556
94.5,568.9999999997644
94.75,1885.0
95.0,470.0
95.25,2597.0
95.5,1976.0000000000582
95.75,4731.999999999942
96.0,1475.0
96.25,394.0
96.5,163.0000000002501
96.75,1207.999999999759
97.0,1504.999999999991
97.25,260.0
97.5,0.0
97.75,461.0
98.0,1405.0
98.25,72.00000000002183
98.5,553.9999999999782
98.75,134.0
99.0,2914.999999999033
99.25,237.0000000009668
99.5,447.0
99.75,261.0
100.0,414.0
100.25,499.0
100.5,492.0
100.75,0.0
101.0,228.0
101.25,221.0
101.5,104.0
101.75,0.0
102.0,652.0
102.25,0.0
102.5,1596.0
102.75,366.0
103.0,126.0
103.25,120.0
103.5,545.0
103.75,0.0
104.0,2.7284841053187847e-11
104.25,779.9999999999727
104.5,790.0000000001137
104.75,153.9999999998863
105.0,243.0
105.25,85.0
105.5,818.9999999998381
105.75,320.0000000001619
106.0,455.0
106.25,0.0
106.5,1000.0000000000618
106.75,1523.9999999999382
107.0,720.0
107.25,0.0
107.5,799.0
107.75,118.0
108.0,0.0
108.25,38.0
108.5,0.0
108.75,1098.0
109.0,216.0
109.25,268.0
109.5,98.00000000006912
109.75,1934.9999999999309
110.0,0.0
110.25,87.00000000007003
110.5,458.99999999992997
110.75,694.0
111.0,996.0
111.25,2.1736923372372985e-10
111.5,416.99999999978866
111.75,1377.999999999994
112.0,968.0
112.25,45.0
112.5,632.0
112.75,1288.0
113.0,147.0
113.25,477.0
113.5,104.0
113.75,265.0
114.0,114.0
114.25,516.0
114.5,1539.0
114.75,417.0
115.0,72.0
115.25,127.0
115.5,414.0
115.75,151.00000000004184
116.0,993.9999999999582
116.25,525.0000000000259
116.5,544.9999999999741
116.75,280.0
117.0,351.0
117.25,889.0
117.5,229.0
117.75,92.0
118.0,1361.0
118.25,1037.0
118.5,1702.9999999999823
118.75,651.0000000000181
119.0,102.0
119.25,0.0
119.5,830.0
119.75,578.0
120.0,539.0
120.25,288.0
120.5,0.0
120.75,293.0
121.0,438.0
121.25,215.99999999999636
121.5,336.00000000000364
121.75,215.99999999999454
122.0,990.9999999999986
122.25,2499.000000000007
122.5,723.0
122.75,139.0
123.0,0.0
123.25,31.99999999999818
123.5,841.0000000000018
123.75,1059.0
124.0,598.0000000004284
124.25,1049.9999999995553
124.5,451.00000000001
124.75,668.99999999998
125.0,103.00000000002638
125.25,154.99999999999727
125.5,113.00000000000273
125.75,1254.9999999999945
126.0,814.9999999999854
126.25,2136.999999999976
126.5,752.0000000000441
126.75,780.0
127.0,0.0
127.25,497.0000000000018
127.5,96.99999999999818
127.75,202.0
128.0,306.0000000000059
128.25,562.9999999999941
128.5,0.0
128.75,0.0
129.0,0.0
129.25,0.0
129.5,101.0
129.75,397.0
130.0,297.0
130.25,103.0
130.5,1392.0
130.75,843.0
131.0,117.0
131.25,508.0
131.5,316.0
131.75,189.0
132.0,979.0
132.25,349.0
132.5,1350.0
132.75,577.0
133.0,150.0
133.25,544.0
133.5,266.0
133.75,754.0
134.0,301.0
134.25,1043.0
134.5,1677.0
134.75,232.0
135.0,2211.9999999992833
135.25,841.0000000007167
135.5,56.0
135.75,1074.0
136.0,0.0
136.25,2833.0
136.5,93.0
136.75,648.0
137.0,0.0
137.25,647.999999999669
137.5,985.000000000331
137.75,1216.0
138.0,124.0
138.25,384.0
138.5,875.0
138.75,0.0
139.0,169.0
139.25,1869.0
139.5,1820.0000000002065
139.75,2646.9999999997935
140.0,367.0
140.25,474.0
140.5,499.0
140.75,52.0
141.0,108.0000000001719
