timestamp_s,tokens_out
0.0,16835.0
15.0,53612.0
30.0,58253.0
45.0,60022.0
60.0,61584.0
75.0,52973.999999999985
90.0,51288.000000000015
105.0,60685.99999999999
120.0,54959.999999999985
135.0,52895.00000000001
150.0,44548.0
165.0,58458.0
180.0,52834.000000000044
195.0,53100.999999999956
210.0,51217.00000000007
225.0,51844.99999999991
240.0,57426.000000000015
255.0,59124.0
270.0,58308.999999999985
285.0,54901.000000000095
300.0,56217.999999999876
315.0,56988.000000000044
330.0,62034.0
345.0,53949.00000000006
360.0,50357.00000000026
375.0,53102.99999999958
390.0,55425.000000000124
405.0,49341.000000000044
420.0,51193.99999999996
435.0,52973.99999999997
450.0,57653.0
465.0,58014.0
480.0,56975.00000000201
495.0,51923.99999999802
510.0,58876.99999999984
525.0,51806.00000000009
540.0,60924.000000000015
555.0,57523.99999999999
570.0,58667.00000000003
585.0,56778.99999999997
600.0,52760.00000000008
615.0,56864.00000000099
630.0,50821.999999998945
645.0,57281.00000000006
660.0,54767.99999999994
675.0,50242.0000000001
690.0,58679.99999999989
705.0,53984.0
720.0,56704.000000000044
735.0,64790.0
750.0,60093.99999999987
765.0,53011.999999999956
780.0,51131.000000000175
795.0,54437.99999999997
810.0,48160.00000000009
825.0,51090.9999999997
840.0,57829.000000000284
855.0,52352.9999999999
870.0,58941.00000000001
885.0,60993.99999999991
900.0,57008.00000000011
915.0,57010.00000000005
930.0,63605.99999999999
945.0,55155.99999999985
960.0,54564.99999999998
975.0,55874.00000000008
990.0,64258.000000000015
1005.0,55114.00000000002
1020.0,56263.000000000015
1035.0,53729.000000000095
1050.0,59646.00000000005
1065.0,56902.999999999694
1080.0,51438.00000000003
1095.0,58438.00000000262
1110.0,51045.9999999976
1125.0,56663.99999999954
1140.0,61384.00000000028
1155.0,56883.00000000007
1170.0,65113.00000000037
1185.0,60622.99999999964
1200.0,57207.0000000001
1215.0,61970.999999999935
1230.0,55393.00000000025
1245.0,61740.99999999963
1260.0,58980.00000000013
1275.0,58567.0000000052
1290.0,51260.999999994194
1305.0,54561.0000000004
1320.0,53600.000000000146
1335.0,55474.00000000009
1350.0,57753.99999999977
1365.0,58410.000000000175
1380.0,55190.00000000004
1395.0,55054.00000000009
1410.0,52420.00000000012
1425.0,57984.000000000306
1440.0,58042.99999999943
1455.0,59318.000000000015
1470.0,52671.99999999963
1485.0,55216.000000001215
1500.0,51181.99999999932
1515.0,52414.999999999454
1530.0,54741.00000000036
1545.0,53488.00000000165
1560.0,62616.99999999817
1575.0,56488.00000000014
1590.0,54409.00000000053
1605.0,64127.000000000895
1620.0,56560.99999999864
1635.0,51974.00000000026
1650.0,51370.999999999956
1665.0,52074.999999999774
1680.0,62694.00000000009
1695.0,55107.00000000002
1710.0,51654.99999999996
1725.0,56828.000000000226
1740.0,56608.999999999614
1755.0,50689.00000000008
1770.0,56556.99999999948
1785.0,56777.00000000145
1800.0,65742.99999999892
1815.0,55556.00000000014
1830.0,65147.00000000014
1845.0,52420.99999999994
1860.0,57789.000000000015
1875.0,57033.99999999997
1890.0,61114.99999999991
1905.0,55178.99999999991
1920.0,57857.00000000025
1935.0,50741.000000002605
1950.0,63775.99999999949
1965.0,60747.99999999786
1980.0,53649.99999999987
1995.0,56450.99999999999
2010.0,53032.0000000039
2025.0,56799.999999996326
2040.0,63466.99999999976
2055.0,50430.9999999997
2070.0,53957.00000000048
2085.0,51454.00000000006
2100.0,56519.00000000022
2115.0,60476.00000000039
2130.0,59576.99999999924
2145.0,58294.999999999636
2160.0,53171.00000000038
2175.0,56588.99999999975
2190.0,55736.00000000118
2205.0,60765.9999999991
2220.0,59884.99999999949
2235.0,54208.00000000048
2250.0,55972.00000000218
2265.0,64722.99999999766
2280.0,62233.000000000175
2295.0,60527.999999999854
2310.0,53515.00000000044
2325.0,53712.999999999665
2340.0,54451.9999999994
2355.0,51011.00000000166
2370.0,53899.99999999699
2385.0,55809.00000000396
