timestamp_s,watts
0.0,8433.58144070144
0.25,8439.121899899308
0.5,8444.662359097174
0.75,8428.958436382325
1.0,8441.584520269842
1.25,8449.228030228554
1.5,8458.040334014448
1.75,8450.07070625516
2.0,8435.855212284077
2.25,8417.250221567761
2.5,8425.657770267911
2.75,8437.981210303236
3.0,8435.234483415265
3.25,8408.384689543069
3.5,8441.728049775622
3.75,8401.161438417304
4.0,8386.686111036235
4.25,8386.686111036235
4.5,8384.65660268049
4.75,8360.52090063704
5.0,8382.914384524156
5.25,8388.87139410379
5.5,8396.825337042053
5.75,8411.27648192128
6.0,8429.085574213517
6.25,8423.342437460717
6.5,8387.563801774686
6.75,8392.199798929618
7.0,8380.003433328122
7.25,8373.672960918298
7.5,8386.460424579194
7.75,8414.138271114198
8.0,8428.174223295204
8.25,8427.075052956921
8.5,8437.013656514511
8.75,8434.060270260205
9.0,8432.714842883499
9.25,8422.032629639512
9.5,8412.528372954035
9.75,8407.231359466923
10.0,8399.242554593087
10.25,8407.231359466923
10.5,9786.959366322237
10.75,9784.76732927572
11.0,8369.194617317225
11.25,8369.133525156802
11.5,11235.250680403948
11.75,11242.849053043354
12.0,12546.489528192848
12.25,12593.54808451558
12.5,12620.429562625784
12.75,12625.096748865039
13.0,12622.780329410703
13.25,12622.780329410703
13.5,12606.67981325313
13.75,12574.975003025796
14.0,12573.881644604007
14.25,11178.975339823119
14.5,11224.919678744716
14.75,11218.087747832862
15.0,11225.165985507994
15.25,12657.261944708596
15.5,12657.102852752752
15.75,12664.375574123336
16.0,12621.522081380986
16.25,12658.09758340707
16.5,12654.427320624069
16.75,12593.328602518206
17.0,12602.113226810274
17.25,12622.573013172163
17.5,12622.573013172163
17.75,12625.360835345573
18.0,12633.389985652346
18.25,12611.475528934548
18.5,12622.138106837589
18.75,12622.138106837589
19.0,12599.725791251418
19.25,12634.56539996972
19.5,12656.832139252738
19.75,12661.045422652709
20.0,12626.034718780047
20.25,12659.293704795029
20.5,12623.636702205122
20.75,12612.42482704726
21.0,12605.142424575024
21.25,12639.370023962343
21.5,12584.233196140663
21.75,12593.376700734549
22.0,12616.90420829122
22.25,12620.169921065668
22.5,12620.169921065668
22.75,12587.15152680641
23.0,12627.544006034012
23.25,12597.684347286518
23.5,12589.05742007086
23.75,12606.646499845361
24.0,12600.814353319627
24.25,12620.059225014109
24.5,12662.72050284822
24.75,12688.702076473182
25.0,12656.10006834667
25.25,12703.262971548167
25.5,12704.58826977118
25.75,12650.072790559858
26.0,12624.969575023939
26.25,12623.542807044892
26.5,12601.958553899545
26.75,12641.418387678645
27.0,12644.814757588956
27.25,12636.860519128983
27.5,12635.130600232684
27.75,12639.568503964767
28.0,12614.816131349697
28.25,12611.78568565284
28.5,12618.221524961722
28.75,12634.864534941305
29.0,12586.169636323966
29.25,12627.581425276167
29.5,12659.12366684169
29.75,12655.427896048259
30.0,12666.707432492805
30.25,12693.588929748985
30.5,12678.22868826329
30.75,12644.650840815075
31.0,12644.650840815075
31.25,12646.671682602675
31.5,12649.90806975641
31.75,12660.690488765891
32.0,12666.318559307809
32.25,12672.349016325234
32.5,12668.306422796093
32.75,12608.920755512421
33.0,12617.381960196552
33.25,12607.782123698556
33.5,12587.78401927618
33.75,12627.453905220109
34.0,12641.94169497013
34.25,12647.969529532267
34.5,12702.918721342074
34.75,12647.260460879035
35.0,12649.712219286459
35.25,12625.208831654505
35.5,12618.147203680957
35.75,12624.775747004256
36.0,12629.753857758686
36.25,12623.501179851415
36.5,12580.378381045295
36.75,12563.748895451765
37.0,12594.78299049032
37.25,12609.428184634216
37.5,11219.105969440672
37.75,11242.002565303908
38.0,11262.808960699515
38.25,11267.83719554737
38.5,11263.330852058272
38.75,11234.557585840925
39.0,11219.984296903236
39.25,11186.553529949902
39.5,11210.114337660725
39.75,11293.504274083833
40.0,11272.20757973526
40.25,11289.062112762309
40.5,11273.22082890739
40.75,11266.215526768277
41.0,12686.400244884113
41.25,12645.713678780965
41.5,12607.821982172503
41.75,12605.266011012962
42.0,12660.62899912447
42.25,12662.62012769848
42.5,12630.634052070513
42.75,12624.230668834909
43.0,12638.528478117874
43.25,12632.090807074133
43.5,12629.989400432858
43.75,12595.935678726999
44.0,12660.89682834421
44.25,12658.552385332488
44.5,12670.138744222117
44.75,12625.390662669552
45.0,12652.665748805985
45.25,12603.2454305069
45.5,12652.28872281585
45.75,12661.493469736248
46.0,12655.752310884953
46.25,12685.329809636267
46.5,12694.833680743435
46.75,12628.458022202249
47.0,12656.677508933339
47.25,12640.657658182743
47.5,12617.345080299874
47.75,12623.246056530525
48.0,12618.732436492759
48.25,12618.07490183842
48.5,12652.858603725823
48.75,12687.274366638489
49.0,12688.011737888268
49.25,12711.567647311109
49.5,12699.125709457245
49.75,12699.467391963473
50.0,12666.23623738345
50.25,12627.295433422216
50.5,12644.496834429981
50.75,12665.633903239055
51.0,12667.755715802106
51.25,12690.791080923645
51.5,12702.513987315426
51.75,12687.738595894203
52.0,12670.721423261593
52.25,12660.425828990727
52.5,12621.25237933424
52.75,12618.614546485202
53.0,12596.341880091168
53.25,12611.1791038515
53.5,12655.064211046134
53.75,12652.225398643082
54.0,12630.387074447335
54.25,12636.301294993642
54.5,11279.190953508065
54.75,11239.961588118535
55.0,11236.894925595718
55.25,11240.859178283084
55.5,11287.569563928097
55.75,11270.285078510897
56.0,11301.00313990531
56.25,11220.032592149018
56.5,11228.348541925428
56.75,11181.100905654937
57.0,11198.18382586297
57.25,11201.191220055298
57.5,11238.733062842744
57.75,11245.102323352123
58.0,9825.991865823635
58.25,9817.524879448387
58.5,9823.636564276581
58.75,9816.915195786565
59.0,9821.823516524255
59.25,9862.505870802637
59.5,9855.73258239547
59.75,11288.748587547523
60.0,9809.664883945225
60.25,9788.98802978887
60.5,11209.48160122848
60.75,11198.528176579668
61.0,11182.247662723516
61.25,11266.746487440862
61.5,11201.388129102528
61.75,11202.592174299116
62.0,11224.049080168066
62.25,11236.837995233414
