timestamp_s,tokens_in,tokens_out
0.0,182258.0,30837.0
0.25,1125.0,541.0
0.5,0.0,0.0
0.75,333.0,215.0
1.0,4062.0,560.0
1.25,14480.0,1813.0
1.5,417.0,170.0
1.75,4028.000000000001,2740.0000000000005
2.0,1490.999999999999,474.9999999999997
2.25,946.0,222.0
2.5,0.0,0.0
2.75,695.0,153.0
3.0,3104.999999999999,767.0
3.25,1378.0000000000161,2330.9999999999955
3.5,8606.999999999985,3705.0000000000045
3.75,1.8189894035458565e-12,6.821210263296962e-13
4.0,2713.9999999999977,747.9999999999991
4.25,9807.0,6911.0
4.5,0.0,0.0
4.75,1700.0000000000146,384.0000000000055
5.0,7058.999999999985,1217.9999999999934
5.25,2569.000000000001,885.0000000000008
5.5,982.0,157.0
5.75,2120.0000000000387,348.00000000001324
6.0,7427.999999999962,2030.9999999999868
6.25,1235.0,1218.0
6.5,915.0,189.0
6.75,1422.0000000000018,118.00000000000045
7.0,553.9999999999982,99.99999999999955
7.25,0.0,0.0
7.5,114.99999999999955,133.99999999999955
7.75,5393.999999999998,2359.0
8.0,1529.0000000000018,487.0000000000007
8.25,728.0,118.0
8.5,8898.0,972.0
8.75,844.0,110.0
9.0,7669.0,293.0
9.25,434.0,164.0
9.5,3.865352482534945e-11,1.1254996934439987e-11
9.75,1156.9999999999613,1421.9999999999886
10.0,0.0,0.0
10.25,0.0,0.0
10.5,6208.0,648.0
10.75,0.0,0.0
11.0,601.0,633.0
11.25,242.0,291.0
11.5,12259.0,2662.0
11.75,1837.9999999999072,862.9999999999418
12.0,80.00000000009277,56.00000000005821
12.25,2496.9999999999854,498.9999999999982
12.5,1828.0000000000146,342.0000000000018
12.75,653.0,33.0
13.0,789.9999999999945,91.99999999999932
13.25,931.0000000000055,184.00000000000068
13.5,889.9999999999973,374.00000000000125
13.75,2229.0000000000027,1004.9999999999987
14.0,363.0,158.0
14.25,0.0,0.0
14.5,5660.999999999971,2836.9999999999823
14.75,2447.0000000000286,263.0000000000176
15.0,496.0,57.0
15.25,177.00000000000136,701.0000000000007
15.5,174.00000000015234,100.00000000003939
15.75,13623.999999999704,3139.9999999999513
16.0,1137.000000000142,287.0000000000084
16.25,7816.0,2600.0
16.5,398.0,57.0
16.75,5725.0,1367.0
17.0,1604.0000000000546,694.0000000000055
17.25,5959.999999999945,1092.9999999999945
17.5,3301.0,1865.0
17.75,465.0,277.0
18.0,1730.0,208.0
18.25,0.0,0.0
18.5,0.0,0.0
18.75,1979.0,1086.0
19.0,4432.0,1112.0
19.25,2448.0,318.0
19.5,681.0,128.0
19.75,3844.0,705.0
20.0,844.0,82.0
20.25,759.0,71.0
20.5,0.0,0.0
20.75,565.0,78.0
21.0,1679.0,201.0
21.25,1625.0,198.0
21.5,3135.999999999911,903.9999999999744
21.75,4659.000000000089,692.0000000000257
22.0,1965.0,321.0
22.25,2604.0,851.0
22.5,0.0,0.0
22.75,429.0,222.0
23.0,250.0,119.0
23.25,2887.0,550.0
23.5,1409.000000000039,361.0000000000034
23.75,2743.999999999961,243.9999999999966
24.0,1769.0,338.0
24.25,0.0,0.0
24.5,1319.9999999999927,661.999999999998
24.75,2897.0000000000073,504.00000000000205
25.0,1333.0000000000418,537.0000000000127
25.25,5342.999999999958,1662.9999999999873
25.5,1222.0,497.0
25.75,1186.0,145.0
26.0,1630.0,546.0
26.25,2467.0,281.0
26.5,1441.0,124.0
26.75,2906.9999999999955,550.000000000002
27.0,540.0000000000045,449.99999999999795
27.25,0.0,0.0
27.5,175.00000000019645,125.00000000017326
27.75,3973.9999999998035,3255.9999999998263
28.0,1.5552359400317073e-10,2.830802259268239e-11
28.25,2906.9999999998445,797.9999999999717
28.5,1307.0,320.0
28.75,181.0,96.0
29.0,1369.0,383.0
29.25,3123.0,746.0
29.5,4878.0,1441.0
29.75,789.00000000001,46.000000000001705
30.0,4233.000000000033,1478.000000000004
30.25,5299.999999999957,935.9999999999941
30.5,2414.999999999991,256.99999999999727
30.75,1884.000000000009,652.0000000000027
31.0,276.00000000011653,154.0000000000216
31.25,4793.9999999998545,954.999999999972
31.5,727.0000000000182,151.0000000000041
31.75,918.0000000000109,298.0000000000023
32.0,1992.0,180.0
32.25,6292.0,847.0
32.5,4646.0,82.0
32.75,2113.0,165.0
33.0,1032.0,418.0
33.25,1183.0000000000473,230.0000000001096
33.5,1198.9999999999527,565.9999999998904
33.75,1044.0,401.0
34.0,0.0,0.0
34.25,2456.0,166.0
34.5,1921.0,103.0
34.75,0.0,0.0
35.0,1417.0,235.0
35.25,1192.0,229.0
35.5,842.0,193.0
35.75,0.0,0.0
36.0,215.0000000000113,158.0000000000012
36.25,981.9999999999886,336.9999999999988
36.5,227.0,87.0
36.75,0.0,0.0
37.0,2099.0,787.0
37.25,852.0,588.0
37.5,0.0,0.0
37.75,6720.0,320.0
38.0,4861.000000000004,1636.000000000008
38.25,711.9999999999964,351.99999999999204
38.5,272.0,258.0
38.75,3465.0,812.0
39.0,1936.0,1178.0
39.25,473.0,528.0
39.5,805.0000000002774,151.00000000002797
39.75,2500.9999999997226,204.99999999997203
40.0,5510.0,1020.0
40.25,966.0,565.0
40.5,21017.0,1345.0
40.75,7852.0,1343.0
41.0,4532.0,721.0
41.25,6.775735528208315e-10,3.524291969370097e-11
41.5,3826.9999999993224,781.9999999999648
41.75,0.0,0.0
42.0,262.0,156.0
42.25,1608.0,416.0
42.5,302.0,249.0
42.75,0.0,0.0
43.0,0.0,0.0
43.25,576.0000000000837,104.00000000003752
43.5,3286.9999999999163,435.9999999999625
43.75,792.0,136.0
44.0,13992.0,1083.0
44.25,1388.0,795.0
44.5,1708.0,396.0
44.75,6304.0,2680.0
45.0,935.0,1576.0
45.25,5056.0,1441.0
45.5,9064.0,1155.0
45.75,1116.0,480.0
46.0,5422.0,2466.0
46.25,679.0,374.0
46.5,7386.0,1734.0
46.75,2695.0,806.0
47.0,14222.0,2260.0
47.25,4567.0,805.0
47.5,0.0,0.0
47.75,311.0,25.0
48.0,0.0,0.0
48.25,636.0,45.0
48.5,3384.0,452.0
48.75,2471.0,557.0
49.0,1956.0000000004093,363.0000000000405
49.25,1199.9999999995907,118.99999999995953
49.5,404.0,101.0
49.75,2252.0,1860.0
50.0,1128.0,38.0
50.25,1187.0,217.0
50.5,1847.0,297.0
50.75,1960.0,175.0
51.0,0.0,0.0
51.25,2005.0,488.0
51.5,1942.0,398.0
51.75,2396.0,1207.0
52.0,386.0,125.0
52.25,1613.0000000002765,673.0000000000598
52.5,2175.9999999997235,393.9999999999402
52.75,1207.0,649.0
53.0,850.0,150.0
53.25,4666.0,354.0
53.5,3807.9999999999636,376.99999999999363
53.75,2857.0000000000364,2002.0000000000064
54.0,505.0,260.0
54.25,450.0,87.0
54.5,1319.0000000001091,471.00000000003547
54.75,274.99999999989086,88.99999999996453
55.0,0.0,0.0
55.25,2672.0,817.0
55.5,2009.0,1282.0
55.75,1112.0,83.0
56.0,894.0,101.0
56.25,6289.999999999822,4239.99999999988
56.5,1.7826096154749393e-10,1.20508047984913e-10
56.75,683.0,383.0
57.0,5112.0,312.0
57.25,842.0,688.0
57.5,5190.0,353.0
57.75,1560.0,832.0
58.0,7531.000000000005,3039.000000000002
58.25,1102.9999999999955,458.9999999999982
58.5,7465.0,1338.0
58.75,2403.0000000002146,264.0000000000862
59.0,1091.9999999997854,874.9999999999138
59.25,0.0,0.0
59.5,1029.0,283.0
59.75,261.0,355.0
60.0,449.0,484.0
60.25,952.9999999999982,683.9999999999975
60.5,771.0000000000018,342.0000000000025
60.75,4650.0000000000255,1020.0000000000223
61.0,4061.9999999999745,1690.9999999999777
61.25,0.0,0.0
61.5,5138.000000000013,524.0000000000114
61.75,9505.999999999987,1172.9999999999886
62.0,2795.0000000004056,765.0000000000628
62.25,1856.999999999668,624.9999999999436
62.5,3672.9999999999463,487.99999999999636
62.75,2946.999999999998,653.0000000000091
63.0,1740.9999999999818,885.9999999999882
63.25,920.00000000004,62.00000000000409
63.5,5089.99999999996,1694.999999999996
63.75,9743.00000000002,1519.0000000000095
64.0,1691.9999999999854,717.9999999999945
64.25,551.9999999999945,318.9999999999959
64.5,5612.0,917.0
64.75,2070.0,467.0
65.0,2.3283064365386963e-10,1.0550138540565968e-10
65.25,1615.9999999997672,325.9999999998945
65.5,1039.0,227.0
65.75,619.0,436.0
66.0,214.0,401.0
66.25,2064.0,64.0
66.5,314.00000000068394,56.0000000001005
66.75,9028.999999999316,1160.9999999998995
67.0,8505.0,1591.0
67.25,2250.0,666.0
67.5,583.0,56.0
67.75,5632.0,3144.0
68.0,5076.0,733.0
68.25,955.0,289.0
68.5,439.0,273.0
68.75,2749.0,1201.0
69.0,898.0,102.0
69.25,834.0000000002634,448.00000000014603
69.5,7065.999999999736,3369.999999999854
69.75,595.0,184.0
70.0,1540.0000000002674,149.0000000001378
70.25,5375.999999999733,917.9999999998622
70.5,1360.0,769.0
70.75,704.0,118.0
71.0,1776.0,676.0
71.25,3122.0,1026.0
71.5,1157.0,73.0
71.75,9053.0,532.0
72.0,1152.0,1621.0
72.25,14666.0,1064.0
72.5,5770.999999999594,1340.9999999997258
72.75,239.0000000012751,131.00000000029922
73.0,1700.9999999998108,49.00000000001046
73.25,1943.9999999993574,491.9999999999854
73.5,2491.9999999999623,456.99999999997914
73.75,0.0,0.0
74.0,580.0,113.0
74.25,958.0,148.0
74.5,4232.0,769.0
74.75,770.0,303.0
75.0,6070.0,865.0
75.25,1976.0,452.0
75.5,1101.0,278.0
75.75,0.0,0.0
76.0,1515.0,271.0
76.25,1705.0,494.0
76.5,1547.0,589.0
76.75,2292.0,1776.0
77.0,1.0040821507573128e-09,5.95719029661268e-11
77.25,9031.999999998996,2229.9999999999404
77.5,3440.99999999991,1067.999999999954
77.75,2167.000000000064,1147.0000000000048
78.0,1610.0000000002624,974.0000000001222
78.25,815.9999999997635,400.99999999991905
78.5,1211.0,38.0
78.75,2277.0,221.0
79.0,6836.0,2362.0
79.25,5471.0,790.0
79.5,3486.0,991.0
79.75,1486.0,604.0
80.0,2952.0,957.0
80.25,327.0,188.0
80.5,632.0000000009786,277.00000000011414
80.75,2163.9999999990214,276.99999999988586
81.0,561.0,306.0
81.25,2266.0,399.0
81.5,0.0,0.0
81.75,1045.0,183.0
82.0,0.0,0.0
82.25,1344.0,607.0
82.5,2042.0,85.0
82.75,2877.0,176.0
83.0,869.0,108.0
83.25,55.0,193.0
83.5,5586.000000000953,1547.0000000001596
83.75,12976.999999999047,921.9999999998404
84.0,3937.0,278.0
84.25,693.0,58.0
84.5,1877.0,332.0
84.75,3383.0,415.0
85.0,1006.0,341.0
85.25,4709.000000000349,685.0000000000705
85.5,560.9999999996508,112.99999999992951
85.75,0.0,0.0
86.0,7236.0,351.0
86.25,0.0,0.0
86.5,2025.0000000007713,103.00000000003502
86.75,1615.9999999992287,102.99999999996498
87.0,594.0,161.0
87.25,828.0,234.0
87.5,1500.0,1094.0
87.75,2910.0,692.0
88.0,0.0,0.0
88.25,628.0,476.0
88.5,0.0,0.0
88.75,4749.0,684.0
89.0,1942.0,405.0
89.25,4199.999999997373,591.9999999996298
89.5,561.0000000026266,192.00000000037016
89.75,150.0,60.0
90.0,3788.0,817.0
90.25,75.0,136.0
90.5,0.0,0.0
90.75,1395.0,418.0
91.0,0.0,0.0
91.25,0.0,0.0
91.5,1548.0,100.0
91.75,871.0,356.0
92.0,4310.0,817.0
92.25,0.0,0.0
92.5,1666.0,322.0
92.75,0.0,0.0
93.0,3880.000000000491,558.0000000000396
93.25,4961.999999999509,5194.99999999996
93.5,830.0000000003965,108.00000000002865
93.75,5798.9999999996035,1249.9999999999714
94.0,1962.0,525.0
94.25,2026.0000000001928,80.00000000023556
94.5,1026.9999999998072,568.9999999997644
94.75,6051.0,1885.0
95.0,2689.0,470.0
95.25,11654.0,2597.0
95.5,5292.00000000048,1976.0000000000591
95.75,10656.99999999952,4731.999999999941
96.0,4164.0,1475.0
96.25,966.0,394.0
96.5,1038.000000000262,163.0000000002501
96.75,2507.9999999999054,1207.999999999759
97.0,7246.999999999833,1504.999999999991
97.25,4184.0,260.0
97.5,0.0,0.0
97.75,3722.0,461.0
98.0,7277.0,1405.0
98.25,107.00000000021828,72.00000000002183
98.5,3972.9999999997817,553.9999999999782
98.75,1626.0,134.0
99.0,8137.999999998909,2914.999999999108
99.25,2018.0000000010914,237.00000000089221
99.5,843.0,447.0
99.75,1516.0,261.0
100.0,1054.0,414.0
100.25,1921.0,499.0
100.5,3459.0,492.0
100.75,0.0,0.0
101.0,1744.0,228.0
101.25,1054.0,221.0
101.5,1743.0,104.0
101.75,0.0,0.0
102.0,2061.0,652.0
102.25,0.0,0.0
102.5,9659.0,1596.0
102.75,1734.0,366.0
103.0,2210.0,126.0
103.25,1806.0,120.0
103.5,1057.0,545.0
103.75,0.0,0.0
104.0,4.065441316924989e-10,2.7284841053187847e-11
104.25,8295.999999999593,779.9999999999727
104.5,2009.000000000131,790.0000000001137
104.75,174.99999999986903,153.9999999998863
105.0,253.0,243.0
105.25,672.0,85.0
105.5,5468.999999997417,818.999999999849
105.75,1247.000000002583,320.000000000151
106.0,1870.0,455.0
106.25,0.0,0.0
106.5,5442.000000000124,1000.0000000000618
106.75,3696.9999999998763,1523.9999999999382
107.0,3681.0,720.0
107.25,0.0,0.0
107.5,9751.0,799.0
107.75,1239.0,118.0
108.0,0.0,0.0
108.25,244.0,38.0
108.5,0.0,0.0
108.75,783.0,1098.0
109.0,1512.0,216.0
109.25,2647.0,268.0
109.5,646.0000000000982,98.00000000006912
109.75,5876.999999999902,1934.9999999999309
110.0,0.0,0.0
110.25,607.0000000003238,87.00000000007003
110.5,2632.999999999676,458.99999999992997
110.75,4408.0,694.0
111.0,2093.0,996.0
111.25,1.2369127944111824e-10,2.1736923372372985e-10
111.5,467.9999999999259,416.99999999978866
111.75,5854.999999999951,1377.999999999994
112.0,604.0,968.0
112.25,1256.0,45.0
112.5,4513.0,632.0
112.75,7491.0,1288.0
113.0,1506.0,147.0
113.25,2460.0,477.0
113.5,185.0,104.0
113.75,895.0,265.0
114.0,304.0,114.0
114.25,2873.0,516.0
114.5,7246.0,1539.0
114.75,1578.0,417.0
115.0,524.0,72.0
115.25,749.0,127.0
115.5,1244.0,414.0
115.75,481.0000000002219,151.00000000004184
116.0,5401.999999999778,993.9999999999582
116.25,2546.000000000082,525.0000000000259
116.5,1846.9999999999181,544.9999999999741
116.75,3039.0,280.0
117.0,1200.0,351.0
117.25,7447.0,889.0
117.5,215.0,229.0
117.75,2057.0,92.0
118.0,6419.0,1361.0
118.25,6621.0,1037.0
118.5,6736.999999999851,1702.9999999999818
118.75,2544.0000000001487,651.0000000000181
119.0,325.0,102.0
119.25,0.0,0.0
119.5,670.0,830.0
119.75,975.0,578.0
120.0,824.0,539.0
120.25,966.0,288.0
120.5,0.0,0.0
120.75,2749.0,293.0
121.0,1073.0,438.0
121.25,1089.999999999971,215.99999999999636
121.5,2672.000000000029,336.00000000000364
121.75,1921.9999999999218,215.99999999999454
122.0,5249.0000000000455,990.9999999999986
122.25,9689.000000000033,2499.000000000007
122.5,1815.0,723.0
122.75,423.0,139.0
123.0,0.0,0.0
123.25,1618.999999999909,31.99999999999818
123.5,11730.000000000091,841.0000000000018
123.75,7324.0,1059.0
124.0,712.0000000001783,598.0000000004284
124.25,3288.9999999996944,1049.9999999995553
124.5,4342.000000000047,451.00000000001
124.75,1046.0000000000764,668.99999999998
125.0,2037.0000000000036,103.00000000002638
125.25,1960.9999999999673,154.99999999999727
125.5,545.0000000000327,113.00000000000273
125.75,2956.999999999922,1254.9999999999945
126.0,4432.999999999918,814.9999999999854
126.25,5698.999999999931,2136.999999999976
126.5,3859.000000000229,752.0000000000441
126.75,4363.0,780.0
127.0,0.0,0.0
127.25,1707.000000000011,497.0000000000018
127.5,1416.999999999989,96.99999999999818
127.75,955.0,202.0
128.0,1110.0000000000182,306.0000000000059
128.25,3212.999999999982,562.9999999999941
128.5,0.0,0.0
128.75,0.0,0.0
129.0,0.0,0.0
129.25,0.0,0.0
129.5,278.0,101.0
129.75,2675.0,397.0
130.0,2528.0,297.0
130.25,604.0,103.0
130.5,3760.0,1392.0
130.75,1483.0,843.0
131.0,210.0,117.0
131.25,2927.0,508.0
131.5,1235.0,316.0
131.75,713.0,189.0
132.0,2286.0,979.0
132.25,4753.0,349.0
132.5,5611.0,1350.0
132.75,1480.0,577.0
133.0,1389.0,150.0
133.25,4718.0,544.0
133.5,2209.0,266.0
133.75,5304.0,754.0
134.0,1058.0,301.0
134.25,4228.0,1043.0
134.5,1592.0,1677.0
134.75,1222.0,232.0
135.0,5075.99999999793,2211.9999999993634
135.25,3734.00000000207,841.0000000006366
135.5,919.0,56.0
135.75,4113.0,1074.0
136.0,0.0,0.0
136.25,7650.0,2833.0
136.5,2815.0,93.0
136.75,4902.0,648.0
137.0,0.0,0.0
137.25,4847.99999999662,647.999999999669
137.5,4615.00000000338,985.000000000331
137.75,4685.0,1216.0
138.0,1546.0,124.0
138.25,1539.0,384.0
138.5,669.0,875.0
138.75,0.0,0.0
139.0,181.0,169.0
139.25,7163.0,1869.0
139.5,3534.0000000004147,1820.0000000002065
139.75,1873.9999999995853,2646.9999999997935
140.0,1583.0,367.0
140.25,2162.0,474.0
140.5,4497.0,499.0
140.75,826.0,52.0
141.0,710.0000000008331,108.0000000001719
141.25,10562.999999999167,2916.999999999828
141.5,8147.99999999315,2390.9999999978845
141.75,1059.0000000068503,272.0000000021155
142.0,4461.0,821.0
142.25,6264.0,1864.0
142.5,4550.0,2246.0
142.75,0.0,0.0
143.0,1752.0,381.0
143.25,3220.0,807.0
143.5,7219.0,4940.0
143.75,294.0,489.0
144.0,711.0,273.0
144.25,1803.0,625.0
144.5,847.0,262.0
144.75,6073.0,241.0
