timestamp_s,tokens_in,tokens_out
145.0,1846.000000000884,459.00000000031923
145.25,2887.999999999116,1204.9999999996808
145.5,183.0,321.0
145.75,1703.0,140.0
146.0,0.0,0.0
146.25,726.0,219.0
146.5,635.0,673.0
146.75,1165.0,402.0
147.0,5562.0,3251.0
147.25,423.0,148.0
147.5,2203.0,184.0
147.75,3029.0,135.0
148.0,0.0,0.0
148.25,1154.0,453.0
148.5,2665.0,526.0
148.75,0.0,0.0
149.0,130.0,186.0
149.25,75.0,324.0
149.5,0.0,0.0
149.75,3947.0,708.0
150.0,1070.0,164.0
150.25,951.0,260.0
150.5,3434.0,819.0
150.75,0.0,0.0
151.0,3332.0,541.0
151.25,1558.0,484.0
151.5,1590.0,3065.0
151.75,998.0,332.0
152.0,0.0,0.0
152.25,1608.0,182.0
152.5,4024.0,2770.0
152.75,4465.0,614.0
153.0,8758.0,2206.0
153.25,6820.0,1732.0
153.5,3034.0,622.0
153.75,1155.0,253.0
154.0,1820.0,416.0
154.25,434.0000000011387,113.00000000040473
154.5,2890.9999999988613,959.9999999995953
154.75,1163.0,423.0
155.0,2960.0,433.0
155.25,0.0,0.0
155.5,851.0,156.0
155.75,2193.0,151.0
156.0,6.184563972055912e-10,2.6557245291769505e-10
156.25,17924.99999999938,956.9999999997344
156.5,911.0,414.0
156.75,6314.0,1378.0
157.0,2883.0,701.0
157.25,0.0,0.0
157.5,2310.0,1729.0
157.75,980.0,313.0
158.0,1555.0,343.0
158.25,0.0,0.0
158.5,2236.0,294.0
158.75,0.0,0.0
159.0,1115.0,85.0
159.25,7041.0,1206.0
159.5,4366.0,125.0
159.75,212.0,100.0
160.0,0.0,0.0
160.25,1157.0,521.0
160.5,712.0000000002947,324.0000000004238
160.75,6445.999999999705,1209.9999999995762
161.0,1813.0,785.0
161.25,2095.0,47.0
161.5,983.0,730.0
161.75,1215.0,1056.0
162.0,0.0,0.0
162.25,184.0,108.0
162.5,2426.0,1124.0
162.75,1316.0,362.0
163.0,5089.0,623.0
163.25,2855.0,762.0
163.5,5076.0,122.0
163.75,888.0,195.0
164.0,2309.0,239.0
164.25,6891.999999998512,1142.9999999996871
164.5,1132.000000001488,541.0000000003129
164.75,617.0,282.0
165.0,1139.0,844.0
165.25,0.0,0.0
165.5,0.0,0.0
165.75,2257.000000000291,426.00000000008913
166.0,4886.000000001011,1385.999999999949
166.25,2048.9999999986976,150.9999999999618
166.5,692.0,77.0
166.75,4938.0,515.0
167.0,768.0,282.0
167.25,333.0,92.0
167.5,1369.0,353.0
167.75,1353.0,454.0
168.0,6473.000000000291,384.00000000005
168.25,3750.999999999709,3336.99999999995
168.5,6480.0,674.0
168.75,3940.0,2423.0
169.0,4507.0,511.0
169.25,1615.0,498.0
169.5,267.0,431.0
169.75,1140.0,747.0
170.0,182.0,283.0
170.25,904.0,880.0
170.5,836.0,385.0
170.75,2819.0,679.0
171.0,1649.0,499.0
171.25,1251.0,105.0
171.5,3161.0,741.0
171.75,926.0,317.0
172.0,1209.0,158.0
172.25,1894.0,969.0
172.5,380.0,111.0
172.75,3302.0,173.0
173.0,0.0,0.0
173.25,815.0,89.0
173.5,0.0,0.0
173.75,7884.0,296.0
174.0,3151.0,1293.0
174.25,692.0,82.0
174.5,1316.0000000013097,928.0000000001492
174.75,1530.9999999986903,783.9999999998508
175.0,3655.0,416.0
175.25,5368.0,430.0
175.5,5945.0,3219.0
175.75,3675.0,640.0
176.0,205.0,87.0
176.25,1317.0,282.0
176.5,320.0,273.0
176.75,0.0,0.0
177.0,526.0,248.0
177.25,6311.0,1177.0
177.5,2868.000000000844,495.00000000028103
177.75,1653.999999999156,436.99999999971897
178.0,689.0,290.0
178.25,1337.0,444.0
178.5,0.0,0.0
178.75,191.0,133.0
179.0,0.0,0.0
179.25,10540.0,1969.0
179.5,0.0,0.0
179.75,5982.0,1483.0
180.0,3214.0,686.0
180.25,698.0,363.0
180.5,1902.0,433.0
180.75,1991.0,946.0
181.0,0.0,0.0
181.25,2478.0,552.0
181.5,4140.0,887.0
181.75,1039.000000000342,2835.0000000001673
182.0,2416.999999999658,954.9999999998327
182.25,777.0,453.0
182.5,1404.0,979.0
182.75,1790.0000000008367,187.0000000001928
183.0,8059.999999999163,1773.9999999998072
183.25,550.0,374.0
183.5,993.0,61.0
183.75,1269.0,371.0
184.0,2114.0,645.0
184.25,434.0,401.0
184.5,4310.000000000124,854.0000000000846
184.75,6336.999999999876,1535.9999999999154
185.0,8.440110832452774e-10,1.8189894035458565e-11
185.25,619.999999999156,12.99999999998181
185.5,840.0,333.0
185.75,2003.0,2055.0
186.0,5178.0,2069.0
186.25,2856.0,394.0
186.5,2230.0,1050.0
186.75,4820.0,1303.0
187.0,14601.0,1662.0
187.25,684.0,110.0
187.5,74.0,152.0
187.75,3960.0,940.0
188.0,5948.0,1068.0
188.25,3232.0,2534.0
188.5,1409.0,1746.0
188.75,2332.0,341.0
189.0,0.0,0.0
189.25,916.0,279.0
189.5,1502.0,461.0
189.75,1661.0,728.0
190.0,0.0,0.0
190.25,12166.0,512.0
190.5,1146.0,441.0
190.75,2223.0,479.0
191.0,839.0,104.0
191.25,4956.000000000626,1280.0000000003783
191.5,2832.9999999993743,822.9999999996217
191.75,12242.000000001237,1469.000000000051
192.0,4948.999999998763,638.9999999999491
192.25,1090.0,934.0
192.5,329.0,114.0
192.75,2024.0,223.0
193.0,1760.0,266.0
193.25,3432.0,1221.0
193.5,3197.0,1389.0
193.75,824.0,749.0
194.0,1954.000000000713,291.00000000026193
194.25,14652.999999999287,1741.999999999738
194.5,906.0,272.0
194.75,2015.0,432.0
195.0,0.0,0.0
195.25,684.0,110.0
195.5,2186.0,275.0
195.75,14337.0,2093.0
196.0,4261.999999997086,596.9999999995962
196.25,205.00000000291402,181.00000000040382
196.5,1779.0,311.0
196.75,0.0,0.0
197.0,0.0,0.0
197.25,5830.0,2104.0
197.5,1996.0,459.0
197.75,1218.0,929.0
198.0,2993.0,443.0
198.25,2290.0,1361.0
198.5,3570.0,270.0
198.75,1858.0,813.0
199.0,3380.0,679.0
199.25,2843.0,520.0
199.5,1209.0,451.0
199.75,4574.0,881.0
200.0,2694.0,528.0
200.25,2902.0,240.0
200.5,0.0,0.0
200.75,4202.000000000538,231.00000000013097
201.0,4137.999999999462,594.999999999869
201.25,2464.0,620.0
201.5,4574.0,2579.0
201.75,216.0000000003638,175.0000000001255
202.0,6615.999999997308,2124.999999999278
202.25,957.0000000023283,267.00000000059663
202.5,2372.0,247.0
202.75,1393.0,185.0
203.0,1372.0,183.0
203.25,0.0,0.0
203.5,2153.0000000003856,626.000000000342
203.75,493.9999999996144,261.99999999965803
204.0,3645.0,282.0
204.25,4450.0,262.0
204.5,4914.0000000015425,1422.0000000000455
204.75,2058.9999999984575,330.9999999999545
205.0,1912.0,227.0
205.25,515.0,39.0
205.5,969.0,173.0
205.75,1990.0,205.0
206.0,243.0,166.0
206.25,1417.0,1607.0
206.5,12839.0,1364.0
206.75,1811.0,336.0
207.0,666.0,227.0
207.25,3052.0,95.0
207.5,694.0,681.0
207.75,1945.0,312.0
208.0,242.0,371.0
208.25,936.0,588.0
208.5,751.0,107.0
208.75,558.0,327.0
209.0,1288.0,316.0
209.25,716.0000000001892,147.00000000040745
209.5,1306.9999999998108,412.99999999959255
209.75,2624.0,821.0
210.0,711.0,272.0
210.25,838.0,464.0
210.5,1491.0,268.0
210.75,1182.0,360.0
211.0,0.0,0.0
211.25,3184.0,944.0
211.5,1278.0,647.0
211.75,398.0,85.0
212.0,115.0,273.0
212.25,556.0,220.0
212.5,1743.0,185.0
212.75,1252.0,525.0
213.0,1072.0000000007349,200.00000000016007
213.25,1092.9999999992651,381.99999999983993
213.5,21364.0,665.0
213.75,695.0,654.0
214.0,0.0,0.0
214.25,5897.0,1109.0
214.5,0.0,0.0
214.75,3952.0,1107.0
215.0,2779.0,1357.0
215.25,828.0,158.0
215.5,197.0,203.0
215.75,2085.0,719.0
216.0,340.0,226.0
216.25,280.0,329.0
216.5,2000.0,367.0
216.75,801.0,678.0
217.0,285.0,262.0
217.25,2539.0,1112.0
217.5,671.0,181.0
217.75,956.0,181.0
218.0,3048.0,430.0
218.25,0.0,0.0
218.5,651.0,101.0
218.75,4513.0,1877.0
219.0,315.0,517.0
219.25,828.0,158.0
219.5,0.0,0.0
219.75,1313.0,611.0
220.0,1479.9999999993015,1435.9999999981337
220.25,427.0000000006985,115.00000000186628
220.5,4932.0,496.0
220.75,0.0,0.0
221.0,241.0,300.0
221.25,351.0,199.0
221.5,0.0,0.0
221.75,857.0,634.0
222.0,2964.000000000742,323.00000000009277
222.25,7210.999999999258,880.9999999999072
222.5,1271.0,141.0
222.75,261.0,75.0
223.0,1049.0,260.0
223.25,2907.0,602.0
223.5,0.0,0.0
223.75,1412.0,272.0
224.0,359.0,248.0
224.25,2001.0,654.0
224.5,4136.0,335.0
224.75,2510.0,666.0
225.0,1454.0,356.0
225.25,473.0,105.0
225.5,386.0,209.0
225.75,0.0,0.0
226.0,446.00000000074215,142.00000000009277
226.25,11283.999999999258,1890.9999999999072
226.5,4640.0,677.0
226.75,2346.0,539.0
227.0,936.0,108.0
227.25,0.0,0.0
227.5,555.0,386.0
227.75,1317.0,516.0
228.0,379.0,88.0
228.25,2306.0,610.0
228.5,1928.0,629.0
228.75,2408.0,141.0
229.0,322.0,69.0
229.25,1070.0,183.0
229.5,644.0,152.0
229.75,2122.0,810.0
230.0,904.0,640.0
230.25,4383.0,820.0
230.5,8435.0,1811.0
230.75,1497.0,221.0
231.0,1435.0,1197.0
231.25,131.0,130.0
231.5,221.0,148.0
231.75,3.499735612422228e-09,1.0550138540565968e-10
232.0,2654.9999999965003,101.9999999998945
232.25,532.0,648.0
232.5,4056.0,964.0
232.75,715.0000000001419,117.00000000008185
233.0,5023.999999999562,1659.9999999998954
233.25,2569.0000000002965,453.00000000002274
233.5,5940.000000000597,875.0000000001237
