timestamp_s,tokens_in
0.0,67688.0
15.0,223475.0
30.0,234952.0
45.0,245369.0
60.0,241250.00000000105
75.0,258183.9999999977
90.0,244669.99999999872
105.0,238347.00000000303
120.0,268304.9999999995
135.0,232369.9999999997
150.0,250116.00000000032
165.0,227156.9999999999
180.0,227076.9999999958
195.0,241896.00000000425
210.0,199028.00000000017
225.0,258152.9999999958
240.0,220583.00000000425
255.0,247081.99999999936
270.0,245498.9999999989
285.0,233712.99999997494
300.0,260160.00000002712
315.0,243214.99999998236
330.0,237700.000000017
345.0,252101.00000000116
360.0,253801.9999999989
375.0,242741.99999999977
390.0,264029.99999999965
405.0,226931.99999999924
420.0,239684.0000000042
435.0,249700.9999999972
450.0,226717.0
465.0,223348.0000000004
480.0,253809.0000000024
495.0,254823.99999999919
510.0,243721.99999999802
525.0,214035.99999999919
540.0,221948.99999999668
555.0,239329.00000000402
570.0,237747.99999999983
585.0,226974.00000000035
600.0,256297.9999999997
615.0,234763.0000000006
630.0,243208.9999999997
645.0,235933.0000000005
660.0,232025.99999999945
675.0,231434.99999999645
690.0,252138.0000000047
705.0,256528.9999999989
720.0,216593.9999999935
735.0,235904.00000000637
750.0,254832.0000000009
765.0,247140.99999999913
780.0,275760.0000000003
795.0,265261.99999999977
810.0,241798.99999999994
825.0,247840.9999999999
840.0,242352.99999999866
855.0,269297.00000000186
870.0,255358.99999997887
885.0,234206.00000002014
900.0,222669.00000000052
915.0,230596.9999999998
930.0,214428.99999999988
945.0,216886.00000001007
960.0,255345.99999999048
975.0,259183.99999999965
990.0,241107.00000000006
1005.0,205879.00000000026
1020.0,237860.00000000067
1035.0,218242.99999999977
1050.0,254574.00000000186
1065.0,205082.00000000096
1080.0,234293.9999999959
1095.0,256336.00000000055
1110.0,233162.0000000001
1125.0,257563.9999999993
1140.0,235935.00000000093
1155.0,230420.00000000524
1170.0,243638.9999999937
1185.0,227901.00000000073
1200.0,215036.00000000215
1215.0,233388.00000000405
1230.0,261741.9999999923
1245.0,223758.0000000014
1260.0,232854.99999999514
1275.0,249108.00000000605
1290.0,241546.9999999972
1305.0,232056.00000000343
1320.0,256387.99999999403
1335.0,209414.00000000407
1350.0,241003.99999999948
1365.0,241941.00000000358
1380.0,251117.9999999966
1395.0,239803.0000000007
1410.0,267342.9999999847
1425.0,245864.0000000146
1440.0,269447.0000000019
1455.0,237550.99999999258
1470.0,222507.00000000827
1485.0,244358.99999999366
1500.0,235040.0000000039
1515.0,275161.0000000003
1530.0,256627.00000001027
1545.0,271972.99999998976
1560.0,251285.00000000012
1575.0,252947.99999999983
1590.0,233562.00000000023
1605.0,238545.00000000047
1620.0,243026.99999999945
1635.0,219180.00000000006
1650.0,234492.99999999997
1665.0,243576.0000000004
1680.0,235137.99999999863
1695.0,230382.00000000824
1710.0,199414.99999999063
1725.0,220159.9999999997
1740.0,212637.00000003877
1755.0,240752.99999996516
1770.0,240874.99999999788
1785.0,221059.00000000553
1800.0,241699.00000002512
1815.0,225424.99999997136
1830.0,235524.99999999473
1845.0,256800.00000000405
1860.0,247489.99999999965
1875.0,232821.99999999927
1890.0,212606.00000000134
1905.0,250891.0000000009
1920.0,246246.99999999884
1935.0,245738.99999999767
1950.0,241150.00000000218
1965.0,247304.99999998178
1980.0,238604.00000001816
1995.0,237622.99999999924
2010.0,243248.00000000442
2025.0,239295.99999999598
2040.0,240228.0000000379
2055.0,241331.99999996886
2070.0,234920.99999999342
2085.0,237719.00000000186
2100.0,246060.9999999946
2115.0,235501.00000000338
2130.0,240724.99999999942
2145.0,237934.99999996845
2160.0,230198.00000003312
2175.0,216610.9999999996
2190.0,251869.99999999668
2205.0,257822.00000000634
2220.0,262978.0000000158
2235.0,237518.99999998132
2250.0,247607.99999999884
2265.0,220138.0000000036
2280.0,229212.99999997462
2295.0,244967.0000000348
2310.0,248020.99999998807
2325.0,231401.9999999996
2340.0,220509.9999999979
2355.0,245433.00000000105
2370.0,237412.00000000017
2385.0,245519.0000000018
2400.0,220263.99999999942
2415.0,254124.00000000157
2430.0,243279.99999999796
2445.0,260166.9999999983
2460.0,234977.00000000064
2475.0,230833.0000000024
2490.0,254941.00000000582
2505.0,250213.99999993673
2520.0,237823.00000005023
2535.0,244511.00000000565
2550.0,218479.99999999744
2565.0,213300.00000000664
2580.0,231157.9999999965
2595.0,224955.99999982968
2610.0,249194.00000016665
2625.0,263424.00000000285
2640.0,234846.0000000053
2655.0,240886.99999999575
2670.0,233229.99999998545
2685.0,242004.00000001537
2700.0,242236.99999999948
2715.0,227722.00000000052
2730.0,227166.99999999994
2745.0,229678.99999998405
2760.0,252815.99999998178
2775.0,238063.00000003318
2790.0,239751.99999999953
2805.0,226503.9999999993
2820.0,248865.99999999756
2835.0,215840.00000000896
2850.0,236218.99999999494
2865.0,259988.99999999482
2880.0,242189.00000002934
2895.0,212780.99999996927
2910.0,248341.00000000343
2925.0,239405.00000000378
2940.0,228491.99999999668
2955.0,231023.99999995827
2970.0,227014.0000000437
2985.0,241534.00000000128
3000.0,240038.99999998574
3015.0,239456.00000001566
3030.0,263885.9999999276
3045.0,233995.00000006787
3060.0,263856.9999999884
3075.0,253160.0000000138
3090.0,256198.00000000035
3105.0,218226.99999999994
3120.0,228257.0000000135
3135.0,258720.9999999848
3150.0,241479.00000000914
3165.0,252966.99999999034
3180.0,227177.00000003428
3195.0,234795.99999996886
3210.0,238937.99999999843
3225.0,256419.99999999691
3240.0,252915.0000000039
3255.0,240987.0
3270.0,229845.99999999866
3285.0,230701.00000000262
3300.0,206115.99999999878
3315.0,243858.0000000249
3330.0,253676.99999998877
3345.0,249004.99999998655
3360.0,237058.99999999267
3375.0,235583.00000000687
3390.0,242168.99999999825
3405.0,217822.00000000146
3420.0,231882.9999999912
3435.0,201941.00000000768
3450.0,251436.00000000215
3465.0,271811.00000003184
3480.0,263866.99999996915
3495.0,268418.0000000005
3510.0,209956.99999999697
3525.0,232235.99999994016
3540.0,249806.0000000617
3555.0,222871.99999999872
3570.0,229884.99999999686
3585.0,273012.00000000146
3600.0,255234.999999934
3615.0,270628.0000000698
3630.0,241198.00000002718
3645.0,212525.9999999712
3660.0,231520.99999999878
3675.0,256584.99999999994
3690.0,234397.0000000056
3705.0,232446.99999999517
3720.0,207819.0000000003
3735.0,241843.00000000012
3750.0,234798.99999999715
3765.0,244893.0000000025
3780.0,274627.99999999884
3795.0,240902.99999999942
3810.0,236330.00000000012
3825.0,240676.00000000116
3840.0,229930.00000000384
3855.0,208151.99999999965
3870.0,239946.00000000722
3885.0,253652.0000000057
3900.0,296022.9999999715
3915.0,258361.9999999524
3930.0,264674.00000005926
3945.0,243375.99999999395
3960.0,270921.0000000056
3975.0,228322.00000001222
3990.0,242680.99999997788
4005.0,238659.0000000113
4020.0,230730.0000000007
4035.0,249323.99999999942
4050.0,268835.00000000803
4065.0,247730.00000000373
4080.0,239424.99999999604
4095.0,236326.99999999185
4110.0,261426.999999995
4125.0,248315.00000000093
4140.0,228815.00000000466
4155.0,225625.00000000035
4170.0,254257.99999999697
4185.0,226270.00000000955
4200.0,228028.9999999922
4215.0,237196.99999996217
4230.0,221122.00000003853
4245.0,250313.00000000477
4260.0,201700.0
4275.0,254561.9999999965
4290.0,237633.99999997136
4305.0,218154.00000003073
4320.0,262744.9999999936
4335.0,200612.00000000303
4350.0,225225.00000000617
4365.0,252367.00000000093
4380.0,217364.99999999022
4395.0,255705.00000000058
4410.0,216852.00000000908
4425.0,247668.99999999267
4440.0,249972.99999999988
4455.0,232380.99999999558
4470.0,250347.99999999034
4485.0,249137.00000001187
4500.0,236954.00000000687
4515.0,229822.99999999453
4530.0,206537.0000000029
4545.0,251180.99999999895
4560.0,234168.9999999978
4575.0,249117.00000001118
4590.0,254991.99999999267
4605.0,232473.0000000624
4620.0,259834.9999999404
4635.0,223977.99999999837
4650.0,263264.00000000023
4665.0,246814.00000002724
4680.0,243082.99999997532
4695.0,246068.9999999937
4710.0,248327.9999999978
4725.0,229718.0
4740.0,239084.0000000049
4755.0,247774.99999999336
4770.0,236156.000000005
4785.0,245565.99999999837
4800.0,236481.99999999942
4815.0,244399.99999996158
4830.0,220075.0000000787
4845.0,242256.9999999638
4860.0,201202.99999999325
4875.0,223644.99999999767
4890.0,253726.00000026159
4905.0,264922.9999997496
4920.0,239206.99999997066
4935.0,225165.00000002247
4950.0,221559.99999999697
4965.0,228325.9999999937
4980.0,229527.0000000085
4995.0,251192.00000000303
5010.0,241252.00000006915
5025.0,254639.99999993166
5040.0,211530.99999999837
5055.0,272805.9999999977
5070.0,239154.9999999915
5085.0,237756.00000001024
5100.0,209460.99999999348
5115.0,240928.00000000396
5130.0,266690.0000000028
5145.0,257270.9999999979
5160.0,261866.0000000029
5175.0,247355.99999999837
5190.0,231870.99999990733
5205.0,228236.00000009185
5220.0,254793.00000000605
5235.0,245946.00000000116
5250.0,267014.99999999267
5265.0,253616.0000000014
5280.0,226812.99999999919
5295.0,241132.99999997276
5310.0,244739.00000002747
5325.0,207280.99999999115
5340.0,262941.99999999325
5355.0,235964.00000001607
5370.0,239169.99999997544
5385.0,261994.0000000205
5400.0,215092.99999999348
5415.0,260128.0000000064
5430.0,241481.00000001304
5445.0,260231.99999998487
5460.0,236698.00000000745
5475.0,246627.99999999953
5490.0,241576.0
5505.0,225251.99999999942
5520.0,244845.00000000116
5535.0,226713.00000000105
5550.0,235292.99999999825
5565.0,252547.00000000536
5580.0,245654.99999999732
5595.0,236838.0000000149
5610.0,254474.00000002363
5625.0,248406.9999999581
5640.0,250471.99999999662
5655.0,222852.00000000605
5670.0,235600.99999999325
5685.0,260001.0000000007
5700.0,245931.00000000582
5715.0,230527.00000000012
5730.0,233637.99999999476
5745.0,240562.00000001083
5760.0,238102.99999999336
5775.0,244830.99999999593
5790.0,225157.00000001187
5805.0,244830.00000000128
5820.0,236885.99999998906
5835.0,261891.00000000023
5850.0,222978.00000000081
5865.0,233235.00000011362
5880.0,237014.99999991583
5895.0,245566.99999994994
5910.0,217350.00000001828
5925.0,283691.9999994853
5940.0,252354.00000051642
5955.0,237933.00000000733
5970.0,247765.99999999243
5985.0,215988.99999996834
6000.0,216708.00000002608
6015.0,248662.00000001176
6030.0,258407.0000000255
6045.0,221397.99999996985
6060.0,269378.99999999476
6075.0,273277.0000000029
6090.0,244778.00000000244
6105.0,263900.00000000023
6120.0,266501.9999999987
6135.0,249820.00000000023
6150.0,236828.9999999632
6165.0,232236.00000010675
6180.0,265470.99999993236
6195.0,223839.00000009628
6210.0,253236.9999999036
6225.0,238689.9999999504
6240.0,275218.00000004645
6255.0,239695.00000000105
6270.0,249036.9999999879
6285.0,265131.00000002875
6300.0,238574.99999998312
6315.0,259415.00000000058
6330.0,247511.9999999985
6345.0,241383.00000000512
6360.0,278298.9999999956
6375.0,259266.0
6390.0,250794.00000000536
6405.0,278050.99999999406
6420.0,247551.0000001695
6435.0,209377.99999983516
6450.0,238608.99999998708
6465.0,233818.0000000554
6480.0,234348.9999999489
6495.0,234117.00000000955
6510.0,194500.99999999162
6525.0,227047.00000000512
6540.0,204790.00000000175
6555.0,255571.99999999802
6570.0,227034.99999999523
6585.0,257676.99999999988
6600.0,232122.99999993376
6615.0,219405.00000002293
6630.0,221787.00000007625
6645.0,234066.00000007276
6660.0,251444.99999990303
6675.0,256674.99999999267
6690.0,284097.00000002503
6705.0,218664.99999998033
6720.0,235974.99999999988
6735.0,236267.9999999745
6750.0,237354.00000000652
6765.0,258894.000000017
6780.0,233350.0000000043
6795.0,231034.00000000081
6810.0,231581.9999999937
6825.0,243282.00000002922
6840.0,227354.9999999703
6855.0,254466.9999999993
6870.0,250678.99999999884
6885.0,236957.9999999907
6900.0,253905.99999999802
6915.0,252609.0000000134
6930.0,227565.99999999802
6945.0,210098.00000001746
6960.0,230871.9999999787
6975.0,230354.00000000442
6990.0,225150.0000000028
7005.0,253669.00000000815
7020.0,239392.00000000698
7035.0,244969.99999996123
7050.0,243999.00000001828
7065.0,226055.00000000407
7080.0,226324.99999999837
7095.0,226422.00000000745
7110.0,261461.9999999943
7125.0,231492.00000016938
7140.0,268971.9999998396
7155.0,260282.99999998498
7170.0,233794.0000000057
7185.0,218946.00000001315
7200.0,77447.99999999953
