Request Time,Model,Data Source,Poisson Arrival Rate,Tensor Parallel Size,Input Tokens,Output Tokens,E2E Latency,Batch Size,Effective Batch Size,Prefill Tokens,Decode Tokens,Prefill Throughput,Decode Throughput
1745574738.132905,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,2.0,1,14,143,1.8518083095550537,1.0,5.338149926026843,229.0,283.0,16589.95923873238,156.9912915211186
1745574738.1784668,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,2.0,1,135,238,3.0483667850494385,2.0,5.338028318892954,398.0,525.0,11602.629191249693,109.23438944314968
1745574742.4988763,meta-llama/Llama-3.1-8B-Instruct,reclor,2.0,1,163,93,1.2655439376831055,5.0,5.340263033608904,309.0,479.0,13955.944290744284,395.6127298190383
1745574740.062904,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,2.0,1,62,375,4.982177972793579,8.0,5.34140666044169,1878.0,1697.0,31600.66983827576,185.43073462884576
1745574744.5994413,meta-llama/Llama-3.1-8B-Instruct,scienceqa,2.0,1,32,59,0.8252356052398682,8.0,5.341758529234735,252.0,527.0,7495.044124958174,92.09193700033148
1745574744.1785595,meta-llama/Llama-3.1-8B-Instruct,scienceqa,2.0,1,57,117,1.6089911460876465,7.0,5.34191117047069,349.0,958.0,6766.481248603437,131.43382846737416
1745574741.5946615,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,2.0,1,38,328,4.4320831298828125,6.0,5.341974641764954,1737.0,1977.0,19492.47410405885,153.31992384769745
1745574741.877349,meta-llama/Llama-3.1-8B-Instruct,airoboros,2.0,1,869,340,4.647294521331787,6.0,5.342976287434317,2081.0,2149.0,13633.79054181032,123.24486672741435
1745574743.7049603,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,2.0,1,66,223,3.0687835216522217,7.0,5.343864759980862,1357.0,1645.0,7956.86327003437,80.4025508423086
1745574746.7364461,meta-llama/Llama-3.1-8B-Instruct,scienceqa,2.0,1,42,59,0.8145260810852051,7.0,5.344649429234181,328.0,455.0,9517.650686504761,119.74443796747939
1745574745.2667413,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,2.0,1,42,220,3.0128064155578613,6.0,5.3448429806882825,1138.0,1627.0,6886.664283945802,90.12679990439597
1745574744.5797858,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,2.0,1,58,292,3.988466262817383,6.0,5.345461077487888,1576.0,2191.0,7872.054656636443,81.34278475075399
1745574749.3692503,meta-llama/Llama-3.1-8B-Instruct,scienceqa,2.0,1,52,55,0.7676353454589844,7.0,5.346403811904124,92.0,454.0,5162.113653722992,626.1695880763733
1745574747.1606443,meta-llama/Llama-3.1-8B-Instruct,reclor,2.0,1,206,275,3.722320079803467,7.0,5.34700083513784,897.0,2011.0,9694.734010116934,166.35120469973722
1745574746.505843,meta-llama/Llama-3.1-8B-Instruct,leetcode_ne,2.0,1,266,344,4.658540964126587,6.0,5.347074598068007,1285.0,2494.0,6331.5958860345745,102.8063286532922
1745574746.118132,meta-llama/Llama-3.1-8B-Instruct,leetcode_ne,2.0,1,382,502,6.814491033554077,7.0,5.3477916355980994,1844.0,3582.0,7685.709210422527,115.51992124045071
1745574751.6694574,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,2.0,1,16,213,2.9585118293762207,10.0,5.349988850070616,707.0,1790.0,13615.182898443945,185.19343328595852
1745574743.8619258,meta-llama/Llama-3.1-8B-Instruct,airoboros,2.0,1,52,821,11.162919521331787,9.0,5.350275227019818,2855.0,6257.0,8404.007479451755,110.28867708679986
1745574750.7672186,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,2.0,1,144,318,4.381763458251953,8.0,5.350344982830494,891.0,2598.0,6196.611644233656,77.77206405692218
1745574753.3946216,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,2.0,1,31,178,2.509685516357422,9.0,5.351589456987729,809.0,1734.0,11249.847174176966,83.20467597976436
1745574752.5644135,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,2.0,1,41,263,3.683027744293213,8.0,5.351783120864934,1025.0,2427.0,8134.849229000492,77.73193267459294
1745574753.910969,meta-llama/Llama-3.1-8B-Instruct,airoboros,2.0,1,111,176,2.4847159385681152,7.0,5.3518449710499105,738.0,1716.0,6832.2639575215135,63.77466049245125
1745574754.253915,meta-llama/Llama-3.1-8B-Instruct,reclor,2.0,1,173,180,2.5209012031555176,6.0,5.351942948253862,587.0,1665.0,4459.389773017365,56.667748839821186
1745574755.202606,meta-llama/Llama-3.1-8B-Instruct,reclor,2.0,1,156,165,2.2877728939056396,6.0,5.352217533074062,443.0,1322.0,4449.29360549866,99.80709355168253
1745574755.5838342,meta-llama/Llama-3.1-8B-Instruct,reclor,2.0,1,138,168,2.3242108821868896,8.0,5.3528022008346525,465.0,1299.0,3807.729602888088,83.68424067033362
