Request Time,Model,Data Source,Poisson Arrival Rate,Tensor Parallel Size,Input Tokens,Output Tokens,E2E Latency
1741912288.7379112,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,47,206,1.152721643447876
1741912289.8287814,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,22,170,0.9158403873443604
1741912292.2081017,meta-llama/Llama-3.1-8B-Instruct,scienceqa,0.25,8,41,32,0.19596171379089355
1741912304.5064883,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,38,568,3.023160219192505
1741912306.4353838,meta-llama/Llama-3.1-8B-Instruct,reclor,0.25,8,197,109,0.6304183006286621
1741912327.5723622,meta-llama/Llama-3.1-8B-Instruct,leetcode_ne,0.25,8,386,679,3.678487539291382
1741912329.5708745,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,182,2532,13.279073476791382
1741912338.0675235,meta-llama/Llama-3.1-8B-Instruct,guanaco,0.25,8,55,93,0.5583033561706543
1741912338.2280438,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,21,347,1.928745985031128
1741912346.2471378,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,22,145,0.8464784622192383
1741912346.7891564,meta-llama/Llama-3.1-8B-Instruct,reclor,0.25,8,199,108,0.6066572666168213
1741912348.408831,meta-llama/Llama-3.1-8B-Instruct,scibench,0.25,8,50,307,1.6111648082733154
1741912357.3918445,meta-llama/Llama-3.1-8B-Instruct,theoremqa,0.25,8,490,404,2.133640766143799
1741912359.6829078,meta-llama/Llama-3.1-8B-Instruct,leetcode_ne,0.25,8,293,674,3.4776928424835205
1741912371.729147,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,81,1695,8.748605012893677
1741912384.0770028,meta-llama/Llama-3.1-8B-Instruct,scienceqa,0.25,8,21,116,0.6573481559753418
