Request Time,Model,Data Source,Poisson Arrival Rate,Tensor Parallel Size,Input Tokens,Output Tokens,E2E Latency
1741891119.777445,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,1,23,110,1.3608968257904053
1741891122.6647193,meta-llama/Llama-3.1-8B-Instruct,reclor,1.0,1,188,154,1.925926685333252
1741891119.9898221,meta-llama/Llama-3.1-8B-Instruct,guanaco,1.0,1,21,408,4.98622727394104
1741891122.3734648,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,1,96,388,4.806920051574707
1741891126.888039,meta-llama/Llama-3.1-8B-Instruct,scienceqa,1.0,1,44,83,1.0449271202087402
1741891120.64492,meta-llama/Llama-3.1-8B-Instruct,airoboros,1.0,1,21,674,8.280086994171143
1741891128.784213,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,1,15,165,2.1271679401397705
1741891124.9253738,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,1,103,478,5.987276554107666
1741891129.9229138,meta-llama/Llama-3.1-8B-Instruct,scienceqa,1.0,1,33,110,1.4649949073791504
1741891131.416392,meta-llama/Llama-3.1-8B-Instruct,airoboros,1.0,1,53,19,0.265153169631958
1741891121.799607,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,1,71,793,9.883021593093872
1741891127.495812,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,1,51,349,4.413884878158569
1741891130.3486595,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,1,835,288,3.643491506576538
1741891129.4892323,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,1,33,362,4.5748841762542725
1741891131.7850819,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,1,90,285,3.5101096630096436
1741891134.5303047,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,1,20,178,2.2460010051727295
1741891134.9830308,meta-llama/Llama-3.1-8B-Instruct,reclor,1.0,1,215,156,1.97825026512146
1741891135.8035233,meta-llama/Llama-3.1-8B-Instruct,ARB,1.0,1,369,105,1.3516287803649902
1741891136.44351,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,1,79,316,3.9383304119110107
1741891137.2302907,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,1,24,340,4.22808313369751
1741891136.5178168,meta-llama/Llama-3.1-8B-Instruct,guanaco,1.0,1,246,484,6.027151346206665
1741891139.1766002,meta-llama/Llama-3.1-8B-Instruct,leetcode_ne,1.0,1,113,356,4.446833372116089
1741891143.7305355,meta-llama/Llama-3.1-8B-Instruct,airoboros,1.0,1,43,118,1.5062520503997803
1741891143.0393102,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,1,25,178,2.2470576763153076
1741891144.07218,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,1,33,284,3.670307159423828
1741891146.4279907,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,1,47,220,2.968817710876465
1741891150.1794457,meta-llama/Llama-3.1-8B-Instruct,scienceqa,1.0,1,30,31,0.4489476680755615
1741891148.6483147,meta-llama/Llama-3.1-8B-Instruct,airoboros,1.0,1,47,164,2.2569632530212402
1741891150.374577,meta-llama/Llama-3.1-8B-Instruct,airoboros,1.0,1,91,61,0.8610289096832275
1741891147.7000813,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,1,28,306,4.144566059112549
1741891148.8995886,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,1,25,234,3.2139885425567627
1741891147.3734999,meta-llama/Llama-3.1-8B-Instruct,airoboros,1.0,1,1132,349,4.793967247009277
