tp,hidden_size,bidirectional,learning_rate,seed,final_train_loss,final_val_loss,final_val_acc,final_val_balanced_acc,final_val_f1,final_val_ece,best_val_f1,num_epochs,final_transition_mae,final_autocorr_r2,final_tolerance_power_acc,final_boundary_f1
1,64,True,5e-05,42,1.5821131467819214,1.5223262310028076,0.5930266203703703,0.4159222034519785,0.3800701379183455,0.16584995836536917,0.399205539043074,500,58.388954028044495,0.9589614294717668,0.7105034722222222,0.06376195492181538
