tp,hidden_size,bidirectional,learning_rate,seed,final_train_loss,final_val_loss,final_val_acc,final_val_f1,best_val_f1,num_epochs,final_transition_mae,final_autocorr_r2
1,64,True,0.0002,42,1.4755522012710571,1.64982008934021,0.7530252744447281,0.42513791035197185,0.42537364678350825,500,34.36276831863012,0.0
