epoch,train_nll,val_nll,mean_sigma,mean_alpha,noise_std,lr
0.0,1.0207276894496038,0.955899735291799,0.9399474996786851,0.4689554297007047,0.0,0.001
1.0,0.8280448225828317,0.7863757610321045,0.7244191307287949,0.4456501671901116,0.0,0.001
2.0,0.595194317973577,0.6848846276601156,0.481914751804792,0.3828320594934317,0.0,0.001
3.0,0.5405489320938404,0.6882445017496744,0.3545924448049985,0.27750914830427903,0.0,0.001
4.0,0.4951977931822722,0.6377259194850922,0.4646655642069303,0.27925961178082687,0.0,0.001
5.0,0.4828357075412686,0.6104184885819753,0.39934072815454924,0.23524040442246658,0.0,0.001
6.0,0.4628831251309468,0.6034730970859528,0.4201766069118793,0.2321820155932353,0.0,0.001
7.0,0.4499428987216491,0.6035333871841431,0.40888712727106535,0.21780341749007887,0.0,0.001
8.0,0.44185350405482143,0.6007406214872996,0.4083884495955247,0.21424802793906286,0.0,0.001
9.0,0.43211234590181935,0.591834306716919,0.40760550590661854,0.21472396873510802,0.0,0.001
10.0,0.4184976260249431,0.584828644990921,0.39927097925773036,0.21551099190345177,0.0,0.001
11.0,0.4020222482772974,0.5715961555639902,0.39557726566608137,0.22141391726640555,0.0,0.001
12.0,0.3849686922935339,0.5560683310031891,0.38726964134436387,0.22897102397221786,0.0,0.001
13.0,0.3672792475957137,0.5380894045035044,0.38478849484370303,0.2418601673382979,0.0,0.001
14.0,0.3561330666908851,0.5309001406033834,0.3728180734010843,0.25122837951550114,0.0,0.001
15.0,0.33706032771330613,0.5188216666380564,0.37902679351659924,0.2578740486731896,0.0,0.001
16.0,0.34313015983654904,0.5174628893534342,0.3481370405508922,0.2547790219004338,0.0,0.001
17.0,0.31406625646811265,0.5072016566991806,0.372347803069995,0.26272807442224944,0.0,0.001
18.0,0.35515445929307204,0.5070768644412359,0.33407146770220536,0.258969254218615,0.0,0.001
19.0,0.31703026363482845,0.4984893451134364,0.38372688110058123,0.2618734057133014,0.0,0.001
20.0,0.46484476098647487,0.4902123014132182,0.3178808173308006,0.22535679432062003,0.0,0.001
21.0,0.32279511942313266,0.5016104380289713,0.393464228281608,0.21916003983754379,0.0,0.001
22.0,0.3402755524103458,0.4726980924606323,0.33170187358672804,0.19237745782503715,0.0,0.001
23.0,0.2878368462507541,0.5358808139959971,0.3571519198325964,0.2207228088608155,0.0,0.001
24.0,0.31463828912148106,0.4674757818380992,0.3710768704230969,0.24526864404861742,0.0,0.001
25.0,0.2831231321279819,0.5350813766320547,0.3402361950049034,0.2501491875602649,0.0,0.001
