epoch,train_nll,val_nll,mean_sigma,mean_alpha,noise_std,lr
0.0,0.9378521527562823,0.7511218637228012,0.8907832787150428,0.4614697212264651,0.0,0.001
1.0,0.4862669663769858,0.25335241854190826,0.44353954848789034,0.3638556883448646,0.0,0.001
2.0,0.11903736957659324,0.1830429844558239,0.28525376390843166,0.15539090583721796,0.0,0.001
3.0,0.14961781472499883,0.11321860924363136,0.241914254568872,0.06718575688345092,0.0,0.001
4.0,0.06686709892182123,0.12910066545009613,0.2440557408900488,0.05051579468307041,0.0,0.001
5.0,0.0597526164991515,0.1255328357219696,0.24655621037596748,0.05001816934063321,0.0,0.001
6.0,0.04177300596521014,0.14419864863157272,0.2400102416674296,0.04859507279027076,0.0,0.001
7.0,0.0419406784432275,0.1444246992468834,0.2456544027442024,0.049947768627178105,0.0,0.001
8.0,0.029824585432098025,0.15582650154829025,0.2360225390820276,0.04736356508164179,0.0,0.001
9.0,0.03239506518556958,0.16107583045959473,0.24010881781578064,0.04786856224139532,0.0,0.001
10.0,0.01956660406930106,0.16482537984848022,0.23265942221596128,0.04552992291393734,0.0,0.001
11.0,0.022582092455455234,0.1690470203757286,0.23631438754853748,0.04613982442589033,0.0,0.001
12.0,0.009301360164369856,0.16586800664663315,0.22863426165921347,0.04419702965588797,0.0,0.001
13.0,0.010822564363479614,0.16910702735185623,0.23150961668718428,0.04556611446397645,0.0,0.001
14.0,-0.0026293879463559107,0.16148562729358673,0.22355552088646663,0.04471995965355918,0.0,0.001
15.0,-0.005119560729889642,0.1561044305562973,0.22522597085861934,0.04730251041196641,0.0,0.001
16.0,-0.02362695833047231,0.13411977887153625,0.22147727651255472,0.04895698492016111,0.0,0.001
17.0,-0.04251309732596079,0.10464364290237427,0.22508624763715834,0.05456829869321415,0.0,0.001
18.0,-0.06918558691229139,0.07131458818912506,0.22779022724855513,0.060341989887612205,0.0,0.001
19.0,-0.09350967442705518,0.03941485285758972,0.22999242090043567,0.06528036864030928,0.0,0.001
20.0,-0.1190200958933149,0.021333977580070496,0.23675224965526945,0.06812803411767596,0.0,0.001
21.0,-0.13411052170253934,-0.021978426724672318,0.23013793925444284,0.06710221086229597,0.0,0.001
22.0,-0.1697794912116868,-0.008838750422000885,0.23525334823699223,0.06333188641638983,0.0,0.001
23.0,-0.17523631613169396,-0.08336741663515568,0.2114307007619313,0.06709492525884084,0.0,0.001
24.0,-0.21242804488255865,-0.03732001781463623,0.22666645404838381,0.03826205698507173,0.0,0.001
25.0,-0.2391509193306168,-0.08061064779758453,0.2035626769065857,0.05134803730817068,0.0,0.001
26.0,-0.247324508925279,-0.12008843198418617,0.2378015894265402,0.057622864310230525,0.0,0.001
27.0,-0.2726835760154894,-0.10194010473787785,0.17929332313083468,0.04730282679554962,0.0,0.001
28.0,-0.23091207746238934,-0.1937244901782833,0.26011017461617786,0.06322697408142544,0.0,0.001
29.0,-0.3223573707398914,-0.14881236338987947,0.17885535458723703,0.048948848353964944,0.0,0.001
30.0,-0.2768934048002675,-0.18397830975300167,0.24168681601683298,0.0652309845955599,0.0,0.001
31.0,-0.36297097114757415,-0.17670627660118043,0.17995210949863708,0.0476892569235393,0.0,0.001
32.0,-0.35339064789669855,-0.23310083767864853,0.21273472479411534,0.06470361972848575,0.0,0.001
33.0,-0.4124594708638532,-0.2534462083131075,0.17071841337851115,0.05516514111132849,0.0,0.001
34.0,-0.41969960084783714,-0.2510940143838525,0.20824928546235674,0.053067006614236606,0.0,0.001
35.0,-0.44235897277082714,-0.20382802933454514,0.15490630943150746,0.05658208809438206,0.0,0.001
36.0,-0.36602266168310527,-0.29840022698044777,0.22374261844725835,0.06969794772920154,0.0,0.001
37.0,-0.4663727411202022,-0.28615093417465687,0.16441472655250913,0.05849160502354304,0.0,0.001
38.0,-0.46479688868636176,-0.31522504054009914,0.19214712260734468,0.06885096448517981,0.0,0.001
39.0,-0.514080025056111,-0.2561767715960741,0.15685859074195227,0.06436245604639962,0.0,0.001
40.0,-0.45017296995224787,-0.3625653702765703,0.1944387292578107,0.06534373032904807,0.0,0.001
41.0,-0.5502123220690659,-0.35438036918640137,0.16200139728330432,0.07085804942817915,0.0,0.001
42.0,-0.5471965966834909,-0.364699587225914,0.17349619950566972,0.07090954021328971,0.0,0.001
43.0,-0.5582236580195881,-0.2991068586707115,0.16216818278744108,0.077629668372018,0.0,0.001
44.0,-0.5066156559402034,-0.3555413447320461,0.1639245737876211,0.07426767636622701,0.0,0.001
45.0,-0.5388756900848377,-0.3846849836409092,0.1900731562858536,0.09078398134027209,0.0,0.001
46.0,-0.5373500611278272,-0.3485414832830429,0.14500690003236136,0.08119142782830056,0.0,0.001
47.0,-0.514183376472266,-0.4155443608760834,0.20517173622335708,0.11151862818570364,0.0,0.001
48.0,-0.5840214749886876,-0.40997202321887016,0.14488679383482253,0.09052121178025291,0.0,0.001
49.0,-0.586137711647011,-0.4524020180106163,0.18290562466496513,0.11650628348191579,0.0,0.001
50.0,-0.6246924205195337,-0.449000284075737,0.14146183360190617,0.10657784378244764,0.0,0.001
51.0,-0.6125124093322527,-0.3650374263525009,0.1736693744148527,0.1251038806069465,0.0,0.001
52.0,-0.4694075123185203,-0.4195532612502575,0.15422667740356355,0.09340912493921462,0.0,0.001
53.0,-0.6183612928504035,-0.37174079939723015,0.17072218975850514,0.10394511336372012,0.0,0.001
54.0,-0.528950115577096,-0.4414418786764145,0.15540822027694612,0.07358482089780626,0.0,0.001
55.0,-0.6329675540328026,-0.3771803230047226,0.1680082646863801,0.09678778211985316,0.0,0.001
