epoch,train_nll,val_nll,mean_sigma,mean_alpha,noise_std,lr
0.0,0.9365691798073905,0.7550140023231506,0.8823045179957435,0.46114987986428396,0.0,0.001
1.0,0.4381367824306445,0.17830034717917442,0.42491776602608816,0.348496960742133,0.0,0.001
2.0,0.17279805107751772,-0.020532265305519104,0.2587917000055313,0.11141509598209745,0.0,0.001
3.0,0.1828082560095936,-0.0725124441087246,0.2456693152586619,0.06084547422471501,0.0,0.001
4.0,0.08381541871598788,-0.05768798664212227,0.28295564296699705,0.05269333507333483,0.0,0.001
5.0,0.08600792687918458,-0.10247742012143135,0.2555513240042187,0.04921045367206846,0.0,0.001
6.0,0.07293518637085245,-0.10194344632327557,0.24982187080950963,0.049501788935491016,0.0,0.001
7.0,0.07252210893091701,-0.11336170509457588,0.249937789780753,0.05049872770905495,0.0,0.001
8.0,0.06765459566598847,-0.1182095818221569,0.2512509035212653,0.05147524248986017,0.0,0.001
9.0,0.06571459016274839,-0.12481465376913548,0.2509686130852926,0.05224566197111493,0.0,0.001
10.0,0.06247227479304586,-0.13070332258939743,0.2513791351091294,0.05320670757265318,0.0,0.001
11.0,0.05993469937571457,-0.13737965188920498,0.25122178807145074,0.054257026385693324,0.0,0.001
12.0,0.05684135845374493,-0.14467016980051994,0.25143405156476156,0.0555591130895274,0.0,0.001
13.0,0.05371437612034026,-0.15309188328683376,0.2513133663506735,0.05706435672584034,0.0,0.001
14.0,0.049960157523552574,-0.1627347655594349,0.25130566528865267,0.05888738731543223,0.0,0.001
15.0,0.045389987262231965,-0.1738956831395626,0.2510794642425719,0.06102764517778442,0.0,0.001
16.0,0.03880337865224907,-0.1862171646207571,0.25112548044749666,0.06362233949559075,0.0,0.001
17.0,0.029476433548898923,-0.19907440803945065,0.25168074596495854,0.06674079259946233,0.0,0.001
18.0,0.014934971795550414,-0.2112399823963642,0.25473707843394505,0.0710493524869283,0.0,0.001
19.0,-0.0005680957138316618,-0.23093120194971561,0.25650065924440113,0.07702933446992011,0.0,0.001
20.0,-0.031235671025656518,-0.25697295245481655,0.2534411812112445,0.08421608504085314,0.0,0.001
21.0,-0.054329480443681986,-0.28088266821578145,0.24382168551286063,0.08188145820583616,0.0,0.001
22.0,-0.0844644403883389,-0.2825494644930586,0.23911391979172117,0.08137810070599828,0.0,0.001
23.0,-0.08934681117534637,-0.3130870331078768,0.24491437134288607,0.0872679471614815,0.0,0.001
24.0,-0.13346772889296213,-0.34187519922852516,0.2340254294020789,0.09050238079258374,0.0,0.001
25.0,-0.15811641407864435,-0.3860472794622183,0.22202909134683155,0.08679152652621269,0.0,0.001
26.0,-0.18485762036982037,-0.40437400806695223,0.22041372387182145,0.08956845424004964,0.0,0.001
27.0,-0.20732298923567646,-0.40750947035849094,0.21005649297010331,0.08668411390057632,0.0,0.001
28.0,-0.2159926564255286,-0.39052514638751745,0.22026048884505317,0.07674277627042361,0.0,0.001
29.0,-0.19835710847040727,-0.43022708408534527,0.2190158792904445,0.08770356664345377,0.0,0.001
30.0,-0.24163008887331844,-0.4311576542095281,0.2178118796575637,0.07913221241462798,0.0,0.001
31.0,-0.2500108765005799,-0.47028806572780013,0.20758399296374547,0.05228241790263426,0.0,0.001
32.0,-0.28309716438386767,-0.4775072578340769,0.20593333315281642,0.07300697737151668,0.0,0.001
33.0,-0.28669284878387336,-0.47933580074459314,0.20517799577542714,0.059761770335691314,0.0,0.001
34.0,-0.3134070061357869,-0.4671930791810155,0.19745479737009322,0.06089342660492375,0.0,0.001
35.0,-0.28073968142936273,-0.5068032126873732,0.21277325990654172,0.04965941253162566,0.0,0.001
36.0,-0.3333191203086504,-0.49612826481461525,0.19752562329882667,0.05665430843475319,0.0,0.001
37.0,-0.3345533075210239,-0.5239656008780003,0.20374862494922819,0.06893507586348624,0.0,0.001
38.0,-0.3665067750428404,-0.5478820838034153,0.1902099106283415,0.07575964564014048,0.0,0.001
39.0,-0.3876375169271514,-0.5647183507680893,0.19148010192882448,0.07671190177400906,0.0,0.001
40.0,-0.4057984176490988,-0.557661596685648,0.18312512444598333,0.08329755963668936,0.0,0.001
41.0,-0.4100177346595696,-0.5690273530781269,0.1876238403575761,0.08301327031637941,0.0,0.001
42.0,-0.4293909679566111,-0.5442811287939548,0.18217584384339197,0.08791835109392802,0.0,0.001
43.0,-0.42103552694122,-0.5735728926956654,0.18279362469911575,0.08873670033755757,0.0,0.001
44.0,-0.4373488791641735,-0.5943166501820087,0.1824290021544411,0.0958302239222186,0.0,0.001
45.0,-0.46153916276636575,-0.5194956921041012,0.18200857014883132,0.09563517499537695,0.0,0.001
46.0,-0.28142999502874555,-0.5076730865985155,0.17623996982971826,0.1019209637528374,0.0,0.001
47.0,-0.3968405861939703,-0.5498409308493137,0.20163661241531372,0.10669387681853204,0.0,0.001
48.0,-0.4265394799766086,-0.6017775982618332,0.1724666640872047,0.09759866552693504,0.0,0.001
49.0,-0.45324696316605523,-0.5940160639584064,0.18349325089227586,0.10361470033725102,0.0,0.001
50.0,-0.46959033360083896,-0.35747045278549194,0.17100839778071358,0.10202480621990703,0.0,0.001
51.0,-0.3726309332109633,-0.5725459903478622,0.19173469642798105,0.10928162400211607,0.0,0.001
52.0,-0.44036466876665753,-0.5986660718917847,0.18337238934778033,0.12177180108569917,0.0,0.001
53.0,-0.4796486951055981,-0.5957273878157139,0.16962060119424546,0.12498571812396958,0.0,0.001
54.0,-0.45699474073591684,-0.5883802101016045,0.18507676819960275,0.1373050617320197,0.0,0.001
55.0,-0.5017334868510565,-0.5935937985777855,0.1680193454736755,0.14926166903404964,0.0,0.001
56.0,-0.4949165532986323,-0.6263148635625839,0.17036674597433635,0.15865338487284525,0.0,0.001
57.0,-0.5108399086055302,-0.510292761027813,0.16335718830426535,0.16526264927926518,0.0,0.001
58.0,-0.4752508820522399,-0.573894776403904,0.18345274527867636,0.17463243362449465,0.0,0.001
59.0,-0.4770976851383845,-0.6368125677108765,0.16294028006848835,0.1655831869159426,0.0,0.001
60.0,-0.5316776583592097,-0.5144445663318038,0.16618871582405909,0.1732505481867563,0.0,0.001
61.0,-0.5010356463137127,-0.5293749459087849,0.15650605587732225,0.18300996614353998,0.0,0.001
62.0,-0.5204432308673859,-0.6171723455190659,0.1676307866970698,0.18250813015869685,0.0,0.001
63.0,-0.5478440154166448,-0.5649206414818764,0.15685537386508214,0.18066189757415227,0.0,0.001
64.0,-0.5358514005229587,-0.610840767621994,0.1678617855622655,0.18778701552322932,0.0,0.001
65.0,-0.5283663130941845,-0.6196378618478775,0.1534598966439565,0.19357068552857354,0.0,0.001
66.0,-0.5428285265252704,-0.6370976865291595,0.17131928709291278,0.1932370691072373,0.0,0.001
67.0,-0.5536978109961465,-0.6663218960165977,0.15146302396342867,0.19807540128628412,0.0,0.001
68.0,-0.5824529422180993,-0.41270269453525543,0.1594658096631368,0.19632531915392196,0.0,0.001
69.0,-0.41471043122666224,-0.6409661024808884,0.1518181079909915,0.19530086893410908,0.0,0.001
70.0,-0.5721407873289925,-0.6517792418599129,0.15341876376242863,0.19677109093893141,0.0,0.001
71.0,-0.5721744816927683,-0.607516884803772,0.15305169778210775,0.20469648107176736,0.0,0.001
72.0,-0.5797986629463378,-0.6382983922958374,0.15799596231608165,0.2068085585321699,0.0,0.001
73.0,-0.5740823057435808,-0.5956109389662743,0.14725640238750548,0.2044864712016923,0.0,0.001
74.0,-0.5638196816047033,-0.5696044340729713,0.16923109122685023,0.21202270686626434,0.0,0.001
75.0,-0.488069705310322,-0.6790137216448784,0.14072264979283014,0.20569461513133275,0.0,0.001
76.0,-0.5832108606894811,-0.6524244472384453,0.16297369166499093,0.19722329612289155,0.0,0.001
77.0,-0.6145625845307395,-0.5451410692185163,0.15395122837452663,0.2132693969068073,0.0,0.001
78.0,-0.5317771562508175,-0.6794274598360062,0.14055513377700532,0.20231007075025922,0.0,0.001
79.0,-0.5691693489040647,-0.6563915088772774,0.16797988507009687,0.2156925747791926,0.0,0.001
80.0,-0.6113580578849429,-0.6272130683064461,0.14640297279471443,0.21640906376498087,0.0,0.001
81.0,-0.6035416147538594,-0.6793660670518875,0.15640628799086526,0.20333379471585863,0.0,0.001
82.0,-0.6056904842456182,-0.6839956045150757,0.1452538406565076,0.22056743041390464,0.0,0.001
83.0,-0.6129175850323269,-0.6418097466230392,0.16103300594148182,0.21576792888698124,0.0,0.001
84.0,-0.5973688924596423,-0.6648873388767242,0.1433561451378323,0.21470521603311812,0.0,0.001
85.0,-0.624150099498885,-0.6427625417709351,0.1533642333178293,0.2038741008866401,0.0,0.001
