epoch,train_nll,val_nll,mean_sigma,mean_alpha,noise_std,lr
0.0,1.0144364146085887,0.9414029916127523,0.9380055207472581,0.4690478421174563,0.0,0.001
1.0,0.8183871599344107,0.7916325330734253,0.7231704134207505,0.44572083766643816,0.0,0.001
2.0,0.5699028063278931,0.8389771978060404,0.4700519625957196,0.3804131058546213,0.0,0.001
3.0,0.5207958035171032,0.6912444829940796,0.3177891281934885,0.2599677454966765,0.0,0.001
4.0,0.4651006885732596,0.7046637535095215,0.442554955299084,0.2640389708372263,0.0,0.001
5.0,0.4528786064340518,0.7086981534957886,0.35751081429995024,0.21230907623584455,0.0,0.001
6.0,0.4215505366715101,0.704786499341329,0.3772525741503789,0.21558654422943407,0.0,0.001
7.0,0.41468817167557204,0.7002143462498983,0.3570216091779562,0.20457196808778322,0.0,0.001
8.0,0.4048369556951981,0.70155402024587,0.3737865755191216,0.21799893104113066,0.0,0.001
9.0,0.39678480490469015,0.701034943262736,0.3608386264397548,0.22192790531195128,0.0,0.001
10.0,0.38478084839880466,0.698391874631246,0.3632876127958298,0.23831331386015966,0.0,0.001
11.0,0.3708126496237058,0.6969990928967794,0.3562254493053143,0.2573575744262108,0.0,0.001
12.0,0.35278982611802906,0.6954286098480225,0.3538323102089075,0.28468400010695827,0.0,0.001
13.0,0.3445762051985814,0.6993088324864706,0.34542494324537426,0.3098755438740437,0.0,0.001
14.0,0.32109687706598866,0.6789259115854899,0.3422794147179677,0.29818965666569197,0.0,0.001
15.0,0.3279278828547551,0.708287517229716,0.35707789544875806,0.3283240422606468,0.0,0.001
16.0,0.31131075150691545,0.6707872351010641,0.334735434788924,0.31329614325211597,0.0,0.001
17.0,0.33286538691474843,0.6868482828140259,0.35665830969810486,0.32054004130455166,0.0,0.001
18.0,0.31901975721120834,0.6758452653884888,0.33942752044934493,0.3097899195093375,0.0,0.001
19.0,0.3190764650129355,0.6726334095001221,0.36595315543504864,0.2853693452018958,0.0,0.001
20.0,0.32132270072515196,0.6805289586385092,0.30358547086899096,0.2717917567262283,0.0,0.001
21.0,0.34506328174701106,0.6746663649876913,0.3946024660880749,0.2996927287716132,0.0,0.001
22.0,0.2840525588163963,0.6942041516304016,0.34608450531959534,0.3040734391946059,0.0,0.001
23.0,0.2767094373703003,0.665549099445343,0.33179330596557033,0.3195166255419071,0.0,0.001
24.0,0.326645906154926,0.702867329120636,0.3746161094078651,0.3517610877752304,0.0,0.001
25.0,0.31024184092306173,0.6624041398366293,0.34551921028357285,0.31515946411169493,0.0,0.001
26.0,0.2944423034787178,0.6797527472178141,0.3639581661957961,0.3213153939980727,0.0,0.001
27.0,0.2767555197844139,0.6586898763974508,0.333349061700014,0.32106713033639467,0.0,0.001
28.0,0.2827745091456633,0.691171924273173,0.33026236295700073,0.3352658095268103,0.0,0.001
29.0,0.2909206369748482,0.6580382982889811,0.3510276743998894,0.32161158609848756,0.0,0.001
30.0,0.27923441563661283,0.6825230518976847,0.35829202028421253,0.32853333250834393,0.0,0.001
31.0,0.2640462569319285,0.6536125342051188,0.33195236325263977,0.33335940883709836,0.0,0.001
32.0,0.28003461028520876,0.6897374987602234,0.3460461382682507,0.35231591302614945,0.0,0.001
33.0,0.2782758308144716,0.6535833676656088,0.3425101511753522,0.33364992015636885,0.0,0.001
34.0,0.26716046035289764,0.6758428613344828,0.35291528701782227,0.33996973072107023,0.0,0.001
35.0,0.26149106885378176,0.6503264307975769,0.3345462783024861,0.3432593328448442,0.0,0.001
36.0,0.25720777878394496,0.6829463044802347,0.33727921545505524,0.3541751332007922,0.0,0.001
37.0,0.2675079514200871,0.6497118473052979,0.338192329956935,0.3419945096740356,0.0,0.001
38.0,0.2585170721778503,0.674675186475118,0.35349984008532304,0.34817495999427944,0.0,0.001
39.0,0.25576498359441757,0.646592398484548,0.33194506626862746,0.3503963930102495,0.0,0.001
40.0,0.24940778487003767,0.6788296898206075,0.3411875871511606,0.3606540107956299,0.0,0.001
41.0,0.2592450747123131,0.645701011021932,0.3333616050390097,0.34980691224336624,0.0,0.001
42.0,0.24901699045529732,0.6719620227813721,0.34999593977744764,0.35561149223492694,0.0,0.001
43.0,0.2525203875624217,0.6429337859153748,0.3308391674206807,0.35568723712976164,0.0,0.001
44.0,0.2403645274730829,0.6744893391927084,0.3413720073608252,0.3635546736992322,0.0,0.001
45.0,0.2523582818416449,0.6420169671376547,0.32959357706400066,0.35709404429564107,0.0,0.001
46.0,0.24187748191448358,0.6698886950810751,0.3495447486639023,0.3632109205310161,0.0,0.001
47.0,0.24768041962614426,0.6393614808718363,0.3273961612811455,0.360871675495918,0.0,0.001
48.0,0.23361532332805487,0.6702131827672323,0.34186378809121937,0.36727396226846254,0.0,0.001
49.0,0.24591573986869592,0.6382495164871216,0.3266114546702458,0.36260666526280916,0.0,0.001
50.0,0.23476363603885358,0.6701730887095133,0.3474628088565973,0.3685089945793152,0.0,0.001
51.0,0.24447645934728476,0.6360482573509216,0.32603613803019893,0.36551344795868945,0.0,0.001
52.0,0.22864106813302407,0.6673506299654642,0.34187872134722197,0.37209651389947307,0.0,0.001
53.0,0.24306771760949722,0.6346939404805502,0.32653182630355543,0.36892824505384153,0.0,0.001
54.0,0.22638377403983703,0.6700077454249064,0.3424228143233519,0.3747816916841727,0.0,0.001
55.0,0.24288549188237923,0.6332670648892721,0.3277083165370501,0.3725705696986272,0.0,0.001
56.0,0.22409027986801588,0.6667937437693278,0.3407137176165214,0.38002266047092587,0.0,0.001
57.0,0.2424280007298176,0.6315067211786906,0.3295428431951083,0.377374618099286,0.0,0.001
58.0,0.21851319103286818,0.6662055850028992,0.3362493881812462,0.38414439215109897,0.0,0.001
59.0,0.2366884431013694,0.6307571530342102,0.330736368894577,0.3810425022473702,0.0,0.001
60.0,0.2197260896746929,0.6680707732836405,0.3360861310592064,0.3898024759613551,0.0,0.001
61.0,0.24297572643711016,0.6287118196487427,0.33446078117077166,0.38203631513393843,0.0,0.001
62.0,0.21252463141886088,0.655880073706309,0.3330471550042813,0.3891826638808617,0.0,0.001
63.0,0.21653369928781802,0.629228929678599,0.3286192210821005,0.3891137425716107,0.0,0.001
64.0,0.22060823469207838,0.6760515968004862,0.32573094276281506,0.40274857443112594,0.0,0.001
65.0,0.23869091730851394,0.6274949312210083,0.33766662042874557,0.3861104049361669,0.0,0.001
66.0,0.21066610887646675,0.6426876982053121,0.3359627013023083,0.3945822136906477,0.0,0.001
67.0,0.20853935927152634,0.6253551046053568,0.32924196353325474,0.3955872660646072,0.0,0.001
68.0,0.20920177606435922,0.6792574922243754,0.31763860697929674,0.4050086375612479,0.0,0.001
69.0,0.23656970262527466,0.6261373162269592,0.33476650371001315,0.38891153266796696,0.0,0.001
70.0,0.2099802175250191,0.6352333227793375,0.34301160046687496,0.3986460824425404,0.0,0.001
71.0,0.2019763242166776,0.6213749845822653,0.3262654634622427,0.40057496439952117,0.0,0.001
72.0,0.20035999999023402,0.6724036733309428,0.3161792525878319,0.4059790693796598,0.0,0.001
73.0,0.22924598435369822,0.6220649282137553,0.33180985427819765,0.3913053423166275,0.0,0.001
74.0,0.20311989813881853,0.6378063758214315,0.3419547379016876,0.39968148275063586,0.0,0.001
75.0,0.20175163734417695,0.6167542934417725,0.32460072521979993,0.40092694759368896,0.0,0.001
76.0,0.1921508530011544,0.6684431831041971,0.32113804954748887,0.40516965549725753,0.0,0.001
77.0,0.22473405229930693,0.6159606774648031,0.32840557396411896,0.39274445004188097,0.0,0.001
78.0,0.1923461748430362,0.631782074769338,0.3379563150497583,0.39958196591872436,0.0,0.001
79.0,0.1920360691994854,0.6139920552571615,0.31734894330684954,0.40104246082214207,0.0,0.001
80.0,0.18870023774126402,0.6673563718795776,0.33036189583631664,0.40437510781563246,0.0,0.001
81.0,0.2123187334778217,0.6066141029198965,0.32088482953034914,0.394181893995175,0.0,0.001
82.0,0.18370257704876936,0.615276555220286,0.33734886118998897,0.4000417051407007,0.0,0.001
83.0,0.1909476491765907,0.613337924083074,0.3054833882130109,0.3987232056947855,0.0,0.001
84.0,0.1795890613620241,0.6395452320575714,0.3506891463811581,0.393822390299577,0.0,0.001
85.0,0.18731839962017077,0.5912231008211771,0.30067559618216294,0.39667994758257497,0.0,0.001
86.0,0.18158258411746758,0.6011114517847697,0.35580148032078374,0.39850075657551104,0.0,0.001
87.0,0.15565099445386574,0.597999503215154,0.2941585114369026,0.3995246531871649,0.0,0.001
88.0,0.15912221364963514,0.5890709857145945,0.3555467243377979,0.40034068605074513,0.0,0.001
89.0,0.14692153208530867,0.5823922653992971,0.29364388951888454,0.4090407399030832,0.0,0.001
90.0,0.14892376042329347,0.5828791757424673,0.35058307762329394,0.40023167775227475,0.0,0.001
91.0,0.13505001509418854,0.5731149812539419,0.292551468198116,0.409254965873865,0.0,0.001
92.0,0.13629597031439727,0.6116960446039835,0.34556500499065107,0.41456970457847303,0.0,0.001
93.0,0.12410460111613457,0.5958037277062734,0.28122332577521986,0.4135143613586059,0.0,0.001
94.0,0.14571332867042378,0.6054399609565735,0.3563348467533405,0.41199730336666107,0.0,0.001
95.0,0.11148888961626933,0.6101088027159373,0.2880715555869616,0.41207852959632874,0.0,0.001
96.0,0.201241278841805,0.6967328985532125,0.3768138151902419,0.42913101269648624,0.0,0.001
97.0,0.14793246397032186,0.584929883480072,0.2797371790959285,0.4094696595118596,0.0,0.001
98.0,0.164677717955783,0.5953375895818075,0.35256414459301877,0.42783936342367757,0.0,0.001
99.0,0.14398732580817664,0.5684538086255392,0.28230132391819585,0.4274340673134877,0.0,0.001
100.0,0.12158910579119737,0.5583548843860626,0.332293294943296,0.41876007731144244,0.0,0.001
101.0,0.10409177782443854,0.5574429035186768,0.293220212826362,0.42754751959672344,0.0005,0.001
102.0,0.10467920860705468,0.7652308940887451,0.31841886272797215,0.41755684522482067,0.001,0.001
103.0,0.17887994195692813,0.5527070462703705,0.3063400662862338,0.40728912961024505,0.0015,0.001
104.0,0.12228132153932865,0.660194476445516,0.32473626045080334,0.41340206276911956,0.002,0.001
105.0,0.15407315304932687,0.5749031007289886,0.34023137046740604,0.4151475326373027,0.0025000000000000005,0.001
106.0,0.09556067835253018,0.5738713840643564,0.29551751682391536,0.40274683844584686,0.003,0.001
107.0,0.1183491012511345,0.5537973244984945,0.33683102291363937,0.40939251333475113,0.0035000000000000005,0.001
108.0,0.07855217932508542,0.6533783376216888,0.2899259294454868,0.39238681816137755,0.004,0.001
109.0,0.12211224250495434,0.5749888022740682,0.3231311429005403,0.38465439413602537,0.0045,0.001
110.0,0.1318046083817115,0.6251458128293356,0.32904718816280365,0.39415299835113377,0.005000000000000001,0.001
111.0,0.1019353039849263,0.549668033917745,0.32741259382321286,0.40224162202615005,0.0055000000000000005,0.001
112.0,0.06586592057003425,0.558711181084315,0.29288308093181026,0.39838500779408675,0.006,0.001
113.0,0.07308446916823204,0.5573493242263794,0.3202509914453213,0.40016164401402843,0.006500000000000001,0.001
114.0,0.044894651151620425,0.5495491425196329,0.29656004447203416,0.40700117441324085,0.007000000000000001,0.001
115.0,0.06559283314989163,0.6417154967784882,0.31986968219280243,0.40063511350980174,0.0075,0.001
116.0,0.09584424329491761,0.5904106199741364,0.27354190899775577,0.40888890996575356,0.008,0.001
117.0,0.1264258697628975,0.7227206627527872,0.3527379586146428,0.41786406475764054,0.0085,0.001
118.0,0.09992888175810759,0.537705639998118,0.2838595830477201,0.40512796204823714,0.009,0.001
119.0,0.053053196519613266,0.587285965681076,0.3072653183570275,0.3991088973214993,0.009500000000000001,0.001
120.0,0.04796106798144487,0.5274897317091624,0.29994917145142186,0.4001159355617486,0.010000000000000002,0.001
121.0,0.04135720961942123,0.6612260440985361,0.316667568225127,0.39437443247208226,0.0105,0.001
122.0,0.07112012287745109,0.5690540273984274,0.2866280892720589,0.39442962837906986,0.011000000000000001,0.001
123.0,0.061845097260979504,0.6716340879599253,0.3052830592944072,0.40397004095407635,0.011500000000000002,0.001
124.0,0.07551388012675139,0.5397795041402181,0.32361871806474835,0.4082127855374263,0.012,0.001
125.0,0.015107224910305096,0.5740660925706228,0.29989623450315916,0.39790420635388446,0.0125,0.001
126.0,0.011211819373644315,0.5579277575016022,0.30317112230337584,0.3967615280013818,0.013000000000000001,0.001
127.0,-0.002921467002194661,0.9821095168590546,0.29265251755714417,0.39263971264545733,0.013500000000000002,0.001
128.0,0.1549591227219655,0.5195026199022929,0.3040810101307355,0.39098827426250166,0.014000000000000002,0.001
129.0,0.042346774672086425,0.6852232416470846,0.298413227383907,0.3919522945697491,0.014499999999999999,0.001
130.0,0.04616089967580942,0.5776077707608541,0.33219395807156193,0.3976382713478345,0.015,0.001
131.0,0.017766949362479724,0.5594691733519236,0.2826128132068194,0.39777785596939236,0.0155,0.001
132.0,0.02800179419752497,0.7674172222614288,0.34367914497852325,0.39762938481110793,0.016,0.001
133.0,0.13291848278962648,0.5399341682593027,0.27167504681990695,0.41033008751960903,0.0165,0.001
134.0,0.04293012275145604,0.5984225769837698,0.3488022478727194,0.4193368049768301,0.017,0.001
135.0,0.08056293599880658,0.5362467169761658,0.23820068457951912,0.400132726591367,0.017499999999999998,0.001
136.0,-0.058574433223559305,0.6123101115226746,0.3009893596172333,0.4125492091362293,0.018,0.001
