timestamp,index,uuid,power.draw [W],clocks.sm [MHz],clocks.mem [MHz],utilization.gpu [%],utilization.memory [%],memory.used [MiB],temperature.gpu
2026/07/18 16:01:04.172,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.78,1410,1593,0,0,73877,34
2026/07/18 16:01:04.422,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.05,1410,1593,0,0,73877,33
2026/07/18 16:01:04.672,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.05,1410,1593,0,0,73877,33
2026/07/18 16:01:04.923,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.87,1410,1593,0,0,73877,33
2026/07/18 16:01:05.173,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.05,1410,1593,0,0,73877,33
2026/07/18 16:01:05.423,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.05,1410,1593,0,0,73877,34
2026/07/18 16:01:05.673,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.38,1410,1593,0,0,73877,33
2026/07/18 16:01:05.923,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.78,1410,1593,0,0,73877,33
2026/07/18 16:01:06.173,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.78,1410,1593,0,0,73877,33
2026/07/18 16:01:06.423,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.78,1410,1593,0,0,73877,33
2026/07/18 16:01:06.673,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.87,1410,1593,0,0,73877,33
2026/07/18 16:01:06.923,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.05,1410,1593,0,0,73877,33
2026/07/18 16:01:07.173,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.78,1410,1593,0,0,73877,33
2026/07/18 16:01:07.423,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.78,1410,1593,0,0,73877,33
2026/07/18 16:01:07.673,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.78,1410,1593,0,0,73877,33
2026/07/18 16:01:07.924,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.78,1410,1593,0,0,73877,33
2026/07/18 16:01:08.174,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.78,1410,1593,0,0,73877,33
2026/07/18 16:01:08.424,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.78,1410,1593,0,0,73877,33
2026/07/18 16:01:08.674,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.78,1410,1593,0,0,73877,33
2026/07/18 16:01:08.924,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.87,1410,1593,0,0,73877,33
2026/07/18 16:01:09.174,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.87,1410,1593,0,0,73877,33
2026/07/18 16:01:09.424,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.05,1410,1593,0,0,73877,33
2026/07/18 16:01:09.674,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.78,1410,1593,0,0,73877,33
2026/07/18 16:01:09.924,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.05,1410,1593,0,0,73877,33
2026/07/18 16:01:10.174,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.78,1410,1593,0,0,73877,33
2026/07/18 16:01:10.424,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.78,1410,1593,0,0,73877,33
2026/07/18 16:01:10.675,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.78,1410,1593,0,0,73877,33
2026/07/18 16:01:10.925,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.05,1410,1593,0,0,73877,33
2026/07/18 16:01:11.175,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.05,1410,1593,0,0,73877,33
2026/07/18 16:01:11.425,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.78,1410,1593,0,0,73877,33
2026/07/18 16:01:11.675,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.78,1410,1593,0,0,73877,33
2026/07/18 16:01:11.925,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.87,1410,1593,0,0,73877,33
2026/07/18 16:01:12.175,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.05,1410,1593,0,0,73877,33
2026/07/18 16:01:12.425,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.78,1410,1593,0,0,73877,33
2026/07/18 16:01:12.675,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.78,1410,1593,0,0,73877,33
2026/07/18 16:01:12.926,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.87,1410,1593,0,0,73877,33
2026/07/18 16:01:13.176,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.78,1410,1593,0,0,73877,33
2026/07/18 16:01:13.426,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.78,1410,1593,0,0,73877,33
2026/07/18 16:01:13.676,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.78,1410,1593,0,0,73877,33
2026/07/18 16:01:13.926,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.78,1410,1593,0,0,73877,33
2026/07/18 16:01:14.176,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.78,1410,1593,0,0,73877,33
2026/07/18 16:01:14.426,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.78,1410,1593,0,0,73877,33
2026/07/18 16:01:14.676,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.87,1410,1593,0,0,73877,33
2026/07/18 16:01:14.926,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.78,1410,1593,0,0,73877,33
2026/07/18 16:01:15.176,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.05,1410,1593,0,0,73877,33
2026/07/18 16:01:15.426,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,440.01,1410,1593,0,0,73877,35
2026/07/18 16:01:15.677,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,173.55,1410,1593,74,51,73877,42
2026/07/18 16:01:15.927,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,281.71,1410,1593,54,46,73877,38
2026/07/18 16:01:16.177,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.66,1410,1593,0,0,73877,35
2026/07/18 16:01:16.427,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.46,1410,1593,0,0,73877,35
2026/07/18 16:01:16.677,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.46,1410,1593,0,0,73877,34
2026/07/18 16:01:16.927,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,292.92,1410,1593,82,71,73877,39
2026/07/18 16:01:17.177,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,288.67,1410,1593,94,81,73877,40
2026/07/18 16:01:17.427,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,289.27,1410,1593,94,81,73877,41
