node_id,row,rack,node,file,num_requests,seed,status,reason,num_timesteps,min_power_w,max_power_w,mean_power_w,uses_ar1
0,0,0,0,node_0_0_0.npy,12725,43,evaluated,,345600,327.6845,2056.5781392564772,889.0504137674113,False
1,0,0,1,node_0_0_1.npy,12843,1052,evaluated,,345600,327.6845,2066.7550136497525,891.7702629684635,False
2,0,0,2,node_0_0_2.npy,12649,2061,evaluated,,345600,327.6845,2082.6164153075943,882.4316165091782,False
3,0,0,3,node_0_0_3.npy,12860,3070,evaluated,,345600,327.6845,2116.991873373317,893.2975527001108,False
4,0,1,0,node_0_1_0.npy,12891,4079,evaluated,,345600,327.6845,2117.9750504929298,893.0205484852539,False
5,0,1,1,node_0_1_1.npy,12916,5088,evaluated,,345600,327.6845,2123.7545510633868,892.0668037729312,False
6,0,1,2,node_0_1_2.npy,12611,6097,evaluated,,345600,327.6845,2011.0764602506345,889.106137690636,False
7,0,1,3,node_0_1_3.npy,12907,7106,evaluated,,345600,327.6845,2030.8058507084077,891.8667656738337,False
8,0,2,0,node_0_2_0.npy,12603,8115,evaluated,,345600,327.6845,2064.9667288152064,882.8397449411319,False
9,0,2,1,node_0_2_1.npy,12806,9124,evaluated,,345600,327.6845,2026.882184102185,889.541950452404,False
10,0,2,2,node_0_2_2.npy,12723,10133,evaluated,,345600,327.6845,2075.824093301819,889.3513835671703,False
11,0,2,3,node_0_2_3.npy,12915,11142,evaluated,,345600,327.6845,2069.141346724799,888.8555119316911,False
12,0,3,0,node_0_3_0.npy,12822,12151,evaluated,,345600,327.6845,2091.9820471811468,888.152145984684,False
13,0,3,1,node_0_3_1.npy,12689,13160,evaluated,,345600,327.6845,2094.0199306414524,885.5427986746067,False
14,0,3,2,node_0_3_2.npy,12664,14169,evaluated,,345600,327.6845,2098.352157187445,884.9044203722594,False
15,0,3,3,node_0_3_3.npy,12713,15178,evaluated,,345600,327.6845,2135.23694305541,890.4703282025228,False
16,0,4,0,node_0_4_0.npy,12601,16187,evaluated,,345600,327.6845,2054.0086925881,883.8122127067526,False
17,0,4,1,node_0_4_1.npy,12848,17196,evaluated,,345600,327.6845,2068.731670837196,894.4097713177879,False
18,0,4,2,node_0_4_2.npy,12678,18205,evaluated,,345600,327.6845,2060.8175899439047,883.7423389775053,False
19,0,4,3,node_0_4_3.npy,12948,19214,evaluated,,345600,327.6845,2118.260595712637,890.5286639473001,False
20,0,5,0,node_0_5_0.npy,12816,20223,evaluated,,345600,327.6845,2118.7308541139682,894.5778169812711,False
21,0,5,1,node_0_5_1.npy,12957,21232,evaluated,,345600,327.6845,2163.0794452075324,895.5584988228918,False
22,0,5,2,node_0_5_2.npy,12840,22241,evaluated,,345600,327.6845,2104.9823211893713,891.2385171624911,False
23,0,5,3,node_0_5_3.npy,12740,23250,evaluated,,345600,327.6845,2065.688936059168,884.8848155051828,False
24,1,0,0,node_1_0_0.npy,12845,24259,evaluated,,345600,327.6845,2061.588458441696,892.7995465873756,False
25,1,0,1,node_1_0_1.npy,12955,25268,evaluated,,345600,327.6845,2032.7964611137375,897.692682303011,False
26,1,0,2,node_1_0_2.npy,12822,26277,evaluated,,345600,327.6845,2027.9422368174264,892.4093380168962,False
27,1,0,3,node_1_0_3.npy,12898,27286,evaluated,,345600,327.6845,2036.184682476138,891.7639253984173,False
28,1,1,0,node_1_1_0.npy,12834,28295,evaluated,,345600,327.6845,2103.807562035292,891.8342634589454,False
29,1,1,1,node_1_1_1.npy,12948,29304,evaluated,,345600,327.6845,2046.4148407843802,895.6825978135824,False
