timestamp,index,uuid,power.draw [W],clocks.sm [MHz],clocks.mem [MHz],utilization.gpu [%],utilization.memory [%],memory.used [MiB],temperature.gpu
2026/07/18 15:57:25.621,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.87,1410,1593,0,0,73877,33
2026/07/18 15:57:25.871,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.54,1410,1593,0,0,73877,33
2026/07/18 15:57:26.121,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.54,1410,1593,0,0,73877,33
2026/07/18 15:57:26.372,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.54,1410,1593,0,0,73877,33
2026/07/18 15:57:26.622,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.54,1410,1593,0,0,73877,33
2026/07/18 15:57:26.872,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.54,1410,1593,0,0,73877,33
2026/07/18 15:57:27.122,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.54,1410,1593,0,0,73877,33
2026/07/18 15:57:27.372,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.54,1410,1593,0,0,73877,33
2026/07/18 15:57:27.622,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.54,1410,1593,0,0,73877,33
2026/07/18 15:57:27.872,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.54,1410,1593,0,0,73877,33
2026/07/18 15:57:28.122,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.54,1410,1593,0,0,73877,33
2026/07/18 15:57:28.372,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.87,1410,1593,0,0,73877,33
2026/07/18 15:57:28.622,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.54,1410,1593,0,0,73877,33
2026/07/18 15:57:28.873,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.54,1410,1593,0,0,73877,33
2026/07/18 15:57:29.123,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.54,1410,1593,0,0,73877,33
2026/07/18 15:57:29.373,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.54,1410,1593,0,0,73877,33
2026/07/18 15:57:29.623,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.54,1410,1593,0,0,73877,33
2026/07/18 15:57:29.873,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.54,1410,1593,0,0,73877,33
2026/07/18 15:57:30.123,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.54,1410,1593,0,0,73877,33
2026/07/18 15:57:30.373,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.54,1410,1593,0,0,73877,33
2026/07/18 15:57:30.623,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.54,1410,1593,0,0,73877,33
2026/07/18 15:57:30.873,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.54,1410,1593,0,0,73877,33
2026/07/18 15:57:31.123,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.54,1410,1593,0,0,73877,33
2026/07/18 15:57:31.374,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.54,1410,1593,0,0,73877,33
2026/07/18 15:57:31.624,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.54,1410,1593,0,0,73877,33
2026/07/18 15:57:31.874,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.46,1410,1593,0,0,73877,33
2026/07/18 15:57:32.124,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.54,1410,1593,0,0,73877,33
2026/07/18 15:57:32.374,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.54,1410,1593,0,0,73877,33
2026/07/18 15:57:32.624,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.54,1410,1593,0,0,73877,33
2026/07/18 15:57:32.874,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.54,1410,1593,0,0,73877,33
2026/07/18 15:57:33.124,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.54,1410,1593,0,0,73877,33
2026/07/18 15:57:33.374,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.54,1410,1593,0,0,73877,33
2026/07/18 15:57:33.624,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.54,1410,1593,0,0,73877,33
2026/07/18 15:57:33.875,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.54,1410,1593,0,0,73877,33
