timestamp,query.start,query.end,index,uuid,power.draw [W],clocks.sm [MHz],clocks.mem [MHz],utilization.gpu [%],utilization.memory [%],memory.used [MiB],temperature.gpu
2026/07/24 16:36:18.409,2026/07/24 16:36:18.397,2026/07/24 16:36:18.420,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.73,1410,1593,0,0,73511,36
2026/07/24 16:36:18.660,2026/07/24 16:36:18.647,2026/07/24 16:36:18.672,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.88,1410,1593,0,0,73511,44
2026/07/24 16:36:18.660,2026/07/24 16:36:18.647,2026/07/24 16:36:18.672,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.73,1410,1593,0,0,73511,36
2026/07/24 16:36:18.912,2026/07/24 16:36:18.897,2026/07/24 16:36:18.926,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.88,1410,1593,0,0,73511,44
2026/07/24 16:36:18.912,2026/07/24 16:36:18.897,2026/07/24 16:36:18.926,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.73,1410,1593,0,0,73511,36
2026/07/24 16:36:19.160,2026/07/24 16:36:19.147,2026/07/24 16:36:19.172,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,90.16,1410,1593,0,0,73511,44
2026/07/24 16:36:19.160,2026/07/24 16:36:19.147,2026/07/24 16:36:19.172,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.73,1410,1593,0,0,73511,36
2026/07/24 16:36:19.412,2026/07/24 16:36:19.397,2026/07/24 16:36:19.426,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,90.16,1410,1593,0,0,73511,44
2026/07/24 16:36:19.412,2026/07/24 16:36:19.397,2026/07/24 16:36:19.426,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.73,1410,1593,0,0,73511,36
2026/07/24 16:36:19.660,2026/07/24 16:36:19.648,2026/07/24 16:36:19.672,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.88,1410,1593,0,0,73511,44
2026/07/24 16:36:19.660,2026/07/24 16:36:19.648,2026/07/24 16:36:19.672,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,84.05,1410,1593,0,0,73511,36
2026/07/24 16:36:19.910,2026/07/24 16:36:19.898,2026/07/24 16:36:19.922,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.88,1410,1593,0,0,73511,44
2026/07/24 16:36:19.910,2026/07/24 16:36:19.898,2026/07/24 16:36:19.922,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.82,1410,1593,0,0,73511,36
2026/07/24 16:36:20.161,2026/07/24 16:36:20.148,2026/07/24 16:36:20.174,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.88,1410,1593,0,0,73511,44
2026/07/24 16:36:20.161,2026/07/24 16:36:20.148,2026/07/24 16:36:20.174,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.73,1410,1593,0,0,73511,36
2026/07/24 16:36:20.409,2026/07/24 16:36:20.398,2026/07/24 16:36:20.421,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.88,1410,1593,0,0,73511,44
2026/07/24 16:36:20.409,2026/07/24 16:36:20.398,2026/07/24 16:36:20.421,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.55,1410,1593,0,0,73511,36
2026/07/24 16:36:20.661,2026/07/24 16:36:20.648,2026/07/24 16:36:20.674,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.88,1410,1593,0,0,73511,44
2026/07/24 16:36:20.661,2026/07/24 16:36:20.648,2026/07/24 16:36:20.674,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,84.05,1410,1593,0,0,73511,36
2026/07/24 16:36:20.910,2026/07/24 16:36:20.898,2026/07/24 16:36:20.921,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.88,1410,1593,0,0,73511,44
2026/07/24 16:36:20.910,2026/07/24 16:36:20.898,2026/07/24 16:36:20.921,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.46,1410,1593,0,0,73511,36
2026/07/24 16:36:21.162,2026/07/24 16:36:21.148,2026/07/24 16:36:21.176,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.88,1410,1593,0,0,73511,44
2026/07/24 16:36:21.162,2026/07/24 16:36:21.148,2026/07/24 16:36:21.176,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.46,1410,1593,0,0,73511,36
2026/07/24 16:36:21.410,2026/07/24 16:36:21.398,2026/07/24 16:36:21.423,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.88,1410,1593,0,0,73511,44
2026/07/24 16:36:21.410,2026/07/24 16:36:21.398,2026/07/24 16:36:21.423,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.46,1410,1593,0,0,73511,36
2026/07/24 16:36:21.662,2026/07/24 16:36:21.648,2026/07/24 16:36:21.676,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.88,1410,1593,0,0,73511,44
2026/07/24 16:36:21.662,2026/07/24 16:36:21.648,2026/07/24 16:36:21.676,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.73,1410,1593,0,0,73511,36
2026/07/24 16:36:21.911,2026/07/24 16:36:21.898,2026/07/24 16:36:21.923,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.88,1410,1593,0,0,73511,44
2026/07/24 16:36:21.911,2026/07/24 16:36:21.898,2026/07/24 16:36:21.923,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.46,1410,1593,0,0,73511,36
2026/07/24 16:36:22.160,2026/07/24 16:36:22.148,2026/07/24 16:36:22.172,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,90.16,1410,1593,0,0,73511,44
2026/07/24 16:36:22.160,2026/07/24 16:36:22.148,2026/07/24 16:36:22.172,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.46,1410,1593,0,0,73511,36
2026/07/24 16:36:22.410,2026/07/24 16:36:22.399,2026/07/24 16:36:22.422,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,90.16,1410,1593,0,0,73511,44
2026/07/24 16:36:22.410,2026/07/24 16:36:22.399,2026/07/24 16:36:22.422,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.82,1410,1593,0,0,73511,36
2026/07/24 16:36:22.661,2026/07/24 16:36:22.649,2026/07/24 16:36:22.673,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.88,1410,1593,0,0,73511,44
2026/07/24 16:36:22.661,2026/07/24 16:36:22.649,2026/07/24 16:36:22.673,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.46,1410,1593,0,0,73511,36
2026/07/24 16:36:22.910,2026/07/24 16:36:22.899,2026/07/24 16:36:22.922,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.29,1410,1593,0,0,73511,44
2026/07/24 16:36:22.910,2026/07/24 16:36:22.899,2026/07/24 16:36:22.922,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.46,1410,1593,0,0,73511,36
2026/07/24 16:36:23.161,2026/07/24 16:36:23.149,2026/07/24 16:36:23.173,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.29,1410,1593,0,0,73511,44
2026/07/24 16:36:23.161,2026/07/24 16:36:23.149,2026/07/24 16:36:23.173,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.46,1410,1593,0,0,73511,36
2026/07/24 16:36:23.410,2026/07/24 16:36:23.399,2026/07/24 16:36:23.422,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.29,1410,1593,0,0,73511,44
2026/07/24 16:36:23.410,2026/07/24 16:36:23.399,2026/07/24 16:36:23.422,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.82,1410,1593,0,0,73511,36
2026/07/24 16:36:23.661,2026/07/24 16:36:23.649,2026/07/24 16:36:23.672,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.88,1410,1593,0,0,73511,44
2026/07/24 16:36:23.661,2026/07/24 16:36:23.649,2026/07/24 16:36:23.672,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.46,1410,1593,0,0,73511,36
2026/07/24 16:36:23.911,2026/07/24 16:36:23.899,2026/07/24 16:36:23.923,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.88,1410,1593,0,0,73511,44
2026/07/24 16:36:23.911,2026/07/24 16:36:23.899,2026/07/24 16:36:23.923,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.73,1410,1593,0,0,73511,36
2026/07/24 16:36:24.161,2026/07/24 16:36:24.149,2026/07/24 16:36:24.173,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.88,1410,1593,0,0,73511,44
2026/07/24 16:36:24.161,2026/07/24 16:36:24.149,2026/07/24 16:36:24.173,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.46,1410,1593,0,0,73511,36
2026/07/24 16:36:24.411,2026/07/24 16:36:24.399,2026/07/24 16:36:24.423,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.88,1410,1593,0,0,73511,44
2026/07/24 16:36:24.411,2026/07/24 16:36:24.399,2026/07/24 16:36:24.423,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.73,1410,1593,0,0,73511,36
2026/07/24 16:36:24.662,2026/07/24 16:36:24.649,2026/07/24 16:36:24.674,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,90.16,1410,1593,0,0,73511,44
2026/07/24 16:36:24.662,2026/07/24 16:36:24.649,2026/07/24 16:36:24.674,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.46,1410,1593,0,0,73511,36
2026/07/24 16:36:24.911,2026/07/24 16:36:24.900,2026/07/24 16:36:24.923,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,90.16,1410,1593,0,0,73511,44
2026/07/24 16:36:24.911,2026/07/24 16:36:24.900,2026/07/24 16:36:24.923,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.73,1410,1593,0,0,73511,36
2026/07/24 16:36:25.162,2026/07/24 16:36:25.150,2026/07/24 16:36:25.175,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.88,1410,1593,0,0,73511,44
2026/07/24 16:36:25.162,2026/07/24 16:36:25.150,2026/07/24 16:36:25.175,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.73,1410,1593,0,0,73511,36
2026/07/24 16:36:25.411,2026/07/24 16:36:25.400,2026/07/24 16:36:25.423,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.88,1410,1593,0,0,73511,43
2026/07/24 16:36:25.411,2026/07/24 16:36:25.400,2026/07/24 16:36:25.423,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.73,1410,1593,0,0,73511,36
2026/07/24 16:36:25.663,2026/07/24 16:36:25.650,2026/07/24 16:36:25.677,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.88,1410,1593,0,0,73511,43
2026/07/24 16:36:25.663,2026/07/24 16:36:25.650,2026/07/24 16:36:25.677,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.73,1410,1593,0,0,73511,36
2026/07/24 16:36:25.912,2026/07/24 16:36:25.900,2026/07/24 16:36:25.923,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.88,1410,1593,0,0,73511,43
2026/07/24 16:36:25.912,2026/07/24 16:36:25.900,2026/07/24 16:36:25.923,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.55,1410,1593,0,0,73511,36
2026/07/24 16:36:26.163,2026/07/24 16:36:26.150,2026/07/24 16:36:26.175,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.88,1410,1593,0,0,73511,43
2026/07/24 16:36:26.163,2026/07/24 16:36:26.150,2026/07/24 16:36:26.175,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.73,1410,1593,0,0,73511,36
2026/07/24 16:36:26.412,2026/07/24 16:36:26.400,2026/07/24 16:36:26.423,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.56,1410,1593,0,0,73511,43
2026/07/24 16:36:26.412,2026/07/24 16:36:26.400,2026/07/24 16:36:26.423,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.82,1410,1593,0,0,73511,36
2026/07/24 16:36:26.664,2026/07/24 16:36:26.650,2026/07/24 16:36:26.677,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.56,1410,1593,0,0,73511,43
2026/07/24 16:36:26.664,2026/07/24 16:36:26.650,2026/07/24 16:36:26.677,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.73,1410,1593,0,0,73511,36
2026/07/24 16:36:26.912,2026/07/24 16:36:26.900,2026/07/24 16:36:26.924,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.88,1410,1593,0,0,73511,43
2026/07/24 16:36:26.912,2026/07/24 16:36:26.900,2026/07/24 16:36:26.924,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.73,1410,1593,0,0,73511,36
2026/07/24 16:36:27.163,2026/07/24 16:36:27.150,2026/07/24 16:36:27.176,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.56,1410,1593,0,0,73511,43
2026/07/24 16:36:27.163,2026/07/24 16:36:27.150,2026/07/24 16:36:27.176,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.46,1410,1593,0,0,73511,36
2026/07/24 16:36:27.412,2026/07/24 16:36:27.401,2026/07/24 16:36:27.423,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.88,1410,1593,0,0,73511,43
2026/07/24 16:36:27.412,2026/07/24 16:36:27.401,2026/07/24 16:36:27.423,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.46,1410,1593,0,0,73511,36
2026/07/24 16:36:27.663,2026/07/24 16:36:27.651,2026/07/24 16:36:27.675,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.88,1410,1593,0,0,73511,43
2026/07/24 16:36:27.663,2026/07/24 16:36:27.651,2026/07/24 16:36:27.675,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.73,1410,1593,0,0,73511,36
2026/07/24 16:36:27.912,2026/07/24 16:36:27.901,2026/07/24 16:36:27.924,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.88,1410,1593,0,0,73511,43
2026/07/24 16:36:27.912,2026/07/24 16:36:27.901,2026/07/24 16:36:27.924,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.46,1410,1593,0,0,73511,35
2026/07/24 16:36:28.163,2026/07/24 16:36:28.151,2026/07/24 16:36:28.175,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.56,1410,1593,0,0,73511,43
2026/07/24 16:36:28.163,2026/07/24 16:36:28.151,2026/07/24 16:36:28.175,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.73,1410,1593,0,0,73511,35
2026/07/24 16:36:28.412,2026/07/24 16:36:28.401,2026/07/24 16:36:28.424,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.88,1410,1593,0,0,73511,43
2026/07/24 16:36:28.412,2026/07/24 16:36:28.401,2026/07/24 16:36:28.424,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.46,1410,1593,0,0,73511,35
2026/07/24 16:36:28.663,2026/07/24 16:36:28.651,2026/07/24 16:36:28.675,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.88,1410,1593,0,0,73511,43
2026/07/24 16:36:28.663,2026/07/24 16:36:28.651,2026/07/24 16:36:28.675,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.73,1410,1593,0,0,73511,35
2026/07/24 16:36:28.914,2026/07/24 16:36:28.901,2026/07/24 16:36:28.926,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.56,1410,1593,0,0,73511,43
2026/07/24 16:36:28.914,2026/07/24 16:36:28.901,2026/07/24 16:36:28.926,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.55,1410,1593,0,0,73511,35
2026/07/24 16:36:29.163,2026/07/24 16:36:29.151,2026/07/24 16:36:29.176,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.56,1410,1593,0,0,73511,43
2026/07/24 16:36:29.163,2026/07/24 16:36:29.151,2026/07/24 16:36:29.176,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.46,1410,1593,0,0,73511,35
2026/07/24 16:36:29.413,2026/07/24 16:36:29.401,2026/07/24 16:36:29.425,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.88,1410,1593,0,0,73511,43
2026/07/24 16:36:29.413,2026/07/24 16:36:29.401,2026/07/24 16:36:29.425,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.73,1410,1593,0,0,73511,35
2026/07/24 16:36:29.664,2026/07/24 16:36:29.651,2026/07/24 16:36:29.676,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.88,1410,1593,0,0,73511,43
2026/07/24 16:36:29.664,2026/07/24 16:36:29.651,2026/07/24 16:36:29.676,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.46,1410,1593,0,0,73511,35
2026/07/24 16:36:29.925,2026/07/24 16:36:29.902,2026/07/24 16:36:29.949,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.88,1410,1593,0,0,73511,43
2026/07/24 16:36:29.925,2026/07/24 16:36:29.902,2026/07/24 16:36:29.949,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.46,1410,1593,0,0,73511,35
2026/07/24 16:36:30.163,2026/07/24 16:36:30.152,2026/07/24 16:36:30.175,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.56,1410,1593,0,0,73511,43
2026/07/24 16:36:30.163,2026/07/24 16:36:30.152,2026/07/24 16:36:30.175,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.82,1410,1593,0,0,73511,35
2026/07/24 16:36:30.413,2026/07/24 16:36:30.402,2026/07/24 16:36:30.425,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.56,1410,1593,0,0,73511,43
2026/07/24 16:36:30.413,2026/07/24 16:36:30.402,2026/07/24 16:36:30.425,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.73,1410,1593,0,0,73511,35
2026/07/24 16:36:30.665,2026/07/24 16:36:30.652,2026/07/24 16:36:30.679,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.56,1410,1593,0,0,73511,43
2026/07/24 16:36:30.665,2026/07/24 16:36:30.652,2026/07/24 16:36:30.679,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.73,1410,1593,0,0,73511,35
2026/07/24 16:36:30.913,2026/07/24 16:36:30.902,2026/07/24 16:36:30.924,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.56,1410,1593,0,0,73511,43
2026/07/24 16:36:30.913,2026/07/24 16:36:30.902,2026/07/24 16:36:30.924,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.46,1410,1593,0,0,73511,35
2026/07/24 16:36:31.163,2026/07/24 16:36:31.152,2026/07/24 16:36:31.175,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.88,1410,1593,0,0,73511,43
2026/07/24 16:36:31.163,2026/07/24 16:36:31.152,2026/07/24 16:36:31.175,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.73,1410,1593,0,0,73511,35
2026/07/24 16:36:31.414,2026/07/24 16:36:31.402,2026/07/24 16:36:31.425,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.56,1410,1593,0,0,73511,43
2026/07/24 16:36:31.414,2026/07/24 16:36:31.402,2026/07/24 16:36:31.425,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.82,1410,1593,0,0,73511,35
2026/07/24 16:36:31.666,2026/07/24 16:36:31.652,2026/07/24 16:36:31.679,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.56,1410,1593,0,0,73511,43
2026/07/24 16:36:31.666,2026/07/24 16:36:31.652,2026/07/24 16:36:31.679,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.73,1410,1593,0,0,73511,35
2026/07/24 16:36:31.914,2026/07/24 16:36:31.902,2026/07/24 16:36:31.925,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.56,1410,1593,0,0,73511,43
2026/07/24 16:36:31.914,2026/07/24 16:36:31.902,2026/07/24 16:36:31.925,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.73,1410,1593,0,0,73511,35
2026/07/24 16:36:32.164,2026/07/24 16:36:32.152,2026/07/24 16:36:32.176,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.56,1410,1593,0,0,73511,43
2026/07/24 16:36:32.164,2026/07/24 16:36:32.152,2026/07/24 16:36:32.176,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.82,1410,1593,0,0,73511,35
2026/07/24 16:36:32.414,2026/07/24 16:36:32.403,2026/07/24 16:36:32.426,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.56,1410,1593,0,0,73511,43
2026/07/24 16:36:32.414,2026/07/24 16:36:32.403,2026/07/24 16:36:32.426,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,84.05,1410,1593,0,0,73511,35
2026/07/24 16:36:32.665,2026/07/24 16:36:32.653,2026/07/24 16:36:32.678,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.56,1410,1593,0,0,73511,43
2026/07/24 16:36:32.665,2026/07/24 16:36:32.653,2026/07/24 16:36:32.678,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.73,1410,1593,0,0,73511,35
2026/07/24 16:36:32.915,2026/07/24 16:36:32.903,2026/07/24 16:36:32.927,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.56,1410,1593,0,0,73511,43
2026/07/24 16:36:32.915,2026/07/24 16:36:32.903,2026/07/24 16:36:32.927,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.73,1410,1593,0,0,73511,35
2026/07/24 16:36:33.164,2026/07/24 16:36:33.153,2026/07/24 16:36:33.176,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.56,1410,1593,0,0,73511,43
2026/07/24 16:36:33.164,2026/07/24 16:36:33.153,2026/07/24 16:36:33.176,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.46,1410,1593,0,0,73511,35
2026/07/24 16:36:33.414,2026/07/24 16:36:33.403,2026/07/24 16:36:33.426,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.56,1410,1593,0,0,73511,43
2026/07/24 16:36:33.414,2026/07/24 16:36:33.403,2026/07/24 16:36:33.426,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.73,1410,1593,0,0,73511,35
2026/07/24 16:36:33.665,2026/07/24 16:36:33.653,2026/07/24 16:36:33.678,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.56,1410,1593,0,0,73511,43
2026/07/24 16:36:33.665,2026/07/24 16:36:33.653,2026/07/24 16:36:33.678,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.73,1410,1593,0,0,73511,35
2026/07/24 16:36:33.915,2026/07/24 16:36:33.903,2026/07/24 16:36:33.926,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.56,1410,1593,0,0,73511,43
2026/07/24 16:36:33.915,2026/07/24 16:36:33.903,2026/07/24 16:36:33.926,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.73,1410,1593,0,0,73511,35
2026/07/24 16:36:34.164,2026/07/24 16:36:34.153,2026/07/24 16:36:34.175,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.56,1410,1593,0,0,73511,43
2026/07/24 16:36:34.164,2026/07/24 16:36:34.153,2026/07/24 16:36:34.175,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.46,1410,1593,0,0,73511,35
2026/07/24 16:36:34.416,2026/07/24 16:36:34.403,2026/07/24 16:36:34.428,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.56,1410,1593,0,0,73511,43
2026/07/24 16:36:34.416,2026/07/24 16:36:34.403,2026/07/24 16:36:34.428,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.73,1410,1593,0,0,73511,35
2026/07/24 16:36:34.666,2026/07/24 16:36:34.653,2026/07/24 16:36:34.679,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.56,1410,1593,0,0,73511,43
2026/07/24 16:36:34.666,2026/07/24 16:36:34.653,2026/07/24 16:36:34.679,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.73,1410,1593,0,0,73511,35
