timestamp,index,uuid,power.draw [W],clocks.sm [MHz],clocks.mem [MHz],utilization.gpu [%],utilization.memory [%],memory.used [MiB],temperature.gpu
2026/07/18 15:52:43.787,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,85.44,1410,1593,0,0,73353,36
2026/07/18 15:52:44.038,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,497.02,1410,1593,86,24,73353,50
2026/07/18 15:52:44.288,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,287.74,1410,1593,62,27,73353,43
2026/07/18 15:52:44.538,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,284.75,1410,1593,93,77,73353,41
2026/07/18 15:52:44.788,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,303.23,1410,1593,59,44,73353,43
2026/07/18 15:52:45.038,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,287.45,1410,1593,94,77,73353,43
2026/07/18 15:52:45.288,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,285.06,1410,1593,94,78,73353,41
2026/07/18 15:52:45.538,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,286.85,1410,1593,55,26,73353,44
2026/07/18 15:52:45.788,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,279.88,1410,1593,93,77,73353,44
2026/07/18 15:52:46.038,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,294.45,1410,1593,94,77,73353,44
2026/07/18 15:52:46.288,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,293.50,1410,1593,94,78,73353,45
2026/07/18 15:52:46.538,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,290.47,1410,1593,94,78,73353,45
2026/07/18 15:52:46.788,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,288.35,1410,1593,94,78,73353,45
2026/07/18 15:52:47.039,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,283.22,1410,1593,94,77,73353,45
2026/07/18 15:52:47.289,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,293.20,1410,1593,94,77,73353,45
2026/07/18 15:52:47.539,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,293.20,1410,1593,94,77,73353,46
2026/07/18 15:52:47.789,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,286.54,1410,1593,93,77,73353,46
2026/07/18 15:52:48.039,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,298.98,1410,1593,93,77,73353,46
2026/07/18 15:52:48.289,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,295.05,1410,1593,94,78,73353,46
2026/07/18 15:52:48.539,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,295.05,1410,1593,94,78,73353,46
2026/07/18 15:52:48.789,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,294.45,1410,1593,95,78,73353,46
2026/07/18 15:52:49.039,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,480.03,1410,1593,95,78,73353,52
2026/07/18 15:52:49.289,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,298.98,1410,1593,97,57,73353,48
2026/07/18 15:52:49.539,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,293.20,1410,1593,94,78,73353,48
