epoch,train_loss,val_loss
1.0,1.4338680789584206,1.4920102059841156
2.0,1.3574778721446084,1.3585689067840576
3.0,1.2711008616856165,1.2747624516487122
4.0,1.2385453127679371,1.3337121903896332
5.0,1.2178339390527635,1.3275758177042007
6.0,1.2332215621357872,1.2872209250926971
7.0,1.2044184576897394,1.2765043079853058
8.0,1.189342586767106,1.2675406485795975
9.0,1.1842375766663324,1.2620162069797516
10.0,1.1854138204029627,1.2743344604969025
11.0,1.1814826726913452,1.25901760160923
12.0,1.1751286756424677,1.2539668828248978
13.0,1.1735485110964095,1.2609858363866806
14.0,1.1749498219717116,1.248438909649849
15.0,1.1704354484875996,1.2605420053005219
16.0,1.1664017183440072,1.25581793487072
17.0,1.161207534018017,1.2567925602197647
18.0,1.1722685041881742,1.223827138543129
19.0,1.1829092559360324,1.3574042320251465
20.0,1.2132467201777868,1.2789459079504013
21.0,1.183478642077673,1.3215476721525192
22.0,1.162931311698187,1.2575984746217728
23.0,1.1568322664215451,1.2626843303442001
24.0,1.1594056430317106,1.2553994357585907
25.0,1.1574672290257044,1.2494414299726486
26.0,1.1513785123825073,1.247825875878334
27.0,1.1485152840614319,1.2707522958517075
28.0,1.1489009573346092,1.253360003232956
29.0,1.146855686392103,1.2593480497598648
30.0,1.1450316678910029,1.2680745124816895
31.0,1.1420523495901198,1.2599614560604095
32.0,1.1491746192886716,1.3143853098154068
33.0,1.1427766169820512,1.2756226509809494
34.0,1.137809225491115,1.2523134350776672
35.0,1.1334079504013062,1.2716740816831589
36.0,1.141600245521182,1.2871109396219254
37.0,1.1334223605337597,1.2622594237327576
38.0,1.1349240853672935,1.242247849702835
39.0,1.1314129006294977,1.2603410482406616
40.0,1.1430931573822385,1.2531466335058212
41.0,1.129901641891116,1.2897168397903442
42.0,1.127353534812019,1.27357117831707
43.0,1.1304357960110618,1.2735021263360977
44.0,1.1337535778681438,1.2552603632211685
45.0,1.1211218124344235,1.2784508019685745
46.0,1.1154539783795674,1.2529397457838058
47.0,1.121649185816447,1.2596683651208878
48.0,1.117218397912525,1.2660564184188843
49.0,1.1231653690338135,1.223880559206009
50.0,1.1158798734347026,1.2722711563110352
51.0,1.120129732858567,1.2340366542339325
52.0,1.1095347149031503,1.2423307746648788
