tp,hidden_size,bidirectional,learning_rate,seed,final_train_loss,final_val_loss,final_val_acc,final_val_f1,best_val_f1,num_epochs,final_transition_mae,final_autocorr_r2
1,16,False,0.001,42,0.6749268650360729,0.9681012351065874,0.7591544949598849,0.4965721668859613,0.517099603271765,1000,0.6196351931330472,0.0
