tp,hidden_size,bidirectional,learning_rate,seed,final_train_loss,final_val_loss,final_val_acc,final_val_f1,best_val_f1,num_epochs,final_transition_mae,final_autocorr_r2
1,32,False,0.001,42,0.5673543138672477,1.426597846671939,0.7608002468627855,0.4772619258656292,0.5299236262363978,1000,0.6349248927038627,0.0
