Request Time,Model,Data Source,Poisson Arrival Rate,Tensor Parallel Size,Input Tokens,Output Tokens,E2E Latency,Batch Size,Effective Batch Size,Prefill Tokens,Decode Tokens,Prefill Throughput,Decode Throughput
1745703392.3104737,meta-llama/Llama-3.1-8B-Instruct,airoboros,0.5,2,66,2336,21.05144190788269,3.0,3.7855329699521834,1865.0,8294.0,14041.46306266458,142.9458803003159
1745703395.2866006,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.5,2,46,490,4.388957500457764,2.0,3.767857142857143,299.0,1118.0,31813.208164478576,257.1365980647908
1745703398.4250445,meta-llama/Llama-3.1-8B-Instruct,ARB,0.5,2,173,211,1.9296586513519287,1.0,3.7669559690969394,213.0,564.0,8130.517324279955,90.52759877978578
1745703402.3350844,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.5,2,175,660,6.240713596343994,6.0,3.774972196447726,1188.0,3200.0,71346.5991959622,516.3606821538732
1745703402.7518106,meta-llama/Llama-3.1-8B-Instruct,airoboros,0.5,2,60,2229,21.107482433319092,2.0,3.7972052560980374,2305.0,11290.0,11767.148079849083,112.57340270487956
1745703403.5794985,meta-llama/Llama-3.1-8B-Instruct,scibench,0.5,2,31,949,9.091955184936523,4.0,3.7854288208002207,1145.0,5768.0,12200.928210429563,187.36594885851
1745703405.932749,meta-llama/Llama-3.1-8B-Instruct,leetcode_ne,0.5,2,413,433,4.225726127624512,7.0,3.781069017426917,1075.0,3100.0,19768.390593524327,234.54642730606588
1745703406.2116687,meta-llama/Llama-3.1-8B-Instruct,tigerbot-kaggle,0.5,2,206,554,5.382904529571533,6.0,3.784218821829645,622.0,4006.0,8543.361529264916,215.88383410006028
1745703406.4112294,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.5,2,64,296,2.880364179611206,8.0,3.7785992422647863,376.0,2134.0,13027.621259613126,236.0377263509131
1745703408.585709,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.5,2,55,5675,53.08734083175659,4.0,3.800961697052741,3800.0,21729.0,8793.921245434585,94.43507435968613
1745703408.8295624,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.5,2,26,329,3.2143642902374268,5.0,3.784902538784246,177.0,2414.0,2637.794942925863,155.4031233185103
1745703409.2207048,meta-llama/Llama-3.1-8B-Instruct,airoboros,0.5,2,71,971,9.264655828475952,5.0,3.7966588016915144,1064.0,5524.0,9242.242841831288,92.52243142368111
1745703413.426042,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.5,2,79,518,4.925355434417725,6.0,3.796457169003497,953.0,2696.0,78474.2368587836,551.7969106443555
1745703415.1577363,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.5,2,49,579,5.533681631088257,3.0,3.798039586773084,834.0,3135.0,12604.280966888786,134.74042349861836
1745703416.3276894,meta-llama/Llama-3.1-8B-Instruct,airoboros,0.5,2,621,384,3.7146077156066895,4.0,3.7979472849186813,745.0,2233.0,13394.413055424347,125.68574132728875
1745703417.5692668,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.5,2,44,441,4.191090822219849,3.0,3.798380154941701,191.0,2130.0,2473.99856649595,77.67195017798188
1745703421.39276,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.5,2,67,402,3.7411420345306396,2.0,3.7978960790564233,369.0,1204.0,10222.64675308081,41.60368286471146
1745703424.2359247,meta-llama/Llama-3.1-8B-Instruct,reclor,0.5,2,222,211,1.9490687847137451,1.0,3.796528635506728,262.0,522.0,8276.638360559144,92.98448712386723
1745703430.0785563,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.5,2,58,653,6.041989803314209,2.0,3.7847647074008104,361.0,1621.0,11574.670427223044,235.5644145330108
1745703432.652584,meta-llama/Llama-3.1-8B-Instruct,reclor,0.5,2,128,95,0.9127488136291504,2.0,3.7859207013143177,168.0,291.0,9218.771152049721,333.47464216247613
1745703434.0739946,meta-llama/Llama-3.1-8B-Instruct,ARB,0.5,2,55,443,4.155867338180542,3.0,3.7857870113801857,299.0,1467.0,11400.749894835653,144.902167208278
1745703436.2196014,meta-llama/Llama-3.1-8B-Instruct,scibench,0.5,2,69,459,4.308969020843506,3.0,3.7857400211030185,274.0,1642.0,10416.246516160712,195.6927700247848
1745703436.850656,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.5,2,55,1234,11.765053749084473,6.0,3.794120470208804,581.0,5528.0,15389.251516401471,274.74316858877484
1745703439.4116323,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.5,2,30,1188,11.507420778274536,6.0,3.799987220447284,793.0,6038.0,14073.476324304633,212.97984655503453
1745703442.3470793,meta-llama/Llama-3.1-8B-Instruct,airoboros,0.5,2,41,966,9.49195408821106,6.0,3.802212118115868,819.0,5579.0,14815.265041290866,166.36993905141662
1745703444.1746874,meta-llama/Llama-3.1-8B-Instruct,airoboros,0.5,2,15,870,8.606464624404907,3.0,3.8026613057629715,738.0,5252.0,7279.054724160225,111.68682284223658
1745703444.196332,meta-llama/Llama-3.1-8B-Instruct,guanaco,0.5,2,33,1155,11.283401727676392,2.0,3.801735286061015,825.0,6099.0,6415.693099456632,100.6356507126188
