Request Time,Model,Data Source,Poisson Arrival Rate,Tensor Parallel Size,Input Tokens,Output Tokens,E2E Latency,Batch Size,Effective Batch Size,Prefill Tokens,Decode Tokens,Prefill Throughput,Decode Throughput
1745603125.8888638,meta-llama/Llama-3.1-8B-Instruct,reclor,4.0,1,138,74,1.0815038681030273,9.0,22.68421052631579,1218.0,506.0,47660.03883503106,501.4500955654725
1745603125.1604273,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,1,36,139,2.677138566970825,12.0,21.47482014388489,1730.0,1255.0,35614.091305434806,427.9911465797133
1745603126.3333097,meta-llama/Llama-3.1-8B-Instruct,reclor,4.0,1,156,118,1.6535534858703613,11.0,20.78,1063.0,1286.0,15139.277363380888,283.585952162663
1745603126.2832568,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,1,63,180,2.5599350929260254,14.0,22.588516746411482,2096.0,2084.0,23934.493116599435,295.789085826977
1745603127.1806011,meta-llama/Llama-3.1-8B-Instruct,reclor,4.0,1,236,127,1.835325002670288,13.0,22.122171945701357,1199.0,1677.0,14085.734117459635,214.69997401758727
1745603127.1065295,meta-llama/Llama-3.1-8B-Instruct,scienceqa,4.0,1,20,149,2.1862034797668457,14.0,25.949367088607595,2294.0,1956.0,23180.074638384558,196.40649130727994
1745603127.4357526,meta-llama/Llama-3.1-8B-Instruct,scienceqa,4.0,1,56,134,1.9870750904083252,14.0,25.849593495934958,2036.0,1809.0,17452.948273581922,152.0295688640615
1745603128.687507,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,1,22,135,2.0965847969055176,17.0,25.602985074626865,1953.0,2128.0,21915.807144164188,204.1175514262705
1745603128.998128,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,1,834,130,2.0561139583587646,17.0,25.47159090909091,1982.0,2109.0,14537.858851203033,213.44156504055866
1745603127.9952865,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,1,47,237,3.6434192657470703,16.0,24.646153846153847,2809.0,3686.0,16400.988940083036,230.58876485014193
1745603128.231044,meta-llama/Llama-3.1-8B-Instruct,ARB,4.0,1,541,231,3.563347101211548,15.0,24.408977556109726,2722.0,3661.0,12473.078518330161,188.03139873125573
1745603125.5490658,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,1,52,436,6.759953737258911,15.0,24.08466819221968,4733.0,5792.0,15424.048245012456,190.64572955797374
1745603129.7045991,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,1,53,189,2.871354341506958,14.0,23.70614035087719,730.0,3120.0,3978.3741685464406,153.7332889525629
1745603126.2924798,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,1,52,432,6.37101411819458,14.0,23.733766233766232,4239.0,6072.0,12364.649997060333,153.65649236500948
1745603126.1751487,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,1,75,484,7.1204283237457275,15.0,24.08118811881188,4994.0,6767.0,13872.89332358964,145.2425077942751
1745603130.7033215,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,1,26,175,2.6204915046691895,14.0,24.045364891518737,958.0,2810.0,4052.7753079077997,77.50877652713856
1745603126.7560472,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,1,123,450,6.688129663467407,14.0,24.816764132553605,4738.0,6580.0,11835.714231233476,117.92305491462224
1745603129.3289654,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,1,38,300,4.514462232589722,14.0,24.43438077634011,2287.0,4754.0,7796.941142820162,96.41430556568544
1745603129.9581099,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,1,246,288,4.324727535247803,14.0,24.11013986013986,1906.0,4562.0,6228.192015121901,88.34215536723146
1745603132.6113477,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,1,30,115,1.7297873497009277,13.0,24.039930555555557,1269.0,1740.0,9054.580432369654,52.693993932778056
1745603130.8837724,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,1,51,241,3.5818638801574707,14.0,24.426369863013697,1855.0,3731.0,5625.402449330384,68.08539484882677
1745603133.0537932,meta-llama/Llama-3.1-8B-Instruct,reclor,4.0,1,173,110,1.6495635509490967,13.0,24.13144758735441,1176.0,1648.0,6910.246428158559,51.76857076847211
1745603132.2323623,meta-llama/Llama-3.1-8B-Instruct,reclor,4.0,1,154,190,2.8408825397491455,14.0,25.056089743589745,2539.0,2843.0,9528.305960798574,50.150989971816436
1745603128.4680963,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,1,57,439,6.617074251174927,14.0,25.0384,4680.0,6791.0,9655.47293992781,89.16875542254918
1745603134.682403,meta-llama/Llama-3.1-8B-Instruct,reclor,4.0,1,202,84,1.3690571784973145,16.0,25.94890510948905,1926.0,1374.0,21425.565934729777,112.08442849547346
1745603129.6383848,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,1,293,448,6.8255250453948975,18.0,26.119549929676513,4897.0,7105.0,10478.959335140325,93.63305463416732
1745603135.237369,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,1,13,145,2.377415895462036,21.0,26.261813537675607,2050.0,2710.0,29405.97420780476,259.88666354892996
1745603134.043323,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,1,83,243,3.840414047241211,20.0,26.15,3249.0,4256.0,14382.752614951245,122.85402334510212
1745603126.2469468,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,1,63,777,11.685142755508423,18.0,26.127023661270236,8667.0,11780.0,12760.384425837425,106.34228905609693
1745603133.6667166,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,1,46,272,4.27472996711731,18.0,26.127023661270236,3335.0,4704.0,11957.789968056566,85.56574288771058
1745603134.756574,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,1,43,201,3.2395896911621094,18.0,26.178438661710036,2656.0,3683.0,14365.151595022962,86.41942032549431
