tp,hidden_size,bidirectional,learning_rate,seed,final_train_loss,final_val_loss,final_val_acc,final_val_balanced_acc,final_val_f1,final_val_ece,best_val_f1,num_epochs,final_transition_mae,final_autocorr_r2,final_tolerance_power_acc,final_boundary_f1
2,64,True,5e-05,42,1.3765329718589783,1.2778608798980713,0.5801707779886148,0.48840949499750125,0.4574653090329826,0.12842315563120324,0.46070450737857244,500,63.197781950431285,0.6821894087119593,0.5801707779886148,0.05780346770943317
