config,tp,n_runs,n_windows,c0_idle_w,c1_j_per_prefill_tok,c2_j_per_decode_tok,c1_over_c2,r2,rmse_w,mean_power_w,corr_f_g,L_knee_w,knee_found,knee_metric,ttft_knee_w,F_prefill_tps,G_decode_tps,itl_baseline_ms,resid_mean_mid_w,resid_mean_hi_w
deepseek-r1-distill-70b-a100_tp4,4,18,2202,984.7515275574864,0.07875948375681906,0.47211440794633885,0.16682287689421876,0.24095102248598688,249.37165244865074,1120.3415388430656,0.7969122951668239,310.57836551684466,True,itl,32.75208638770211,3943.3773648872416,657.845556690033,28.991246202070776,154.01569957321652,-17.02120158363396
deepseek-r1-distill-70b-a100_tp8,8,18,2183,1511.2749950192092,0.040754259217178575,1.02869274367631,0.03961752376276348,0.273544000600658,448.2508245788888,1772.348589363232,0.8086630657043684,471.84535575206337,True,itl,21.978056120564816,11577.817013863743,458.68444066767415,18.07232888304758,372.5327472183245,-30.658463404531705
deepseek-r1-distill-70b-h100_tp4,4,30,3641,1307.9304464237457,0.10851980636168232,1.0027735093676975,0.10821965812610056,0.3473574598295771,396.1739436427537,1581.3962671524152,0.8058447045370384,1066.8011915545826,False,p99-fallback,27.262588356005473,9830.474521849714,1063.850591971918,18.536333037738103,326.73365086845894,-13.213759342133935
deepseek-r1-distill-70b-h100_tp8,8,30,3629,1989.6298787706746,0.1171988767367456,1.6815688209790198,0.06969615235165438,0.3769783282079484,608.7898986534267,2431.080178403882,0.8032261310806088,1764.333639141229,False,p99-fallback,37.217055859520826,15054.185571285889,1049.2188111064186,12.470451895827258,566.4988250127996,4.543975302984232
deepseek-r1-distill-8b-a100_tp1,1,22,2648,170.09670764638477,0.017306561319474476,0.20031127469542725,0.08639833851483925,0.4562485422746254,63.409775070980785,217.9418795166527,0.8265708711382611,225.81945929444103,False,p99-fallback,6.269965316272112,13048.199184452325,1127.3427301473614,11.783011189483975,57.09371512482741,8.572116806327289
deepseek-r1-distill-8b-a100_tp2,2,18,2168,294.4228832294701,0.035507450690347706,0.3407411868950103,0.10420651232070843,0.5262631796581922,101.09159015078636,392.58606590320335,0.8202908761566782,410.6116141144074,False,p99-fallback,15.099460829837074,11564.097284686999,1205.0542461746068,7.809918727870071,88.77237797002284,6.4202339099650985
deepseek-r1-distill-8b-a100_tp4,4,18,2169,461.4104959424718,0.05745133941589854,0.5389178652858587,0.10660500071829049,0.6142808480003283,135.0617017454825,616.8119961679934,0.8202780985811855,663.4165957307897,False,p99-fallback,18.92907291942855,11547.45219999522,1231.0161500749155,5.643987971427758,108.59965737375418,17.156709138451916
deepseek-r1-distill-8b-a100_tp8,8,18,2168,799.6533040974475,0.08037726981598887,0.7703387999429443,0.10434015503560522,0.6451788880109868,180.48867120094206,1020.6181829476087,0.813363483453763,919.7800977836098,False,p99-fallback,26.612182895779668,11443.286141583332,1193.9942501295975,5.341092085810917,141.96910012858885,26.60691837784682
deepseek-r1-distill-8b-h100_tp1,1,30,3609,235.52628613684362,0.034351224721958944,0.3136545152433042,0.10951930564529715,0.5865033990327455,83.23620010356541,326.2456317936478,0.8123520398572092,373.31461717218986,False,p99-fallback,7.664556594090755,10867.57809055784,1190.2096065239389,7.2626246581064,68.60226487828051,8.250457842056456
deepseek-r1-distill-8b-h100_tp2,2,30,3607,386.9259474845099,0.061669095713729506,0.5100260586539609,0.12091361738748009,0.6546782755045074,118.795479061434,535.781868230308,0.8117010609149908,610.0918669521587,False,p99-fallback,29.36407399139472,9892.991941769837,1196.1974424645816,5.28320045453835,85.70634759354718,18.79421882167369
deepseek-r1-distill-8b-h100_tp4,4,29,3479,634.8396454732801,0.08011153996967577,0.8346433788673964,0.09598295750981264,0.7375239782593541,149.84745692707253,856.1961965890348,0.8088843406812882,1017.6631732306603,False,p99-fallback,29.50916968628994,12703.078403134821,1219.2790346119084,3.947446068948544,78.47154258105824,44.205662116921744
deepseek-r1-distill-8b-h100_tp8,8,30,3604,1145.6103647009786,0.13606536893174687,1.0758772849840148,0.12646922732806698,0.7704748399292153,191.36570591717435,1461.5536109159914,0.8116910253476458,1355.4980789159617,False,p99-fallback,42.01616939524326,9962.109312296114,1259.90026728383,3.4086837333234143,106.71599082320844,46.360741174170684
gpt-oss-120b-a100_tp4,4,30,3604,370.5406877148042,0.05981129573067641,0.6948561063945605,0.08607723984901376,0.8869151375437494,78.02855815559239,569.0930990909184,0.8060526619006743,612.020023958184,True,itl,27.822419916989976,10232.515722682916,880.7867101201817,5.089590809390722,57.49179691341742,13.24270301783424
gpt-oss-120b-a100_tp8,8,30,3604,696.1421414585537,0.061589114744960885,0.8695456470800716,0.07082907602582648,0.8258532404780133,125.06225464922157,941.6480262645231,0.8076846916078195,1060.7964123537554,False,p99-fallback,16.202385813663568,17223.764568568473,1219.943330078073,5.085920030479628,93.99114834794933,19.91309199471121
gpt-oss-20b-a100_tp1,1,31,3725,108.19175998943774,0.028197803044670608,0.25745287802176875,0.10952607429110334,0.846222697569438,35.060393751646856,181.44042534793357,0.8185473539446985,119.1619401995188,True,itl,10.343231605742224,4225.929942511618,462.8495168325255,4.684665563939166,21.49531325589116,8.89575951808866
gpt-oss-20b-a100_tp2,2,30,3603,192.5589446953656,0.025590316967867826,0.3778436272288121,0.06772726896455239,0.8621613141701777,47.24214382550161,298.963226019665,0.8141722278051682,332.9730125352481,True,itl,14.620727825172768,13011.679884752566,881.245543235293,3.944593497022008,28.542959342145448,11.16053417348701
llama-3-405b-h100_tp8,8,30,3668,2944.997139537915,0.28954699219737373,1.5203134699246437,0.19045216524439892,0.3102479044126637,674.2237139506414,3380.6005910375416,0.7960117454645602,969.1985226186745,True,itl,100.04334724144772,3347.2926631474274,637.499135403118,32.11134147357753,367.59493287058467,-39.841078876831816
llama-3-70b-a100_tp4,4,30,3666,973.4099979296632,0.08194282562416602,0.5033130947149705,0.16280686213930273,0.24633764604135933,255.25185166330678,1113.0357099999676,0.7914714522512472,326.8287265843222,True,itl,30.842602179154714,3988.49715145698,649.3547058802582,29.047207489351912,166.36765727956177,-15.025897099170319
llama-3-70b-a100_tp8,8,30,3637,1443.3282208673036,0.060335281984895205,1.012959605040828,0.0595633643085534,0.27723066710003486,433.1264004623229,1696.714858100196,0.8047362916473836,462.02294465742875,True,itl,22.166340314913707,7657.591536127984,456.11191439248614,18.115236138547484,369.9682333116293,-28.608981610279923
llama-3-70b-h100_tp4,4,29,3513,1281.7463014366826,0.11441387909045786,1.1742115581831973,0.0974388970139973,0.36618964328678183,408.1296573014104,1566.7810683330074,0.7954967411274652,1205.5392509936814,False,p99-fallback,44.37918234586913,10536.652201439289,1026.6797687283508,18.165132369605367,347.86499871540894,2.722129168354024
llama-3-70b-h100_tp8,8,30,3622,1961.392603991274,0.14792428371751373,1.7631061841904134,0.08389981558906386,0.3936409998102527,607.5221469228755,2414.899118952313,0.7989330597828007,1862.039470773043,False,p99-fallback,62.43234691483832,12587.787643636118,1056.113061975367,12.44938109681738,566.8597628933768,7.9427997479053465
llama-3-8b-h100_tp1,1,30,3612,238.32290405524955,0.045247856793302114,0.2890881224480321,0.15651925236546543,0.5830542943589796,82.32000300333412,327.14217185567276,0.8164569496511657,368.7074679906592,False,p99-fallback,18.05063921726137,8148.617285343727,1275.4154853143089,7.448862750000747,68.20984343365502,7.508453858294581
llama-3-8b-h100_tp2,2,29,3482,388.3626831390475,0.06249241097059693,0.5171029085789067,0.12085101424460654,0.6415263323153679,120.23494691258978,530.8680528880176,0.8096327031956613,622.4024551526742,False,p99-fallback,28.15636308632922,9959.64862750324,1203.63363815367,5.2585962002922315,81.12140154739932,24.94350137023974
llama-3-8b-h100_tp4,4,30,3603,655.7873812535111,0.10885255918137289,0.7654247274274044,0.14221197105458924,0.737988844750693,153.71980531783475,887.9910585512706,0.8172162686876964,987.1329684367169,False,p99-fallback,33.78373066045577,9068.532479718102,1289.653878513273,3.9323196250127994,90.0781434354653,35.27881944155874
llama-3-8b-h100_tp8,8,30,3600,1161.0672829060322,0.13628460729442268,1.045778043955188,0.1303188645833365,0.7671792703418789,192.9487001511144,1474.4849215952727,0.817314664670316,1358.0587671251421,False,p99-fallback,45.31048322258516,9964.872732775006,1298.6109002526882,3.426817906783673,104.04300732501932,48.810553764468644
