Request Time,Model,Data Source,Poisson Arrival Rate,Tensor Parallel Size,Input Tokens,Output Tokens,E2E Latency
1744064385.8742192,meta-llama/Llama-3.1-8B-Instruct,leetcode_ne,0.25,8,504,381,3.327882766723633
1744064388.8408408,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,254,142,1.2420940399169922
1744064394.8299754,meta-llama/Llama-3.1-8B-Instruct,airoboros,0.25,8,639,339,3.142204523086548
1744064394.8382866,meta-llama/Llama-3.1-8B-Instruct,leetcode_ne,0.25,8,134,633,5.727238178253174
1744064395.5723,meta-llama/Llama-3.1-8B-Instruct,reclor,0.25,8,206,139,1.298553705215454
1744064395.6147459,meta-llama/Llama-3.1-8B-Instruct,theoremqa,0.25,8,362,4671,42.42162322998047
1744064396.2405162,meta-llama/Llama-3.1-8B-Instruct,scienceqa,0.25,8,58,66,0.6288740634918213
1744064397.357433,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,57,372,3.3213396072387695
1744064397.6260285,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,42,99,0.9158728122711182
1744064399.7146194,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,61,9368,99.09745812416077
1744064405.68491,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,47,4738,43.503620862960815
1744064412.5531816,meta-llama/Llama-3.1-8B-Instruct,airoboros,0.25,8,702,364,3.3881516456604004
1744064413.7277083,meta-llama/Llama-3.1-8B-Instruct,reclor,0.25,8,128,151,1.4334204196929932
1744064422.722012,meta-llama/Llama-3.1-8B-Instruct,reclor,0.25,8,160,142,1.3420352935791016
1744064424.1701834,meta-llama/Llama-3.1-8B-Instruct,scienceqa,0.25,8,22,61,0.5902512073516846
1744064426.4425335,meta-llama/Llama-3.1-8B-Instruct,reclor,0.25,8,170,187,1.7623891830444336
1744064428.5354474,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,11,151,1.4330778121948242
1744064435.6528926,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,37,281,2.684532403945923
1744064438.9619305,meta-llama/Llama-3.1-8B-Instruct,guanaco,0.25,8,17,370,3.3908498287200928
1744064443.4289968,meta-llama/Llama-3.1-8B-Instruct,scibench,0.25,8,77,911,8.403119564056396
1744064444.8336992,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,12,155,1.465956687927246
1744064447.475769,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,60,265,2.482269048690796
1744064457.3368492,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,162,280,2.5258290767669678
1744064459.936947,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,26,258,2.435241222381592
1744064460.800087,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,136,539,5.0545220375061035
1744064461.2368197,meta-llama/Llama-3.1-8B-Instruct,guanaco,0.25,8,44,1079,9.879463911056519
1744064462.169009,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,18,125,1.1982755661010742
1744064471.9612815,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,15,187,2.2579963207244873
1744064472.246884,meta-llama/Llama-3.1-8B-Instruct,theoremqa,0.25,8,607,659,11.976455450057983
1744064478.6493683,meta-llama/Llama-3.1-8B-Instruct,reclor,0.25,8,194,3763,44.75844621658325
1744064480.7958233,meta-llama/Llama-3.1-8B-Instruct,reclor,0.25,8,210,174,3.528597116470337
1744064489.5096407,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,54,442,8.936443567276001
1744064490.4989276,meta-llama/Llama-3.1-8B-Instruct,reclor,0.25,8,139,171,3.4668643474578857
1744064491.6283784,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,56,4462,43.98796892166138
1744064494.2611516,meta-llama/Llama-3.1-8B-Instruct,leetcode_ne,0.25,8,393,399,6.107352018356323
1744064509.4636242,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,55,330,3.1022939682006836
1744064509.5099223,meta-llama/Llama-3.1-8B-Instruct,reclor,0.25,8,119,101,0.9351017475128174
1744064510.478939,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,34,214,2.021709680557251
1744064511.1098704,meta-llama/Llama-3.1-8B-Instruct,reclor,0.25,8,188,222,2.115837812423706
1744064512.0690827,meta-llama/Llama-3.1-8B-Instruct,airoboros,0.25,8,19,174,1.6498444080352783
1744064512.4949126,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,36,336,3.0829360485076904
1744064518.9001095,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,43,170,1.5603868961334229
1744064520.879634,meta-llama/Llama-3.1-8B-Instruct,scibench,0.25,8,120,489,4.399181365966797
1744064529.5406382,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,144,848,7.672598600387573
1744064530.741108,meta-llama/Llama-3.1-8B-Instruct,scienceqa,0.25,8,45,125,1.1777780055999756
1744064531.4551463,meta-llama/Llama-3.1-8B-Instruct,airoboros,0.25,8,55,632,5.724107503890991
1744064532.0316927,meta-llama/Llama-3.1-8B-Instruct,reclor,0.25,8,106,246,2.2653775215148926
1744064535.6580107,meta-llama/Llama-3.1-8B-Instruct,reclor,0.25,8,202,147,1.3047547340393066
1744064537.7013404,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,54,163,1.401531457901001
1744064540.5440032,meta-llama/Llama-3.1-8B-Instruct,theoremqa,0.25,8,422,97,0.8511617183685303
1744064541.7298744,meta-llama/Llama-3.1-8B-Instruct,ARB,0.25,8,288,95,0.8464441299438477
1744064542.2079515,meta-llama/Llama-3.1-8B-Instruct,guanaco,0.25,8,47,258,2.3006680011749268
1744064542.5782328,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,69,1041,8.919761419296265
1744064543.617582,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,13,101,0.9207003116607666
1744064544.4777775,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,9,86,0.7789380550384521
1744064557.5139313,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,44,310,2.6977832317352295
1744064559.939665,meta-llama/Llama-3.1-8B-Instruct,leetcode_ne,0.25,8,417,435,3.812063217163086
1744064561.4261038,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,112,639,5.593279838562012
1744064563.4134636,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,33,751,6.4728193283081055
1744064565.2391665,meta-llama/Llama-3.1-8B-Instruct,scienceqa,0.25,8,69,87,0.7845063209533691
1744064576.4005318,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,64,480,4.1385767459869385
1744064579.6372323,meta-llama/Llama-3.1-8B-Instruct,reclor,0.25,8,240,185,1.6117379665374756
1744064583.3333044,meta-llama/Llama-3.1-8B-Instruct,reclor,0.25,8,257,147,1.2876970767974854
1744064586.4049635,meta-llama/Llama-3.1-8B-Instruct,ARB,0.25,8,183,204,1.7641844749450684
1744064588.878996,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,72,188,1.6113107204437256
1744064593.1037781,meta-llama/Llama-3.1-8B-Instruct,leetcode_ne,0.25,8,325,532,4.585106611251831
1744064597.3685484,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,518,232,2.031879425048828
1744064598.6509235,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,33,375,3.2097582817077637
1744064602.3721652,meta-llama/Llama-3.1-8B-Instruct,airoboros,0.25,8,839,454,3.8945727348327637
1744064606.9036186,meta-llama/Llama-3.1-8B-Instruct,leetcode_ne,0.25,8,233,545,4.711676597595215
1744064610.220274,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,110,335,2.9772605895996094
1744064610.8211372,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,35,306,2.7143654823303223
1744064611.7453194,meta-llama/Llama-3.1-8B-Instruct,ARB,0.25,8,113,7079,63.355716943740845
1744064612.5754333,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,28,191,1.6870293617248535
1744064614.7014105,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,34,349,3.0412557125091553
1744064620.3141701,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,389,54,0.5156381130218506
1744064620.5597105,meta-llama/Llama-3.1-8B-Instruct,scibench,0.25,8,105,1565,13.966275215148926
1744064622.174186,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,56,4332,39.04738211631775
1744064622.7560227,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,93,231,2.091813564300537
1744064637.4833055,meta-llama/Llama-3.1-8B-Instruct,reclor,0.25,8,240,124,1.1425034999847412
1744064638.7892096,meta-llama/Llama-3.1-8B-Instruct,airoboros,0.25,8,53,645,5.924592971801758
1744064639.0316904,meta-llama/Llama-3.1-8B-Instruct,reclor,0.25,8,196,114,1.0565366744995117
1744064641.8909817,meta-llama/Llama-3.1-8B-Instruct,reclor,0.25,8,172,96,0.9272613525390625
1744064642.4127872,meta-llama/Llama-3.1-8B-Instruct,airoboros,0.25,8,22,638,5.840071201324463
1744064650.6647544,meta-llama/Llama-3.1-8B-Instruct,reclor,0.25,8,210,119,1.1044604778289795
1744064652.1214833,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,18,197,1.8193981647491455
1744064660.5352101,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,81,243,2.268254518508911
1744064662.2029312,meta-llama/Llama-3.1-8B-Instruct,airoboros,0.25,8,896,196,1.816547155380249
1744064671.487424,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,24,186,1.6849868297576904
1744064673.459682,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,41,217,2.024200916290283
1744064673.8292794,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,25,802,7.136849880218506
1744064674.5722852,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,31,4883,43.789839029312134
1744064678.2354,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,85,527,4.670433044433594
1744064679.4859276,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,40,254,2.2788076400756836
1744064680.5192106,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,77,5539,49.957422971725464
1744064689.718151,meta-llama/Llama-3.1-8B-Instruct,tigerbot-kaggle,0.25,8,929,739,6.7070465087890625
1744064692.9258764,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,93,220,2.0186703205108643
1744064700.6406507,meta-llama/Llama-3.1-8B-Instruct,airoboros,0.25,8,35,953,8.870083332061768
1744064705.0654683,meta-llama/Llama-3.1-8B-Instruct,scibench,0.25,8,47,270,2.5534424781799316
1744064706.4601943,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,39,429,4.042522668838501
1744064707.184233,meta-llama/Llama-3.1-8B-Instruct,scienceqa,0.25,8,97,90,0.8763077259063721
1744064708.7397933,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,34,136,1.3009674549102783
1744064712.7721171,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,69,190,1.751509428024292
1744064714.8253841,meta-llama/Llama-3.1-8B-Instruct,reclor,0.25,8,223,137,1.273423433303833
1744064716.5389657,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,273,6852,61.44223093986511
1744064721.1241543,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,283,592,5.4633331298828125
1744064723.174598,meta-llama/Llama-3.1-8B-Instruct,reclor,0.25,8,211,88,0.8587813377380371
1744064723.4481125,meta-llama/Llama-3.1-8B-Instruct,scienceqa,0.25,8,20,32,0.33846187591552734
1744064726.9095662,meta-llama/Llama-3.1-8B-Instruct,airoboros,0.25,8,10,110,1.0353658199310303
1744064729.086606,meta-llama/Llama-3.1-8B-Instruct,ARB,0.25,8,303,255,2.3441696166992188
1744064730.1519682,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,79,449,4.081780195236206
1744064731.4653301,meta-llama/Llama-3.1-8B-Instruct,airoboros,0.25,8,603,167,1.561713695526123
1744064731.7078614,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,44,317,2.8565311431884766
1744064746.346301,meta-llama/Llama-3.1-8B-Instruct,reclor,0.25,8,208,166,1.489579439163208
1744064748.3370056,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,205,637,5.77267599105835
1744064750.3823915,meta-llama/Llama-3.1-8B-Instruct,airoboros,0.25,8,25,973,8.794651508331299
1744064751.1664574,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,41,322,2.951817750930786
1744064757.829877,meta-llama/Llama-3.1-8B-Instruct,scienceqa,0.25,8,98,79,0.7432334423065186
1744064758.6348221,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,144,321,2.899806022644043
1744064761.3383942,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,44,4348,38.63502335548401
1744064762.2003698,meta-llama/Llama-3.1-8B-Instruct,airoboros,0.25,8,37,868,8.01292896270752
1744064766.5891485,meta-llama/Llama-3.1-8B-Instruct,scienceqa,0.25,8,92,93,0.8873758316040039
1744064768.185194,meta-llama/Llama-3.1-8B-Instruct,scienceqa,0.25,8,41,56,0.543602705001831
1744064778.637815,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,57,329,2.9750993251800537
1744064778.6426198,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,35,289,2.6038081645965576
1744064780.299811,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,52,147,1.3613941669464111
1744064781.5100613,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,61,169,1.559816837310791
1744064781.6267774,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,45,159,1.4515860080718994
1744064781.7156396,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.25,8,16,327,2.9045026302337646
