Request Time,Model,Data Source,Poisson Arrival Rate,Tensor Parallel Size,Input Tokens,Output Tokens,E2E Latency
1741905071.6300757,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,4,10,149,1.0920326709747314
1741905071.9133005,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,4,49,322,2.233304023742676
1741905072.5768015,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,4,12,242,1.714416742324829
1741905072.625868,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,4,20,289,2.0442049503326416
1741905072.6474657,meta-llama/Llama-3.1-8B-Instruct,leetcode_ne,4.0,4,670,807,6.186004161834717
1741905073.172376,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,4,43,177,1.2663600444793701
1741905073.386009,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,4,27,92,0.6724295616149902
1741905073.9207752,meta-llama/Llama-3.1-8B-Instruct,ARB,4.0,4,324,223,1.5541386604309082
1741905074.0117645,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,4,31,128,0.9043948650360107
1741905074.3539536,meta-llama/Llama-3.1-8B-Instruct,guanaco,4.0,4,30,527,4.220386028289795
1741905074.6094968,meta-llama/Llama-3.1-8B-Instruct,tigerbot-kaggle,4.0,4,333,937,7.533134698867798
1741905075.414014,meta-llama/Llama-3.1-8B-Instruct,guanaco,4.0,4,23,422,3.626967668533325
1741905075.7344654,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,4,20,355,3.106287717819214
1741905075.7817736,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,4,71,376,3.2964541912078857
1741905075.917142,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,4,80,385,3.3777356147766113
1741905075.9364207,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,4,72,260,2.306023120880127
1741905075.9517672,meta-llama/Llama-3.1-8B-Instruct,reclor,4.0,4,249,104,0.9097161293029785
1741905076.1219757,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,4,38,167,1.487764835357666
1741905076.1337492,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,4,267,144,1.297572374343872
1741905076.336532,meta-llama/Llama-3.1-8B-Instruct,reclor,4.0,4,200,240,2.138758659362793
1741905076.3918614,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,4,32,8488,100.02038168907166
1741905076.5366228,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,4,39,5004,50.8630166053772
1741905076.688003,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,4,364,222,1.969116449356079
1741905076.8510878,meta-llama/Llama-3.1-8B-Instruct,airoboros,4.0,4,33,236,2.0825045108795166
1741905076.9427006,meta-llama/Llama-3.1-8B-Instruct,leetcode_ne,4.0,4,794,539,4.461422443389893
1741905076.9739664,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,4,37,264,2.3062949180603027
1741905076.9791646,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,4,9,246,2.1519806385040283
1741905077.3975008,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,4,35,447,3.6960153579711914
1741905077.864487,meta-llama/Llama-3.1-8B-Instruct,airoboros,4.0,4,66,396,3.258739709854126
1741905078.0529196,meta-llama/Llama-3.1-8B-Instruct,scienceqa,4.0,4,47,85,0.7421693801879883
1741905078.3432927,meta-llama/Llama-3.1-8B-Instruct,airoboros,4.0,4,21,475,3.8288772106170654
1741905078.8705459,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,4,84,180,1.4809095859527588
1741905078.924831,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,4,55,189,1.5292189121246338
