Request Time,Model,Data Source,Poisson Arrival Rate,Tensor Parallel Size,Input Tokens,Output Tokens,E2E Latency
1741889256.8060467,meta-llama/Llama-3.1-8B-Instruct,ARB,0.125,1,58,326,4.129836082458496
1741889259.6093855,meta-llama/Llama-3.1-8B-Instruct,airoboros,0.125,1,12,45,0.5600028038024902
1741889263.6597013,meta-llama/Llama-3.1-8B-Instruct,tigerbot-kaggle,0.125,1,281,519,6.575424671173096
1741889266.4498034,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,1,92,120,1.455219030380249
1741889276.444201,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,1,36,286,3.478529691696167
1741889276.6797817,meta-llama/Llama-3.1-8B-Instruct,theoremqa,0.125,1,408,2575,31.382572412490845
1741889282.8383157,meta-llama/Llama-3.1-8B-Instruct,leetcode_ne,0.125,1,563,467,5.696774244308472
1741889289.8786445,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,1,18,154,1.871730089187622
1741889292.7247777,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,1,63,7243,89.64882326126099
1741889293.2135317,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,1,104,111,1.389796495437622
1741889298.9243731,meta-llama/Llama-3.1-8B-Instruct,reclor,0.125,1,186,197,2.4752025604248047
1741889310.5680118,meta-llama/Llama-3.1-8B-Instruct,reclor,0.125,1,205,167,2.0349628925323486
1741889321.250698,meta-llama/Llama-3.1-8B-Instruct,reclor,0.125,1,234,164,2.01949405670166
1741889328.7218442,meta-llama/Llama-3.1-8B-Instruct,reclor,0.125,1,178,102,1.276719570159912
1741889344.3911378,meta-llama/Llama-3.1-8B-Instruct,guanaco,0.125,1,36,783,9.666215658187866
1741889354.0070705,meta-llama/Llama-3.1-8B-Instruct,scienceqa,0.125,1,42,82,1.0384981632232666
1741889364.804785,meta-llama/Llama-3.1-8B-Instruct,reclor,0.125,1,222,218,2.7468061447143555
1741889368.231634,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,1,37,507,6.383626937866211
1741889374.2299411,meta-llama/Llama-3.1-8B-Instruct,guanaco,0.125,1,15,275,3.4906699657440186
1741889386.3883486,meta-llama/Llama-3.1-8B-Instruct,reclor,0.125,1,165,33,0.4343128204345703
1741889388.2445524,meta-llama/Llama-3.1-8B-Instruct,airoboros,0.125,1,49,1371,16.560012102127075
1741889399.2548842,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,1,28,278,3.351670265197754
1741889413.5442839,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,1,37,186,2.2565674781799316
1741889420.614462,meta-llama/Llama-3.1-8B-Instruct,tigerbot-kaggle,0.125,1,128,445,5.395312070846558
1741889422.0261638,meta-llama/Llama-3.1-8B-Instruct,theoremqa,0.125,1,397,435,5.245741128921509
1741889425.7201958,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,1,48,422,5.113829851150513
1741889428.3608122,meta-llama/Llama-3.1-8B-Instruct,scienceqa,0.125,1,49,132,1.6351900100708008
1741889428.664587,meta-llama/Llama-3.1-8B-Instruct,leetcode_ne,0.125,1,462,564,6.856611251831055
1741889434.3824894,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,1,30,158,1.9168546199798584
1741889445.7537713,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,1,29,196,2.372748613357544
1741889448.2595475,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,1,182,327,3.9908156394958496
1741889453.3394535,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,1,72,232,2.797518730163574
1741889464.3387058,meta-llama/Llama-3.1-8B-Instruct,scibench,0.125,1,94,3585,43.898555278778076
1741889477.5858212,meta-llama/Llama-3.1-8B-Instruct,ARB,0.125,1,132,316,3.8577208518981934
1741889481.9416468,meta-llama/Llama-3.1-8B-Instruct,reclor,0.125,1,185,233,2.8875732421875
1741889483.8968706,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,1,38,857,10.670284509658813
1741889484.645868,meta-llama/Llama-3.1-8B-Instruct,theoremqa,0.125,1,370,408,5.0831663608551025
1741889488.3159797,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,1,35,850,10.602232933044434
1741889490.2274616,meta-llama/Llama-3.1-8B-Instruct,airoboros,0.125,1,19,453,5.690121412277222
1741889497.002881,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,1,172,338,4.1758506298065186
1741889516.4544852,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,1,35,123,1.5030863285064697
1741889517.6399713,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,1,9,106,1.2860405445098877
1741889526.168671,meta-llama/Llama-3.1-8B-Instruct,leetcode_ne,0.125,1,648,664,8.084657907485962
1741889537.285007,meta-llama/Llama-3.1-8B-Instruct,tigerbot-kaggle,0.125,1,476,699,8.52538537979126
1741889538.1361225,meta-llama/Llama-3.1-8B-Instruct,tigerbot-kaggle,0.125,1,465,414,5.039172410964966
1741889546.4953856,meta-llama/Llama-3.1-8B-Instruct,guanaco,0.125,1,14,400,4.7873241901397705
1741889548.9841387,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,1,31,308,3.7851836681365967
1741889552.0395644,meta-llama/Llama-3.1-8B-Instruct,airoboros,0.125,1,1461,154,1.9658682346343994
1741889581.515644,meta-llama/Llama-3.1-8B-Instruct,scienceqa,0.125,1,64,136,1.6547868251800537
1741889590.7689426,meta-llama/Llama-3.1-8B-Instruct,leetcode_ne,0.125,1,515,518,6.319368124008179
1741889597.863482,meta-llama/Llama-3.1-8B-Instruct,reclor,0.125,1,152,86,1.0504202842712402
1741889618.6764102,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,1,42,698,8.40627121925354
1741889625.2743804,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,1,50,235,2.8304293155670166
1741889639.457497,meta-llama/Llama-3.1-8B-Instruct,guanaco,0.125,1,8,3065,37.36942672729492
1741889654.8181758,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,1,35,189,2.2980270385742188
1741889661.3191655,meta-llama/Llama-3.1-8B-Instruct,guanaco,0.125,1,51,813,9.920423746109009
1741889665.2033713,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,1,33,191,2.3793208599090576
1741889675.8916411,meta-llama/Llama-3.1-8B-Instruct,airoboros,0.125,1,538,255,3.147036552429199
1741889677.249771,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,1,269,246,2.981645107269287
1741889682.4445791,meta-llama/Llama-3.1-8B-Instruct,theoremqa,0.125,1,420,8643,110.6264386177063
1741889682.8051982,meta-llama/Llama-3.1-8B-Instruct,scienceqa,0.125,1,94,95,1.1522395610809326
1741889686.1461377,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,1,70,226,2.7502987384796143
1741889687.4688697,meta-llama/Llama-3.1-8B-Instruct,guanaco,0.125,1,59,313,3.793205738067627
1741889701.5863316,meta-llama/Llama-3.1-8B-Instruct,scibench,0.125,1,96,525,6.411669969558716
1741889711.946313,meta-llama/Llama-3.1-8B-Instruct,airoboros,0.125,1,96,251,3.0702362060546875
1741889720.35887,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,1,73,337,4.576694488525391
1741889729.8364701,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,1,54,406,5.010737657546997
1741889748.4219906,meta-llama/Llama-3.1-8B-Instruct,scibench,0.125,1,105,433,5.448713541030884
1741889759.4580014,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,1,50,235,2.9760074615478516
1741889766.0564866,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,1,24,132,1.7188050746917725
1741889767.3202684,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,1,41,261,3.3328514099121094
