timestamp,query.start,query.end,index,uuid,power.draw [W],clocks.sm [MHz],clocks.mem [MHz],utilization.gpu [%],utilization.memory [%],memory.used [MiB],temperature.gpu
2026/07/24 16:22:25.572,2026/07/24 16:22:25.558,2026/07/24 16:22:25.587,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,90.48,1410,1593,0,0,73511,44
2026/07/24 16:22:25.572,2026/07/24 16:22:25.558,2026/07/24 16:22:25.587,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.14,1410,1593,0,0,73511,35
2026/07/24 16:22:25.824,2026/07/24 16:22:25.808,2026/07/24 16:22:25.840,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,90.81,1410,1593,0,0,73511,44
2026/07/24 16:22:25.824,2026/07/24 16:22:25.808,2026/07/24 16:22:25.840,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.14,1410,1593,0,0,73511,35
2026/07/24 16:22:26.072,2026/07/24 16:22:26.058,2026/07/24 16:22:26.086,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,90.16,1410,1593,0,0,73511,44
2026/07/24 16:22:26.072,2026/07/24 16:22:26.058,2026/07/24 16:22:26.086,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.14,1410,1593,0,0,73511,35
2026/07/24 16:22:26.323,2026/07/24 16:22:26.308,2026/07/24 16:22:26.337,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.56,1410,1593,0,0,73511,44
2026/07/24 16:22:26.323,2026/07/24 16:22:26.308,2026/07/24 16:22:26.337,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.22,1410,1593,0,0,73511,35
2026/07/24 16:22:26.573,2026/07/24 16:22:26.558,2026/07/24 16:22:26.588,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.56,1410,1593,0,0,73511,44
2026/07/24 16:22:26.573,2026/07/24 16:22:26.558,2026/07/24 16:22:26.588,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.14,1410,1593,0,0,73511,35
2026/07/24 16:22:26.824,2026/07/24 16:22:26.808,2026/07/24 16:22:26.840,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.56,1410,1593,0,0,73511,44
2026/07/24 16:22:26.824,2026/07/24 16:22:26.808,2026/07/24 16:22:26.840,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.14,1410,1593,0,0,73511,35
2026/07/24 16:22:27.073,2026/07/24 16:22:27.058,2026/07/24 16:22:27.087,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.88,1410,1593,0,0,73511,44
2026/07/24 16:22:27.073,2026/07/24 16:22:27.058,2026/07/24 16:22:27.087,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.14,1410,1593,0,0,73511,35
2026/07/24 16:22:27.322,2026/07/24 16:22:27.308,2026/07/24 16:22:27.336,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.88,1410,1593,0,0,73511,44
2026/07/24 16:22:27.322,2026/07/24 16:22:27.308,2026/07/24 16:22:27.336,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.14,1410,1593,0,0,73511,35
2026/07/24 16:22:27.572,2026/07/24 16:22:27.558,2026/07/24 16:22:27.586,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.56,1410,1593,0,0,73511,44
2026/07/24 16:22:27.572,2026/07/24 16:22:27.558,2026/07/24 16:22:27.586,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.14,1410,1593,0,0,73511,35
2026/07/24 16:22:27.823,2026/07/24 16:22:27.809,2026/07/24 16:22:27.838,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.56,1410,1593,0,0,73511,44
2026/07/24 16:22:27.823,2026/07/24 16:22:27.809,2026/07/24 16:22:27.838,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.14,1410,1593,0,0,73511,35
2026/07/24 16:22:28.073,2026/07/24 16:22:28.059,2026/07/24 16:22:28.088,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.56,1410,1593,0,0,73511,44
2026/07/24 16:22:28.073,2026/07/24 16:22:28.059,2026/07/24 16:22:28.088,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.14,1410,1593,0,0,73511,35
2026/07/24 16:22:28.322,2026/07/24 16:22:28.309,2026/07/24 16:22:28.336,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.56,1410,1593,0,0,73511,44
2026/07/24 16:22:28.322,2026/07/24 16:22:28.309,2026/07/24 16:22:28.336,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.14,1410,1593,0,0,73511,35
2026/07/24 16:22:28.573,2026/07/24 16:22:28.559,2026/07/24 16:22:28.586,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.88,1410,1593,0,0,73511,44
2026/07/24 16:22:28.573,2026/07/24 16:22:28.559,2026/07/24 16:22:28.586,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.14,1410,1593,0,0,73511,35
2026/07/24 16:22:28.823,2026/07/24 16:22:28.809,2026/07/24 16:22:28.837,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.56,1410,1593,0,0,73511,44
2026/07/24 16:22:28.823,2026/07/24 16:22:28.809,2026/07/24 16:22:28.837,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.22,1410,1593,0,0,73511,35
2026/07/24 16:22:29.075,2026/07/24 16:22:29.059,2026/07/24 16:22:29.090,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.65,1410,1593,0,0,73511,44
2026/07/24 16:22:29.075,2026/07/24 16:22:29.059,2026/07/24 16:22:29.090,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.14,1410,1593,0,0,73511,35
2026/07/24 16:22:29.322,2026/07/24 16:22:29.309,2026/07/24 16:22:29.336,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.88,1410,1593,0,0,73511,44
2026/07/24 16:22:29.322,2026/07/24 16:22:29.309,2026/07/24 16:22:29.336,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.14,1410,1593,0,0,73511,35
2026/07/24 16:22:29.572,2026/07/24 16:22:29.559,2026/07/24 16:22:29.586,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.88,1410,1593,0,0,73511,44
2026/07/24 16:22:29.572,2026/07/24 16:22:29.559,2026/07/24 16:22:29.586,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.46,1410,1593,0,0,73511,35
2026/07/24 16:22:29.823,2026/07/24 16:22:29.809,2026/07/24 16:22:29.837,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.56,1410,1593,0,0,73511,44
2026/07/24 16:22:29.823,2026/07/24 16:22:29.809,2026/07/24 16:22:29.837,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.14,1410,1593,0,0,73511,35
2026/07/24 16:22:30.074,2026/07/24 16:22:30.059,2026/07/24 16:22:30.089,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.56,1410,1593,0,0,73511,44
2026/07/24 16:22:30.074,2026/07/24 16:22:30.059,2026/07/24 16:22:30.089,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.46,1410,1593,0,0,73511,35
2026/07/24 16:22:30.324,2026/07/24 16:22:30.309,2026/07/24 16:22:30.338,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.56,1410,1593,0,0,73511,44
2026/07/24 16:22:30.324,2026/07/24 16:22:30.309,2026/07/24 16:22:30.338,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.14,1410,1593,0,0,73511,35
2026/07/24 16:22:30.573,2026/07/24 16:22:30.559,2026/07/24 16:22:30.586,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.56,1410,1593,0,0,73511,43
2026/07/24 16:22:30.573,2026/07/24 16:22:30.559,2026/07/24 16:22:30.586,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.14,1410,1593,0,0,73511,35
2026/07/24 16:22:30.824,2026/07/24 16:22:30.809,2026/07/24 16:22:30.840,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.56,1410,1593,0,0,73511,43
2026/07/24 16:22:30.824,2026/07/24 16:22:30.809,2026/07/24 16:22:30.840,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.46,1410,1593,0,0,73511,35
2026/07/24 16:22:31.074,2026/07/24 16:22:31.059,2026/07/24 16:22:31.089,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.56,1410,1593,0,0,73511,43
2026/07/24 16:22:31.074,2026/07/24 16:22:31.059,2026/07/24 16:22:31.089,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.14,1410,1593,0,0,73511,35
2026/07/24 16:22:31.323,2026/07/24 16:22:31.309,2026/07/24 16:22:31.337,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.29,1410,1593,0,0,73511,43
2026/07/24 16:22:31.323,2026/07/24 16:22:31.309,2026/07/24 16:22:31.337,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.14,1410,1593,0,0,73511,35
2026/07/24 16:22:31.573,2026/07/24 16:22:31.560,2026/07/24 16:22:31.586,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.29,1410,1593,0,0,73511,43
2026/07/24 16:22:31.573,2026/07/24 16:22:31.560,2026/07/24 16:22:31.586,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.14,1410,1593,0,0,73511,35
2026/07/24 16:22:31.826,2026/07/24 16:22:31.810,2026/07/24 16:22:31.842,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,89.56,1410,1593,0,0,73511,43
