timestamp,index,uuid,power.draw [W],clocks.sm [MHz],clocks.mem [MHz],utilization.gpu [%],utilization.memory [%],memory.used [MiB],temperature.gpu
2026/07/18 16:09:37.586,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.87,1410,1593,0,0,74085,34
2026/07/18 16:09:37.837,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,507.46,1410,1593,95,27,74085,48
2026/07/18 16:09:38.087,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,496.59,1410,1593,55,16,74313,52
2026/07/18 16:09:38.337,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,278.66,1410,1593,100,27,74313,47
2026/07/18 16:09:38.587,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,291.12,1410,1593,95,78,74313,45
2026/07/18 16:09:38.837,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,287.75,1410,1593,94,78,74313,44
2026/07/18 16:09:39.087,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,506.06,1410,1593,96,60,74547,52
2026/07/18 16:09:39.337,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,324.15,1410,1593,100,27,74547,50
2026/07/18 16:09:39.587,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,505.74,1395,1593,95,68,74785,55
2026/07/18 16:09:39.837,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,496.91,1395,1593,99,26,75169,58
2026/07/18 16:09:40.087,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,500.90,1395,1593,100,25,75169,59
2026/07/18 16:09:40.337,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,472.67,1395,1593,100,25,75169,60
2026/07/18 16:09:40.587,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,498.79,1410,1593,100,20,75169,61
2026/07/18 16:09:40.837,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,515.13,1395,1593,100,20,75169,60
2026/07/18 16:09:41.087,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,304.13,1410,1593,95,78,75169,51
2026/07/18 16:09:41.338,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,494.29,1395,1593,98,42,75169,59
2026/07/18 16:09:41.588,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,495.47,1395,1593,100,25,75169,61
2026/07/18 16:09:41.838,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,502.10,1395,1593,99,19,75169,61
2026/07/18 16:09:42.088,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,504.81,1410,1593,100,19,75169,62
2026/07/18 16:09:42.338,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,523.60,1395,1593,100,19,75169,63
2026/07/18 16:09:42.588,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,488.79,1395,1593,99,20,75169,62
2026/07/18 16:09:42.838,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,488.52,1380,1593,100,25,75169,62
2026/07/18 16:09:43.088,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,482.45,1395,1593,99,25,75169,62
2026/07/18 16:09:43.338,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,488.79,1395,1593,100,29,75169,62
2026/07/18 16:09:43.588,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,325.34,1410,1593,98,47,75169,54
2026/07/18 16:09:43.838,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,500.50,1395,1593,98,40,75169,60
2026/07/18 16:09:44.088,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,493.04,1395,1593,100,27,75169,62
2026/07/18 16:09:44.338,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,491.24,1395,1593,100,28,75169,62
2026/07/18 16:09:44.589,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,498.70,1395,1593,99,29,75169,63
2026/07/18 16:09:44.839,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,314.74,1410,1593,98,33,75169,54
2026/07/18 16:09:45.089,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,507.78,1395,1593,99,31,75169,62
2026/07/18 16:09:45.339,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,510.90,1395,1593,100,28,75169,63
2026/07/18 16:09:45.589,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,509.05,1395,1593,99,28,75169,64
2026/07/18 16:09:45.839,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,477.02,1395,1593,99,30,75169,63
2026/07/18 16:09:46.089,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,515.40,1410,1593,98,33,75169,59
2026/07/18 16:09:46.339,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,314.41,1410,1593,94,77,75169,54
2026/07/18 16:09:46.589,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,496.59,1395,1593,94,79,75169,60
2026/07/18 16:09:46.839,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,499.31,1395,1593,100,27,75169,63
2026/07/18 16:09:47.089,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,509.38,1395,1593,99,32,75169,59
2026/07/18 16:09:47.339,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,486.92,1395,1593,96,63,75169,62
2026/07/18 16:09:47.590,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,324.68,1410,1593,99,36,75169,56
2026/07/18 16:09:47.840,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,489.72,1395,1593,95,78,75169,63
2026/07/18 16:09:48.090,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,457.83,1395,1593,99,29,75169,64
2026/07/18 16:09:48.340,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,500.31,1395,1593,100,29,75169,65
2026/07/18 16:09:48.590,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,306.26,1410,1593,97,55,75169,61
2026/07/18 16:09:48.840,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,487.01,1395,1593,97,47,75169,65
2026/07/18 16:09:49.090,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,477.02,1395,1593,98,27,75169,64
2026/07/18 16:09:49.340,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,495.47,1380,1593,100,27,75169,65
2026/07/18 16:09:49.590,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,501.83,1380,1593,100,27,75169,66
2026/07/18 16:09:49.840,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,491.51,1395,1593,99,24,75169,66
2026/07/18 16:09:50.090,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,493.04,1395,1593,100,22,75169,66
2026/07/18 16:09:50.341,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,495.75,1395,1593,100,22,75169,66
2026/07/18 16:09:50.591,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,322.89,1410,1593,99,35,75169,59
2026/07/18 16:09:50.841,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,328.92,1410,1593,96,79,75169,57
2026/07/18 16:09:51.091,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,510.57,1395,1593,96,69,75169,64
2026/07/18 16:09:51.341,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,489.72,1380,1593,100,27,75169,66
2026/07/18 16:09:51.591,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,319.24,1410,1593,93,42,75169,60
2026/07/18 16:09:51.841,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,520.56,1395,1593,95,65,75169,65
2026/07/18 16:09:52.091,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,492.76,1395,1593,100,29,75169,66
2026/07/18 16:09:52.341,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,499.98,1410,1593,99,35,75169,65
2026/07/18 16:09:52.591,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,322.89,1410,1593,95,79,75169,58
2026/07/18 16:09:52.841,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,504.22,1410,1593,93,76,75169,64
2026/07/18 16:09:53.092,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,499.47,1380,1593,100,28,75169,66
2026/07/18 16:09:53.342,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,349.43,1395,1593,97,40,75169,60
2026/07/18 16:09:53.592,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,321.04,1410,1593,95,77,75169,56
2026/07/18 16:09:53.842,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,502.83,1395,1593,94,63,75169,64
2026/07/18 16:09:54.092,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,481.95,1380,1593,100,26,75169,66
2026/07/18 16:09:54.342,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,511.28,1395,1593,98,25,75169,67
2026/07/18 16:09:54.592,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,490.73,1380,1593,100,25,75169,67
2026/07/18 16:09:54.842,0,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,498.27,1380,1593,100,25,75169,66
