timestamp,query.start,query.end,index,uuid,power.draw [W],clocks.sm [MHz],clocks.mem [MHz],utilization.gpu [%],utilization.memory [%],memory.used [MiB],temperature.gpu,pstate,power.limit [W],clocks_event_reasons.sw_power_cap,clocks_event_reasons.hw_slowdown,clocks_event_reasons.hw_thermal_slowdown,clocks_event_reasons.sw_thermal_slowdown
2026/07/25 10:23:40.682,2026/07/25 10:23:40.668,2026/07/25 10:23:40.696,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.78,1410,1593,0,0,73511,31,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:40.933,2026/07/25 10:23:40.918,2026/07/25 10:23:40.947,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,86.47,1410,1593,0,0,73511,34,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:40.933,2026/07/25 10:23:40.918,2026/07/25 10:23:40.947,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.78,1410,1593,0,0,73511,31,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:41.183,2026/07/25 10:23:41.168,2026/07/25 10:23:41.197,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,86.79,1410,1593,0,0,73511,34,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:41.183,2026/07/25 10:23:41.168,2026/07/25 10:23:41.197,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.87,1410,1593,0,0,73511,31,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:41.432,2026/07/25 10:23:41.418,2026/07/25 10:23:41.447,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,86.79,1410,1593,0,0,73511,34,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:41.432,2026/07/25 10:23:41.418,2026/07/25 10:23:41.447,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.78,1410,1593,0,0,73511,31,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:41.682,2026/07/25 10:23:41.668,2026/07/25 10:23:41.697,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,86.79,1410,1593,0,0,73511,34,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:41.682,2026/07/25 10:23:41.668,2026/07/25 10:23:41.697,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.05,1410,1593,0,0,73511,31,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:41.933,2026/07/25 10:23:41.918,2026/07/25 10:23:41.948,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,86.38,1410,1593,0,0,73511,34,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:41.933,2026/07/25 10:23:41.918,2026/07/25 10:23:41.948,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.05,1410,1593,0,0,73511,31,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:42.182,2026/07/25 10:23:42.168,2026/07/25 10:23:42.196,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,86.79,1410,1593,0,0,73511,34,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:42.182,2026/07/25 10:23:42.168,2026/07/25 10:23:42.196,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.78,1410,1593,0,0,73511,31,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:42.433,2026/07/25 10:23:42.418,2026/07/25 10:23:42.449,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,86.79,1410,1593,0,0,73511,34,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:42.433,2026/07/25 10:23:42.418,2026/07/25 10:23:42.449,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.05,1410,1593,0,0,73511,31,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:42.682,2026/07/25 10:23:42.668,2026/07/25 10:23:42.696,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,86.38,1410,1593,0,0,73511,34,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:42.682,2026/07/25 10:23:42.668,2026/07/25 10:23:42.696,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.78,1410,1593,0,0,73511,31,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:42.932,2026/07/25 10:23:42.918,2026/07/25 10:23:42.946,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,86.47,1410,1593,0,0,73511,34,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:42.932,2026/07/25 10:23:42.918,2026/07/25 10:23:42.946,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.05,1410,1593,0,0,73511,31,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:43.182,2026/07/25 10:23:43.168,2026/07/25 10:23:43.196,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,86.79,1410,1593,0,0,73511,34,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:43.182,2026/07/25 10:23:43.168,2026/07/25 10:23:43.196,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.78,1410,1593,0,0,73511,31,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:43.433,2026/07/25 10:23:43.418,2026/07/25 10:23:43.449,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,87.12,1410,1593,0,0,73511,34,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:43.433,2026/07/25 10:23:43.418,2026/07/25 10:23:43.449,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.05,1410,1593,0,0,73511,31,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:43.684,2026/07/25 10:23:43.668,2026/07/25 10:23:43.700,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,86.38,1410,1593,0,0,73511,34,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:43.684,2026/07/25 10:23:43.668,2026/07/25 10:23:43.700,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.78,1410,1593,0,0,73511,31,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:43.931,2026/07/25 10:23:43.918,2026/07/25 10:23:43.945,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,86.79,1410,1593,0,0,73511,34,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:43.931,2026/07/25 10:23:43.918,2026/07/25 10:23:43.945,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.05,1410,1593,0,0,73511,31,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:44.183,2026/07/25 10:23:44.168,2026/07/25 10:23:44.198,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,86.47,1410,1593,0,0,73511,34,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:44.183,2026/07/25 10:23:44.168,2026/07/25 10:23:44.198,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.05,1410,1593,0,0,73511,31,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:44.433,2026/07/25 10:23:44.418,2026/07/25 10:23:44.448,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,86.47,1410,1593,0,0,73511,34,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:44.433,2026/07/25 10:23:44.418,2026/07/25 10:23:44.448,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.87,1410,1593,0,0,73511,31,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:44.682,2026/07/25 10:23:44.668,2026/07/25 10:23:44.697,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,86.71,1410,1593,0,0,73511,34,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:44.682,2026/07/25 10:23:44.668,2026/07/25 10:23:44.697,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.78,1410,1593,0,0,73511,31,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:44.932,2026/07/25 10:23:44.918,2026/07/25 10:23:44.946,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,86.47,1410,1593,0,0,73511,34,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:44.932,2026/07/25 10:23:44.918,2026/07/25 10:23:44.946,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.78,1410,1593,0,0,73511,31,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:45.183,2026/07/25 10:23:45.168,2026/07/25 10:23:45.198,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,86.79,1410,1593,0,0,73511,34,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:45.183,2026/07/25 10:23:45.168,2026/07/25 10:23:45.198,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.05,1410,1593,0,0,73511,31,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:45.433,2026/07/25 10:23:45.418,2026/07/25 10:23:45.447,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,86.38,1410,1593,0,0,73511,34,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:45.433,2026/07/25 10:23:45.418,2026/07/25 10:23:45.447,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.05,1410,1593,0,0,73511,31,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:45.682,2026/07/25 10:23:45.668,2026/07/25 10:23:45.696,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,86.71,1410,1593,0,0,73511,34,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:45.682,2026/07/25 10:23:45.668,2026/07/25 10:23:45.696,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.05,1410,1593,0,0,73511,31,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:45.931,2026/07/25 10:23:45.918,2026/07/25 10:23:45.944,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,86.47,1410,1593,0,0,73511,34,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:45.931,2026/07/25 10:23:45.918,2026/07/25 10:23:45.944,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.14,1410,1593,0,0,73511,31,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:46.183,2026/07/25 10:23:46.168,2026/07/25 10:23:46.198,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,86.71,1410,1593,0,0,73511,34,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:46.183,2026/07/25 10:23:46.168,2026/07/25 10:23:46.198,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.05,1410,1593,0,0,73511,31,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:46.435,2026/07/25 10:23:46.418,2026/07/25 10:23:46.452,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,86.47,1410,1593,0,0,73511,34,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:46.435,2026/07/25 10:23:46.418,2026/07/25 10:23:46.452,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.78,1410,1593,0,0,73511,31,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:46.683,2026/07/25 10:23:46.668,2026/07/25 10:23:46.697,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,86.38,1410,1593,0,0,73511,34,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:46.683,2026/07/25 10:23:46.668,2026/07/25 10:23:46.697,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.78,1410,1593,0,0,73511,31,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:46.932,2026/07/25 10:23:46.918,2026/07/25 10:23:46.945,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,86.71,1410,1593,0,0,73511,34,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:46.932,2026/07/25 10:23:46.918,2026/07/25 10:23:46.945,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.87,1410,1593,0,0,73511,31,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:47.182,2026/07/25 10:23:47.168,2026/07/25 10:23:47.196,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,86.47,1410,1593,0,0,73511,34,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:47.182,2026/07/25 10:23:47.168,2026/07/25 10:23:47.196,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.14,1410,1593,0,0,73511,31,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:47.436,2026/07/25 10:23:47.418,2026/07/25 10:23:47.454,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,86.71,1410,1593,0,0,73511,34,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:47.436,2026/07/25 10:23:47.418,2026/07/25 10:23:47.454,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.46,1410,1593,0,0,73511,31,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:47.683,2026/07/25 10:23:47.668,2026/07/25 10:23:47.698,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,86.71,1410,1593,0,0,73511,34,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:47.683,2026/07/25 10:23:47.668,2026/07/25 10:23:47.698,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.87,1410,1593,0,0,73511,31,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:47.934,2026/07/25 10:23:47.918,2026/07/25 10:23:47.950,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,86.47,1410,1593,0,0,73511,34,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:47.934,2026/07/25 10:23:47.918,2026/07/25 10:23:47.950,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.78,1410,1593,0,0,73511,31,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:48.182,2026/07/25 10:23:48.168,2026/07/25 10:23:48.195,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,86.47,1410,1593,0,0,73511,34,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:48.182,2026/07/25 10:23:48.168,2026/07/25 10:23:48.195,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.05,1410,1593,0,0,73511,31,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:48.433,2026/07/25 10:23:48.418,2026/07/25 10:23:48.447,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,86.79,1410,1593,0,0,73511,34,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:48.433,2026/07/25 10:23:48.418,2026/07/25 10:23:48.447,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.05,1410,1593,0,0,73511,31,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:48.684,2026/07/25 10:23:48.668,2026/07/25 10:23:48.700,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,86.71,1410,1593,0,0,73511,34,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:48.684,2026/07/25 10:23:48.668,2026/07/25 10:23:48.700,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.05,1410,1593,0,0,73511,31,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:48.931,2026/07/25 10:23:48.918,2026/07/25 10:23:48.944,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,86.71,1410,1593,0,0,73511,34,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:48.931,2026/07/25 10:23:48.918,2026/07/25 10:23:48.944,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.05,1410,1593,0,0,73511,31,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:49.183,2026/07/25 10:23:49.168,2026/07/25 10:23:49.197,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,86.79,1410,1593,0,0,73511,34,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:49.183,2026/07/25 10:23:49.168,2026/07/25 10:23:49.197,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.87,1410,1593,0,0,73511,31,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:49.432,2026/07/25 10:23:49.418,2026/07/25 10:23:49.446,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,86.47,1410,1593,0,0,73511,33,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:49.432,2026/07/25 10:23:49.418,2026/07/25 10:23:49.446,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.87,1410,1593,0,0,73511,31,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:49.684,2026/07/25 10:23:49.668,2026/07/25 10:23:49.701,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,86.38,1410,1593,0,0,73511,34,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:49.684,2026/07/25 10:23:49.668,2026/07/25 10:23:49.701,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.05,1410,1593,0,0,73511,31,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:49.933,2026/07/25 10:23:49.918,2026/07/25 10:23:49.947,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,86.38,1410,1593,0,0,73511,33,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:49.933,2026/07/25 10:23:49.918,2026/07/25 10:23:49.947,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.05,1410,1593,0,0,73511,31,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:50.181,2026/07/25 10:23:50.168,2026/07/25 10:23:50.195,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,86.71,1410,1593,0,0,73511,34,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:50.181,2026/07/25 10:23:50.168,2026/07/25 10:23:50.195,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.78,1410,1593,0,0,73511,31,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:50.431,2026/07/25 10:23:50.418,2026/07/25 10:23:50.444,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,86.47,1410,1593,0,0,73511,34,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:50.431,2026/07/25 10:23:50.418,2026/07/25 10:23:50.444,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,82.78,1410,1593,0,0,73511,31,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:50.683,2026/07/25 10:23:50.668,2026/07/25 10:23:50.697,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,86.71,1410,1593,0,0,73511,33,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:50.683,2026/07/25 10:23:50.668,2026/07/25 10:23:50.697,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.14,1410,1593,0,0,73511,31,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:50.932,2026/07/25 10:23:50.918,2026/07/25 10:23:50.946,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,86.79,1410,1593,0,0,73511,33,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:50.932,2026/07/25 10:23:50.918,2026/07/25 10:23:50.946,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.14,1410,1593,0,0,73511,31,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:51.181,2026/07/25 10:23:51.168,2026/07/25 10:23:51.195,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,87.03,1410,1593,0,0,73511,33,P0,500.00,Not Active,Not Active,Not Active,Not Active
2026/07/25 10:23:51.181,2026/07/25 10:23:51.168,2026/07/25 10:23:51.195,1,GPU-713d5b24-2a1e-fd4a-7685-c3d195ff9230,83.05,1410,1593,0,0,73511,31,P0,500.00,Not Active,Not Active,Not Active,Not Active
