Request Time,Model,Data Source,Poisson Arrival Rate,Tensor Parallel Size,Input Tokens,Output Tokens,E2E Latency
1741936648.1052427,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,2,37,1120,10.994972467422485
1741936649.7554507,meta-llama/Llama-3.1-8B-Instruct,leetcode_ne,1.0,2,1105,600,5.85239577293396
1741936649.7618887,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,2,19,166,1.6192972660064697
1741936650.1303883,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,2,201,797,7.669683933258057
1741936651.4180775,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,2,31,144,1.4897098541259766
1741936651.474457,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,2,41,270,2.6730377674102783
1741936651.5165918,meta-llama/Llama-3.1-8B-Instruct,scienceqa,1.0,2,48,105,1.0977294445037842
1741936653.9243443,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,2,70,472,4.513493537902832
1741936655.2934217,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,2,135,599,5.694213390350342
1741936655.9805987,meta-llama/Llama-3.1-8B-Instruct,airoboros,1.0,2,67,1140,10.751909971237183
1741936657.7156081,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,2,46,130,1.309250831604004
1741936658.1102948,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,2,38,117,1.1762948036193848
1741936658.3488386,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,2,35,180,1.7417080402374268
1741936658.4830818,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,2,58,246,2.32194185256958
1741936660.4541864,meta-llama/Llama-3.1-8B-Instruct,guanaco,1.0,2,20,1834,18.09736704826355
1741936660.8068042,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,2,34,3989,41.80552864074707
1741936664.4895947,meta-llama/Llama-3.1-8B-Instruct,reclor,1.0,2,230,217,2.2048256397247314
1741936665.2425933,meta-llama/Llama-3.1-8B-Instruct,theoremqa,1.0,2,615,399,4.007498264312744
1741936667.17172,meta-llama/Llama-3.1-8B-Instruct,scienceqa,1.0,2,49,85,0.874500036239624
1741936667.9137185,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,2,56,245,2.4970765113830566
1741936670.9481158,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,2,32,1140,11.860168695449829
1741936673.566163,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,2,52,2377,25.53419589996338
1741936676.495037,meta-llama/Llama-3.1-8B-Instruct,scienceqa,1.0,2,23,24,0.2688274383544922
1741936676.9836323,meta-llama/Llama-3.1-8B-Instruct,reclor,1.0,2,179,175,1.9069101810455322
1741936677.0579357,meta-llama/Llama-3.1-8B-Instruct,ARB,1.0,2,352,241,2.649916887283325
1741936677.6608098,meta-llama/Llama-3.1-8B-Instruct,airoboros,1.0,2,23,536,5.746051788330078
1741936679.2160242,meta-llama/Llama-3.1-8B-Instruct,reclor,1.0,2,205,139,1.5021531581878662
1741936679.289336,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,2,58,304,3.2329437732696533
1741936679.4367101,meta-llama/Llama-3.1-8B-Instruct,reclor,1.0,2,169,135,1.4246947765350342
1741936683.8368945,meta-llama/Llama-3.1-8B-Instruct,airoboros,1.0,2,787,272,2.917635679244995
1741936684.2255676,meta-llama/Llama-3.1-8B-Instruct,theoremqa,1.0,2,256,1352,14.80488920211792
1741936684.3499253,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,2,46,295,3.129826307296753
1741936687.8250148,meta-llama/Llama-3.1-8B-Instruct,airoboros,1.0,2,71,202,2.294790029525757
1741936687.9033291,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,2,335,312,3.5054261684417725
1741936688.564314,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,2,17,194,2.129270076751709
1741936689.7537796,meta-llama/Llama-3.1-8B-Instruct,scibench,1.0,2,143,453,5.013296604156494
1741936690.8973794,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,2,46,321,3.5840394496917725
1741936691.6795697,meta-llama/Llama-3.1-8B-Instruct,airoboros,1.0,2,43,185,2.05837082862854
1741936693.4236588,meta-llama/Llama-3.1-8B-Instruct,scienceqa,1.0,2,55,74,0.865678071975708
1741936693.562091,meta-llama/Llama-3.1-8B-Instruct,reclor,1.0,2,166,109,1.2260761260986328
1741936693.663421,meta-llama/Llama-3.1-8B-Instruct,reclor,1.0,2,225,123,1.354095697402954
1741936694.0061195,meta-llama/Llama-3.1-8B-Instruct,reclor,1.0,2,201,148,1.623776912689209
1741936695.4268394,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,2,50,343,3.84814190864563
1741936695.6243432,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,2,73,179,1.9736518859863281
1741936696.3915956,meta-llama/Llama-3.1-8B-Instruct,reclor,1.0,2,164,111,1.2384469509124756
1741936697.1396613,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,2,73,384,4.418835639953613
1741936697.5072818,meta-llama/Llama-3.1-8B-Instruct,leetcode_ne,1.0,2,246,795,9.181755304336548
1741936698.0211282,meta-llama/Llama-3.1-8B-Instruct,reclor,1.0,2,316,142,1.632753610610962
