Request Time,Model,Data Source,Poisson Arrival Rate,Tensor Parallel Size,Input Tokens,Output Tokens,E2E Latency
1741938348.9734733,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,2,53,258,2.8298850059509277
1741938349.5759661,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,2,47,168,1.9373188018798828
1741938349.9119618,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,2,47,353,4.444881200790405
1741938349.9463806,meta-llama/Llama-3.1-8B-Instruct,theoremqa,4.0,2,266,748,10.747368097305298
1741938350.0221896,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,2,41,217,2.6113152503967285
1741938350.278749,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,2,38,4320,79.21068668365479
1741938350.435994,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,2,45,400,5.304315805435181
1741938350.44113,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,2,71,400,5.301784992218018
1741938350.6532145,meta-llama/Llama-3.1-8B-Instruct,scienceqa,4.0,2,35,98,1.1820533275604248
1741938350.9077053,meta-llama/Llama-3.1-8B-Instruct,airoboros,4.0,2,113,612,8.863985300064087
1741938351.135035,meta-llama/Llama-3.1-8B-Instruct,airoboros,4.0,2,93,200,2.577284336090088
1741938351.2004635,meta-llama/Llama-3.1-8B-Instruct,airoboros,4.0,2,9,131,1.6814002990722656
1741938351.2739496,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,2,42,273,3.592197895050049
1741938351.2933574,meta-llama/Llama-3.1-8B-Instruct,guanaco,4.0,2,16,119,1.5052783489227295
1741938352.3008938,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,2,67,397,5.982342481613159
1741938352.3153305,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,2,90,231,3.303175926208496
1741938352.3437715,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,2,1555,239,3.4296419620513916
1741938352.397251,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,2,15,54,0.7965066432952881
1741938352.5869188,meta-llama/Llama-3.1-8B-Instruct,airoboros,4.0,2,120,4565,86.38183903694153
1741938352.7443357,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,2,20,117,1.614325761795044
1741938352.9516506,meta-llama/Llama-3.1-8B-Instruct,theoremqa,4.0,2,294,7829,162.84588432312012
1741938353.1091623,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,2,77,531,8.25241494178772
1741938353.2732327,meta-llama/Llama-3.1-8B-Instruct,scibench,4.0,2,63,512,7.961995363235474
1741938353.342589,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,2,42,6293,125.97244000434875
1741938353.8235235,meta-llama/Llama-3.1-8B-Instruct,scienceqa,4.0,2,57,83,1.139557123184204
1741938353.9669747,meta-llama/Llama-3.1-8B-Instruct,airoboros,4.0,2,52,456,7.219675302505493
1741938353.9940684,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,2,127,121,1.78322434425354
1741938354.433199,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,2,21,98,1.5006585121154785
1741938354.577655,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,2,38,511,8.256936073303223
1741938354.9676337,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,2,28,700,11.58395791053772
1741938355.1310587,meta-llama/Llama-3.1-8B-Instruct,reclor,4.0,2,213,177,2.8877761363983154
1741938355.2363927,meta-llama/Llama-3.1-8B-Instruct,leetcode_ne,4.0,2,623,1679,29.329944372177124
1741938355.3994853,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,2,341,2066,36.598416566848755
1741938355.7345037,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,2,136,93,1.49942946434021
1741938355.8028986,meta-llama/Llama-3.1-8B-Instruct,tigerbot-kaggle,4.0,2,358,493,8.05900263786316
1741938355.817226,meta-llama/Llama-3.1-8B-Instruct,leetcode_ne,4.0,2,486,617,10.17591667175293
1741938356.0714214,meta-llama/Llama-3.1-8B-Instruct,reclor,4.0,2,346,136,2.2259812355041504
1741938356.2068608,meta-llama/Llama-3.1-8B-Instruct,airoboros,4.0,2,40,342,5.56348991394043
1741938356.2862375,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,2,38,164,2.6649065017700195
1741938356.386566,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,2,50,226,3.665435791015625
1741938356.5239398,meta-llama/Llama-3.1-8B-Instruct,reclor,4.0,2,207,247,4.064654111862183
1741938356.751243,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,2,103,389,6.360347747802734
1741938356.8726413,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,2,48,943,16.04788088798523
1741938357.2369027,meta-llama/Llama-3.1-8B-Instruct,airoboros,4.0,2,683,63,1.0746469497680664
1741938357.2561827,meta-llama/Llama-3.1-8B-Instruct,airoboros,4.0,2,1273,327,5.397972106933594
1741938357.7175794,meta-llama/Llama-3.1-8B-Instruct,airoboros,4.0,2,45,4133,79.35086131095886
1741938358.055296,meta-llama/Llama-3.1-8B-Instruct,reclor,4.0,2,224,82,1.3106956481933594
1741938358.1916854,meta-llama/Llama-3.1-8B-Instruct,reclor,4.0,2,266,137,2.299933671951294
1741938358.5015733,meta-llama/Llama-3.1-8B-Instruct,reclor,4.0,2,194,124,2.102032423019409
1741938358.7150626,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,2,20,359,6.017202138900757
1741938359.128935,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,2,17,65,1.123873233795166
1741938359.375929,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,2,87,152,2.5216422080993652
1741938359.5533826,meta-llama/Llama-3.1-8B-Instruct,reclor,4.0,2,241,101,1.7607347965240479
1741938359.75782,meta-llama/Llama-3.1-8B-Instruct,airoboros,4.0,2,125,129,2.167842388153076
1741938359.7630248,meta-llama/Llama-3.1-8B-Instruct,ARB,4.0,2,441,338,5.701069116592407
1741938359.8477402,meta-llama/Llama-3.1-8B-Instruct,guanaco,4.0,2,18,836,14.46401596069336
1741938359.895022,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,2,135,259,4.2942376136779785
1741938359.9233336,meta-llama/Llama-3.1-8B-Instruct,theoremqa,4.0,2,409,797,13.735776662826538
1741938360.04239,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,2,72,205,3.410325050354004
1741938360.5096872,meta-llama/Llama-3.1-8B-Instruct,reclor,4.0,2,200,188,3.091649293899536
1741938360.9503195,meta-llama/Llama-3.1-8B-Instruct,guanaco,4.0,2,13,387,6.55020546913147
1741938361.189939,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,2,36,122,2.0242919921875
1741938361.225277,meta-llama/Llama-3.1-8B-Instruct,tigerbot-kaggle,4.0,2,280,493,8.461138486862183
1741938361.2674427,meta-llama/Llama-3.1-8B-Instruct,scienceqa,4.0,2,57,96,1.5917975902557373
1741938361.335362,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,2,74,720,12.441800594329834
