tp,hidden_size,bidirectional,learning_rate,seed,final_train_loss,final_val_loss,final_val_acc,final_val_balanced_acc,final_val_f1,final_val_ece,best_val_f1,num_epochs,final_transition_mae,final_autocorr_r2,final_tolerance_power_acc,final_boundary_f1
8,64,True,6e-05,42,1.304950088262558,1.0613032579421997,0.604458041958042,0.5763608205787231,0.5012476640457004,0.09196838228105805,0.5035440502751937,500,417.11203533208067,0.7178537359653294,0.604458041958042,0.06478873196542352
