tp,hidden_size,bidirectional,learning_rate,seed,final_train_loss,final_val_loss,final_val_acc,final_val_f1,best_val_f1,num_epochs,final_transition_mae,final_autocorr_r2
8,64,True,9e-05,42,1.200714960694313,1.1053680181503296,0.6469988344988346,0.5836111646187846,0.5853517929827213,1000,387.8846998247658,0.9846755659707652
