tp,hidden_size,bidirectional,learning_rate,seed,final_train_loss,final_val_loss,final_val_acc,final_val_f1,best_val_f1,num_epochs,final_transition_mae,final_autocorr_r2
8,64,True,0.0001,42,1.7514217694600422,1.8404783010482788,0.3260408379740122,0.18219174996123075,0.28809664988089567,500,512.8966604752798,0.6046615987770985
