epoch,train_total_loss,train_nll,train_mu_loss,val_total_loss,val_nll,val_mu_loss,mean_sigma,mean_alpha,noise_std,lr
0.0,1.1077850415156438,1.018735069494981,0.8904996399696057,1.0544284582138062,0.9573314984639486,0.9709696769714355,0.941850680571336,0.468940801345385,0.0,0.001
1.0,0.8979253539672265,0.8290089460519644,0.6891640057930579,0.8600685397783915,0.7872451146443685,0.7282341519991556,0.739915343431326,0.4493892055291396,0.0,0.001
2.0,0.6385859050429784,0.5865513441654352,0.520345654625159,0.7511862516403198,0.6988203624884287,0.5236590107282003,0.5072912207016578,0.40007315690700823,0.0,0.001
3.0,0.6111656364340049,0.571617457155998,0.39548190052692705,0.7371918161710104,0.695788304011027,0.4140351911385854,0.32702372624323917,0.3046990678860591,0.0,0.001
4.0,0.5351878248441678,0.5014178926984851,0.3376993852166029,0.6846962869167328,0.6448572178681692,0.3983906110127767,0.46594372162452113,0.31595062063290524,0.0,0.001
5.0,0.5106189768904676,0.47910821613354176,0.3151075645134999,0.6458274225393931,0.6067788004875183,0.390486200650533,0.42109564405221206,0.28208402257699233,0.0,0.001
6.0,0.4889672904346998,0.4586108076887635,0.30356481155523884,0.6381644209225973,0.601136048634847,0.3702837328116099,0.4124528490580045,0.2637472336108868,0.0,0.001
7.0,0.4726890821296435,0.443917607745299,0.28771474269720226,0.6381466786066691,0.6024491389592489,0.3569754709800084,0.4077130418557387,0.25050944777635425,0.0,0.001
8.0,0.4636141216525665,0.43588703928085476,0.277270797926646,0.6316355466842651,0.5965710381666819,0.3506452739238739,0.4068245268785037,0.24561059933442336,0.0,0.001
9.0,0.4520001101952333,0.4248640468487373,0.27136063661712867,0.6229177018006643,0.5881217420101166,0.3479595532019933,0.40463905609571016,0.24575153222450843,0.0,0.001
10.0,0.43818319073090184,0.41142626335987675,0.26756927657585877,0.6150050560633341,0.580359528462092,0.3464551419019699,0.3974740642767686,0.2477402538061142,0.0,0.001
11.0,0.4217955825420526,0.3952684711951476,0.2652710707714924,0.6018563012282053,0.567275861899058,0.3458045919736226,0.3935895630946526,0.2539549492872678,0.0,0.001
12.0,0.40523397005521333,0.37884075939655304,0.26393208595422596,0.5883738299210867,0.5535019338130951,0.3487190107504527,0.38379032336748564,0.2615570815709921,0.0,0.001
13.0,0.38632746270069707,0.35980967031075406,0.2651779130101204,0.5725956757863363,0.5373701552549998,0.35225512087345123,0.38189648664914644,0.2738422384628883,0.0,0.001
14.0,0.37652543645638686,0.34977748073064363,0.2674795523858987,0.5646897554397583,0.5288591086864471,0.3583065817753474,0.36963534125914943,0.28230752509373885,0.0,0.001
15.0,0.35449272164931667,0.327619710793862,0.2687301125663977,0.5585732956727346,0.5225940545399984,0.35979244609673816,0.37661800590845257,0.28736512477581316,0.0,0.001
16.0,0.37681625898067767,0.34972800658299374,0.2708825394511223,0.5492731382449468,0.5136806666851044,0.35592469076315564,0.3439571215556218,0.2887799682525488,0.0,0.001
17.0,0.3509573145554616,0.3240990203160506,0.2685829661786556,0.5556076069672903,0.5194873909155527,0.36120205124219257,0.379707749073322,0.2948694028533422,0.0,0.001
18.0,0.37374594578376186,0.3453488235290234,0.28397126151965213,0.53593643506368,0.5001355856657028,0.35800864299138385,0.35449819610669064,0.2844694417256575,0.0,0.001
19.0,0.34761376220446366,0.3206961556122853,0.2691760796767015,0.5494310160477957,0.5139673302570978,0.3546367784341176,0.3716456557695682,0.27059173125487107,0.0,0.001
20.0,0.3448530389712407,0.31775383192759293,0.270992096226949,0.5211760302384695,0.4867824961741765,0.3439353406429291,0.36600830119389755,0.26090772106097293,0.0,0.001
21.0,0.32409357451475584,0.2983008256325355,0.2579274744941638,0.551078180472056,0.5159220347801844,0.3515615463256836,0.35625240550591397,0.2562077125677696,0.0,0.001
22.0,0.3398840037676004,0.3131962028833536,0.26687798075951064,0.5101787348588308,0.4770280569791794,0.3315066645542781,0.36681336279098803,0.27086042440854585,0.0,0.001
23.0,0.3174193065900069,0.2921908520735227,0.25228452338622165,0.5479670961697897,0.5132513691981634,0.34715736905733746,0.3530979420130069,0.2663041576743126,0.0,0.001
24.0,0.35255608879602873,0.32594132079527927,0.26614765650950944,0.5043238252401352,0.47177771230538684,0.3254609704017639,0.3543893488553854,0.2760674919073398,0.0,0.001
25.0,0.31496698695879716,0.2902126873915012,0.24754298879550055,0.5394551157951355,0.505902111530304,0.3355301221211751,0.3603197794694167,0.2692221082173861,0.0,0.001
