epoch,train_total_loss,train_nll,train_mu_loss,val_total_loss,val_nll,val_mu_loss,mean_sigma,mean_alpha,noise_std,lr
0.0,1.021428638980502,0.9374967444510687,0.8393189282644362,0.7987106144428253,0.730751171708107,0.6795945018529892,0.8915742806025914,0.4615850079627264,0.0,0.001
1.0,0.5232447435458502,0.467365146925052,0.5587959275359199,0.2506143134087324,0.20782615430653095,0.4278816133737564,0.47100027686073664,0.376971226362955,0.0,0.001
2.0,0.21995336597874052,0.1754172859447343,0.44536077905268895,0.1489897146821022,0.11809802800416946,0.3089168444275856,0.24787987342902593,0.15475973841689883,0.0,0.001
3.0,0.22633134502740132,0.19109438501653217,0.3523696143002737,0.02639114297926426,-0.0027380529791116714,0.2912919372320175,0.2856954031047367,0.11313580331348237,0.0,0.001
4.0,0.1207604617589996,0.08805641102870661,0.3270405133565267,0.005257397890090942,-0.021665369858965278,0.26922769099473953,0.2860006881611688,0.08282665766420819,0.0,0.001
5.0,0.11481815966821853,0.08390544816142037,0.30912712606645765,-0.010233976878225803,-0.03389591281302273,0.23661933466792107,0.25142148704755873,0.06448556731144588,0.0,0.001
6.0,0.08289466478994914,0.05589106146778379,0.27003602541628335,-0.021230258978903294,-0.042680594604462385,0.21450337022542953,0.26621908800942556,0.06568530343827747,0.0,0.001
7.0,0.08138654620519706,0.05666389742067882,0.24722647737889064,-0.033750676084309816,-0.05292357364669442,0.1917289663106203,0.2523254340603238,0.06211954780987331,0.0,0.001
8.0,0.06305426536571412,0.04082282331018221,0.22231440317063106,-0.044005285017192364,-0.06251167878508568,0.18506391532719135,0.25959032419182004,0.06417874548406828,0.0,0.001
9.0,0.05629040318585578,0.03531777574902489,0.20972628465720586,-0.05813170503824949,-0.07553186267614365,0.17400159500539303,0.2517322826953161,0.06315960504469417,0.0,0.001
10.0,0.03838963487318584,0.018424533307552338,0.19965102594523204,-0.07235060259699821,-0.09020528197288513,0.17854681983590126,0.2537235865990321,0.06489940803675424,0.0,0.001
11.0,0.021527289279869626,0.0019327086352166675,0.1959458248955863,-0.09344646148383617,-0.11039924621582031,0.16952785290777683,0.24807766434692202,0.06504214271193459,0.0,0.001
12.0,-0.009584304832276843,-0.02978605493193581,0.20201749212685086,-0.10918255522847176,-0.1269471924751997,0.17764637619256973,0.24969781296593802,0.06747446209192276,0.0,0.001
13.0,-0.04318185044186456,-0.06426823706853957,0.2108638577518009,-0.13305244594812393,-0.15164113696664572,0.18588691391050816,0.2461656154621215,0.06867483400163196,0.0,0.001
14.0,-0.07373928349642526,-0.0943920486384914,0.20652765851645244,-0.15876820124685764,-0.17756840866059065,0.1880020797252655,0.23990582071599506,0.07020975950927962,0.0,0.001
15.0,-0.09865358684744154,-0.11825217377571832,0.19598588737703504,-0.1947811096906662,-0.21237839618697762,0.17597281746566296,0.2366903324921926,0.07200110029606592,0.0,0.001
16.0,-0.12881290877149218,-0.1467494098913102,0.17936498068627857,-0.21116263652220368,-0.22992769489064813,0.18765056692063808,0.2301077942053477,0.07261854605305762,0.0,0.001
17.0,-0.14727862587287313,-0.16488556563854218,0.1760693777884756,-0.25047839479520917,-0.26574921887367964,0.15270825196057558,0.22718639458928788,0.07718849341784205,0.0,0.001
18.0,-0.1766102175183949,-0.1916108455154158,0.15000628271982783,-0.283193641807884,-0.29673498682677746,0.13541335426270962,0.21964037418365479,0.08665224661429723,0.0,0.001
19.0,-0.2058174746731917,-0.21921483551462492,0.13397361586491266,-0.3104624329134822,-0.3244390385225415,0.13976604212075472,0.2147904811870484,0.09805195760868844,0.0,0.001
20.0,-0.23267425170966557,-0.2455791804407324,0.12904929440645946,-0.3264771131798625,-0.34146457724273205,0.14987468626350164,0.209813192486763,0.11890156815449397,0.0,0.001
21.0,-0.2606198519823097,-0.27396866300010253,0.1334880783799149,-0.3483894318342209,-0.366076635196805,0.1768721044063568,0.20720461897906803,0.15257478540851957,0.0,0.001
22.0,-0.29186064572561354,-0.3060910594427869,0.14230416182960784,-0.38753705471754074,-0.4017091765999794,0.14172129146754742,0.2022731038076537,0.1863336988857814,0.0,0.001
23.0,-0.32649843474583967,-0.3395568827788035,0.1305844835227444,-0.4136386066675186,-0.42544983699917793,0.1181122912093997,0.18714262864419393,0.21001844711246945,0.0,0.001
24.0,-0.36293830829007284,-0.374322682885187,0.1138437379683767,-0.4060085415840149,-0.41679729893803596,0.10788757260888815,0.18280783047278723,0.2389857116199675,0.0,0.001
25.0,-0.3970410605626447,-0.4058176406792232,0.08776576604161944,-0.47624047473073006,-0.48309819027781487,0.06857715081423521,0.17801859691029503,0.28450977163655417,0.0,0.001
