epoch,train_loss,val_loss,lr
0.0,2.915440252849034,2.7844606041908264,0.001
1.0,2.658476863588606,2.5635563135147095,0.001
2.0,2.6664476962316606,2.544059455394745,0.001
3.0,2.616778021767026,2.5420737862586975,0.001
4.0,2.6379543940226235,2.5445252656936646,0.001
5.0,2.6274263745262507,2.5443719625473022,0.001
6.0,2.6304420289539157,2.5444306135177612,0.001
7.0,2.628313189461118,2.544033408164978,0.001
8.0,2.6279484998612177,2.543532907962799,0.001
9.0,2.6271534306662425,2.5429505705833435,0.001
10.0,2.6265330541701544,2.542352557182312,0.001
11.0,2.6259537310827348,2.5417648553848267,0.001
12.0,2.625423794700986,2.541200637817383,0.001
13.0,2.6249397482190813,2.540664494037628,0.001
14.0,2.6244901021321616,2.540154218673706,0.001
15.0,2.6240721316564652,2.5396695137023926,0.001
16.0,2.623681272779192,2.5392081141471863,0.001
17.0,2.623314062754313,2.538768768310547,0.001
18.0,2.6229685147603354,2.5383511781692505,0.001
19.0,2.622641915366763,2.5379538536071777,0.001
20.0,2.622332391284761,2.537575125694275,0.001
21.0,2.622038409823463,2.537212550640106,0.001
22.0,2.6217581090472994,2.536864221096039,0.001
23.0,2.621489013944353,2.536528527736664,0.001
24.0,2.6212306249709356,2.5362045764923096,0.001
25.0,2.6209853944324313,2.5358983278274536,0.001
26.0,2.620754525775001,2.5356204509735107,0.001
27.0,2.620524985449655,2.535356342792511,0.001
28.0,2.6202993847074962,2.5350983142852783,0.001
29.0,2.62007805279323,2.534845530986786,0.001
30.0,2.619860773994809,2.5345977544784546,0.001
31.0,2.619647298540388,2.5343546271324158,0.001
32.0,2.6194360823858354,2.534114956855774,0.001
33.0,2.6192264670417424,2.533878207206726,0.001
34.0,2.619017271768479,2.5336433053016663,0.001
35.0,2.61880814461481,2.533409535884857,0.001
36.0,2.6185978934878396,2.533176362514496,0.001
37.0,2.618385076522827,2.5329424142837524,0.001
38.0,2.618168728692191,2.5327067971229553,0.001
39.0,2.6179476919628324,2.532469093799591,0.001
40.0,2.617720229285104,2.532228171825409,0.001
41.0,2.6174849442073276,2.531984329223633,0.001
42.0,2.617238930293492,2.5317351818084717,0.001
43.0,2.61698055267334,2.531481444835663,0.001
44.0,2.6167060307094028,2.531219720840454,0.001
45.0,2.6164113680521646,2.5309459567070007,0.001
46.0,2.6160902295793806,2.530649185180664,0.001
47.0,2.615733884629749,2.530312657356262,0.001
48.0,2.6153255076635453,2.5299059748649597,0.001
49.0,2.614836261385963,2.5293896198272705,0.001
50.0,2.6142147041502453,2.5287424325942993,0.001
51.0,2.6134214514777776,2.527994692325592,0.001
52.0,2.6125630764734176,2.5271043181419373,0.001
53.0,2.6116475604829335,2.525992751121521,0.001
54.0,2.61056577591669,2.5250253677368164,0.001
55.0,2.609622319539388,2.524397134780884,0.001
56.0,2.6087766715458462,2.5239577293395996,0.001
57.0,2.6078360080718994,2.523608922958374,0.001
58.0,2.607067130860828,2.523117244243622,0.001
59.0,2.6063694726853144,2.522601842880249,0.001
60.0,2.605745996747698,2.5221763849258423,0.001
61.0,2.6051598617008755,2.5218255519866943,0.001
62.0,2.6046983060382662,2.5215295553207397,0.001
63.0,2.6042628628867015,2.5213301181793213,0.001
64.0,2.6038353329613093,2.5210930705070496,0.001
65.0,2.603463502157302,2.520883798599243,0.001
66.0,2.6031046140761602,2.5206830501556396,0.001
67.0,2.602782192684355,2.520503282546997,0.001
68.0,2.602475030081613,2.5203328728675842,0.001
69.0,2.6021953423817954,2.5201773643493652,0.001
70.0,2.601928052448091,2.52003276348114,0.001
71.0,2.6016890434991744,2.519913971424103,0.001
72.0,2.6014492284683954,2.519800066947937,0.001
73.0,2.6012362979707264,2.5196951627731323,0.001
74.0,2.601007620493571,2.5195841193199158,0.001
75.0,2.6008271603357223,2.519492506980896,0.001
76.0,2.60059920946757,2.51937735080719,0.001
77.0,2.6004608245123,2.519312798976898,0.001
78.0,2.6002173650832403,2.5191715955734253,0.001
79.0,2.600134077526274,2.5191702246665955,0.001
80.0,2.5998436269306002,2.5189234018325806,0.001
81.0,2.5998090902964273,2.518995761871338,0.001
82.0,2.599512463524228,2.5186365842819214,0.001
83.0,2.5994135425204323,2.5186458230018616,0.001
84.0,2.599170764287313,2.518410325050354,0.001
85.0,2.5990980693272183,2.518632709980011,0.001
86.0,2.5988268171037947,2.518168091773987,0.001
87.0,2.5986526239485968,2.518212854862213,0.001
88.0,2.5982998552776517,2.5178833603858948,0.001
89.0,2.5980996744973317,2.518169581890106,0.001
90.0,2.5979078724270774,2.5180156230926514,0.001
91.0,2.5976847353435697,2.5179158449172974,0.001
92.0,2.5974810350508917,2.517800450325012,0.001
93.0,2.597278946921939,2.5176807641983032,0.001
94.0,2.5970939113980247,2.517562985420227,0.001
95.0,2.596920683270409,2.5174463987350464,0.001
96.0,2.5967560495649065,2.517330288887024,0.001
97.0,2.5965964680626277,2.5172138810157776,0.001
98.0,2.5964398043496266,2.5170947313308716,0.001
99.0,2.5962830498105003,2.5169734954833984,0.001
100.0,2.5961262725648426,2.5168551206588745,0.001
101.0,2.595972174689883,2.516739249229431,0.001
102.0,2.5958208470117476,2.5166342854499817,0.001
103.0,2.5956735951559886,2.5165368914604187,0.001
104.0,2.5955299649919783,2.5164421796798706,0.001
105.0,2.5953888098398843,2.5163494348526,0.001
106.0,2.595250197819301,2.5162588953971863,0.001
107.0,2.595114480881464,2.516171395778656,0.001
108.0,2.594981727145967,2.5160866379737854,0.001
109.0,2.5948521069117954,2.5160049200057983,0.001
110.0,2.594725256874448,2.5159252285957336,0.001
111.0,2.5946011202675954,2.5158459544181824,0.001
112.0,2.5944772447858537,2.5157600045204163,0.001
113.0,2.5943509056454612,2.515661895275116,0.001
114.0,2.594226814451672,2.515565514564514,0.001
115.0,2.594108286358061,2.515492856502533,0.001
116.0,2.593994765054612,2.515425443649292,0.001
117.0,2.5938874085744223,2.5153725147247314,0.001
118.0,2.593786080678304,2.5153289437294006,0.001
119.0,2.593688976197016,2.5152902007102966,0.001
120.0,2.593594710032145,2.51525217294693,0.001
121.0,2.5935021127973283,2.5152095556259155,0.001
122.0,2.5934076876867387,2.515158474445343,0.001
123.0,2.5933110259828114,2.5150862336158752,0.001
124.0,2.5932101068042575,2.5150349140167236,0.001
125.0,2.5931150913238525,2.5149797201156616,0.001
126.0,2.59302400407337,2.514925241470337,0.001
127.0,2.5929339159102667,2.5148650407791138,0.001
128.0,2.5928421588171098,2.514802634716034,0.001
129.0,2.5927505379631404,2.5147343277931213,0.001
130.0,2.5926615397135415,2.514676809310913,0.001
131.0,2.5926211902073453,2.514667809009552,0.001
132.0,2.592264731725057,2.515697658061981,0.001
133.0,2.592697416033064,2.5137217044830322,0.001
134.0,2.592563481557937,2.5153602361679077,0.001
135.0,2.5925100644429526,2.5137014985084534,0.001
136.0,2.59235642069862,2.51497346162796,0.001
137.0,2.592217820031302,2.513607442378998,0.001
138.0,2.59211634454273,2.514934718608856,0.001
139.0,2.59196891103472,2.5133639574050903,0.001
140.0,2.591935782205491,2.5149203538894653,0.001
141.0,2.591741993313744,2.513115406036377,0.001
142.0,2.5917561735425676,2.514936327934265,0.001
143.0,2.591510125568935,2.5128671526908875,0.001
144.0,2.59158570425851,2.5149932503700256,0.001
145.0,2.591270537603469,2.512628197669983,0.001
146.0,2.5914342744009837,2.5150696635246277,0.001
147.0,2.5910278388432095,2.512411594390869,0.001
148.0,2.5913015320187522,2.5151278972625732,0.001
149.0,2.590793098722185,2.512247681617737,0.001
150.0,2.591173978078933,2.5151288509368896,0.001
151.0,2.5905731859661283,2.5125662684440613,0.001
152.0,2.5910025664738248,2.5147846937179565,0.001
153.0,2.590437662033808,2.513621211051941,0.001
154.0,2.5907527265094576,2.5132264494895935,0.001
155.0,2.5905269781748452,2.5140578746795654,0.001
156.0,2.590731393723261,2.5134133100509644,0.001
157.0,2.590323493594215,2.5138506293296814,0.001
158.0,2.5904756841205416,2.513339579105377,0.001
159.0,2.5901618003845215,2.513756573200226,0.001
160.0,2.590273482458932,2.5132656693458557,0.001
161.0,2.5900234949021113,2.5136753916740417,0.001
162.0,2.5900937716166177,2.513179838657379,0.001
163.0,2.589887675784883,2.5135834217071533,0.001
164.0,2.5899255729856945,2.5130943655967712,0.001
165.0,2.5897506191616966,2.513470411300659,0.001
166.0,2.5897642430805026,2.513005018234253,0.001
167.0,2.5896103155045282,2.513338088989258,0.001
168.0,2.589605592546009,2.5129106044769287,0.0005
169.0,2.5859104565211704,2.5139694809913635,0.0005
170.0,2.5859468210311163,2.5145705938339233,0.0005
171.0,2.5859455721718922,2.5149866938591003,0.0005
172.0,2.585918119975499,2.51524156332016,0.0005
173.0,2.5858809720902216,2.5153928399086,0.0005
174.0,2.585846174330938,2.515116035938263,0.0005
175.0,2.585784809929984,2.5153956413269043,0.0005
176.0,2.5857750120617093,2.515399396419525,0.0005
177.0,2.58573317527771,2.5154232382774353,0.0005
178.0,2.585689658210391,2.5153449177742004,0.0005
179.0,2.585646629333496,2.515335202217102,0.0005
180.0,2.585611139025007,2.5152465105056763,0.0005
181.0,2.585574059259324,2.5152698159217834,0.0005
182.0,2.58553755851019,2.515329420566559,0.0005
183.0,2.5855050200507756,2.515196204185486,0.0005
184.0,2.585467849458967,2.5152053833007812,0.0005
185.0,2.585429032643636,2.5152522325515747,0.0005
186.0,2.5853956767490933,2.5151849389076233,0.0005
187.0,2.5853616964249384,2.5151569843292236,0.0005
188.0,2.5853187697274342,2.5151877999305725,0.0005
189.0,2.5852913515908376,2.515113592147827,0.00025
190.0,2.5834098884037564,2.5147146582603455,0.00025
191.0,2.5833337761106945,2.5148059129714966,0.00025
192.0,2.583267484392439,2.5149025321006775,0.00025
193.0,2.5832618985857283,2.5148521661758423,0.00025
194.0,2.583240043549311,2.515079617500305,0.00025
195.0,2.5832153729030063,2.5151679515838623,0.00025
196.0,2.5832104228791737,2.5151501297950745,0.00025
197.0,2.5831904524848577,2.5151272416114807,0.00025
198.0,2.5831670193445113,2.515020191669464,0.00025
199.0,2.583132017226446,2.5153875946998596,0.00025
