tp,hidden_size,bidirectional,learning_rate,seed,final_train_loss,final_val_loss,final_val_acc,final_val_f1,best_val_f1,num_epochs,final_transition_mae,final_autocorr_r2
8,64,True,9e-05,42,1.155003547668457,1.245694875717163,0.4970731707317073,0.3983350110411352,0.4057977643273072,1000,349.39212582432924,0.7670157431512166
