epoch,train_loss,val_loss,lr
0.0,2.057977659361703,1.8470542430877686,0.001
1.0,1.5384100760732378,1.7366183400154114,0.001
2.0,1.4818727913356962,1.5892458856105804,0.001
3.0,1.4380539400236947,1.6105599105358124,0.001
4.0,1.449218213558197,1.5913516730070114,0.001
5.0,1.4419147060030983,1.59821517765522,0.001
6.0,1.4447637569336664,1.5952356308698654,0.001
7.0,1.4427831116176786,1.5965543538331985,0.001
8.0,1.4430314018612815,1.5960306972265244,0.001
9.0,1.4424158448264712,1.5961861461400986,0.001
10.0,1.4421933492024739,1.5960803925991058,0.001
11.0,1.4418650893937974,1.5960520654916763,0.001
12.0,1.4416022527785528,1.5960016697645187,0.001
13.0,1.4413304385684786,1.5959721207618713,0.001
14.0,1.441063608442034,1.5959258377552032,0.001
15.0,1.440775556223733,1.5958610326051712,0.001
16.0,1.4404556495802743,1.5957889705896378,0.001
17.0,1.4400875994137354,1.5956674367189407,0.001
18.0,1.439597067378816,1.5955051481723785,0.001
19.0,1.4389010554268247,1.5952169448137283,0.001
20.0,1.4379260540008545,1.5946082025766373,0.001
21.0,1.4366731161162967,1.5938927382230759,0.001
22.0,1.4353022092864627,1.5934495776891708,0.001
23.0,1.4339105146271842,1.5933247804641724,0.0005
24.0,1.4290078594571067,1.5927031189203262,0.0005
25.0,1.4273447621436346,1.593279093503952,0.0005
26.0,1.4261957974660964,1.5937578082084656,0.0005
27.0,1.4246951001031058,1.5950779020786285,0.0005
28.0,1.4233487191654386,1.5968691855669022,0.0005
29.0,1.4219668365660167,1.5983438193798065,0.0005
30.0,1.420950750509898,1.6111856997013092,0.0005
31.0,1.4232570897965204,1.6027449369430542,0.0005
32.0,1.4195489173843747,1.6054635494947433,0.0005
33.0,1.4198666896138872,1.5974713414907455,0.0005
34.0,1.4178422604288374,1.6129309982061386,0.0005
35.0,1.4230751593907673,1.5865088105201721,0.0005
36.0,1.4163760855084373,1.6050739139318466,0.0005
37.0,1.4175550852503096,1.597164362668991,0.0005
38.0,1.416086835520608,1.62388576567173,0.0005
39.0,1.4263434523627871,1.5799541622400284,0.0005
40.0,1.4126851416769481,1.614184021949768,0.0005
41.0,1.4185327064423334,1.596183866262436,0.0005
42.0,1.4138923968587602,1.6053683459758759,0.0005
43.0,1.4148050234431313,1.5992167592048645,0.0005
44.0,1.4132247964541118,1.6040757149457932,0.0005
45.0,1.4138028224309285,1.597263365983963,0.0005
46.0,1.4120809123629616,1.604300543665886,0.0005
47.0,1.4123934989883786,1.5978436321020126,0.0005
48.0,1.4106246147836958,1.6054769456386566,0.0005
49.0,1.4111344842683702,1.5961343944072723,0.0005
50.0,1.4087425413585843,1.6057346016168594,0.0005
51.0,1.4089138138861883,1.5994544178247452,0.0005
52.0,1.4072355173882984,1.6059326976537704,0.0005
53.0,1.407395059154147,1.5953206419944763,0.0005
54.0,1.4050049725032987,1.606163501739502,0.0005
55.0,1.4043130165054685,1.599401593208313,0.0005
56.0,1.4032037513596671,1.6013867259025574,0.0005
57.0,1.4027203860737028,1.5945151448249817,0.0005
58.0,1.4011460343996684,1.6032453924417496,0.0005
59.0,1.400347011429923,1.5986065417528152,0.0005
60.0,1.3999961870057243,1.599577084183693,0.00025
61.0,1.3957060660634721,1.5954119116067886,0.00025
62.0,1.3937492881502425,1.6019066125154495,0.00025
63.0,1.3953086591902233,1.5961005985736847,0.00025
64.0,1.3934645227023534,1.600590705871582,0.00025
65.0,1.3943787245523362,1.5964994430541992,0.00025
66.0,1.393047565505618,1.6001574844121933,0.00025
67.0,1.3937692500296093,1.5966506749391556,0.00025
68.0,1.3926615885325841,1.6002338081598282,0.00025
69.0,1.3933867954072499,1.5967669188976288,0.00025
70.0,1.3923253927912032,1.6005426794290543,0.00025
71.0,1.3931135620389665,1.5968436747789383,0.00025
72.0,1.392011781533559,1.600947067141533,0.00025
73.0,1.3928953749792916,1.59686641395092,0.00025
74.0,1.3917060579572404,1.6013721376657486,0.00025
75.0,1.3927051850727625,1.5968397855758667,0.00025
76.0,1.3914042540958949,1.6017663329839706,0.00025
77.0,1.3925258687564306,1.5967769622802734,0.00025
78.0,1.3911079735982985,1.6020945459604263,0.00025
79.0,1.392346427554176,1.5966917127370834,0.00025
80.0,1.3908195495605469,1.6023402363061905,0.00025
81.0,1.3921615680058796,1.5965956300497055,0.000125
82.0,1.3881601889928181,1.6015967577695847,0.000125
83.0,1.3895773319970994,1.5996779650449753,0.000125
84.0,1.3888554204077947,1.6007745414972305,0.000125
85.0,1.389225409144447,1.6007201075553894,0.000125
86.0,1.3891044769968306,1.601094901561737,0.000125
87.0,1.3891864050002325,1.6012905538082123,0.000125
88.0,1.3891809156962804,1.6015577614307404,0.000125
89.0,1.3892149669783456,1.601783499121666,0.000125
