epoch,train_loss,val_loss,lr
0.0,2.25582275390625,2.201423088709513,0.001
1.0,2.0597930192947387,2.1053898334503174,0.001
2.0,1.8513306776682537,2.2933149337768555,0.001
3.0,1.7861358245213828,2.129454731941223,0.001
4.0,1.7407624085744222,2.0602779388427734,0.001
5.0,1.7218223412831624,1.979633887608846,0.001
6.0,1.6925585508346557,1.8590381542841594,0.001
7.0,1.6452468951543173,1.7809496720631917,0.001
8.0,1.591250435511271,1.8266855478286743,0.001
9.0,1.6069799343744913,1.7576810518900554,0.001
10.0,1.5728854497273763,1.7147607803344727,0.001
11.0,1.572192947069804,1.7241790294647217,0.001
12.0,1.5397232055664063,1.6545337835947673,0.001
13.0,1.530209239323934,1.646740237871806,0.001
14.0,1.547850775718689,1.6051145792007446,0.001
15.0,1.5155503511428834,1.6179970900217693,0.001
16.0,1.5076067845026653,1.58249831199646,0.001
17.0,1.4993862549463908,1.6130966345469158,0.001
18.0,1.5061496814092001,1.5672879616419475,0.001
19.0,1.4942726850509644,1.613650639851888,0.001
20.0,1.514182154337565,1.5793976783752441,0.001
21.0,1.488616951306661,1.6342896223068237,0.001
22.0,1.4974266688028972,1.5553958018620808,0.001
23.0,1.4761198520660401,1.5713286399841309,0.001
24.0,1.4809709866841634,1.5528856913248699,0.001
25.0,1.4684608379999797,1.5488603909810383,0.001
26.0,1.4644936641057333,1.5286656220753987,0.001
27.0,1.4603821754455566,1.546952486038208,0.001
28.0,1.474320944150289,1.5633488496144612,0.001
29.0,1.4535473664601644,1.520711064338684,0.001
30.0,1.4447593212127685,1.5018339554468791,0.001
31.0,1.4443505207697551,1.5225613514582317,0.001
32.0,1.4561838150024413,1.4997323751449585,0.001
33.0,1.432828696568807,1.5025804837544758,0.001
34.0,1.438371475537618,1.5095229148864746,0.001
35.0,1.4429024855295818,1.5321253538131714,0.001
36.0,1.4303364276885986,1.5146567821502686,0.001
37.0,1.4240641276041666,1.488614281018575,0.001
38.0,1.4287300109863281,1.4751020669937134,0.001
39.0,1.4118358850479127,1.4748611450195312,0.001
