t_bin,time_s,power_w
0,0.0,516.4147643497449
1,0.25,516.3431963285933
2,0.5,518.5895153667158
3,0.75,515.9052853665149
4,1.0,641.4390600349134
5,1.25,1156.2422920470192
6,1.5,1157.9142324375305
7,1.75,1168.8592460510695
8,2.0,1208.0694068842715
9,2.25,1408.2374487435447
10,2.5,1284.5515812359351
11,2.75,877.6500674854635
12,3.0,1277.7479010441277
13,3.25,1198.9762710800244
14,3.5,1364.7889987738388
15,3.75,1371.0251600238098
16,4.0,1497.2858712294492
17,4.25,1494.9645265398897
18,4.5,1410.7047666271217
19,4.75,1449.2418088766638
20,5.0,1497.1170909248692
21,5.25,1712.2946955140394
22,5.5,1543.9238432978555
23,5.75,1454.9729284055095
24,6.0,1428.9374179602337
25,6.25,1512.7941452741825
26,6.5,1735.0862013234446
27,6.75,1559.3054397455498
28,7.0,1418.6242611239013
29,7.25,1443.6884917696757
30,7.5,1451.0547402488044
31,7.75,1494.8780364465963
32,8.0,1314.733670648313
33,8.25,1305.4739629571277
34,8.5,1333.7425336665644
35,8.75,1360.189341182762
36,9.0,1370.1920998116193
37,9.25,1363.4861620173392
38,9.5,1322.889751620862
39,9.75,1167.2096691317568
40,10.0,1197.2432435146957
41,10.25,1069.8971620027191
42,10.5,1179.3174773793899
43,10.75,1021.3915732891928
44,11.0,586.5094057888184
45,11.25,910.0170666738359
46,11.5,642.4235172322801
47,11.75,638.945710063519
48,12.0,713.9781678254856
49,12.25,1192.5287499175977
50,12.5,1386.8529610701667
51,12.75,1254.4454140706916
52,13.0,1123.6639176467452
53,13.25,1221.0355029992995
54,13.5,1275.6548800496018
55,13.75,1073.1252234958686
56,14.0,1152.9030126074895
57,14.25,1216.194289595486
58,14.5,1180.3420838245854
59,14.75,1230.9029710963798
60,15.0,1163.9236174437622
61,15.25,1148.2135796306754
62,15.5,1075.3543081718542
63,15.75,1223.3035511254325
64,16.0,1211.8181720706202
65,16.25,1220.4445731259743
66,16.5,1085.958611279456
67,16.75,1164.9660170414213
68,17.0,635.1065233314129
69,17.25,644.5363712154614
70,17.5,637.7583743601591
71,17.75,1072.8746742258036
72,18.0,1064.2071862736673
73,18.25,1148.8463483546134
74,18.5,1073.2811142941
75,18.75,1063.016167788237
76,19.0,1150.125254792358
77,19.25,1254.0686845890814
78,19.5,1147.014539241091
79,19.75,1144.9133674753575
80,20.0,1242.251035898962
81,20.25,1140.4964510271855
82,20.5,1150.36702367183
83,20.75,1153.5212738622931
84,21.0,632.9070966948403
85,21.25,838.608590069781
86,21.5,1161.9487318167473
87,21.75,1233.7892336377802
88,22.0,1148.7821694837753
89,22.25,1362.6385570607013
90,22.5,1568.2133080609378
91,22.75,1404.3233124741168
92,23.0,1226.044438346596
93,23.25,1594.968115476681
94,23.5,1515.0913661576271
95,23.75,1374.0720610459334
96,24.0,1217.2876089936826
97,24.25,1197.2617477219221
98,24.5,1262.2938546165624
99,24.75,1245.8913519906075
100,25.0,1222.2664953414244
101,25.25,1208.4043360248736
102,25.5,1377.1043622626728
103,25.75,1488.4605276819857
104,26.0,1313.457163208603
105,26.25,1471.6274871089954
106,26.5,1518.590375460247
107,26.75,1527.3079825336592
108,27.0,1521.399713866237
109,27.25,1611.2543573610085
110,27.5,1547.4961206187365
111,27.75,1435.6974131626143
112,28.0,1431.4725619853805
113,28.25,1435.0763072232867
114,28.5,1440.53813341378
115,28.75,1339.537087693101
116,29.0,1411.585368034373
117,29.25,1281.4532095890654
118,29.5,1339.1143540008472
119,29.75,1232.0972176006017
120,30.0,1169.2185063533698
121,30.25,1193.5640016682885
122,30.5,1211.7567663334362
123,30.75,1156.462340653879
124,31.0,1065.9278788121965
125,31.25,1069.0359503660825
126,31.5,1082.3697178909406
127,31.75,639.8939808927915
128,32.0,644.948416986566
129,32.25,987.9314693703079
130,32.5,1066.9173399815807
131,32.75,1076.0978455493837
132,33.0,1190.7865375623066
133,33.25,1067.2200872700143
134,33.5,1060.8799858636582
135,33.75,1068.6101112422573
136,34.0,1227.9804766965308
137,34.25,1254.8281728658005
138,34.5,1264.1124935669454
139,34.75,1161.9257857377302
140,35.0,1169.7623595927112
141,35.25,1199.6215982789242
142,35.5,1070.101554591349
143,35.75,1070.480498908434
144,36.0,1055.3874110206623
145,36.25,1159.1249546006486
146,36.5,638.0815454406148
147,36.75,1167.4301507185155
148,37.0,1209.541604734339
149,37.25,1256.064857703826
150,37.5,1059.945520569663
151,37.75,1267.3045641591452
152,38.0,1160.387670169987
153,38.25,1332.116665697411
154,38.5,1219.2246809754552
155,38.75,1251.7938855810216
156,39.0,1283.667925047853
157,39.25,1423.5022814041683
158,39.5,1431.75816594154
159,39.75,1310.494254945944
160,40.0,1390.4786240621333
161,40.25,1373.132378226936
162,40.5,1268.391277986134
163,40.75,1383.4394117269044
164,41.0,1501.35844832387
165,41.25,1289.91065745715
166,41.5,1322.2718428492578
167,41.75,1490.948575909014
168,42.0,1478.3354034506838
169,42.25,1155.2270094718897
170,42.5,1258.9786164863892
171,42.75,1411.032957538759
172,43.0,1183.0234111982363
173,43.25,558.6852506651314
174,43.5,1070.8897109917987
175,43.75,1054.1443744596095
176,44.0,1079.0847549051045
177,44.25,1159.0092044877456
178,44.5,1237.743939513547
179,44.75,1166.0068007161947
180,45.0,1393.3200307719626
181,45.25,1235.5149983539952
182,45.5,1176.235107488609
183,45.75,1337.2398941973377
184,46.0,1330.5085469421842
185,46.25,1236.3319848899991
186,46.5,1257.0806041919564
187,46.75,1246.1699246495336
188,47.0,1295.0637318950992
189,47.25,1246.1367600803915
190,47.5,1210.9675925879515
191,47.75,1278.5945584305496
192,48.0,1213.4561882705184
193,48.25,1158.8113944598279
194,48.5,1230.0482677874686
195,48.75,1137.773000703861
196,49.0,639.1699798863993
197,49.25,1496.271810397666
198,49.5,1467.073472709118
199,49.75,1471.0757048491912
200,50.0,1289.587693816943
201,50.25,1344.6356027976676
202,50.5,1401.8419615490093
203,50.75,1066.882300330366
204,51.0,1064.6287151484232
205,51.25,1064.0693110125305
206,51.5,1291.5621637847937
207,51.75,806.8748924518314
208,52.0,1163.4117804579294
209,52.25,1345.801447331442
210,52.5,1288.339879395938
211,52.75,1267.9180669240732
212,53.0,1221.0339180379676
213,53.25,1279.23489380191
214,53.5,1398.8905244333764
215,53.75,1564.631275664178
216,54.0,1414.7074025392783
217,54.25,1522.93423029456
218,54.5,1432.4983236036348
219,54.75,1433.9359527801219
220,55.0,1385.2009968481498
221,55.25,1378.88550136206
222,55.5,1352.2337244177902
223,55.75,1361.2295704093629
224,56.0,1399.810163526153
225,56.25,1368.2421132217971
226,56.5,1364.8566840800243
227,56.75,1249.0921118310248
228,57.0,1188.3307380537408
229,57.25,1222.8379169217196
230,57.5,1408.7782023783311
231,57.75,1305.0722981441938
232,58.0,1220.916723848449
233,58.25,1384.0800169430634
234,58.5,1292.939832595921
235,58.75,1297.610503449579
236,59.0,1229.798786294459
237,59.25,1221.6170487056686
238,59.5,1241.654131118723
239,59.75,1513.4095855306011
240,60.0,1355.9103623565948
241,60.25,1422.7638875078026
242,60.5,1502.4277384781242
243,60.75,1377.2512804090065
244,61.0,1449.3088557513613
245,61.25,1420.9813079997732
246,61.5,1331.8538802866035
247,61.75,1315.7870631112942
248,62.0,1233.92074838925
249,62.25,1330.9406362038826
250,62.5,1178.194015618328
251,62.75,1223.1162353241377
252,63.0,1405.5783734201714
253,63.25,1291.074571219114
254,63.5,1204.9973317020185
255,63.75,1254.3179247068513
256,64.0,1346.6519197087928
257,64.25,1233.5022696244685
258,64.5,1266.447670448401
259,64.75,1252.5356937783138
260,65.0,1229.1619770350162
261,65.25,1192.8807772034818
262,65.5,1186.3406171476242
263,65.75,1155.9855592524132
264,66.0,1159.1524883315578
265,66.25,1160.619472648696
266,66.5,1162.8972336877716
267,66.75,1164.511744494869
268,67.0,1143.49263930864
269,67.25,683.6223561182559
270,67.5,1147.9509890335232
271,67.75,1261.3122398013488
272,68.0,1235.2695810249359
273,68.25,1516.226198041806
274,68.5,1447.6981539415308
275,68.75,1495.8746977948285
276,69.0,1370.1147460911318
277,69.25,1385.4234858981883
278,69.5,1327.990664569684
279,69.75,1237.044366490758
280,70.0,1259.550712852826
281,70.25,1280.1620998649948
282,70.5,1194.6433006758502
283,70.75,1166.4163618705068
284,71.0,1150.3831201507417
285,71.25,1137.9912259924988
286,71.5,1065.7019558140387
287,71.75,1159.17310213026
288,72.0,1157.5996898660533
289,72.25,1068.717728853533
290,72.5,639.2456649001937
291,72.75,638.9560446705385
292,73.0,1216.755461816308
293,73.25,1203.8469911620268
294,73.5,1215.0884840228289
295,73.75,1212.2118978145888
296,74.0,1213.8449548344977
297,74.25,1296.8952430918914
298,74.5,1205.816275618765
299,74.75,1344.6260532475094
300,75.0,1353.7757993975736
301,75.25,1221.8475692515551
302,75.5,1066.8405403438883
303,75.75,1241.8957987561519
304,76.0,1251.276048667088
305,76.25,1246.7742065839286
306,76.5,1165.372869177023
307,76.75,1208.7369987923776
308,77.0,1520.6189945116396
309,77.25,1241.2575641528817
310,77.5,1246.7651861560707
311,77.75,1234.5228017666425
312,78.0,1306.9400139988572
313,78.25,1390.5509679757827
314,78.5,1178.4480673276785
315,78.75,1164.562174841894
316,79.0,1223.443907520922
317,79.25,1174.6605313156983
318,79.5,1210.7216692458774
319,79.75,1389.7933195202702
320,80.0,1317.6178171433946
321,80.25,1292.5598898255223
322,80.5,1329.684084523354
323,80.75,1196.5880496941913
324,81.0,1182.0990476182133
325,81.25,1238.6493740172373
326,81.5,1250.7301429242882
327,81.75,1319.0946404345216
328,82.0,1241.5331106052477
329,82.25,1325.7277907380612
330,82.5,1473.507579311654
331,82.75,1346.2843457221913
332,83.0,1401.4536509174375
333,83.25,1240.994986414901
334,83.5,1190.5235169950413
335,83.75,1362.088574849379
336,84.0,1216.5829449079642
337,84.25,1208.3700104966053
338,84.5,1307.4947933158608
339,84.75,1340.256971864612
340,85.0,1221.978097131142
341,85.25,1325.1174384306637
342,85.5,1285.2887922995183
343,85.75,1166.8044938081991
344,86.0,1004.7631456211243
345,86.25,638.7892356537487
346,86.5,1082.3071608567877
347,86.75,1218.0074835210157
348,87.0,1258.2087747423054
349,87.25,1389.4490644273853
350,87.5,1221.9467986737416
351,87.75,1226.5651817691478
352,88.0,1209.5932695122624
353,88.25,1283.4578802607025
354,88.5,1144.1847700385317
355,88.75,1222.664359972803
356,89.0,1270.3586968972315
357,89.25,1220.3853160236238
358,89.5,1151.8440536936948
359,89.75,1158.411223217123
360,90.0,1241.645836527959
361,90.25,1243.0010262507144
362,90.5,1233.4271216213822
363,90.75,1249.1194882847185
364,91.0,1164.2349133481337
365,91.25,1060.8074118458487
366,91.5,1211.3000895200544
367,91.75,1073.7240380472235
368,92.0,1160.5005846310687
369,92.25,1069.5738089766169
370,92.5,1072.435283370518
371,92.75,1074.2629179359071
372,93.0,1062.4335180855883
373,93.25,1182.8914770597655
374,93.5,1185.345686654613
375,93.75,1286.255516853965
376,94.0,1147.8939236009646
377,94.25,1216.1341015124956
378,94.5,1217.7791805507748
379,94.75,1258.531570566646
380,95.0,1142.3065892236548
381,95.25,1339.7331019760854
382,95.5,1550.3782425466716
383,95.75,1261.3400834540287
384,96.0,1357.7987995804356
385,96.25,1215.2513464002182
386,96.5,1079.52693786485
387,96.75,1167.9844874788919
388,97.0,1536.724932210972
389,97.25,1509.0672585885761
390,97.5,1513.9142250172727
391,97.75,1352.019488013695
392,98.0,1349.5777854232808
393,98.25,1378.8002339625216
394,98.5,1294.8779108425472
395,98.75,1182.2346512610966
396,99.0,1229.4344154701957
397,99.25,1225.7394330789818
398,99.5,1229.4748458890444
399,99.75,1169.5023403155135
400,100.0,1151.7756560752557
401,100.25,1249.1606126094762
402,100.5,1038.9797715372824
403,100.75,778.7653531082918
404,101.0,1058.8776447065518
405,101.25,1205.7019536605912
406,101.5,1065.0556745934289
407,101.75,1076.6706798127523
408,102.0,1062.6826822305409
409,102.25,1078.8751484974612
410,102.5,1169.5650473671562
411,102.75,1252.9893030359278
412,103.0,1358.9290245852703
413,103.25,1171.8625916837098
414,103.5,1230.094213876076
415,103.75,1176.0668903707606
416,104.0,1153.54594484021
417,104.25,1158.1679065831438
418,104.5,946.4790205173275
419,104.75,641.7721766710956
420,105.0,637.6024662189864
421,105.25,632.1222696943827
422,105.5,634.0084198428693
423,105.75,542.0350700279473
424,106.0,1153.923363901062
425,106.25,1265.7848543285038
426,106.5,1240.934259501108
427,106.75,1354.9876383771552
428,107.0,1289.548310806268
429,107.25,1436.7280314112961
430,107.5,1340.176308967211
431,107.75,1438.6510223851906
432,108.0,1194.935009223897
433,108.25,1204.9703646213882
434,108.5,1311.0775893357932
435,108.75,1187.9816106526462
436,109.0,1238.018529830066
437,109.25,1212.6630338362665
438,109.5,1196.7442411073441
439,109.75,1428.3478416332396
440,110.0,1300.8751227672517
441,110.25,1254.0553086618468
442,110.5,1385.788600687643
443,110.75,1300.5662120986287
444,111.0,1160.437975924271
445,111.25,1164.343428624049
446,111.5,881.0095449408702
447,111.75,1069.4958126085594
448,112.0,1070.232796977229
449,112.25,1066.8053393018818
450,112.5,1155.64823452382
451,112.75,1256.621718796239
452,113.0,1372.2504241204767
453,113.25,1356.5681446988544
454,113.5,1316.4673991260752
455,113.75,1372.6297883147213
456,114.0,1348.612421241561
457,114.25,1311.1969431151688
458,114.5,1318.0811906285758
459,114.75,1551.2123711220033
460,115.0,1587.2892891539545
461,115.25,1319.9808364279882
462,115.5,1257.6243891744737
463,115.75,1513.7052182009318
464,116.0,1426.5026292324364
465,116.25,1522.1892550952534
466,116.5,1457.3482656884744
467,116.75,1298.6809799603338
468,117.0,1227.7524910532209
469,117.25,1377.6751136124392
470,117.5,1183.2897987554436
471,117.75,1227.7730592519042
472,118.0,1346.7647512735014
473,118.25,1232.7678607582375
474,118.5,1248.1215139383464
475,118.75,1446.9443826471752
476,119.0,1403.7722328865625
477,119.25,1385.7168233315438
478,119.5,1242.5219233057578
479,119.75,1247.7862357324484
480,120.0,1306.0450851416936
481,120.25,1320.0489829622773
482,120.5,1311.988296865523
483,120.75,1160.5055697570438
484,121.0,1230.6625552967969
485,121.25,1252.3328456929282
486,121.5,1216.510539580368
487,121.75,1176.3415576217103
488,122.0,1333.3275238527897
489,122.25,1396.2640301204137
490,122.5,1295.341419048068
491,122.75,1233.0068417376885
492,123.0,1197.5639968644743
493,123.25,1157.4783649670435
494,123.5,1172.2056879770878
495,123.75,1221.014839748205
496,124.0,1231.5552882032546
497,124.25,1494.3531168131735
498,124.5,1215.1830634971975
499,124.75,1279.164276312466
500,125.0,1171.1833148456271
501,125.25,1487.9585168794672
502,125.5,1431.1060240712168
503,125.75,1393.8642732799626
504,126.0,1282.559671888764
505,126.25,1578.030194621441
506,126.5,1440.352697462912
507,126.75,1492.3963480774692
508,127.0,1492.3947644511543
509,127.25,1459.2172194529635
510,127.5,1361.5584177182125
511,127.75,1321.8870145740516
512,128.0,1568.3994302419394
513,128.25,1289.7330883622426
514,128.5,1162.2842920450207
515,128.75,1466.5371490741554
516,129.0,1324.7064638986697
517,129.25,1289.24785908117
518,129.5,1198.7822860981955
519,129.75,1207.8769548619703
520,130.0,1210.1617171898256
521,130.25,1347.869952941363
522,130.5,1247.6647135769958
523,130.75,1236.9589370233962
524,131.0,1235.4405717521238
525,131.25,1280.2749644667308
526,131.5,1385.4257656876894
527,131.75,1126.4162542911888
528,132.0,1326.6889142175517
529,132.25,1277.822052309343
530,132.5,1511.959663307517
531,132.75,1372.3680571558314
532,133.0,1333.2121721177266
533,133.25,1324.0620064200548
534,133.5,1268.1092138317194
535,133.75,1173.6179289611941
536,134.0,1220.8497986267846
537,134.25,1242.375130372547
538,134.5,1224.8009321257668
539,134.75,1294.465900421506
540,135.0,1223.2364694379053
541,135.25,1251.0430158381378
542,135.5,1355.702102667739
543,135.75,1497.9244284000185
544,136.0,1497.3252234865515
545,136.25,1346.759136137997
546,136.5,1182.411897386949
547,136.75,1213.6379478490678
548,137.0,1238.424931112722
549,137.25,1119.6606144305745
550,137.5,1162.6946893159925
551,137.75,1235.2957144629054
552,138.0,1187.673901089725
553,138.25,1311.256750513099
554,138.5,1333.1052402060147
555,138.75,1237.841963111778
556,139.0,1457.4612012278683
557,139.25,1388.313339388505
558,139.5,1357.9523856488647
559,139.75,1309.6369154388594
560,140.0,1322.3386152219616
561,140.25,1492.6531849995374
562,140.5,1370.648404202324
563,140.75,1368.7008571629146
564,141.0,1337.3841539651053
565,141.25,1347.3351760440423
566,141.5,1340.3036572484577
567,141.75,1374.4186027209912
568,142.0,1421.6484738898896
569,142.25,1244.1868655204023
570,142.5,1161.9394598162917
571,142.75,1239.1014451623714
572,143.0,1232.5752343566894
573,143.25,1223.9799186454534
574,143.5,1152.55292957201
575,143.75,1276.4755854993166
576,144.0,1377.4963191043087
577,144.25,1342.3394352483883
578,144.5,1359.788100931341
579,144.75,1303.4827590982986
580,145.0,1361.9453605328774
581,145.25,1276.2532575733237
582,145.5,1146.883684762573
583,145.75,1449.7601371470814
584,146.0,1453.7816232405257
585,146.25,1527.7411604078163
586,146.5,1308.0445437723552
587,146.75,1357.0373825407225
588,147.0,1290.0091153284138
589,147.25,1201.9170457782943
590,147.5,1216.3354230947439
591,147.75,1151.1505548387718
592,148.0,1154.5361134321722
593,148.25,1164.4820690746315
594,148.5,1181.211827922567
595,148.75,1183.9363412873286
596,149.0,1343.2097732031148
597,149.25,1318.5929084222844
598,149.5,1300.890506863783
599,149.75,1346.6319174927853
600,150.0,1205.08692733965
601,150.25,1499.0036206655743
602,150.5,1477.0146940612815
603,150.75,1467.5701186461458
604,151.0,1338.5663210717576
605,151.25,1382.5235757939352
606,151.5,1268.0131721304094
607,151.75,1334.8867998521434
608,152.0,1148.0938014328042
609,152.25,1173.3662315152342
610,152.5,1251.3615256251799
611,152.75,1293.9552082185621
612,153.0,1195.440897201903
613,153.25,1339.1987856775795
614,153.5,1265.5794996453533
615,153.75,1271.8851700896025
616,154.0,1384.1471975462484
617,154.25,1265.703971898369
618,154.5,1064.689068042548
619,154.75,1232.16616382617
620,155.0,1192.2570313326673
621,155.25,1275.9089725196222
622,155.5,1146.5982310514223
623,155.75,1206.786699938838
624,156.0,1271.6749551644746
625,156.25,1319.8717790713551
626,156.5,1067.4413120205365
627,156.75,1065.3337706337884
628,157.0,1136.0254438847264
629,157.25,1281.2902769380776
630,157.5,1159.0264166273182
631,157.75,1160.8829876792067
632,158.0,1253.1817273784022
633,158.25,1244.5566433018626
634,158.5,1212.120545100628
635,158.75,1446.7089383717405
