t_bin,time_s,power_w
0,0.0,516.466348021314
1,0.25,516.5618047126144
2,0.5,675.0257174626893
3,0.75,517.9894180451091
4,1.0,518.1829464408896
5,1.25,517.0443819632584
6,1.5,518.3904202875984
7,1.75,515.5679251274107
8,2.0,517.1156904409105
9,2.25,513.9594370722727
10,2.5,519.4795666212025
11,2.75,519.3017562743697
12,3.0,516.1377337046138
13,3.25,515.7750647809763
14,3.5,513.9695344064369
15,3.75,514.7859363745132
16,4.0,517.1725424811839
17,4.25,516.7692261282945
18,4.5,514.8661387648398
19,4.75,516.2749157758564
20,5.0,516.0367223230796
21,5.25,517.6749372501174
22,5.5,518.0228756984986
23,5.75,516.6821395729954
24,6.0,517.1660713318668
25,6.25,1155.2574663008425
26,6.5,629.4654477701717
27,6.75,638.2261429660158
28,7.0,637.2854292499044
29,7.25,640.4334966665705
30,7.5,630.4486673306386
31,7.75,640.4916285023315
32,8.0,635.0752106790165
33,8.25,632.8383633693102
34,8.5,518.7547770626271
35,8.75,514.8759486548402
36,9.0,515.1135248992001
37,9.25,518.4437222939796
38,9.5,515.3613276129122
39,9.75,515.623754196509
40,10.0,517.8788855489646
41,10.25,516.7161492235103
42,10.5,518.1339071254864
43,10.75,517.4440030159271
44,11.0,516.974304039708
45,11.25,518.4341048540279
46,11.5,520.1725652444449
47,11.75,516.8696737988759
48,12.0,1166.6664533122198
49,12.25,1120.512397133281
50,12.5,1156.2819725524255
51,12.75,1159.119252064153
52,13.0,1147.7245870664997
53,13.25,1150.3491361212464
54,13.5,1157.6557833596835
55,13.75,1155.0047111743447
56,14.0,1143.0750826458932
57,14.25,632.5551132549284
58,14.5,636.4421750009369
59,14.75,635.112742192037
60,15.0,636.9891892974468
61,15.25,642.0728312842865
62,15.5,632.9191326933692
63,15.75,671.3913987664641
64,16.0,516.1676548887135
65,16.25,516.5520791845295
66,16.5,518.4627895159085
67,16.75,597.775827899521
68,17.0,1059.0299148348429
69,17.25,1156.360365931953
70,17.5,1154.0174173419236
71,17.75,1152.4902883619934
72,18.0,1141.29027581496
73,18.25,1149.3439582890535
74,18.5,992.6842670953677
75,18.75,638.3863576495214
76,19.0,631.8484107501132
77,19.25,641.4839804392886
78,19.5,639.829793200739
79,19.75,632.5901046697004
80,20.0,633.5925613820216
81,20.25,649.8469045134233
82,20.5,502.4236838348891
83,20.75,515.9651723044976
84,21.0,516.9620208848697
85,21.25,516.8573394532716
86,21.5,516.9597750200455
87,21.75,517.6082629360478
88,22.0,515.891912604422
89,22.25,516.3428444173022
90,22.5,645.5883494825396
91,22.75,515.0231527941684
92,23.0,516.4009268142588
