t_bin,time_s,power_w
0,0.0,866.7397845672452
1,0.25,1163.5717195305326
2,0.5,1067.827733732668
3,0.75,1069.1650600917317
4,1.0,1402.1960784390792
5,1.25,1322.1713976480353
6,1.5,1408.2374487435447
7,1.75,1284.5515812359351
8,2.0,1308.098795123822
9,2.25,1387.0098328769923
10,2.5,1311.239361245831
11,2.75,1071.8497813003025
12,3.0,1248.7053762030143
13,3.25,1159.0149225342495
14,3.5,1232.9396710054525
15,3.75,1184.6875884895994
16,4.0,1287.8789747510432
17,4.25,1234.1723556752434
18,4.5,1269.1421595465445
19,4.75,1211.7944311962526
20,5.0,1146.1445165770112
21,5.25,1172.6296339796522
22,5.5,1313.902625538815
23,5.75,1404.9276163957627
24,6.0,1332.9482461032442
25,6.25,1299.513397038564
26,6.5,1443.6884917696757
27,6.75,1321.8407172727912
28,7.0,1232.8901417031768
29,7.25,1201.8827954246028
30,7.5,1194.1806824379864
31,7.75,1217.6941380281132
32,8.0,1160.3375966004182
33,8.25,1248.012446783109
34,8.5,1242.4345287434355
35,8.75,1208.6669250400944
36,9.0,1167.2096691317568
37,9.25,1197.2432435146957
38,9.5,1233.5087939419388
39,9.75,1059.3256179487255
40,10.0,639.0765430881723
41,10.25,635.8233604919475
42,10.5,1064.236374199063
43,10.75,1075.3565473239803
44,11.0,1069.4701173043552
45,11.25,1167.7035070009513
46,11.5,1061.9028491087358
47,11.75,1165.746681823568
48,12.0,1108.9748438947563
49,12.25,1123.6639176467452
50,12.5,1337.7596213120605
51,12.75,1275.6548800496018
52,13.0,1372.6493047290078
53,13.25,1209.208791519155
54,13.5,1216.194289595486
55,13.75,1145.8627418607412
56,14.0,1158.1939830731299
57,14.25,1141.8584594953804
58,14.5,1061.4058488349444
59,14.75,1137.0036745696023
60,15.0,1067.9063416857432
61,15.25,1065.6657947059587
62,15.5,1067.3486174268062
63,15.75,1178.909718199534
64,16.0,1164.9660170414213
65,16.25,1198.009517254397
66,16.5,1170.1258444097432
67,16.75,1221.0179421340245
68,17.0,1072.8746742258036
69,17.25,586.726954660242
70,17.5,634.4802276016829
71,17.75,1163.060169496074
72,18.0,635.1326023192419
73,18.25,635.0846059560023
74,18.5,641.5676592564004
75,18.75,633.6145616352105
76,19.0,798.3350503216091
77,19.25,1160.961650571175
78,19.5,1140.4964510271855
79,19.75,1150.36702367183
80,20.0,1211.743802964494
81,20.25,1287.1349236410317
82,20.5,1296.3138172927593
83,20.75,1246.2982930019498
84,21.0,1158.8979105854967
85,21.25,1192.3123995782091
86,21.5,1362.6385570607013
87,21.75,1402.5005450739857
88,22.0,1181.0331934061016
89,22.25,1343.781511310377
90,22.5,1420.9203516601199
91,22.75,1365.9278319860543
92,23.0,1163.1538989324388
93,23.25,1217.2876089936826
94,23.5,1197.2617477219221
95,23.75,1262.2938546165624
96,24.0,1074.9060103972668
97,24.25,1156.0876421541739
98,24.5,1152.7068148095495
99,24.75,1142.2297579650879
100,25.0,1157.782329890863
101,25.25,1200.8210119583428
102,25.5,1336.0043781140662
103,25.75,1368.3367850237585
104,26.0,1251.4614316783397
105,26.25,1370.270922289979
106,26.5,1611.2543573610085
107,26.75,1547.4961206187365
108,27.0,1311.2677017316228
109,27.25,1431.4725619853805
110,27.5,1615.5296704043778
111,27.75,1314.6003787110724
112,28.0,1476.7587551275194
113,28.25,1411.585368034373
114,28.5,1579.680851731264
115,28.75,1476.1447335594044
116,29.0,1493.4933999495067
117,29.25,1169.2185063533698
118,29.5,1193.5640016682885
119,29.75,1065.653815785774
120,30.0,1068.0037428798237
121,30.25,1065.9278788121965
122,30.5,1157.7528180126535
123,30.75,646.5670226833265
124,31.0,639.8939808927915
125,31.25,639.2930935703998
126,31.5,638.1082548550611
127,31.75,613.6952955009809
128,32.0,705.0491558078322
129,32.25,634.2740340920456
130,32.5,1067.2200872700143
131,32.75,841.4921766269126
132,33.0,1068.6101112422573
133,33.25,1003.5711729276061
134,33.5,641.6551945735059
135,33.75,642.7252650164565
136,34.0,1161.9257857377302
137,34.25,1169.7623595927112
138,34.5,1277.2051591150137
139,34.75,1159.0850483485378
140,35.0,1037.4987274326493
141,35.25,630.6253976320966
142,35.5,1070.133474199932
143,35.75,1068.0074587004358
144,36.0,1057.006659756695
145,36.25,1152.984182069826
146,36.5,1074.2973581387228
147,36.75,1182.4951909657498
148,37.0,1167.0719290268707
149,37.25,1239.897586002002
150,37.5,1154.642664900097
151,37.75,1335.5825975978285
152,38.0,1251.7938855810216
153,38.25,1283.667925047853
154,38.5,1423.5022814041683
155,38.75,1308.5556593394037
156,39.0,1310.494254945944
157,39.25,1166.4821978636548
158,39.5,1250.4581348460742
159,39.75,711.0607483520785
160,40.0,642.139640351334
161,40.25,639.5544335846774
162,40.5,633.1732014646748
163,40.75,1152.6455059990424
164,41.0,1230.6399020360036
165,41.25,1223.416859401226
166,41.5,1139.7374529937686
167,41.75,1258.9786164863892
168,42.0,1281.9833788228111
169,42.25,1273.037657380165
170,42.5,1189.8955340476618
171,42.75,1504.8431467434216
172,43.0,1255.673967679203
173,43.25,1409.3767553252676
174,43.5,1365.8641222832591
175,43.75,1357.846997122763
176,44.0,1388.1351947552362
177,44.25,1554.8785919237441
178,44.5,1355.1672982356959
179,44.75,1176.235107488609
180,45.0,1220.6032002643424
181,45.25,1154.3164356996847
182,45.5,1159.5180594935975
183,45.75,1257.0806041919564
184,46.0,1246.1699246495336
185,46.25,1081.9051880037407
186,46.5,1072.3606028049167
