2025-10-28 00:40:25,496 INFO    MainThread:37773 [wandb_setup.py:_flush():81] Current SDK version is 0.22.2
2025-10-28 00:40:25,497 INFO    MainThread:37773 [wandb_setup.py:_flush():81] Configure stats pid to 37773
2025-10-28 00:40:25,497 INFO    MainThread:37773 [wandb_setup.py:_flush():81] Loading settings from /home/azureuser/.config/wandb/settings
2025-10-28 00:40:25,497 INFO    MainThread:37773 [wandb_setup.py:_flush():81] Loading settings from /home/azureuser/powertrace-sim/wandb/settings
2025-10-28 00:40:25,497 INFO    MainThread:37773 [wandb_setup.py:_flush():81] Loading settings from environment variables
2025-10-28 00:40:25,497 INFO    MainThread:37773 [wandb_init.py:setup_run_log_directory():705] Logging user logs to /home/azureuser/powertrace-sim/wandb/run-20251028_004025-s82zecwx/logs/debug.log
2025-10-28 00:40:25,497 INFO    MainThread:37773 [wandb_init.py:setup_run_log_directory():706] Logging internal logs to /home/azureuser/powertrace-sim/wandb/run-20251028_004025-s82zecwx/logs/debug-internal.log
2025-10-28 00:40:25,497 INFO    MainThread:37773 [wandb_init.py:init():832] calling init triggers
2025-10-28 00:40:25,497 INFO    MainThread:37773 [wandb_init.py:init():837] wandb.init called with sweep_config: {}
config: {'tp': 1, 'hidden_size': 64, 'num_epochs': 500, 'lr': 5e-05, 'scheduler': 'cosine', 'seed': 42, 'bidirectional': True, '_wandb': {}}
2025-10-28 00:40:25,497 INFO    MainThread:37773 [wandb_init.py:init():880] starting backend
2025-10-28 00:40:25,728 INFO    MainThread:37773 [wandb_init.py:init():883] sending inform_init request
2025-10-28 00:40:25,759 INFO    MainThread:37773 [wandb_init.py:init():891] backend started and connected
2025-10-28 00:40:25,763 INFO    MainThread:37773 [wandb_init.py:init():961] updated telemetry
2025-10-28 00:40:25,793 INFO    MainThread:37773 [wandb_init.py:init():985] communicating run to backend with 90.0 second timeout
2025-10-28 00:40:26,356 INFO    MainThread:37773 [wandb_init.py:init():1036] starting run threads in backend
2025-10-28 00:40:26,469 INFO    MainThread:37773 [wandb_run.py:_console_start():2509] atexit reg
2025-10-28 00:40:26,469 INFO    MainThread:37773 [wandb_run.py:_redirect():2357] redirect: wrap_raw
2025-10-28 00:40:26,470 INFO    MainThread:37773 [wandb_run.py:_redirect():2426] Wrapping output streams.
2025-10-28 00:40:26,470 INFO    MainThread:37773 [wandb_run.py:_redirect():2449] Redirects installed.
2025-10-28 00:40:26,472 INFO    MainThread:37773 [wandb_init.py:init():1076] run started, returning control to user process
2025-10-28 00:41:19,229 INFO    MainThread:37773 [wandb_run.py:_finish():2275] finishing run grantfwilkins-stanford-university/powertrace-classifier-training/s82zecwx
2025-10-28 00:41:19,229 INFO    MainThread:37773 [wandb_run.py:_atexit_cleanup():2474] got exitcode: 0
2025-10-28 00:41:19,229 INFO    MainThread:37773 [wandb_run.py:_restore():2456] restore
2025-10-28 00:41:19,229 INFO    MainThread:37773 [wandb_run.py:_restore():2462] restore done
2025-10-28 00:41:19,701 INFO    MainThread:37773 [wandb_run.py:_footer_sync_info():3872] logging synced files
