Timestamp,GPU Power (W),VM SKU
1749596374.227204,277.3255628793548,Standard_ND96amsr_A100_v4
1749596374.477204,857.4798306014394,Standard_ND96amsr_A100_v4
1749596374.727204,857.3392236150174,Standard_ND96amsr_A100_v4
1749596374.977204,857.1986166285955,Standard_ND96amsr_A100_v4
1749596375.227204,857.1986166285955,Standard_ND96amsr_A100_v4
1749596375.477204,850.0166644505844,Standard_ND96amsr_A100_v4
1749596375.727204,842.8347122725733,Standard_ND96amsr_A100_v4
1749596375.977204,342.6965868214878,Standard_ND96amsr_A100_v4
1749596376.227204,342.12135835427136,Standard_ND96amsr_A100_v4
1749596376.477204,805.0685246668963,Standard_ND96amsr_A100_v4
1749596376.727204,342.35862719403144,Standard_ND96amsr_A100_v4
1749596376.977204,342.12135835427136,Standard_ND96amsr_A100_v4
1749596377.227204,342.35862719403144,Standard_ND96amsr_A100_v4
1749596377.477204,278.8590775099262,Standard_ND96amsr_A100_v4
1749596377.727204,342.59589603379146,Standard_ND96amsr_A100_v4
1749596377.977204,346.36756267650486,Standard_ND96amsr_A100_v4
1749596378.227204,277.5664424429432,Standard_ND96amsr_A100_v4
1749596378.477204,852.7257423360707,Standard_ND96amsr_A100_v4
1749596378.727204,277.5664424429432,Standard_ND96amsr_A100_v4
1749596378.977204,852.7055914187201,Standard_ND96amsr_A100_v4
1749596379.227204,850.4557586551205,Standard_ND96amsr_A100_v4
1749596379.477204,839.874064491931,Standard_ND96amsr_A100_v4
1749596379.727204,839.874064491931,Standard_ND96amsr_A100_v4
1749596379.977204,845.3963621937321,Standard_ND96amsr_A100_v4
1749596380.227204,544.6633367672142,Standard_ND96amsr_A100_v4
1749596380.477204,845.3963621937321,Standard_ND96amsr_A100_v4
1749596380.727204,279.4389407898567,Standard_ND96amsr_A100_v4
1749596380.977204,810.8375258619952,Standard_ND96amsr_A100_v4
1749596381.227204,840.0360919995065,Standard_ND96amsr_A100_v4
1749596381.477204,844.8464357701116,Standard_ND96amsr_A100_v4
1749596381.727204,846.694680195266,Standard_ND96amsr_A100_v4
1749596381.977204,843.3653860973862,Standard_ND96amsr_A100_v4
1749596382.227204,849.1291478948262,Standard_ND96amsr_A100_v4
1749596382.477204,604.1545514423194,Standard_ND96amsr_A100_v4
1749596382.727204,850.6018473838465,Standard_ND96amsr_A100_v4
1749596382.977204,854.5090145724271,Standard_ND96amsr_A100_v4
1749596383.227204,854.5090145724271,Standard_ND96amsr_A100_v4
1749596383.477204,615.183271799946,Standard_ND96amsr_A100_v4
1749596383.727204,347.4627125818596,Standard_ND96amsr_A100_v4
1749596383.977204,866.0756122885475,Standard_ND96amsr_A100_v4
1749596384.227204,347.4627125818596,Standard_ND96amsr_A100_v4
1749596384.477204,869.4462552089348,Standard_ND96amsr_A100_v4
1749596384.727204,870.9312373703339,Standard_ND96amsr_A100_v4
1749596384.977204,342.5166862167652,Standard_ND96amsr_A100_v4
1749596385.227204,344.97323268974037,Standard_ND96amsr_A100_v4
1749596385.477204,342.5166862167652,Standard_ND96amsr_A100_v4
1749596385.727204,338.76336591855164,Standard_ND96amsr_A100_v4
1749596385.977204,337.5336093011605,Standard_ND96amsr_A100_v4
1749596386.227204,343.0875600771354,Standard_ND96amsr_A100_v4
1749596386.477204,301.9964787051897,Standard_ND96amsr_A100_v4
1749596386.727204,347.4117542357191,Standard_ND96amsr_A100_v4
1749596386.977204,279.1141128521788,Standard_ND96amsr_A100_v4
1749596387.227204,348.9803118437097,Standard_ND96amsr_A100_v4
1749596387.477204,354.0043057193633,Standard_ND96amsr_A100_v4
1749596387.727204,843.9079055292283,Standard_ND96amsr_A100_v4
1749596387.977204,771.9681715868851,Standard_ND96amsr_A100_v4
1749596388.227204,344.51513188919984,Standard_ND96amsr_A100_v4
1749596388.477204,771.9681715868851,Standard_ND96amsr_A100_v4
1749596388.727204,341.83621820639837,Standard_ND96amsr_A100_v4
1749596388.977204,339.78523221269694,Standard_ND96amsr_A100_v4
1749596389.227204,340.1568080776359,Standard_ND96amsr_A100_v4
1749596389.477204,339.413656347758,Standard_ND96amsr_A100_v4
1749596389.727204,339.413656347758,Standard_ND96amsr_A100_v4
1749596389.977204,338.373166703512,Standard_ND96amsr_A100_v4
1749596390.227204,337.2911496274556,Standard_ND96amsr_A100_v4
1749596390.477204,336.20913255139914,Standard_ND96amsr_A100_v4
1749596390.727204,627.222176534971,Standard_ND96amsr_A100_v4
1749596390.977204,276.2085982315924,Standard_ND96amsr_A100_v4
1749596391.227204,276.2085982315924,Standard_ND96amsr_A100_v4
1749596391.477204,551.2452418107806,Standard_ND96amsr_A100_v4
1749596391.727204,850.1151097326423,Standard_ND96amsr_A100_v4
1749596391.977204,350.0133173990516,Standard_ND96amsr_A100_v4
1749596392.227204,826.9239890734623,Standard_ND96amsr_A100_v4
1749596392.477204,849.8721387504471,Standard_ND96amsr_A100_v4
1749596392.727204,826.9239890734623,Standard_ND96amsr_A100_v4
1749596392.977204,850.2647786695994,Standard_ND96amsr_A100_v4
1749596393.227204,857.2566611641331,Standard_ND96amsr_A100_v4
1749596393.477204,837.9555136477321,Standard_ND96amsr_A100_v4
1749596393.727204,865.0745729939939,Standard_ND96amsr_A100_v4
1749596393.977204,754.1871261095151,Standard_ND96amsr_A100_v4
1749596394.227204,832.7146309713125,Standard_ND96amsr_A100_v4
1749596394.477204,832.7146309713125,Standard_ND96amsr_A100_v4
1749596394.727204,857.7666281106826,Standard_ND96amsr_A100_v4
1749596394.977204,855.1367665531807,Standard_ND96amsr_A100_v4
1749596395.227204,855.1367665531807,Standard_ND96amsr_A100_v4
1749596395.477204,859.0060928199523,Standard_ND96amsr_A100_v4
1749596395.727204,349.71822939207914,Standard_ND96amsr_A100_v4
1749596395.977204,861.299970048871,Standard_ND96amsr_A100_v4
1749596396.227204,866.4397550160653,Standard_ND96amsr_A100_v4
1749596396.477204,838.37957695138,Standard_ND96amsr_A100_v4
1749596396.727204,342.60268766532454,Standard_ND96amsr_A100_v4
1749596396.977204,344.3840635471371,Standard_ND96amsr_A100_v4
1749596397.227204,342.60268766532454,Standard_ND96amsr_A100_v4
1749596397.477204,340.72233104646784,Standard_ND96amsr_A100_v4
1749596397.727204,336.86835066433053,Standard_ND96amsr_A100_v4
1749596397.977204,335.9430617639974,Standard_ND96amsr_A100_v4
1749596398.227204,303.12340723177175,Standard_ND96amsr_A100_v4
1749596398.477204,340.7521098646582,Standard_ND96amsr_A100_v4
1749596398.727204,342.904192850895,Standard_ND96amsr_A100_v4
1749596398.977204,274.6356546436545,Standard_ND96amsr_A100_v4
1749596399.227204,278.8585319621072,Standard_ND96amsr_A100_v4
1749596399.477204,283.08140928055985,Standard_ND96amsr_A100_v4
1749596399.727204,278.76671949848895,Standard_ND96amsr_A100_v4
1749596399.977204,284.2527426799962,Standard_ND96amsr_A100_v4
1749596400.227204,284.5759761458064,Standard_ND96amsr_A100_v4
1749596400.477204,284.41435941290126,Standard_ND96amsr_A100_v4
1749596400.727204,284.2527426799962,Standard_ND96amsr_A100_v4
1749596400.977204,277.9356346105701,Standard_ND96amsr_A100_v4
1749596401.227204,276.9461551508523,Standard_ND96amsr_A100_v4
1749596401.477204,277.9356346105701,Standard_ND96amsr_A100_v4
1749596401.727204,278.15434829664497,Standard_ND96amsr_A100_v4
1749596401.977204,278.40836001506455,Standard_ND96amsr_A100_v4
1749596402.227204,278.6300516657921,Standard_ND96amsr_A100_v4
1749596402.477204,279.01044802437247,Standard_ND96amsr_A100_v4
1749596402.727204,279.01044802437247,Standard_ND96amsr_A100_v4
1749596402.977204,279.01044802437247,Standard_ND96amsr_A100_v4
1749596403.227204,279.01044802437247,Standard_ND96amsr_A100_v4
1749596403.477204,277.04513324004995,Standard_ND96amsr_A100_v4
1749596403.727204,277.04513324004995,Standard_ND96amsr_A100_v4
1749596403.977204,276.4367491563861,Standard_ND96amsr_A100_v4
1749596404.227204,277.666856132191,Standard_ND96amsr_A100_v4
1749596404.477204,276.900067377837,Standard_ND96amsr_A100_v4
1749596404.727204,277.666856132191,Standard_ND96amsr_A100_v4
1749596404.977204,277.22940681534715,Standard_ND96amsr_A100_v4
1749596405.227204,277.22940681534715,Standard_ND96amsr_A100_v4
1749596405.477204,277.22940681534715,Standard_ND96amsr_A100_v4
1749596405.727204,277.22940681534715,Standard_ND96amsr_A100_v4
1749596405.977204,277.22940681534715,Standard_ND96amsr_A100_v4
1749596406.227204,278.3249320994804,Standard_ND96amsr_A100_v4
1749596406.477204,279.6996290052826,Standard_ND96amsr_A100_v4
1749596406.727204,292.6062727466288,Standard_ND96amsr_A100_v4
1749596406.977204,292.4427467588543,Standard_ND96amsr_A100_v4
1749596407.227204,292.6062727466288,Standard_ND96amsr_A100_v4
1749596407.477204,292.6062727466288,Standard_ND96amsr_A100_v4
1749596407.727204,297.5980911225767,Standard_ND96amsr_A100_v4
1749596407.977204,300.85808831236113,Standard_ND96amsr_A100_v4
1749596408.227204,301.0641098072758,Standard_ND96amsr_A100_v4
1749596408.477204,301.27013130219046,Standard_ND96amsr_A100_v4
1749596408.727204,277.9060576803066,Standard_ND96amsr_A100_v4
1749596408.977204,277.22740508738065,Standard_ND96amsr_A100_v4
1749596409.227204,277.62471874184445,Standard_ND96amsr_A100_v4
1749596409.477204,277.9060576803066,Standard_ND96amsr_A100_v4
1749596409.727204,277.62471874184445,Standard_ND96amsr_A100_v4
1749596409.977204,276.9805535518174,Standard_ND96amsr_A100_v4
1749596410.227204,276.9805535518174,Standard_ND96amsr_A100_v4
1749596410.477204,276.9805535518174,Standard_ND96amsr_A100_v4
1749596410.727204,276.9805535518174,Standard_ND96amsr_A100_v4
1749596410.977204,277.4700214050136,Standard_ND96amsr_A100_v4
1749596411.227204,277.4700214050136,Standard_ND96amsr_A100_v4
1749596411.477204,278.5093497680985,Standard_ND96amsr_A100_v4
1749596411.727204,277.4700214050136,Standard_ND96amsr_A100_v4
1749596411.977204,276.28894907961535,Standard_ND96amsr_A100_v4
1749596412.227204,276.28894907961535,Standard_ND96amsr_A100_v4
1749596412.477204,278.19138507200813,Standard_ND96amsr_A100_v4
1749596412.727204,275.88644464773955,Standard_ND96amsr_A100_v4
1749596412.977204,275.88644464773955,Standard_ND96amsr_A100_v4
1749596413.227204,278.19138507200813,Standard_ND96amsr_A100_v4
1749596413.477204,278.12562367884965,Standard_ND96amsr_A100_v4
1749596413.727204,278.05482515578797,Standard_ND96amsr_A100_v4
1749596413.977204,278.05482515578797,Standard_ND96amsr_A100_v4
1749596414.227204,278.12562367884965,Standard_ND96amsr_A100_v4
1749596414.477204,278.05482515578797,Standard_ND96amsr_A100_v4
1749596414.727204,276.7459349026192,Standard_ND96amsr_A100_v4
1749596414.977204,276.7459349026192,Standard_ND96amsr_A100_v4
1749596415.227204,277.57820475547993,Standard_ND96amsr_A100_v4
1749596415.477204,277.57820475547993,Standard_ND96amsr_A100_v4
1749596415.727204,277.57820475547993,Standard_ND96amsr_A100_v4
1749596415.977204,277.57820475547993,Standard_ND96amsr_A100_v4
1749596416.227204,277.57820475547993,Standard_ND96amsr_A100_v4
1749596416.477204,277.811179176907,Standard_ND96amsr_A100_v4
1749596416.727204,277.60420926504645,Standard_ND96amsr_A100_v4
1749596416.977204,277.60420926504645,Standard_ND96amsr_A100_v4
1749596417.227204,277.60420926504645,Standard_ND96amsr_A100_v4
1749596417.477204,277.60420926504645,Standard_ND96amsr_A100_v4
1749596417.727204,277.38729368050696,Standard_ND96amsr_A100_v4
1749596417.977204,276.95289411440984,Standard_ND96amsr_A100_v4
1749596418.227204,277.38729368050696,Standard_ND96amsr_A100_v4
1749596418.477204,278.3589063648125,Standard_ND96amsr_A100_v4
1749596418.727204,278.3589063648125,Standard_ND96amsr_A100_v4
1749596418.977204,278.3589063648125,Standard_ND96amsr_A100_v4
1749596419.227204,278.3589063648125,Standard_ND96amsr_A100_v4
1749596419.477204,278.2958323384273,Standard_ND96amsr_A100_v4
1749596419.727204,278.2958323384273,Standard_ND96amsr_A100_v4
1749596419.977204,278.1183242604308,Standard_ND96amsr_A100_v4
1749596420.227204,278.1183242604308,Standard_ND96amsr_A100_v4
1749596420.477204,276.9694411251423,Standard_ND96amsr_A100_v4
1749596420.727204,278.1480126434326,Standard_ND96amsr_A100_v4
1749596420.977204,276.9694411251423,Standard_ND96amsr_A100_v4
1749596421.227204,600.8351550153145,Standard_ND96amsr_A100_v4
1749596421.477204,339.830333341254,Standard_ND96amsr_A100_v4
1749596421.727204,339.830333341254,Standard_ND96amsr_A100_v4
1749596421.977204,276.37560210761,Standard_ND96amsr_A100_v4
1749596422.227204,276.37560210761,Standard_ND96amsr_A100_v4
1749596422.477204,346.1058353775962,Standard_ND96amsr_A100_v4
1749596422.727204,499.9867493032761,Standard_ND96amsr_A100_v4
1749596422.977204,872.2221213708906,Standard_ND96amsr_A100_v4
1749596423.227204,872.2221213708906,Standard_ND96amsr_A100_v4
1749596423.477204,872.2221213708906,Standard_ND96amsr_A100_v4
1749596423.727204,613.5961292200809,Standard_ND96amsr_A100_v4
1749596423.977204,344.70173407924295,Standard_ND96amsr_A100_v4
1749596424.227204,344.70173407924295,Standard_ND96amsr_A100_v4
1749596424.477204,344.0828742263,Standard_ND96amsr_A100_v4
1749596424.727204,837.7154470019354,Standard_ND96amsr_A100_v4
1749596424.977204,343.4640143733571,Standard_ND96amsr_A100_v4
1749596425.227204,849.7921020890343,Standard_ND96amsr_A100_v4
1749596425.477204,340.93847975754824,Standard_ND96amsr_A100_v4
1749596425.727204,341.7552817479482,Standard_ND96amsr_A100_v4
1749596425.977204,341.7552817479482,Standard_ND96amsr_A100_v4
1749596426.227204,338.4129451417394,Standard_ND96amsr_A100_v4
1749596426.477204,277.59647577945753,Standard_ND96amsr_A100_v4
1749596426.727204,277.3923439249299,Standard_ND96amsr_A100_v4
1749596426.977204,277.18821207040224,Standard_ND96amsr_A100_v4
1749596427.227204,277.18821207040224,Standard_ND96amsr_A100_v4
1749596427.477204,277.0384318166338,Standard_ND96amsr_A100_v4
1749596427.727204,275.79425706359814,Standard_ND96amsr_A100_v4
1749596427.977204,343.40212620136765,Standard_ND96amsr_A100_v4
1749596428.227204,276.20582590360453,Standard_ND96amsr_A100_v4
1749596428.477204,275.05677854411,Standard_ND96amsr_A100_v4
1749596428.727204,817.9257229521944,Standard_ND96amsr_A100_v4
1749596428.977204,845.47015185421,Standard_ND96amsr_A100_v4
1749596429.227204,913.315714828594,Standard_ND96amsr_A100_v4
1749596429.477204,341.60830703478183,Standard_ND96amsr_A100_v4
1749596429.727204,342.53311533929116,Standard_ND96amsr_A100_v4
1749596429.977204,342.53311533929116,Standard_ND96amsr_A100_v4
1749596430.227204,341.60830703478183,Standard_ND96amsr_A100_v4
1749596430.477204,275.562331287756,Standard_ND96amsr_A100_v4
1749596430.727204,277.1148077514749,Standard_ND96amsr_A100_v4
1749596430.977204,278.10147558157126,Standard_ND96amsr_A100_v4
1749596431.227204,278.3843798983826,Standard_ND96amsr_A100_v4
1749596431.477204,278.10147558157126,Standard_ND96amsr_A100_v4
1749596431.727204,833.8965385200021,Standard_ND96amsr_A100_v4
1749596431.977204,860.1137186472232,Standard_ND96amsr_A100_v4
1749596432.227204,863.5593841873573,Standard_ND96amsr_A100_v4
1749596432.477204,864.7439073328861,Standard_ND96amsr_A100_v4
1749596432.727204,867.0050497274914,Standard_ND96amsr_A100_v4
1749596432.977204,867.2330843845202,Standard_ND96amsr_A100_v4
1749596433.227204,867.0050497274914,Standard_ND96amsr_A100_v4
1749596433.477204,865.9884958587031,Standard_ND96amsr_A100_v4
1749596433.727204,867.2330843845202,Standard_ND96amsr_A100_v4
1749596433.977204,341.46301761813123,Standard_ND96amsr_A100_v4
1749596434.227204,341.9081356961433,Standard_ND96amsr_A100_v4
1749596434.477204,342.1266316870075,Standard_ND96amsr_A100_v4
1749596434.727204,342.1266316870075,Standard_ND96amsr_A100_v4
1749596434.977204,342.1266316870075,Standard_ND96amsr_A100_v4
1749596435.227204,345.58325051821174,Standard_ND96amsr_A100_v4
1749596435.477204,349.09352583382037,Standard_ND96amsr_A100_v4
1749596435.727204,351.6464335962647,Standard_ND96amsr_A100_v4
1749596435.977204,351.6464335962647,Standard_ND96amsr_A100_v4
1749596436.227204,351.6464335962647,Standard_ND96amsr_A100_v4
1749596436.477204,347.25759208171735,Standard_ND96amsr_A100_v4
1749596436.727204,342.36459570792164,Standard_ND96amsr_A100_v4
1749596436.977204,298.87352863406306,Standard_ND96amsr_A100_v4
1749596437.227204,276.8060278778656,Standard_ND96amsr_A100_v4
1749596437.477204,277.5039994487347,Standard_ND96amsr_A100_v4
1749596437.727204,276.8060278778656,Standard_ND96amsr_A100_v4
1749596437.977204,278.2019710196039,Standard_ND96amsr_A100_v4
1749596438.227204,278.2019710196039,Standard_ND96amsr_A100_v4
1749596438.477204,277.9734371217278,Standard_ND96amsr_A100_v4
1749596438.727204,277.9734371217278,Standard_ND96amsr_A100_v4
1749596438.977204,278.9645944729088,Standard_ND96amsr_A100_v4
1749596439.227204,278.3261266760697,Standard_ND96amsr_A100_v4
1749596439.477204,278.3261266760697,Standard_ND96amsr_A100_v4
1749596439.727204,278.9645944729088,Standard_ND96amsr_A100_v4
1749596439.977204,278.3261266760697,Standard_ND96amsr_A100_v4
1749596440.227204,277.95941951327586,Standard_ND96amsr_A100_v4
1749596440.477204,278.8412455084232,Standard_ND96amsr_A100_v4
1749596440.727204,290.5957324783081,Standard_ND96amsr_A100_v4
1749596440.977204,277.4572355271481,Standard_ND96amsr_A100_v4
1749596441.227204,291.74500485089567,Standard_ND96amsr_A100_v4
1749596441.477204,291.758560254439,Standard_ND96amsr_A100_v4
1749596441.727204,278.4202118733479,Standard_ND96amsr_A100_v4
1749596441.977204,278.1011868165013,Standard_ND96amsr_A100_v4
1749596442.227204,278.4202118733479,Standard_ND96amsr_A100_v4
1749596442.477204,277.7821617596547,Standard_ND96amsr_A100_v4
1749596442.727204,277.6287489330207,Standard_ND96amsr_A100_v4
1749596442.977204,277.6287489330207,Standard_ND96amsr_A100_v4
1749596443.227204,277.6497493154886,Standard_ND96amsr_A100_v4
1749596443.477204,277.6497493154886,Standard_ND96amsr_A100_v4
1749596443.727204,277.8407658209485,Standard_ND96amsr_A100_v4
1749596443.977204,277.8407658209485,Standard_ND96amsr_A100_v4
1749596444.227204,278.07533079202057,Standard_ND96amsr_A100_v4
1749596444.477204,277.8407658209485,Standard_ND96amsr_A100_v4
1749596444.727204,277.29519077126986,Standard_ND96amsr_A100_v4
1749596444.977204,276.74961572159117,Standard_ND96amsr_A100_v4
1749596445.227204,842.5223297355551,Standard_ND96amsr_A100_v4
1749596445.477204,842.5223297355551,Standard_ND96amsr_A100_v4
1749596445.727204,832.9500226695932,Standard_ND96amsr_A100_v4
1749596445.977204,849.2348273360176,Standard_ND96amsr_A100_v4
1749596446.227204,819.8292232073558,Standard_ND96amsr_A100_v4
1749596446.477204,849.2348273360176,Standard_ND96amsr_A100_v4
1749596446.727204,843.4734801663285,Standard_ND96amsr_A100_v4
1749596446.977204,843.4734801663285,Standard_ND96amsr_A100_v4
1749596447.227204,838.8942377879682,Standard_ND96amsr_A100_v4
1749596447.477204,819.2708020381822,Standard_ND96amsr_A100_v4
1749596447.727204,348.5555983951952,Standard_ND96amsr_A100_v4
1749596447.977204,346.4718464642163,Standard_ND96amsr_A100_v4
1749596448.227204,348.17767798352736,Standard_ND96amsr_A100_v4
1749596448.477204,348.17767798352736,Standard_ND96amsr_A100_v4
1749596448.727204,341.6253478517648,Standard_ND96amsr_A100_v4
1749596448.977204,341.6253478517648,Standard_ND96amsr_A100_v4
1749596449.227204,343.58301535281475,Standard_ND96amsr_A100_v4
1749596449.477204,338.9883527221022,Standard_ND96amsr_A100_v4
1749596449.727204,277.75402101966085,Standard_ND96amsr_A100_v4
1749596449.977204,297.6221865363353,Standard_ND96amsr_A100_v4
1749596450.227204,277.84883890114145,Standard_ND96amsr_A100_v4
1749596450.477204,277.84883890114145,Standard_ND96amsr_A100_v4
1749596450.727204,277.5789766342469,Standard_ND96amsr_A100_v4
1749596450.977204,277.5688309256905,Standard_ND96amsr_A100_v4
1749596451.227204,277.4851186746419,Standard_ND96amsr_A100_v4
1749596451.477204,277.144296467153,Standard_ND96amsr_A100_v4
1749596451.727204,277.4851186746419,Standard_ND96amsr_A100_v4
1749596451.977204,277.4851186746419,Standard_ND96amsr_A100_v4
1749596452.227204,277.521394813439,Standard_ND96amsr_A100_v4
1749596452.477204,277.8793648955618,Standard_ND96amsr_A100_v4
1749596452.727204,278.2373349776847,Standard_ND96amsr_A100_v4
1749596452.977204,866.7914942575215,Standard_ND96amsr_A100_v4
1749596453.227204,866.7914942575215,Standard_ND96amsr_A100_v4
1749596453.477204,864.2841594418921,Standard_ND96amsr_A100_v4
1749596453.727204,533.6685648492986,Standard_ND96amsr_A100_v4
1749596453.977204,857.7737315374302,Standard_ND96amsr_A100_v4
1749596454.227204,841.4368250937712,Standard_ND96amsr_A100_v4
1749596454.477204,861.7768246262629,Standard_ND96amsr_A100_v4
1749596454.727204,841.4368250937712,Standard_ND96amsr_A100_v4
1749596454.977204,856.789311564585,Standard_ND96amsr_A100_v4
1749596455.227204,867.2340347985297,Standard_ND96amsr_A100_v4
1749596455.477204,342.0800574462615,Standard_ND96amsr_A100_v4
1749596455.727204,346.1123429569591,Standard_ND96amsr_A100_v4
1749596455.977204,342.0800574462615,Standard_ND96amsr_A100_v4
1749596456.227204,344.7527222955199,Standard_ND96amsr_A100_v4
1749596456.477204,347.44867538158826,Standard_ND96amsr_A100_v4
1749596456.727204,344.7527222955199,Standard_ND96amsr_A100_v4
1749596456.977204,289.67826353263786,Standard_ND96amsr_A100_v4
1749596457.227204,290.8408451565067,Standard_ND96amsr_A100_v4
1749596457.477204,290.4669223303507,Standard_ND96amsr_A100_v4
1749596457.727204,290.4669223303507,Standard_ND96amsr_A100_v4
1749596457.977204,292.0034267803756,Standard_ND96amsr_A100_v4
1749596458.227204,291.2351745553632,Standard_ND96amsr_A100_v4
1749596458.477204,290.4669223303507,Standard_ND96amsr_A100_v4
1749596458.727204,347.0888491210918,Standard_ND96amsr_A100_v4
1749596458.977204,851.7084079069127,Standard_ND96amsr_A100_v4
1749596459.227204,343.7856259260884,Standard_ND96amsr_A100_v4
1749596459.477204,344.39057479579776,Standard_ND96amsr_A100_v4
1749596459.727204,344.39057479579776,Standard_ND96amsr_A100_v4
1749596459.977204,343.85262524631514,Standard_ND96amsr_A100_v4
1749596460.227204,278.83458311960396,Standard_ND96amsr_A100_v4
1749596460.477204,278.83458311960396,Standard_ND96amsr_A100_v4
1749596460.727204,278.9055040290061,Standard_ND96amsr_A100_v4
1749596460.977204,348.77679668029054,Standard_ND96amsr_A100_v4
1749596461.227204,279.0252865814663,Standard_ND96amsr_A100_v4
1749596461.477204,279.0252865814663,Standard_ND96amsr_A100_v4
1749596461.727204,279.07414822452427,Standard_ND96amsr_A100_v4
1749596461.977204,279.1754107684066,Standard_ND96amsr_A100_v4
1749596462.227204,279.1754107684066,Standard_ND96amsr_A100_v4
1749596462.477204,279.1754107684066,Standard_ND96amsr_A100_v4
1749596462.727204,278.4336131553658,Standard_ND96amsr_A100_v4
1749596462.977204,278.2733065504858,Standard_ND96amsr_A100_v4
1749596463.227204,277.6742387811614,Standard_ND96amsr_A100_v4
1749596463.477204,277.6742387811614,Standard_ND96amsr_A100_v4
1749596463.727204,277.88476048913395,Standard_ND96amsr_A100_v4
1749596463.977204,277.77949963514766,Standard_ND96amsr_A100_v4
1749596464.227204,277.77949963514766,Standard_ND96amsr_A100_v4
1749596464.477204,274.45001220703125,Standard_ND96amsr_A100_v4
1749596464.727204,276.72185996968693,Standard_ND96amsr_A100_v4
1749596464.977204,276.2923716972056,Standard_ND96amsr_A100_v4
1749596465.227204,276.2780182187893,Standard_ND96amsr_A100_v4
1749596465.477204,276.2780182187893,Standard_ND96amsr_A100_v4
1749596465.727204,276.2780182187893,Standard_ND96amsr_A100_v4
1749596465.977204,276.2780182187893,Standard_ND96amsr_A100_v4
1749596466.227204,276.9604095364237,Standard_ND96amsr_A100_v4
1749596466.477204,277.4104874909516,Standard_ND96amsr_A100_v4
1749596466.727204,277.2398833289975,Standard_ND96amsr_A100_v4
1749596466.977204,277.32518540997455,Standard_ND96amsr_A100_v4
1749596467.227204,277.4104874909516,Standard_ND96amsr_A100_v4
1749596467.477204,827.7041732655831,Standard_ND96amsr_A100_v4
1749596467.727204,868.917506930053,Standard_ND96amsr_A100_v4
1749596467.977204,866.0642555856095,Standard_ND96amsr_A100_v4
1749596468.227204,863.211004241166,Standard_ND96amsr_A100_v4
1749596468.477204,859.5106637408542,Standard_ND96amsr_A100_v4
1749596468.727204,855.8103232405424,Standard_ND96amsr_A100_v4
1749596468.977204,832.5288082748286,Standard_ND96amsr_A100_v4
1749596469.227204,832.5288082748286,Standard_ND96amsr_A100_v4
1749596469.477204,867.6008781123492,Standard_ND96amsr_A100_v4
1749596469.727204,858.6157164230669,Standard_ND96amsr_A100_v4
1749596469.977204,858.6157164230669,Standard_ND96amsr_A100_v4
1749596470.227204,867.6008781123492,Standard_ND96amsr_A100_v4
1749596470.477204,340.86081704397895,Standard_ND96amsr_A100_v4
